Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-10981,18,24,1-10981,34,2,1,4,1004.9511985778809,29.557388193467084
1-8087,20,24,1-8087,58,2,1,8,1007.9023971557617,17.377627537168305
MLG82,20,24,MLG82,71,0,1,3,1002.2133989334106,14.11568167511846
MLG26,22,24,MLG26,155,2,2,10,2009.3779964447021,12.963729009320659
1-4874,15,16,1-4874,224,36,2,14,2046.329195022583,9.135398192065102
1-1887,18,9,1-1887,119,40,1,34,1065.0851879119873,8.950295696739389
1-6511,18,9,1-6511,144,54,1,27,1073.9205904006958,7.45778187778261
1-5642,20,24,1-5642,166,12,1,6,1016.4267978668213,6.123052999197719
MLG13,1,10,MLG13,225,25,1,23,1041.969391822815,4.630975074768067
MLG15,1,10,MLG15,559,59,2,307,2285.504490852356,4.0885590176249655
MLG11,18,9,MLG11,493,11,1,19,1025.018193244934,2.0791444082047343
MLG08,1,10,MLG08,532,59,1,57,1101.0545797348022,2.0696514656669214
MLG12,18,9,MLG12,569,35,1,39,1063.7741861343384,1.8695504149988371
MLG56,11,22,MLG56,109,98,0,42,128.98758506774902,1.183372340071092
1-19109,8,15,1-19109,30,4,0,28,24.658390045166016,0.8219463348388671
1-3472,19,3,1-3472,28,11,0,14,21.329195022583008,0.7617569650922503
MLG14,13,14,MLG14,462,37,0,425,350.5648488998413,0.7587983742420807
1-3142,8,15,1-3142,4,3,0,0,3.0,0.75
MLG77,18,9,MLG77,9,6,0,1,6.737799644470215,0.7486444049411349
1-21180,14,2,1-21180,1,0,0,1,0.7377996444702148,0.7377996444702148
1-9225,1,10,1-9225,18,8,0,7,13.164597511291504,0.7313665284050835
1-11522,2,7,1-11522,24,15,0,3,17.213398933410645,0.7172249555587769
1-7770,11,22,1-7770,23,1,0,21,16.49379253387451,0.7171214145162831
1-8916,18,9,1-8916,61,18,0,34,43.085187911987305,0.7063145559342181
1-7834,18,9,1-7834,4,2,0,1,2.737799644470215,0.6844499111175537
1-18973,2,7,1-18973,39,21,0,7,26.164597511291504,0.6708871156741412
1-20124,18,9,1-20124,3,2,0,0,2.0,0.6666666666666666
MLG63,4,12,MLG63,543,33,0,437,355.4184446334839,0.6545459385515358
MLG74,19,3,MLG74,177,26,0,121,115.273756980896,0.6512641637338756
1-5109,19,3,1-5109,37,13,0,14,23.329195022583008,0.6305187843941353
1-9291,8,15,1-9291,78,27,0,30,49.133989334106445,0.6299229401808518
