Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-10981,18,24,1-10981,34,5,1,0,1005.0,29.558823529411764
1-8711,11,15,1-8711,48,4,1,11,1012.4528715610504,21.092768157521885
MLG24,20,24,MLG24,49,2,1,0,1002.0,20.448979591836736
MLG27,20,24,MLG27,67,5,1,0,1005.0,15.0
1-1887,18,13,1-1887,119,32,1,9,1038.9159858226776,8.730386435484686
1-6511,18,13,1-6511,144,47,1,20,1062.368857383728,7.377561509609222
1-5642,20,24,1-5642,166,7,1,0,1007.0,6.066265060240964
MLG13,1,8,MLG13,225,26,1,27,1046.7479574680328,4.652213144302368
MLG15,1,8,MLG15,559,50,2,256,2246.7213745117188,4.019179560843861
MLG67,11,15,MLG67,293,69,1,40,1099.737714767456,3.753371040161966
MLG11,18,13,MLG11,493,17,1,75,1074.63321518898,2.1797833979492496
MLG08,1,8,MLG08,532,90,1,62,1137.6434578895569,2.138427552423979
MLG12,18,13,MLG12,569,41,1,38,1070.2008290290833,1.8808450422303749
1-2292,6,5,1-2292,252,45,0,156,164.8770875930786,0.6542741571153913
1-18369,4,10,1-18369,7,3,0,1,3.7684428691864014,0.5383489813123431
1-4609,6,5,1-4609,7,3,0,1,3.7684428691864014,0.5383489813123431
1-20040,9,4,1-20040,22,11,0,1,11.768442869186401,0.5349292213266547
1-7522,7,14,1-7522,67,7,0,37,35.43238615989685,0.5288415844760724
1-9318,14,3,1-9318,13,3,0,5,6.842214345932007,0.5263241804563082
1-7486,8,6,1-7486,29,2,0,17,15.063528776168823,0.5194320267644422
1-5819,14,3,1-5819,23,5,0,9,11.915985822677612,0.518086340116418
1-9115,6,5,1-9115,22,6,0,7,11.37910008430481,0.517231822013855
1-3380,19,2,1-3380,2,1,0,0,1.0,0.5
1-7834,18,13,1-7834,4,2,0,0,2.0,0.5
1-10622,18,13,1-10622,4,2,0,0,2.0,0.5
1-3739,16,9,1-3739,2,1,0,0,1.0,0.5
1-7883,16,9,1-7883,33,7,0,12,16.221314430236816,0.491554982734449
1-0983,6,5,1-0983,195,85,0,14,95.75820016860962,0.49106769317235704
1-19884,17,16,1-19884,60,4,0,33,29.358614683151245,0.48931024471918744
1-19891,14,3,1-19891,95,18,0,36,45.66394329071045,0.4806730872706363
1-3186,9,4,1-3186,796,164,0,284,382.237774848938,0.48019820960921855
MLG09,18,13,MLG09,174,55,0,36,82.66394329071045,0.47508013385465775
1-4394,4,10,1-4394,190,69,0,27,89.74795746803284,0.47235767088438335
1-3717,14,3,1-3717,89,18,0,31,41.82172894477844,0.4699070667952634
1-6029,8,6,1-6029,26,9,0,4,12.073771476745605,0.4643758260286771
1-8058,12,23,1-8058,54,8,0,22,24.90574312210083,0.46121746522408946
1-4776,11,15,1-4776,33,9,0,8,15.147542953491211,0.4590164531360973
1-3472,19,2,1-3472,28,9,0,5,12.842214345932007,0.45865051235471455
1-3356,4,10,1-3356,28,9,0,5,12.842214345932007,0.45865051235471455
1-7733,17,16,1-7733,76,6,0,37,34.43238615989685,0.4530577126302217
1-5515,11,15,1-5515,30,12,0,2,13.536885738372803,0.45122952461242677
1-5287,1,8,1-5287,18,5,0,4,8.073771476745605,0.4485428598192003
1-1131,4,10,1-1131,200,25,0,84,89.54920101165771,0.4477460050582886
1-8126,4,10,1-8126,34,9,0,8,15.147542953491211,0.4455159692203297
1-2829,10,11,1-2829,52,23,0,0,23.0,0.4423076923076923
1-6957,14,3,1-6957,338,71,0,98,146.30740118026733,0.43286213366943
1-6166,7,14,1-6166,117,7,0,56,50.03280067443848,0.42763077499520064
1-8859,6,5,1-8859,36,10,0,7,15.37910008430481,0.4271972245640225
1-3174,17,16,1-3174,117,19,0,40,49.737714767456055,0.4251086732261201
1-18973,2,1,1-18973,39,5,0,15,16.52664303779602,0.42376007789220566
1-7655,4,10,1-7655,38,13,0,4,16.073771476745605,0.4229939862301475
P1-17272,6,5,P1-17272,6,1,0,2,2.5368857383728027,0.4228142897288005
1-9294,8,6,1-9294,74,12,0,25,31.211071729660034,0.42177123959000046
MLG03,19,2,MLG03,713,174,0,162,298.487744808197,0.41863638823029037
1-2322,16,9,1-2322,14,2,0,5,5.842214345932007,0.41730102470942904
1-6764,12,13,1-6764,38,12,0,5,15.842214345932007,0.4169003775245265
1-8177,15,1,1-8177,53,12,0,13,21.989757299423218,0.4149010811211928
MLG83,18,13,MLG83,88,28,0,11,36.452871561050415,0.41423717683011835
1-0529,17,16,1-0529,124,12,0,51,51.19058632850647,0.41282730910085863
1-7187,22,18,1-7187,96,27,0,16,39.29508590698242,0.4093238115310669
1-7462,19,2,1-7462,336,107,0,38,136.20082902908325,0.4053596102056049
1-7488,9,4,1-7488,65,17,0,12,26.221314430236816,0.4034048373882587
1-3051,7,14,1-3051,116,22,0,32,46.590171813964844,0.4016394121893521
1-9040,8,6,1-9040,55,9,0,17,22.063528776168823,0.40115506865761497
1-19192,6,5,1-19192,5,2,0,0,2.0,0.4
1-18770,5,17,1-18770,10,4,0,0,4.0,0.4
1-8044,13,7,1-8044,56,17,0,7,22.37910008430481,0.3996267872197287
1-3117,9,4,1-3117,7,2,0,1,2.7684428691864014,0.3954918384552002
1-9291,8,6,1-9291,78,27,0,5,30.842214345932007,0.39541300443502575
MLG14,13,7,MLG14,462,47,0,176,182.24594497680664,0.39447174237404037
1-0295,16,10,1-0295,24,1,0,11,9.452871561050415,0.39386964837710065
1-5314,6,5,1-5314,9,2,0,2,3.5368857383728027,0.39298730426364475
1-8666,13,7,1-8666,89,8,0,35,34.89550042152405,0.3920842743991466
1-6559,16,9,1-6559,24,4,0,7,9.37910008430481,0.39079583684603375
1-6569,14,3,1-6569,360,69,0,93,140.46518683433533,0.39018107453982037
1-8990,10,15,1-8990,40,4,0,15,15.52664303779602,0.3881660759449005
1-8753,14,3,1-8753,258,34,0,86,100.08608675003052,0.3879305687985679
1-7484,1,8,1-7484,24,7,0,3,9.305328607559204,0.38772202531496686
1-8062,19,2,1-8062,17,5,0,2,6.536885738372803,0.3845226904925178
1-9133,16,9,1-9133,2,0,0,1,0.7684428691864014,0.3842214345932007
1-7721,21,19,1-7721,12,0,0,6,4.610657215118408,0.3842214345932007
1-11523,10,11,1-11523,24,0,0,12,9.221314430236816,0.3842214345932007
MLG17,1,8,MLG17,76,16,0,17,29.063528776168823,0.3824148523180108
1-5655,11,15,1-5655,31,8,0,5,11.842214345932007,0.3820069143849035
1-8023,6,5,1-8023,20,3,0,6,7.610657215118408,0.3805328607559204
1-9232,10,11,1-9232,20,3,0,6,7.610657215118408,0.3805328607559204
1-18987,4,10,1-18987,34,6,0,9,12.915985822677612,0.37988193596110625
1-9396,11,15,1-9396,16,3,0,4,6.0737714767456055,0.37961071729660034
1-3733,22,18,1-3733,16,3,0,4,6.0737714767456055,0.37961071729660034
MLG58,10,11,MLG58,66,15,0,13,24.989757299423218,0.3786326863548972
1-3405,21,19,1-3405,72,18,0,12,27.221314430236816,0.3780738115310669
1-17965,17,16,1-17965,10,3,0,1,3.7684428691864014,0.37684428691864014
1-0917,8,6,1-0917,134,15,0,46,50.34837198257446,0.37573411927294376
MLG63,4,10,MLG63,543,31,0,225,203.8996455669403,0.3755057929409582
1-8914,2,12,1-8914,25,4,0,7,9.37910008430481,0.37516400337219236
1-9114,2,12,1-9114,120,18,0,35,44.89550042152405,0.3741291701793671
1-8973,11,15,1-8973,44,11,0,7,16.37910008430481,0.37225227464329114
1-7453,2,12,1-7453,24,2,0,9,8.915985822677612,0.3714994092782338
1-7770,11,15,1-7770,23,7,0,2,8.536885738372803,0.3711689451466436
1-3301,8,6,1-3301,18,2,0,6,6.610657215118408,0.3672587341732449
1-7172,16,9,1-7172,284,52,0,68,104.2541151046753,0.3670919545939271
MLG43,2,12,MLG43,39,5,0,12,14.221314430236816,0.3646490879547902
1-3496,13,7,1-3496,192,26,0,57,69.80124354362488,0.3635481434563796
1-18635,8,6,1-18635,44,6,0,13,15.989757299423218,0.3634035749868913
1-7302,16,9,1-7302,240,28,0,77,87.1701009273529,0.36320875386397045
1-9600,14,3,1-9600,7,1,0,2,2.5368857383728027,0.36241224833897184
1-0997,18,13,1-0997,33,5,0,9,11.915985822677612,0.36109047947507916
1-1633,6,5,1-1633,399,21,0,160,143.95085906982422,0.3607790954130933
