i,j,count
13,17,5
17,13,5
12,9,6
9,12,6
4,5,16
5,4,16
7,11,8
11,7,8
20,4,24
4,20,24
14,1,20
1,14,20
6,4,27
4,6,27
22,14,29
14,22,29
5,17,18
17,5,18
14,4,55
4,14,55
21,18,22
18,21,22
8,5,21
5,8,21
3,8,23
8,3,23
7,3,28
3,7,28
21,2,13
2,21,13
21,8,18
8,21,18
1,19,58
19,1,58
6,11,42
11,6,42
13,21,26
21,13,26
17,11,11
11,17,11
14,12,20
12,14,20
3,12,10
12,3,10
22,1,17
1,22,17
6,20,46
20,6,46
5,11,21
11,5,21
3,9,15
9,3,15
11,14,21
14,11,21
5,3,27
3,5,27
7,20,23
20,7,23
15,17,7
17,15,7
4,17,11
17,4,11
22,8,12
8,22,12
5,12,11
12,5,11
16,4,26
4,16,26
10,17,6
17,10,6
8,7,11
7,8,11
13,9,8
9,13,8
6,2,22
2,6,22
16,2,31
2,16,31
2,12,9
12,2,9
17,21,20
21,17,20
18,7,15
7,18,15
9,5,15
5,9,15
9,10,19
10,9,19
14,5,18
5,14,18
1,21,27
21,1,27
17,2,11
2,17,11
12,1,17
1,12,17
6,21,38
21,6,38
14,20,29
20,14,29
20,5,28
5,20,28
1,18,6
18,1,6
4,12,22
12,4,22
6,8,13
8,6,13
11,10,37
10,11,37
1,16,56
16,1,56
21,20,30
20,21,30
17,16,18
16,17,18
9,6,17
6,9,17
2,20,9
20,2,9
16,20,25
20,16,25
6,17,15
17,6,15
17,14,25
14,17,25
6,15,30
15,6,30
22,21,15
21,22,15
19,10,10
10,19,10
7,10,12
10,7,12
10,14,24
14,10,24
21,19,11
19,21,11
22,3,24
3,22,24
3,16,26
16,3,26
22,13,8
13,22,8
11,11,30
11,1,15
1,11,15
16,8,35
8,16,35
11,4,17
4,11,17
6,19,12
19,6,12
16,6,47
6,16,47
18,5,40
5,18,40
11,16,31
16,11,31
21,10,20
10,21,20
8,17,9
17,8,9
9,14,22
14,9,22
7,1,22
1,7,22
14,21,19
21,14,19
10,4,23
4,10,23
10,16,15
16,10,15
10,20,29
20,10,29
22,6,30
6,22,30
21,5,17
5,21,17
3,4,20
4,3,20
21,11,35
11,21,35
22,16,15
16,22,15
9,16,15
16,9,15
13,4,12
4,13,12
2,10,10
10,2,10
18,4,10
4,18,10
1,2,11
2,1,11
16,15,21
15,16,21
7,14,20
14,7,20
18,11,13
11,18,13
7,4,19
4,7,19
9,1,18
1,9,18
16,7,24
7,16,24
18,12,6
12,18,6
8,9,19
9,8,19
22,15,17
15,22,17
19,13,11
13,19,11
12,13,14
13,12,14
11,2,12
2,11,12
7,2,18
2,7,18
4,4,18
21,16,40
16,21,40
21,4,28
4,21,28
15,12,12
12,15,12
22,12,35
12,22,35
9,4,10
4,9,10
7,21,18
21,7,18
4,19,12
19,4,12
5,1,13
1,5,13
1,15,8
15,1,8
19,15,3
15,19,3
7,12,8
12,7,8
3,20,35
20,3,35
9,20,18
20,9,18
17,22,5
22,17,5
15,10,9
10,15,9
4,1,11
1,4,11
15,9,9
9,15,9
20,8,8
8,20,8
2,5,18
5,2,18
10,1,12
1,10,12
13,8,12
8,13,12
3,10,20
10,3,20
21,21,20
3,15,13
15,3,13
20,13,21
13,20,21
6,14,27
14,6,27
4,8,27
8,4,27
14,8,29
8,14,29
2,4,35
4,2,35
3,14,33
14,3,33
10,22,10
22,10,10
19,5,26
5,19,26
18,16,29
16,18,29
13,16,19
16,13,19
1,8,13
8,1,13
2,9,9
9,2,9
6,3,17
3,6,17
10,18,6
18,10,6
20,11,29
11,20,29
10,8,23
8,10,23
1,3,18
3,1,18
14,16,35
16,14,35
12,8,12
8,12,12
15,11,6
11,15,6
15,14,15
14,15,15
18,6,13
6,18,13
13,10,10
10,13,10
22,19,8
19,22,8
22,5,12
5,22,12
8,18,8
18,8,8
15,7,18
7,15,18
18,19,7
19,18,7
14,18,16
18,14,16
6,1,15
1,6,15
7,19,10
19,7,10
17,19,15
19,17,15
11,13,13
13,11,13
13,2,12
2,13,12
15,20,7
20,15,7
17,9,14
9,17,14
15,8,19
8,15,19
22,20,18
20,22,18
6,10,21
10,6,21
10,12,8
12,10,8
3,21,12
21,3,12
18,13,8
13,18,8
11,3,13
3,11,13
1,20,21
20,1,21
1,13,4
13,1,4
6,12,14
12,6,14
2,18,13
18,2,13
22,18,10
18,22,10
9,22,6
22,9,6
17,18,9
18,17,9
6,13,8
13,6,8
20,18,9
18,20,9
22,4,33
4,22,33
2,3,12
3,2,12
12,17,6
17,12,6
21,9,10
9,21,10
12,20,16
20,12,16
2,14,12
14,2,12
13,14,14
14,13,14
7,9,12
9,7,12
21,15,18
15,21,18
11,19,9
19,11,9
5,16,14
16,5,14
22,11,8
11,22,8
19,20,13
20,19,13
21,12,9
12,21,9
17,20,8
20,17,8
2,15,8
15,2,8
7,6,22
6,7,22
16,19,11
19,16,11
22,2,12
2,22,12
16,12,5
12,16,5
15,5,7
5,15,7
17,3,9
3,17,9
5,7,13
7,5,13
2,19,12
19,2,12
7,22,6
22,7,6
19,14,12
14,19,12
15,18,3
18,15,3
8,2,5
2,8,5
7,13,7
13,7,7
7,17,15
17,7,15
11,8,9
8,11,9
8,19,13
19,8,13
9,11,10
11,9,10
19,3,4
3,19,4
3,13,6
13,3,6
1,17,5
17,1,5
10,5,3
5,10,3
4,15,7
15,4,7
13,15,5
15,13,5
19,12,2
12,19,2
5,13,5
13,5,5
11,12,5
12,11,5
6,5,4
5,6,4
9,18,4
18,9,4
9,19,6
19,9,6
3,18,4
18,3,4
1,1,0
1,23,0
1,24,0
2,2,0
2,23,0
2,24,0
3,3,0
3,23,0
3,24,0
4,23,0
4,24,0
5,5,0
5,23,0
5,24,0
6,6,0
6,23,0
6,24,0
7,7,0
7,23,0
7,24,0
8,8,0
8,23,0
8,24,0
9,9,0
9,23,0
9,24,0
10,10,0
10,23,0
10,24,0
11,23,0
11,24,0
12,12,0
12,23,0
12,24,0
13,13,0
13,23,0
13,24,0
14,14,0
14,23,0
14,24,0
15,15,0
15,23,0
15,24,0
16,16,0
16,23,0
16,24,0
17,17,0
17,23,0
17,24,0
18,18,0
18,23,0
18,24,0
19,19,0
19,23,0
19,24,0
20,20,0
20,23,0
20,24,0
21,23,0
21,24,0
22,22,0
22,23,0
22,24,0
23,1,0
23,2,0
23,3,0
23,4,0
23,5,0
23,6,0
23,7,0
23,8,0
23,9,0
23,10,0
23,11,0
23,12,0
23,13,0
23,14,0
23,15,0
23,16,0
23,17,0
23,18,0
23,19,0
23,20,0
23,21,0
23,22,0
23,23,0
23,24,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,0
