i,j,count
7,15,83
12,14,57
4,11,156
4,8,186
11,8,155
13,18,39
13,20,51
18,20,289
5,18,206
5,19,272
5,20,193
5,3,118
18,19,393
18,3,166
19,20,336
19,3,112
20,3,77
21,19,73
10,18,340
10,19,359
10,5,294
10,14,311
18,5,316
18,14,309
19,5,254
19,14,190
5,14,216
9,14,191
9,17,199
14,17,189
9,11,165
9,19,209
9,12,75
9,21,106
11,19,192
11,12,55
11,21,201
19,12,85
19,21,220
12,21,79
18,11,367
18,21,287
18,6,256
11,6,130
21,6,61
18,13,128
12,19,81
12,7,45
19,7,267
3,11,238
3,7,89
3,10,31
11,7,136
11,10,118
7,10,52
19,10,95
19,8,280
19,11,291
10,7,184
10,8,251
10,20,181
10,11,272
7,8,150
7,20,178
7,11,146
8,20,110
8,11,146
20,11,192
9,18,108
9,5,181
11,18,171
11,5,180
1,18,158
1,17,111
1,21,136
18,17,141
17,21,49
20,18,85
20,16,230
18,16,169
14,21,134
7,9,92
7,4,74
9,4,56
10,17,157
10,2,106
17,2,90
19,15,189
19,9,177
15,9,125
10,21,155
20,19,183
20,15,221
20,9,183
17,15,77
17,16,165
2,15,88
2,16,71
15,16,100
18,4,148
19,4,146
10,9,259
12,6,69
6,21,118
6,7,116
21,7,94
15,2,45
20,8,195
20,5,174
20,7,306
8,5,91
8,7,131
5,7,181
14,5,235
14,6,104
5,6,316
18,8,278
19,2,121
2,8,117
12,1,52
12,11,71
1,11,211
1,9,161
1,3,68
18,9,314
9,3,61
4,21,109
4,2,60
21,2,31
18,7,303
9,7,122
15,8,151
15,6,69
15,5,149
8,6,79
6,5,193
5,1,203
5,9,254
1,4,96
14,11,274
17,10,41
17,7,115
17,9,129
10,15,136
15,7,111
11,20,220
11,15,106
11,13,78
11,3,99
20,13,125
15,13,118
15,3,90
13,3,33
14,18,94
10,3,112
7,3,91
7,13,70
7,6,82
10,13,76
10,6,249
13,6,74
21,18,52
21,12,37
18,12,114
6,15,102
5,17,108
21,9,66
5,11,267
5,21,247
15,14,75
15,21,100
8,14,43
8,21,76
11,17,93
11,14,183
17,14,99
11,4,46
3,8,119
3,4,101
8,4,82
1,15,85
21,15,60
14,20,200
4,19,120
4,12,43
4,13,50
19,13,124
8,12,80
8,13,48
12,13,42
20,17,66
17,13,60
16,13,65
10,1,159
19,1,156
7,17,160
17,4,93
20,21,155
13,7,82
13,21,104
7,21,126
2,20,114
2,10,82
20,10,61
16,6,121
16,20,109
6,20,110
6,8,189
18,10,159
14,19,181
2,12,77
2,9,66
12,9,88
16,7,298
2,7,91
7,16,169
6,17,115
6,18,130
17,18,58
17,5,187
15,20,183
3,20,62
11,9,186
9,6,147
14,9,130
18,15,160
15,19,175
19,18,165
12,17,37
12,8,81
9,8,119
17,8,191
12,20,39
18,2,123
13,2,37
2,3,51
7,2,39
2,11,126
4,18,146
4,16,64
4,6,162
1,7,106
2,6,96
4,9,123
17,1,80
7,1,50
8,1,57
7,5,100
3,9,27
6,11,145
8,17,49
17,11,140
11,2,103
20,12,123
5,8,290
1,8,111
2,4,44
1,16,101
13,10,50
16,14,85
18,1,203
5,10,156
9,1,73
7,14,67
16,17,98
16,2,67
2,21,92
17,3,57
13,9,39
6,9,206
1,19,130
1,2,80
9,2,86
16,19,115
16,4,42
17,19,137
7,19,89
15,18,73
14,1,67
14,15,99
6,1,125
3,21,118
12,12,116
13,12,46
16,11,115
16,21,60
9,20,128
10,16,148
17,6,90
6,16,122
2,19,112
12,18,56
12,5,75
4,5,161
12,10,78
10,12,104
4,20,77
6,10,79
20,14,183
19,6,180
6,3,76
17,20,136
11,16,62
11,1,102
16,1,85
1,14,187
20,6,117
20,2,93
6,2,95
3,15,41
13,8,116
1,5,185
2,17,60
21,11,113
8,2,56
5,16,141
21,16,28
15,12,59
14,10,83
21,5,72
3,2,39
3,14,53
4,14,106
2,14,87
16,10,86
16,18,94
21,1,42
17,12,36
12,2,56
3,6,39
3,1,38
6,4,91
4,1,105
8,9,58
1,13,106
5,13,111
14,13,65
8,3,46
8,15,66
3,13,44
13,15,37
14,8,86
10,4,95
4,10,95
1,10,72
2,13,44
13,14,49
18,18,101
13,19,77
15,11,100
15,4,47
15,15,123
4,15,69
4,7,102
14,16,100
19,16,109
1,6,156
6,14,166
14,4,46
6,13,73
3,18,49
2,5,85
8,18,42
13,16,64
8,16,70
21,17,63
5,5,92
5,15,151
16,9,101
14,2,78
5,2,154
7,18,82
6,12,66
4,3,51
13,4,46
21,3,52
15,10,49
8,19,105
6,19,133
9,10,48
8,10,17
9,15,131
5,4,138
13,5,70
14,3,68
3,5,78
21,14,28
16,15,111
16,5,121
2,1,122
1,20,62
21,13,32
5,12,80
1,12,54
9,16,126
20,1,36
3,16,16
21,10,20
14,12,54
13,1,41
3,17,30
15,17,36
19,17,46
14,7,101
4,17,57
3,12,18
16,8,37
15,1,56
12,15,46
16,3,25
12,16,33
20,4,72
2,18,113
21,8,26
12,4,68
9,13,77
16,12,18
21,20,32
13,17,45
3,19,34
13,11,56
21,4,19
12,3,32
7,12,24
