i,j,count
17,4,198
4,17,198
18,5,64
5,18,64
8,9,431
8,10,260
9,8,431
9,10,262
10,8,260
10,9,262
18,15,215
18,13,150
15,18,215
15,13,285
13,18,150
13,15,285
19,15,650
19,7,641
19,21,451
19,17,413
15,19,650
15,7,619
15,21,589
15,17,464
7,19,641
7,15,619
7,21,394
7,17,522
21,19,451
21,15,589
21,7,394
21,17,412
17,19,413
17,15,464
17,7,522
17,21,412
12,2,99
2,12,99
16,15,574
16,7,404
16,13,211
16,14,300
15,16,574
15,14,375
7,16,404
7,13,337
7,14,440
13,16,211
13,7,337
13,14,239
14,16,300
14,15,375
14,7,440
14,13,239
11,20,200
11,18,437
20,11,200
20,18,239
18,11,437
18,20,239
11,7,432
11,12,168
11,14,327
20,7,218
20,12,102
20,14,141
7,11,432
7,20,218
7,12,224
12,11,168
12,20,102
12,7,224
12,14,165
14,11,327
14,20,141
14,12,165
15,4,165
15,8,526
13,4,169
13,8,407
4,15,165
4,13,169
4,8,191
8,15,526
8,13,407
8,4,191
15,2,252
2,15,252
6,21,327
6,17,186
6,16,204
21,6,327
21,16,236
17,6,186
17,16,341
16,6,204
16,21,236
16,17,341
7,2,341
7,9,569
16,2,165
16,9,383
2,7,341
2,16,165
2,17,143
2,21,130
2,9,191
17,2,143
17,9,501
21,2,130
21,9,410
9,7,569
9,16,383
9,2,191
9,17,501
9,21,410
11,15,495
11,19,450
20,15,257
20,19,232
15,11,495
15,20,257
19,11,450
19,20,232
20,13,118
13,20,118
15,12,225
12,15,225
13,10,456
15,10,277
10,13,456
10,15,277
4,11,172
4,6,55
11,4,172
11,6,156
6,4,55
6,11,156
2,11,142
2,19,287
11,2,142
19,2,287
7,8,579
8,7,579
8,11,487
11,8,487
7,1,157
1,7,157
16,12,205
12,16,205
8,14,346
14,8,346
11,10,389
10,11,389
10,20,177
20,10,177
15,1,158
10,1,209
1,15,158
1,10,209
3,6,90
6,3,90
16,8,329
8,16,329
8,12,215
8,17,336
12,8,215
12,17,164
17,8,336
17,12,164
13,19,295
13,17,473
10,19,273
10,17,688
19,13,295
19,10,273
17,13,473
17,10,688
4,19,196
4,3,80
19,4,196
19,3,207
3,4,80
3,19,207
16,1,132
16,10,248
1,16,132
10,16,248
2,13,99
13,2,99
7,5,190
5,7,190
5,17,206
17,5,206
2,14,111
2,20,131
14,2,111
20,2,131
1,12,86
1,3,143
12,1,86
12,3,82
3,1,143
3,12,82
10,4,198
4,10,198
4,9,215
9,4,215
2,6,85
6,2,85
6,12,83
12,6,83
21,8,305
8,21,305
8,19,579
19,8,579
13,11,347
11,13,347
15,3,174
16,3,213
16,11,325
14,3,132
3,15,174
3,16,213
3,14,132
3,11,161
11,16,325
11,3,161
9,20,148
9,5,205
9,19,543
17,20,188
20,9,148
20,17,188
20,5,94
5,9,205
5,20,94
5,19,204
19,9,543
19,5,204
3,18,123
3,17,174
16,18,189
18,3,123
18,16,189
18,17,154
17,3,174
17,18,154
14,1,85
1,14,85
3,10,166
10,3,166
19,18,276
18,19,276
19,16,444
16,19,444
21,18,127
21,11,264
21,14,276
17,11,348
17,14,243
18,21,127
18,14,176
11,21,264
11,17,348
14,21,276
14,17,243
14,18,176
9,11,366
9,13,268
11,9,366
13,9,268
9,3,181
9,1,155
21,3,182
21,1,118
3,9,181
3,21,182
1,9,155
1,21,118
5,21,154
21,5,154
7,10,319
7,4,202
10,7,319
10,12,237
12,10,237
12,4,102
4,7,202
4,12,102
18,10,268
18,4,120
10,18,268
4,18,120
5,1,165
5,11,174
1,5,165
1,11,162
11,5,174
11,1,162
4,14,117
14,4,117
20,8,173
8,20,173
3,7,259
7,3,259
10,6,80
6,10,80
6,15,245
15,6,245
12,9,261
12,19,281
9,12,261
19,12,281
9,15,552
15,9,552
13,12,152
12,13,152
6,9,126
6,13,91
9,6,126
13,6,91
18,8,270
8,18,270
15,5,223
5,15,223
9,18,172
18,9,172
6,7,209
7,6,209
20,21,133
21,20,133
21,12,107
12,21,107
14,9,211
9,14,211
18,12,87
12,18,87
8,3,198
3,8,198
6,5,62
5,6,62
1,8,235
8,1,235
21,4,111
4,21,111
18,7,147
7,18,147
18,6,95
6,18,95
3,5,68
16,5,139
5,3,68
5,16,139
17,1,184
1,17,184
1,18,59
18,1,59
6,14,233
14,6,233
13,3,101
3,13,101
2,10,173
10,2,173
10,21,177
21,10,177
19,14,313
14,19,313
14,5,102
5,14,102
14,10,117
10,14,117
2,18,97
18,2,97
4,16,123
16,4,123
1,4,55
4,1,55
1,6,67
6,1,67
6,8,174
8,6,174
19,1,157
1,19,157
21,13,101
13,21,101
2,8,238
8,2,238
12,5,111
5,12,111
16,20,195
20,16,195
8,5,188
5,8,188
5,10,96
10,5,96
2,4,65
4,2,65
4,20,88
20,4,88
19,6,218
6,19,218
4,5,59
2,5,90
5,4,59
5,2,90
20,6,81
6,20,81
20,1,55
1,20,55
13,1,65
1,13,65
13,5,70
5,13,70
2,3,83
3,2,83
1,2,64
2,1,64
20,3,73
3,20,73
