i,j,count
13,17,73
12,9,117
21,10,171
21,19,198
10,19,88
2,7,49
2,3,99
7,3,99
9,22,57
9,14,89
9,3,89
9,8,146
22,14,179
22,3,215
22,8,159
14,3,213
14,8,293
3,8,205
4,5,126
6,7,103
6,14,277
6,13,86
6,20,231
7,14,113
7,13,52
7,20,111
14,13,146
14,20,179
13,20,103
4,19,143
19,5,257
3,10,173
3,14,131
3,17,81
3,9,94
10,14,183
10,17,88
10,9,169
14,17,156
14,9,254
17,9,97
11,5,122
11,22,100
11,21,199
5,22,76
5,21,88
22,21,164
7,11,36
2,14,51
2,8,78
12,10,182
12,8,81
12,6,17
10,8,237
10,6,104
8,6,60
14,6,111
14,10,241
14,2,176
6,9,165
6,8,252
6,10,225
6,2,165
9,10,185
9,2,97
8,10,127
8,2,74
10,2,148
3,22,49
3,16,149
10,22,108
10,16,166
22,16,98
14,16,275
11,1,106
11,3,159
22,1,99
1,3,152
11,2,102
11,20,143
2,20,79
13,7,30
13,12,228
7,12,59
20,4,95
17,4,103
4,9,120
1,15,48
1,18,124
15,18,53
14,21,346
14,4,271
21,4,243
14,1,187
6,4,198
13,14,140
13,21,238
13,4,160
15,16,102
15,9,94
15,22,39
16,9,159
16,22,81
11,14,213
11,4,241
5,17,42
17,21,143
17,8,101
21,8,183
4,8,145
21,18,135
13,19,152
13,16,89
13,22,230
19,16,121
19,22,95
19,21,96
16,21,282
6,19,146
20,19,103
1,16,139
1,5,90
16,5,158
13,8,79
17,3,72
17,10,119
1,22,148
1,4,155
1,2,175
22,4,210
22,2,94
4,2,110
12,3,21
12,15,28
3,15,147
7,19,68
7,9,68
19,14,72
19,9,108
21,5,161
19,4,74
5,4,125
16,11,103
16,4,239
3,4,196
8,5,71
8,20,82
8,22,42
8,4,151
6,22,102
20,22,80
10,7,32
10,4,220
10,3,151
2,4,170
7,4,109
4,3,100
19,11,63
11,16,138
6,12,154
8,12,135
15,6,56
15,2,58
15,21,104
6,21,243
2,21,113
9,20,85
9,17,54
20,17,64
16,19,94
16,10,195
10,5,78
1,8,153
1,19,221
1,9,135
8,19,104
8,9,127
5,9,79
10,15,97
10,20,154
15,20,70
15,4,102
21,20,165
20,3,109
21,2,116
21,14,199
21,17,116
21,11,167
14,19,108
14,11,175
19,17,102
17,11,83
13,1,54
13,11,95
1,12,145
1,11,88
12,11,58
6,1,138
1,10,106
11,18,133
18,16,85
13,9,170
11,9,118
22,9,109
22,13,107
22,20,146
2,13,50
21,13,128
11,19,108
18,6,51
18,8,80
18,14,48
18,9,48
8,14,178
17,19,128
19,8,124
12,22,252
6,11,225
15,1,52
15,8,104
1,20,116
20,8,62
14,18,127
18,1,41
18,3,57
18,2,70
3,2,117
6,15,119
10,1,97
10,21,186
4,21,154
8,21,123
14,15,127
8,3,103
8,15,56
7,1,79
7,22,46
17,16,110
17,14,135
16,14,239
18,17,35
17,1,94
4,1,45
4,10,92
12,5,76
11,6,100
6,3,196
3,7,84
3,12,57
7,2,76
12,2,46
16,8,183
3,20,172
8,17,201
8,1,58
4,17,131
21,16,211
7,21,140
7,10,90
7,8,108
7,5,70
3,18,103
2,18,50
20,6,53
6,17,100
16,2,143
19,2,76
14,12,138
22,18,48
1,14,103
14,5,90
5,19,92
22,19,92
5,11,88
11,15,102
16,6,109
16,15,107
16,3,138
15,3,69
17,5,91
11,10,193
11,17,99
16,17,143
12,1,36
4,14,166
4,18,55
12,18,33
5,3,64
15,14,92
21,1,115
20,1,46
4,7,37
4,4,116
14,22,115
13,10,82
3,13,44
3,19,100
10,13,101
2,17,38
2,16,104
15,17,30
16,1,194
6,18,123
19,18,152
8,18,65
5,12,108
22,6,91
22,12,186
22,10,75
17,13,61
11,13,91
9,4,112
9,12,75
4,12,96
21,22,91
4,13,76
21,6,74
13,5,62
13,18,42
5,18,100
20,16,100
20,9,95
8,7,24
2,19,62
10,12,93
17,12,48
1,7,56
11,7,42
20,14,128
20,10,125
3,21,197
2,12,56
18,7,24
18,19,61
18,22,64
16,12,104
9,5,60
19,6,69
16,18,120
13,15,53
9,16,77
15,19,41
2,1,41
19,12,92
19,20,78
12,20,39
12,21,56
20,21,89
21,3,127
1,21,211
2,5,93
2,22,61
5,16,83
8,13,66
17,2,102
9,21,89
9,7,27
4,15,49
14,7,89
21,15,101
3,1,101
1,17,69
5,14,43
16,20,155
19,10,94
2,10,97
11,11,193
21,9,197
20,5,113
18,21,109
18,10,56
18,15,23
21,21,123
2,9,79
22,11,107
17,18,64
16,13,101
9,13,45
21,7,45
11,8,126
12,4,59
3,11,70
10,11,121
5,20,102
5,10,31
4,6,56
9,6,64
21,12,124
15,12,83
18,20,73
5,1,31
20,13,62
18,5,186
11,12,144
19,7,29
20,18,74
9,19,62
4,20,141
20,15,34
7,15,36
20,11,55
3,6,65
1,6,51
18,4,68
1,13,74
17,20,90
17,7,45
6,16,245
6,5,96
9,11,55
12,19,30
8,11,111
17,6,74
20,7,27
19,13,75
7,16,119
16,7,70
18,11,69
20,2,55
4,16,127
22,5,80
10,18,79
17,22,72
3,5,108
12,13,82
5,13,71
7,17,56
19,1,36
9,1,60
18,12,87
19,15,59
5,7,18
22,15,50
7,6,36
13,6,34
8,16,128
13,2,90
5,8,69
18,13,60
22,17,39
4,22,59
15,10,81
12,17,25
9,15,38
12,16,55
7,18,65
2,6,53
5,15,34
5,6,23
15,11,56
19,3,41
15,5,39
17,15,41
15,13,32
5,2,32
2,11,38
9,18,35
13,3,27
12,7,17
22,7,26
15,7,35
4,11,82
12,14,53
20,12,74
2,15,39
