Exam Group,Exam Block,adj_block
1-7525,9,9
1-4052,11,11
1-0037,2,2
1-8641,7,7
1-7752,13,13
1-9496,20,20
1-8074,13,13
1-8906,8,8
72-11994,3,3
1-7321,12,12
1-20167,14,14
1-9156,5,5
1-2382,11,11
1-8328,12,12
1-9770,2,2
1-9553,2,2
1-9253,13,13
1-2670,18,18
1-9646,19,19
1-8646,14,14
1-9839,2,2
MLG39,3,3
1-4634,3,3
1-9902,7,7
1-8988,17,17
1-1250,4,4
1-9733,13,13
1-8018,1,1
1-9752,8,8
1-7058,4,4
1-10468,15,15
1-9938,9,9
1-7842,16,16
1-5406,6,6
1-10922,14,14
1-18563,1,1
1-0053,13,13
1-19839,12,12
1-9887,21,21
1-9630,2,2
1-9416,1,1
1-5653,13,13
MLG73,11,11
1-8023,4,4
1-4149,1,1
1-0205,12,12
1-9227,6,6
1-9650,10,10
1-9996,9,9
1-3068,16,16
1-17835,3,3
1-4361,10,10
1-3089,2,2
1-8450,20,20
1-18371,3,3
MLG07,11,11
MLG29,21,21
1-8113,17,17
1-7024,9,9
1-9667,1,1
1-9855,17,17
1-7042,16,16
MLG33,22,22
1-19448,5,5
1-20791,3,3
1-1015,3,3
MLG57,14,14
1-6647,18,18
MLG56,12,12
1-20467,2,2
1-2400,16,16
1-6931,9,9
1-9333,5,5
1-7268,19,19
1-21195,9,9
1-4649,18,18
1-8379,1,1
1-9946,1,1
1-9277,16,16
1-9504,11,11
1-9516,6,6
1-3596,18,18
1-0129,2,2
1-1942,14,14
1-8623,13,13
1-6927,15,15
P-0009,5,5
1-11330,6,6
1-2103,2,2
1-6181,21,21
MLG44,19,19
1-7839,8,8
1-1390,14,14
1-7897,10,10
1-1570,2,2
1-3589,3,3
1-0033,2,2
1-3216,17,17
1-9495,2,2
1-4051,17,17
1-10762,1,1
MLG43,3,3
1-7608,16,16
1-9995,16,16
1-1608,12,12
1-3535,5,5
1-4136,1,1
1-18615,1,1
1-3587,10,10
1-9836,7,7
1-8590,10,10
1-1592,5,5
1-8341,6,6
MLG02,7,7
1-9997,21,21
1-8066,7,7
1-3509,7,7
1-3639,15,15
1-9404,15,15
1-8352,14,14
1-7019,7,7
MLG54,20,20
1-4020,4,4
1-1177,4,4
MLG51,8,8
1-8157,4,4
1-19004,7,7
1-7866,10,10
1-18377,10,10
1-5530,6,6
1-6743,12,12
1-3516,16,16
1-4855,10,10
1-20578,20,20
1-3108,12,12
1-7521,7,7
1-3139,6,6
1-1769,12,12
1-7441,2,2
1-10978,13,13
1-2324,4,4
1-3584,22,22
MLG13,6,6
1-5172,4,4
1-0296,8,8
1-3647,18,18
1-6734,2,2
1-19924,18,18
1-8826,6,6
P-16616,21,21
1-9497,22,22
1-1317,15,15
1-4531,6,6
MLG75,9,9
MLG78,13,13
1-11329,4,4
1-20641,2,2
1-8910,6,6
1-1827,13,13
1-18613,19,19
1-6296,7,7
1-3523,10,10
1-3362,16,16
1-0031,2,2
MLG65,18,18
1-4319,15,15
1-6035,22,22
1-1131,17,17
MLG32,19,19
1-8188,8,8
1-17758,21,21
1-3052,6,6
1-2282,14,14
1-19229,3,3
MLG63,10,10
MLG50,20,20
1-9417,15,15
1-9498,9,9
1-9761,9,9
1-4760,10,10
1-9831,15,15
1-4417,7,7
1-6611,16,16
1-0008,7,7
1-1462,6,6
1-10785,8,8
1-7682,17,17
MLG48,21,21
1-5163,14,14
1-8544,14,14
1-5197,15,15
1-6594,1,1
MLG62,17,17
1-1580,11,11
1-6916,22,22
1-6918,3,3
1-6919,11,11
MLG14,17,17
1-7874,6,6
1-7213,21,21
1-6561,2,2
1-4640,14,14
1-7004,16,16
1-2335,5,5
1-18558,11,11
1-8551,6,6
1-9270,2,2
1-6974,3,3
MLG68,4,4
1-10539,1,1
MLG49,8,8
1-0278,13,13
MLG64,13,13
MLG30,7,7
1-9609,12,12
1-7819,19,19
1-2423,7,7
1-6787,18,18
1-9963,2,2
1-9808,21,21
1-0303,1,1
MLG60,17,17
1-18709,22,22
1-7204,1,1
1-5744,13,13
1-1770,20,20
1-4682,1,1
1-3104,9,9
1-17907,16,16
1-8421,2,2
MLG53,4,4
1-9645,7,7
MLG12,17,17
MLG15,20,20
1-6858,20,20
1-8314,2,2
1-8285,3,3
1-1957,1,1
1-18203,10,10
1-10451,4,4
1-6216,6,6
1-6692,5,5
1-8172,8,8
1-8398,11,11
1-6878,1,1
1-7122,5,5
1-4700,22,22
1-6006,6,6
1-4355,4,4
1-9379,13,13
1-2701,3,3
1-6693,22,22
1-3141,2,2
1-7614,19,19
1-6914,4,4
1-5654,9,9
MLG59,1,1
1-9610,5,5
1-5161,1,1
1-6980,11,11
MLG10,14,14
MLG72,4,4
MLG52,20,20
1-19166,3,3
MLG11,10,10
1-3447,12,12
1-3217,7,7
1-6538,20,20
1-3534,16,16
1-7152,12,12
1-3106,22,22
1-1935,4,4
1-2297,14,14
1-4098,20,20
1-8529,1,1
1-8397,3,3
1-0272,16,16
1-17790,16,16
1-8186,17,17
1-8503,19,19
1-7182,5,5
1-2545,8,8
1-7993,16,16
1-9651,11,11
1-1183,5,5
1-1989,19,19
1-10060,20,20
1-5913,5,5
1-5981,18,18
1-13247,21,21
1-6228,2,2
1-8578,22,22
1-1204,5,5
1-9794,5,5
1-9518,21,21
1-9452,18,18
1-8400,8,8
1-18234,18,18
1-19205,8,8
1-9055,6,6
1-9394,17,17
1-9286,1,1
1-1005,22,22
1-10038,4,4
1-4390,17,17
1-9491,3,3
MLG31,14,14
1-5980,8,8
1-8678,12,12
1-6900,1,1
1-11350,18,18
1-9578,21,21
1-3551,1,1
MLG09,2,2
1-6028,12,12
1-1836,15,15
1-3265,21,21
MLG08,19,19
1-3176,12,12
1-8493,2,2
1-19915,2,2
1-8627,19,19
1-0292,19,19
1-18487,2,2
1-20012,14,14
1-9076,1,1
1-5425,21,21
1-4747,2,2
1-6227,1,1
1-6909,1,1
1-8532,2,2
1-18935,11,11
1-3206,10,10
1-9697,1,1
1-3033,21,21
1-8094,11,11
1-11206,12,12
1-6531,17,17
1-5036,2,2
1-18028,4,4
1-1850,20,20
1-4926,4,4
1-2034,3,3
1-19549,2,2
1-5282,20,20
1-9861,1,1
1-9338,12,12
1-3175,1,1
1-5002,22,22
1-5531,4,4
1-6718,4,4
1-6217,15,15
1-4847,16,16
1-5891,4,4
1-19447,1,1
1-7530,16,16
1-9457,11,11
1-5990,19,19
1-9971,11,11
1-4494,3,3
1-9576,3,3
1-9436,14,14
1-5413,13,13
1-5424,21,21
1-1191,18,18
1-5803,3,3
1-5799,21,21
1-19567,2,2
1-7527,12,12
MLG67,1,1
1-3087,10,10
1-4842,14,14
1-19568,7,7
1-9838,6,6
MLG46,13,13
1-5555,1,1
1-10444,8,8
1-3646,7,7
1-10951,20,20
1-9806,17,17
1-0055,1,1
1-5914,18,18
1-0027,8,8
1-9455,1,1
1-0003,1,1
1-21192,11,11
1-9034,2,2
1-19927,13,13
