Exam Group,Exam Block,adj_block
72-0103,8,8
1-9185,2,2
MLG17,2,2
1-8222,20,20
1-6240,19,19
1-5549,15,15
1-8021,10,10
1-8767,15,15
1-8181,9,9
1-8020,15,15
1-7964,7,7
1-9722,11,11
MLG84,20,20
1-9805,1,1
1-6098,22,22
1-8093,13,13
1-9955,3,3
1-18603,1,1
1-3521,6,6
1-2596,10,10
1-5167,5,5
1-3519,19,19
1-7995,1,1
1-2025,9,9
1-7140,7,7
1-9607,15,15
1-9907,3,3
1-18409,18,18
1-10071,14,14
1-18735,8,8
1-8418,1,1
1-8938,1,1
1-0022,8,8
1-7991,1,1
1-6642,12,12
1-2869,5,5
1-2714,8,8
1-5508,19,19
1-2104,8,8
1-7467,21,21
1-7722,1,1
1-7509,5,5
1-1207,2,2
1-8705,1,1
1-5214,13,13
1-9444,9,9
1-8566,19,19
1-19547,12,12
1-0405,1,1
1-2178,9,9
1-8174,2,2
1-9925,11,11
72-12387,22,22
1-9850,3,3
1-8125,1,1
1-8095,1,1
1-5877,16,16
1-1224,15,15
1-17733,15,15
1-9331,22,22
1-18202,18,18
1-7341,9,9
1-9818,5,5
1-7066,8,8
1-9674,15,15
1-8659,9,9
1-7536,1,1
1-7481,3,3
1-7845,5,5
1-18498,14,14
1-2584,15,15
1-6532,11,11
1-9614,22,22
1-5355,2,2
1-8124,8,8
1-8401,17,17
1-8541,11,11
1-2153,5,5
1-4088,10,10
1-9739,1,1
1-9115,2,2
1-7770,13,13
1-17645,17,17
1-18423,1,1
1-18714,6,6
1-8084,22,22
1-9345,10,10
MLG35,3,3
1-5626,4,4
1-18004,12,12
1-19222,9,9
72-12171,9,9
1-7807,3,3
1-20003,3,3
1-3083,10,10
1-3312,21,21
MLG37,3,3
1-9237,9,9
1-8127,1,1
1-5775,5,5
1-19598,18,18
1-9892,10,10
1-3564,5,5
1-8820,15,15
1-8267,16,16
1-1258,9,9
MLG69,18,18
1-6971,8,8
1-9731,15,15
1-9768,5,5
72-18936,18,18
1-19897,14,14
1-10698,7,7
1-4499,9,9
1-7496,16,16
1-3178,13,13
1-20047,2,2
1-0358,5,5
1-6543,14,14
1-5929,12,12
1-10232,12,12
1-7070,18,18
MLG42,5,5
MLG55,1,1
1-8427,20,20
1-8622,13,13
1-8488,16,16
1-9643,11,11
1-19286,11,11
1-2573,14,14
1-1833,5,5
1-9283,18,18
1-9110,7,7
1-8576,1,1
1-9465,1,1
1-9712,17,17
1-9549,2,2
1-1972,15,15
1-5515,6,6
1-7863,4,4
1-2294,10,10
MLG45,22,22
P-16454,14,14
1-8928,2,2
1-7744,2,2
MLG06,2,2
1-7453,4,4
1-17657,4,4
1-0001,22,22
MLG58,20,20
1-7005,6,6
1-9870,20,20
1-9500,2,2
1-1350,1,1
1-18994,1,1
1-9447,7,7
1-8634,1,1
1-6061,9,9
1-7599,10,10
1-10696,2,2
1-19813,3,3
MLG41,17,17
1-8067,15,15
1-9137,3,3
1-9740,4,4
1-7721,19,19
MLG40,19,19
1-4929,2,2
1-9655,19,19
1-9606,22,22
1-5043,2,2
1-8100,16,16
1-8573,21,21
1-9588,17,17
MLG38,3,3
1-4910,19,19
1-8042,11,11
1-10948,13,13
