i,j,count
1,22,11
22,1,11
12,3,11
3,12,11
11,8,39
8,11,39
21,7,11
7,21,11
19,11,26
11,19,26
8,2,22
2,8,22
5,11,10
11,5,10
21,8,49
8,21,49
7,2,12
2,7,12
20,6,34
6,20,34
8,23,18
23,8,18
19,22,56
22,19,56
1,17,24
17,1,24
21,1,24
1,21,24
8,4,27
4,8,27
10,9,20
9,10,20
7,6,54
6,7,54
5,21,49
21,5,49
20,8,13
8,20,13
20,4,9
4,20,9
22,15,24
15,22,24
18,23,43
23,18,43
18,19,46
19,18,46
10,20,19
20,10,19
11,4,12
4,11,12
10,6,10
6,10,10
10,8,16
8,10,16
21,23,18
23,21,18
13,7,32
7,13,32
20,9,15
9,20,15
21,19,27
19,21,27
17,8,46
8,17,46
22,13,7
13,22,7
17,11,29
11,17,29
16,9,13
9,16,13
21,3,15
3,21,15
18,6,18
6,18,18
23,3,13
3,23,13
17,3,12
3,17,12
3,10,9
10,3,9
2,1,6
1,2,6
3,22,14
22,3,14
3,1,27
1,3,27
22,11,19
11,22,19
3,11,12
11,3,12
19,8,41
8,19,41
14,8,27
8,14,27
13,10,6
10,13,6
5,10,29
10,5,29
21,9,21
9,21,21
3,4,10
4,3,10
3,19,20
19,3,20
1,12,10
12,1,10
19,2,17
2,19,17
20,13,5
13,20,5
20,22,38
22,20,38
10,15,25
15,10,25
5,9,32
9,5,32
15,16,24
16,15,24
5,17,36
17,5,36
10,19,21
19,10,21
10,2,19
2,10,19
23,19,22
19,23,22
16,12,9
12,16,9
22,8,24
8,22,24
10,4,14
4,10,14
7,8,28
8,7,28
19,16,34
16,19,34
21,16,30
16,21,30
16,8,25
8,16,25
21,12,13
12,21,13
10,23,20
23,10,20
18,4,10
4,18,10
5,7,10
7,5,10
23,5,16
5,23,16
17,17,10
21,4,14
4,21,14
17,19,31
19,17,31
15,20,16
20,15,16
5,1,18
1,5,18
4,14,8
14,4,8
21,17,32
17,21,32
8,3,21
3,8,21
15,11,7
11,15,7
10,18,23
18,10,23
10,22,17
22,10,17
16,11,11
11,16,11
16,10,12
10,16,12
4,7,8
7,4,8
5,19,44
19,5,44
1,20,9
20,1,9
10,7,10
7,10,10
17,2,19
2,17,19
21,18,35
18,21,35
10,17,36
17,10,36
17,14,13
14,17,13
13,11,7
11,13,7
11,10,29
10,11,29
18,3,12
3,18,12
21,20,12
20,21,12
10,1,15
1,10,15
18,5,12
5,18,12
1,18,13
18,1,13
11,7,7
7,11,7
18,8,45
8,18,45
9,6,10
6,9,10
23,9,17
9,23,17
19,12,16
12,19,16
15,12,4
12,15,4
12,22,8
22,12,8
17,16,15
16,17,15
5,3,17
3,5,17
21,2,21
2,21,21
9,9,18
18,17,36
17,18,36
4,2,11
2,4,11
17,23,16
23,17,16
6,11,7
11,6,7
20,23,24
23,20,24
15,8,13
8,15,13
20,19,11
19,20,11
23,7,12
7,23,12
21,10,20
10,21,20
19,14,10
14,19,10
3,20,13
20,3,13
9,7,15
7,9,15
2,3,10
3,2,10
15,17,12
17,15,12
12,9,7
9,12,7
13,13,20
20,18,10
18,20,10
14,16,7
16,14,7
1,9,16
9,1,16
17,20,16
20,17,16
16,18,11
18,16,11
11,23,13
23,11,13
7,3,11
3,7,11
2,14,11
14,2,11
1,16,11
16,1,11
4,16,6
16,4,6
10,10,20
8,6,24
6,8,24
4,1,15
1,4,15
5,8,31
8,5,31
8,9,26
9,8,26
16,20,8
20,16,8
2,22,5
22,2,5
16,6,9
6,16,9
15,5,8
5,15,8
17,12,15
12,17,15
9,22,9
22,9,9
14,10,7
10,14,7
18,11,18
11,18,18
18,2,11
2,18,11
1,7,14
7,1,14
7,19,17
19,7,17
21,11,32
11,21,32
12,4,9
4,12,9
21,22,16
22,21,16
2,23,8
23,2,8
10,12,8
12,10,8
15,23,7
23,15,7
4,17,14
17,4,14
5,14,27
14,5,27
1,15,6
15,1,6
9,19,17
19,9,17
23,4,12
4,23,12
5,16,15
16,5,15
16,13,4
13,16,4
3,14,10
14,3,10
6,12,8
12,6,8
20,14,5
14,20,5
12,20,6
20,12,6
1,14,6
14,1,6
1,19,27
19,1,27
18,12,9
12,18,9
3,9,9
9,3,9
6,13,5
13,6,5
20,7,12
7,20,12
4,5,17
5,4,17
1,11,16
11,1,16
17,13,7
13,17,7
21,6,18
6,21,18
13,9,9
9,13,9
18,22,25
22,18,25
11,14,7
14,11,7
4,13,11
13,4,11
18,15,8
15,18,8
12,5,12
5,12,12
14,6,8
6,14,8
21,14,15
14,21,15
3,15,5
15,3,5
20,5,17
5,20,17
13,18,10
18,13,10
14,18,14
18,14,14
6,3,11
3,6,11
12,7,7
7,12,7
14,13,5
13,14,5
5,6,16
6,5,16
13,21,5
21,13,5
18,7,6
7,18,6
3,16,7
16,3,7
22,5,10
5,22,10
12,13,8
13,12,8
4,19,15
19,4,15
1,13,1
13,1,1
17,6,18
6,17,18
15,21,16
21,15,16
2,5,7
5,2,7
9,17,16
17,9,16
8,12,19
12,8,19
11,12,9
12,11,9
22,17,3
17,22,3
6,1,4
1,6,4
2,16,11
16,2,11
4,9,20
9,4,20
12,23,8
23,12,8
13,5,2
5,13,2
23,1,23
1,23,23
16,7,8
7,16,8
11,20,10
20,11,10
15,13,4
13,15,4
23,14,8
14,23,8
2,20,8
20,2,8
9,11,10
11,9,10
15,6,7
6,15,7
14,7,8
7,14,8
1,8,20
8,1,20
18,9,15
9,18,15
23,22,5
22,23,5
2,15,8
15,2,8
2,9,14
9,2,14
2,11,9
11,2,9
4,6,19
6,4,19
9,14,9
14,9,9
12,14,4
14,12,4
22,4,3
4,22,3
6,23,14
23,6,14
8,13,7
13,8,7
6,22,4
22,6,4
23,13,6
13,23,6
19,6,11
6,19,11
16,23,10
23,16,10
15,19,4
19,15,4
7,15,9
15,7,9
3,13,5
13,3,5
15,9,3
9,15,3
17,7,8
7,17,8
15,4,4
4,15,4
12,2,9
2,12,9
2,6,3
6,2,3
2,13,2
13,2,2
19,13,2
13,19,2
22,7,1
7,22,1
15,14,1
14,15,1
1,1,0
1,24,0
2,2,0
2,24,0
3,3,0
3,24,0
4,4,0
4,24,0
5,5,0
5,24,0
6,6,0
6,24,0
7,7,0
7,24,0
8,8,0
8,24,0
9,24,0
10,24,0
11,11,0
11,24,0
12,12,0
12,24,0
13,24,0
14,14,0
14,22,0
14,24,0
15,15,0
15,24,0
16,16,0
16,22,0
16,24,0
17,24,0
18,18,0
18,24,0
19,19,0
19,24,0
20,20,0
20,24,0
21,21,0
21,24,0
22,14,0
22,16,0
22,22,0
22,24,0
23,23,0
23,24,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,0
