i,j,count
7,5,5
5,7,5
5,4,21
4,5,21
19,9,29
9,19,29
4,20,41
20,4,41
7,21,18
21,7,18
6,19,14
19,6,14
4,7,30
7,4,30
7,9,26
9,7,26
7,2,41
2,7,41
15,2,9
2,15,9
9,3,43
3,9,43
21,12,19
12,21,19
15,1,21
1,15,21
10,13,16
13,10,16
6,3,83
3,6,83
6,4,61
4,6,61
5,10,11
10,5,11
11,19,9
19,11,9
5,19,7
19,5,7
13,22,9
22,13,9
8,9,50
9,8,50
2,3,42
3,2,42
6,9,39
9,6,39
8,3,30
3,8,30
11,1,19
1,11,19
2,4,36
4,2,36
1,12,19
12,1,19
8,21,9
21,8,9
4,22,18
22,4,18
2,8,32
8,2,32
17,8,11
8,17,11
4,9,31
9,4,31
13,5,7
5,13,7
8,15,11
15,8,11
20,19,21
19,20,21
11,5,10
5,11,10
12,22,17
22,12,17
4,1,23
1,4,23
8,1,27
1,8,27
20,5,19
5,20,19
1,7,25
7,1,25
5,8,8
8,5,8
12,13,12
13,12,12
22,3,15
3,22,15
22,1,22
1,22,22
8,19,6
19,8,6
21,15,10
15,21,10
21,1,11
1,21,11
15,19,47
19,15,47
17,10,9
10,17,9
15,3,23
3,15,23
4,11,19
11,4,19
16,1,11
1,16,11
17,11,8
11,17,8
14,15,9
15,14,9
14,3,22
3,14,22
10,14,12
14,10,12
6,13,13
13,6,13
6,20,45
20,6,45
17,9,26
9,17,26
18,11,8
11,18,8
16,20,14
20,16,14
10,2,20
2,10,20
1,9,23
9,1,23
20,9,28
9,20,28
8,11,15
11,8,15
5,12,8
12,5,8
10,7,15
7,10,15
6,10,19
10,6,19
4,3,40
3,4,40
3,7,32
7,3,32
12,2,6
2,12,6
6,1,45
1,6,45
13,21,11
21,13,11
21,20,22
20,21,22
16,14,5
14,16,5
16,16,10
4,15,27
15,4,27
2,17,21
17,2,21
6,22,18
22,6,18
20,11,36
11,20,36
14,8,39
8,14,39
14,7,19
7,14,19
11,12,12
12,11,12
19,17,9
17,19,9
3,10,23
10,3,23
9,15,11
15,9,11
14,5,13
5,14,13
21,17,9
17,21,9
10,20,31
20,10,31
13,20,18
20,13,18
7,19,13
19,7,13
4,12,35
12,4,35
5,17,9
17,5,9
1,3,31
3,1,31
17,22,16
22,17,16
4,17,25
17,4,25
10,18,9
18,10,9
12,14,8
14,12,8
15,12,14
12,15,14
11,3,21
3,11,21
17,14,4
14,17,4
12,10,21
10,12,21
11,22,16
22,11,16
16,4,19
4,16,19
9,18,15
18,9,15
14,18,3
18,14,3
18,8,11
8,18,11
1,5,10
5,1,10
20,3,29
3,20,29
14,14,18
8,20,15
20,8,15
10,19,19
19,10,19
21,22,6
22,21,6
22,19,12
19,22,12
1,20,17
20,1,17
4,10,25
10,4,25
2,6,41
6,2,41
22,16,8
16,22,8
15,5,7
5,15,7
22,15,10
15,22,10
11,14,8
14,11,8
12,8,51
8,12,51
4,4,20
4,13,12
13,4,12
21,11,8
11,21,8
18,2,12
2,18,12
18,4,13
4,18,13
1,2,21
2,1,21
3,13,19
13,3,19
17,13,9
13,17,9
6,14,16
14,6,16
21,3,15
3,21,15
10,10,20
6,5,17
5,6,17
8,10,8
10,8,8
7,13,14
13,7,14
1,17,7
17,1,7
19,4,21
4,19,21
9,11,15
11,9,15
2,20,25
20,2,25
12,20,32
20,12,32
11,6,30
6,11,30
14,22,12
22,14,12
12,9,23
9,12,23
12,3,26
3,12,26
6,17,25
17,6,25
7,20,31
20,7,31
20,18,18
18,20,18
21,4,21
4,21,21
2,21,11
21,2,11
13,15,10
15,13,10
16,10,7
10,16,7
12,6,16
6,12,16
12,17,12
17,12,12
18,6,14
6,18,14
12,18,12
18,12,12
18,19,11
19,18,11
11,2,9
2,11,9
19,12,24
12,19,24
14,13,10
13,14,10
14,4,12
4,14,12
17,3,14
3,17,14
15,20,20
20,15,20
5,9,14
9,5,14
6,15,23
15,6,23
17,7,20
7,17,20
22,2,17
2,22,17
13,16,17
16,13,17
7,12,20
12,7,20
10,9,19
9,10,19
7,8,11
8,7,11
18,17,10
17,18,10
11,7,14
7,11,14
1,19,18
19,1,18
18,15,11
15,18,11
16,7,17
7,16,17
13,19,10
19,13,10
20,17,15
17,20,15
14,19,5
19,14,5
14,21,9
21,14,9
10,11,12
11,10,12
16,2,6
2,16,6
2,13,18
13,2,18
5,3,14
3,5,14
7,22,9
22,7,9
21,19,13
19,21,13
9,2,30
2,9,30
8,16,6
16,8,6
4,8,16
8,4,16
8,22,4
22,8,4
18,21,5
21,18,5
18,7,9
7,18,9
2,19,16
19,2,16
13,1,8
1,13,8
10,22,15
22,10,15
8,6,7
6,8,7
10,1,6
1,10,6
20,22,10
22,20,10
21,9,7
9,21,7
22,5,8
5,22,8
18,5,8
5,18,8
6,21,7
21,6,7
15,11,14
11,15,14
18,13,4
13,18,4
16,18,5
18,16,5
16,9,14
9,16,14
18,22,5
22,18,5
5,21,14
21,5,14
