i,j,count
8,10,189
10,8,189
2,9,295
9,2,295
18,17,169
18,12,279
17,18,169
17,12,168
12,18,279
12,17,168
2,15,94
9,15,231
15,2,94
15,9,231
19,9,526
19,20,441
19,21,364
19,5,198
9,19,526
9,20,624
9,21,511
9,5,336
20,19,441
20,9,624
20,21,434
20,5,296
21,19,364
21,9,511
21,20,434
21,5,311
5,19,198
5,9,336
5,20,296
5,21,311
16,17,208
17,16,208
8,9,580
8,20,440
8,19,381
8,4,266
9,8,580
9,4,321
20,8,440
20,4,302
19,8,381
19,4,212
4,8,266
4,9,321
4,20,302
4,19,212
6,3,226
6,15,440
3,6,226
3,15,348
15,6,440
15,3,348
14,17,116
14,20,217
14,1,128
14,7,121
17,14,116
17,20,205
17,1,134
17,7,205
20,14,217
20,17,205
20,1,276
20,7,460
1,14,128
1,17,134
1,20,276
1,7,256
7,14,121
7,17,205
7,20,460
7,1,256
9,1,378
9,16,334
9,17,310
1,9,378
1,16,288
16,9,334
16,1,288
17,9,310
14,11,134
20,11,255
11,14,134
11,20,255
13,16,261
13,5,170
13,8,230
16,13,261
16,5,191
16,8,278
5,13,170
5,16,191
5,8,192
8,13,230
8,16,278
8,5,192
20,12,447
8,11,207
8,12,327
8,14,219
8,1,204
11,8,207
11,12,245
11,1,202
12,20,447
12,8,327
12,11,245
12,14,151
12,1,277
14,8,219
14,12,151
1,8,204
1,11,202
1,12,277
14,9,231
14,19,151
17,19,155
9,14,231
19,14,151
19,17,155
2,14,94
2,10,116
9,10,220
14,2,94
14,10,129
10,2,116
10,9,220
10,14,129
9,7,471
7,9,471
4,16,128
16,4,128
15,13,111
6,13,188
13,15,111
13,6,188
8,6,320
12,6,213
6,8,320
6,12,213
20,18,445
20,6,392
18,20,445
18,6,375
6,20,392
6,18,375
21,18,491
18,21,491
18,5,260
5,18,260
12,19,276
12,3,146
19,12,276
19,6,303
19,3,247
6,19,303
3,12,146
3,19,247
9,6,474
6,9,474
16,6,200
6,16,200
16,11,184
11,16,184
18,2,193
2,18,193
10,12,260
10,19,190
10,11,301
12,10,260
19,10,190
19,11,209
11,10,301
11,19,209
13,19,188
13,18,211
19,13,188
19,18,361
18,13,211
18,19,361
9,12,527
12,9,527
8,17,200
8,7,324
17,8,200
7,8,324
20,15,160
15,20,160
15,12,106
12,15,106
8,21,319
21,8,319
21,10,120
10,21,120
4,5,133
4,10,124
5,4,133
5,10,283
10,4,124
10,5,283
1,6,230
1,4,171
6,1,230
6,4,119
4,1,171
4,6,119
9,11,356
4,21,216
4,11,135
21,4,216
21,11,299
11,9,356
11,4,135
11,21,299
16,12,248
16,3,138
12,16,248
8,3,228
3,16,138
3,8,228
17,6,160
6,17,160
21,7,353
21,16,266
7,21,353
7,16,346
16,21,266
16,7,346
13,7,214
7,13,214
21,6,315
6,21,315
7,4,209
7,6,307
4,7,209
6,7,307
14,16,119
14,3,133
7,12,294
7,3,230
12,7,294
16,14,119
3,14,133
3,7,230
13,9,313
9,13,313
11,2,175
8,2,196
2,11,175
2,8,196
2,20,291
20,2,291
13,21,242
21,13,242
19,15,207
15,19,207
17,4,82
12,4,105
4,17,82
4,12,105
3,5,237
12,5,179
5,3,237
5,12,179
14,4,112
14,15,162
4,14,112
4,3,198
4,15,146
3,4,198
15,14,162
15,4,146
18,7,323
7,18,323
3,2,105
3,21,290
2,3,105
2,21,213
21,3,290
21,2,213
18,1,308
1,18,308
18,3,239
20,3,284
1,3,165
3,18,239
3,20,284
3,1,165
16,2,216
1,2,172
2,16,216
2,1,172
3,11,210
11,3,210
11,7,207
7,11,207
10,6,184
6,10,184
2,17,112
17,2,112
17,10,143
10,17,143
13,20,252
20,13,252
5,17,130
17,5,130
5,11,482
11,5,482
12,2,238
19,2,181
2,12,238
2,19,181
20,10,241
10,20,241
10,3,115
10,7,129
17,3,107
3,10,115
3,17,107
7,10,129
14,6,168
6,14,168
3,9,287
3,13,152
9,3,287
9,18,413
13,3,152
18,9,413
2,5,181
5,2,181
18,16,205
16,18,205
8,18,282
18,8,282
15,7,203
7,15,203
1,13,125
13,1,125
21,1,254
1,21,254
5,1,132
1,5,132
7,2,178
2,7,178
18,14,168
18,15,216
14,18,168
15,18,216
15,11,189
11,15,189
11,13,109
11,17,187
13,11,109
13,17,73
17,11,187
17,13,73
15,16,126
16,15,126
7,5,194
5,7,194
14,5,106
5,14,106
10,1,135
1,10,135
6,2,145
2,6,145
5,6,244
6,5,244
10,16,129
16,10,129
13,12,98
12,13,98
17,21,181
21,17,181
15,5,268
5,15,268
19,16,199
16,19,199
13,2,103
2,13,103
20,16,373
16,20,373
18,10,167
10,18,167
21,15,158
15,21,158
4,2,132
2,4,132
19,7,336
7,19,336
14,21,217
21,14,217
1,15,117
15,1,117
10,15,104
15,10,104
4,13,79
4,18,198
13,4,79
18,4,198
14,13,81
13,14,81
21,12,224
12,21,224
8,15,163
15,8,163
11,18,220
18,11,220
11,6,221
6,11,221
19,1,247
1,19,247
13,10,70
10,13,70
17,15,116
15,17,116
