Exam Group,Exam Block,adj_block
1-7024,3,3
1-9667,14,14
1-9855,9,9
1-7042,14,14
MLG33,14,14
1-19448,18,18
1-20791,15,15
1-1015,9,9
MLG57,21,21
1-6647,5,5
MLG56,20,20
1-20467,10,10
1-2400,7,7
1-6931,20,20
1-9333,11,11
1-7268,3,3
1-21195,14,14
1-4649,20,20
1-8379,1,1
1-9946,23,23
1-9277,12,12
1-9504,16,16
1-9516,12,12
1-3596,14,14
1-0129,10,10
1-1942,19,19
1-8623,12,12
1-6927,22,22
P-0009,19,19
1-11330,5,5
1-2103,9,9
1-6181,7,7
MLG44,8,8
1-7839,4,4
1-1390,21,21
1-7897,6,6
1-1570,10,10
1-3589,7,7
1-0033,14,14
1-3216,18,18
1-9495,3,3
1-4051,2,2
1-10762,7,7
MLG43,1,1
1-7608,8,8
1-9995,7,7
1-1608,5,5
1-3535,11,11
1-4136,1,1
1-18615,2,2
1-3587,9,9
1-9836,12,12
1-8590,1,1
1-1592,8,8
1-8341,12,12
MLG02,7,7
1-9997,3,3
1-8066,7,7
1-3509,4,4
1-3639,23,23
1-9404,22,22
1-8352,14,14
1-7019,3,3
MLG54,13,13
1-4020,8,8
1-1177,3,3
MLG51,9,9
1-8157,5,5
1-19004,2,2
1-7866,9,9
1-18377,17,17
1-5530,1,1
1-6743,10,10
1-3516,17,17
1-4855,13,13
1-20578,17,17
1-3108,5,5
1-7521,3,3
1-3139,12,12
1-1769,23,23
1-7441,5,5
1-10978,19,19
1-2324,21,21
1-3584,15,15
MLG13,14,14
1-5172,10,10
1-0296,23,23
1-3647,16,16
1-6734,6,6
1-19924,14,14
1-8826,12,12
P-16616,13,13
1-9497,15,15
1-1317,22,22
1-4531,12,12
MLG75,18,18
MLG78,8,8
1-11329,19,19
1-20641,12,12
1-8910,20,20
1-1827,2,2
1-18613,8,8
1-6296,7,7
1-3523,6,6
1-3362,17,17
1-0031,13,13
MLG65,19,19
1-4319,22,22
1-6035,18,18
1-1131,3,3
MLG32,8,8
1-8188,4,4
1-17758,13,13
1-3052,12,12
1-2282,21,21
1-19229,4,4
MLG63,6,6
MLG50,13,13
1-9417,22,22
1-9498,21,21
1-9761,13,13
1-4760,8,8
1-9831,22,22
1-4417,7,7
1-6611,5,5
1-0008,7,7
1-1462,2,2
1-10785,10,10
1-7682,16,16
MLG48,14,14
1-5163,21,21
1-8544,1,1
1-5197,22,22
1-6594,20,20
MLG62,19,19
1-1580,23,23
1-6916,15,15
1-6918,21,21
1-6919,20,20
MLG14,19,19
1-7874,10,10
1-7213,2,2
1-6561,9,9
1-4640,21,21
1-7004,17,17
1-2335,11,11
1-18558,8,8
1-8551,1,1
1-9270,10,10
1-6974,11,11
MLG68,18,18
1-10539,9,9
MLG49,4,4
1-0278,8,8
MLG64,8,8
MLG30,2,2
1-9609,7,7
1-7819,2,2
1-2423,7,7
1-6787,1,1
1-9963,10,10
1-9808,7,7
1-0303,4,4
MLG60,1,1
1-18709,2,2
1-7204,2,2
1-5744,23,23
1-1770,5,5
1-4682,13,13
1-3104,7,7
1-17907,17,17
1-8421,4,4
MLG53,3,3
1-9645,1,1
MLG12,9,9
MLG15,4,4
1-6858,22,22
1-8314,3,3
1-8285,5,5
1-1957,11,11
1-18203,6,6
1-10451,3,3
1-6216,1,1
1-6692,11,11
1-8172,21,21
1-8398,10,10
1-6878,7,7
1-7122,9,9
1-4700,19,19
1-6006,16,16
1-4355,18,18
1-9379,2,2
1-2701,9,9
1-6693,23,23
1-3141,10,10
1-7614,1,1
1-6914,22,22
1-5654,23,23
MLG59,2,2
1-9610,21,21
1-5161,3,3
1-6980,3,3
MLG10,1,1
MLG72,2,2
MLG52,9,9
1-19166,20,20
MLG11,6,6
1-3447,13,13
1-3217,3,3
1-6538,13,13
1-3534,17,17
1-7152,1,1
1-3106,15,15
1-1935,7,7
1-2297,5,5
1-4098,10,10
1-8529,8,8
1-8397,5,5
1-0272,17,17
1-17790,7,7
1-8186,19,19
1-8503,16,16
1-7182,9,9
1-2545,23,23
1-7993,4,4
1-9651,4,4
1-1183,11,11
1-1989,12,12
1-10060,9,9
1-5913,11,11
1-5981,20,20
1-13247,10,10
1-6228,12,12
1-8578,22,22
1-1204,11,11
1-9794,5,5
1-9518,1,1
1-9452,1,1
1-8400,6,6
1-18234,6,6
1-19205,7,7
1-9055,6,6
1-9394,11,11
1-9286,1,1
1-1005,23,23
1-10038,12,12
1-4390,12,12
1-9491,16,16
MLG31,1,1
1-5980,6,6
1-8678,2,2
1-6900,21,21
1-11350,14,14
1-9578,2,2
1-3551,2,2
MLG09,20,20
1-6028,15,15
1-1836,19,19
1-3265,4,4
MLG08,18,18
1-3176,8,8
1-8493,22,22
1-19915,9,9
1-8627,18,18
1-0292,4,4
1-18487,2,2
1-20012,21,21
1-9076,7,7
1-5425,2,2
1-4747,10,10
1-6227,2,2
1-6909,10,10
1-8532,11,11
1-18935,13,13
1-3206,2,2
1-9697,1,1
1-3033,3,3
1-8094,8,8
1-11206,9,9
1-6531,1,1
1-5036,6,6
1-18028,20,20
1-1850,5,5
1-4926,15,15
1-2034,20,20
1-19549,1,1
1-5282,6,6
1-9861,5,5
1-9338,3,3
1-3175,7,7
1-5002,23,23
1-5531,2,2
1-6718,16,16
1-6217,1,1
1-4847,18,18
1-5891,5,5
1-19447,5,5
1-7530,17,17
1-9457,4,4
1-5990,3,3
1-9971,13,13
1-4494,1,1
1-9576,6,6
1-9436,1,1
1-5413,23,23
1-5424,2,2
1-1191,5,5
1-5803,3,3
1-5799,1,1
1-19567,1,1
1-7527,12,12
MLG67,4,4
1-3087,16,16
1-4842,2,2
1-19568,17,17
1-9838,5,5
MLG46,2,2
1-5555,11,11
1-10444,6,6
1-3646,10,10
1-10951,11,11
1-9806,19,19
1-0055,2,2
1-5914,2,2
1-0027,15,15
1-9455,19,19
1-0003,16,16
1-21192,22,22
1-9034,1,1
1-19927,10,10
