i,count
21,118
1,223
6,194
2,304
13,196
4,288
3,173
8,129
20,147
17,152
11,115
12,314
5,211
10,121
15,153
9,123
7,155
14,132
19,100
16,106
18,108
22,0
23,0
24,0
