i,j,count
10,1,101
18,3,81
11,9,154
11,12,245
9,12,153
2,5,45
2,10,92
5,10,273
1,20,57
1,7,89
1,10,92
1,6,131
20,7,177
20,10,155
20,6,141
7,10,226
7,6,264
10,6,268
14,19,51
17,5,395
17,7,330
17,15,320
17,6,273
5,7,341
5,15,334
5,6,298
7,15,280
15,6,162
8,20,47
8,19,205
20,19,169
3,9,121
3,7,123
3,13,65
3,14,153
9,7,232
9,13,45
9,14,230
7,13,182
7,14,340
13,14,98
5,3,148
5,11,300
3,6,99
3,11,126
6,11,126
5,1,136
10,7,344
10,16,139
7,16,214
9,16,245
9,18,104
9,17,126
16,18,72
16,17,62
18,17,70
7,17,121
7,4,354
7,2,137
7,9,277
17,16,181
17,4,332
17,2,139
17,9,259
16,4,104
16,2,53
16,9,105
4,2,59
4,9,132
2,9,127
3,20,46
3,15,102
9,20,90
9,15,168
20,15,92
5,20,118
5,12,275
7,12,186
10,5,210
10,18,186
5,18,202
6,14,175
3,8,101
3,16,43
8,16,73
6,4,211
6,18,141
4,18,194
7,11,265
7,8,214
11,8,199
17,14,238
10,11,384
10,14,309
11,14,256
4,5,190
4,16,82
4,11,172
5,16,183
16,11,87
5,4,314
9,1,61
17,11,261
11,16,108
14,16,104
7,1,199
6,12,156
6,15,134
12,15,75
12,4,104
15,4,186
15,11,284
17,12,212
15,12,172
7,19,77
19,4,66
14,9,132
10,20,87
10,17,103
20,14,102
20,17,53
14,17,26
19,20,64
4,20,74
5,2,140
2,16,76
11,7,192
11,2,100
12,7,71
12,2,32
15,7,248
15,8,192
1,14,74
10,15,266
6,9,171
10,8,198
4,17,70
4,12,251
4,3,149
4,8,121
17,3,105
17,8,174
12,3,74
12,8,79
9,8,157
13,16,73
13,8,139
13,15,158
16,8,152
16,15,91
8,15,114
3,5,99
17,18,132
18,9,121
18,16,73
16,7,95
2,7,97
14,5,93
14,13,84
5,13,125
13,10,69
15,20,101
15,19,119
10,19,136
15,9,198
15,17,115
1,4,126
1,13,51
1,15,88
4,13,84
4,15,197
4,14,313
15,14,304
9,4,170
9,6,195
4,6,290
13,11,186
13,12,117
9,2,64
9,10,249
11,13,116
11,3,101
7,3,131
12,13,89
13,3,44
10,3,125
1,18,21
1,3,49
17,10,257
10,9,201
16,14,266
14,8,132
5,8,212
10,4,264
3,4,120
2,11,89
2,6,49
11,6,110
5,14,346
11,4,232
5,17,146
6,7,226
18,4,349
8,11,154
7,20,92
4,19,83
7,18,126
18,15,126
18,13,101
15,13,121
9,11,175
20,4,158
20,11,94
6,10,169
11,18,113
15,10,207
9,5,166
7,5,223
6,5,127
8,3,88
8,9,158
20,12,117
14,12,171
5,19,147
20,3,59
3,19,97
16,1,55
1,9,103
13,5,120
13,19,68
12,19,80
20,16,69
13,4,161
4,10,205
14,10,72
2,15,55
9,3,56
5,9,330
11,19,141
9,19,89
2,8,59
12,14,95
10,13,114
16,13,65
16,5,107
10,12,206
20,1,30
19,12,150
18,6,165
18,11,170
14,3,54
15,3,87
18,1,77
14,18,98
11,1,86
13,7,130
13,1,39
4,7,282
4,1,74
18,7,129
3,10,99
19,1,44
11,5,177
6,1,74
1,12,68
8,1,47
8,8,116
1,8,75
18,14,133
6,3,57
3,12,130
20,8,64
8,10,69
6,8,149
14,7,150
8,7,172
14,15,88
16,19,69
8,14,187
19,14,56
18,12,79
19,18,51
20,9,100
11,20,75
11,10,189
1,16,142
15,16,141
20,2,56
2,14,99
12,18,68
12,10,51
13,2,35
15,2,91
8,4,128
8,6,148
3,17,94
18,5,124
17,1,96
14,20,42
14,11,131
13,20,40
8,12,253
12,20,46
14,6,120
1,11,88
15,5,171
17,13,108
2,12,94
6,2,66
10,2,112
13,17,81
17,20,137
19,7,68
19,8,106
16,6,128
12,9,45
6,16,61
5,5,193
11,11,123
12,11,75
6,17,71
1,17,76
20,5,54
17,19,119
16,12,73
18,20,43
8,18,108
1,2,65
1,19,56
2,19,56
19,5,55
12,5,45
8,17,52
12,16,41
14,4,62
18,19,57
13,6,104
12,6,65
11,17,82
19,10,60
18,8,113
14,1,49
12,1,26
15,1,119
3,2,36
14,2,43
20,13,34
2,1,30
2,4,70
13,9,129
11,15,238
19,9,30
6,13,88
8,13,75
1,5,94
2,17,32
15,18,121
13,18,49
18,10,77
19,6,70
19,3,62
2,18,49
2,13,38
19,11,61
16,3,53
8,2,66
2,3,27
18,2,44
3,18,82
16,20,35
16,10,94
19,17,14
12,17,19
19,15,83
6,19,105
8,5,105
19,2,32
19,16,19
19,13,32
2,20,26
6,20,46
20,18,47
3,1,32
6,6,1
