i,j,count
11,4,10
4,11,10
13,14,10
14,13,10
18,15,6
15,18,6
6,20,39
20,6,39
5,18,17
18,5,17
10,7,13
7,10,13
22,18,15
18,22,15
6,10,37
10,6,37
5,11,22
11,5,22
11,8,39
8,11,39
10,4,14
4,10,14
8,14,42
14,8,42
13,19,7
19,13,7
6,9,19
9,6,19
3,8,23
8,3,23
12,8,24
8,12,24
1,9,65
9,1,65
22,6,73
6,22,73
15,12,28
12,15,28
15,19,10
19,15,10
1,4,15
4,1,15
2,21,6
21,2,6
16,2,22
2,16,22
22,5,39
5,22,39
17,2,8
2,17,8
12,14,15
14,12,15
19,14,10
14,19,10
4,16,11
16,4,11
17,13,4
13,17,4
6,5,32
5,6,32
1,2,18
2,1,18
11,21,11
21,11,11
6,8,24
8,6,24
18,10,33
10,18,33
17,7,8
7,17,8
3,18,5
18,3,5
9,21,6
21,9,6
8,2,9
2,8,9
16,5,34
5,16,34
17,10,12
10,17,12
20,10,31
10,20,31
9,5,11
5,9,11
22,1,14
1,22,14
8,16,33
16,8,33
20,14,30
14,20,30
17,18,8
18,17,8
12,17,20
17,12,20
7,3,9
3,7,9
10,5,27
5,10,27
13,5,18
5,13,18
4,15,10
15,4,10
7,8,16
8,7,16
11,7,21
7,11,21
11,14,24
14,11,24
12,19,17
19,12,17
22,8,22
8,22,22
15,9,35
9,15,35
3,20,21
20,3,21
12,5,35
5,12,35
13,15,12
15,13,12
22,20,46
20,22,46
5,7,17
7,5,17
1,5,14
5,1,14
1,15,4
15,1,4
6,16,53
16,6,53
2,3,5
3,2,5
4,9,10
9,4,10
22,12,27
12,22,27
6,15,16
15,6,16
9,10,15
10,9,15
6,19,21
19,6,21
12,21,12
21,12,12
6,17,12
17,6,12
13,16,11
16,13,11
13,20,12
20,13,12
14,18,29
18,14,29
15,15,10
6,1,14
1,6,14
20,8,23
8,20,23
15,11,16
11,15,16
22,21,8
21,22,8
14,21,10
21,14,10
1,18,15
18,1,15
11,17,45
17,11,45
8,21,10
21,8,10
10,3,11
3,10,11
12,16,31
16,12,31
7,12,11
12,7,11
12,4,14
4,12,14
19,22,17
22,19,17
13,11,3
11,13,3
12,20,33
20,12,33
20,1,24
1,20,24
5,19,19
19,5,19
2,11,16
11,2,16
11,9,11
9,11,11
20,11,25
11,20,25
20,9,24
9,20,24
6,11,34
11,6,34
13,2,10
2,13,10
16,7,17
7,16,17
10,19,15
19,10,15
11,1,10
1,11,10
12,9,12
9,12,12
8,5,23
5,8,23
14,6,53
6,14,53
4,14,5
14,4,5
3,9,16
9,3,16
22,10,17
10,22,17
21,21,18
16,20,43
20,16,43
12,18,19
18,12,19
4,21,6
21,4,6
20,21,10
21,20,10
3,12,20
12,3,20
18,21,18
21,18,18
4,3,48
3,4,48
14,7,11
7,14,11
6,12,31
12,6,31
9,22,23
22,9,23
13,4,8
4,13,8
1,17,9
17,1,9
7,2,12
2,7,12
20,18,22
18,20,22
7,7,20
14,5,23
5,14,23
13,8,6
8,13,6
7,1,13
1,7,13
13,10,14
10,13,14
13,6,28
6,13,28
14,3,7
3,14,7
10,14,25
14,10,25
12,12,20
10,15,13
15,10,13
21,10,9
10,21,9
2,12,16
12,2,16
10,8,23
8,10,23
4,20,17
20,4,17
18,13,8
13,18,8
16,19,16
19,16,16
9,16,11
16,9,11
13,1,40
1,13,40
20,17,9
17,20,9
1,21,7
21,1,7
7,18,14
18,7,14
11,16,23
16,11,23
16,3,12
3,16,12
3,5,18
5,3,18
16,22,17
22,16,17
13,22,5
22,13,5
16,15,9
15,16,9
6,18,19
18,6,19
1,12,10
12,1,10
7,21,2
21,7,2
17,19,3
19,17,3
15,17,30
17,15,30
14,16,39
16,14,39
19,21,7
21,19,7
16,1,12
1,16,12
1,19,4
19,1,4
1,10,13
10,1,13
22,15,15
15,22,15
3,22,19
22,3,19
22,7,19
7,22,19
4,22,18
22,4,18
12,11,33
11,12,33
2,15,11
15,2,11
10,16,36
16,10,36
15,7,5
7,15,5
7,19,35
19,7,35
4,18,9
18,4,9
13,7,12
7,13,12
19,18,4
18,19,4
22,17,6
17,22,6
18,9,24
9,18,24
20,5,15
5,20,15
1,8,24
8,1,24
7,9,10
9,7,10
4,19,8
19,4,8
19,8,6
8,19,6
14,22,22
22,14,22
22,11,36
11,22,36
17,5,11
5,17,11
6,7,17
7,6,17
22,2,12
2,22,12
6,21,12
21,6,12
2,18,13
18,2,13
2,19,8
19,2,8
4,17,6
17,4,6
3,19,7
19,3,7
13,9,7
9,13,7
17,16,15
16,17,15
6,2,15
2,6,15
6,3,13
3,6,13
4,6,16
6,4,16
11,19,6
19,11,6
5,4,15
4,5,15
12,10,13
10,12,13
20,15,11
15,20,11
18,16,31
16,18,31
11,3,8
3,11,8
4,8,10
8,4,10
14,9,5
9,14,5
2,5,17
5,2,17
21,5,9
5,21,9
21,16,14
16,21,14
20,19,9
19,20,9
7,20,16
20,7,16
2,20,6
20,2,6
15,21,4
21,15,4
8,9,15
9,8,15
10,2,13
2,10,13
8,18,8
18,8,8
2,14,9
14,2,9
15,5,11
5,15,11
13,21,7
21,13,7
7,4,11
4,7,11
9,2,4
2,9,4
17,21,4
21,17,4
11,10,23
10,11,23
14,15,2
15,14,2
17,9,3
9,17,3
14,1,19
1,14,19
18,11,5
11,18,5
2,4,7
4,2,7
3,1,6
1,3,6
19,9,7
9,19,7
15,3,5
3,15,5
13,12,11
12,13,11
15,8,8
8,15,8
13,3,9
3,13,9
14,17,2
17,14,2
21,3,3
3,21,3
8,17,4
17,8,4
3,17,1
17,3,1
1,1,0
1,23,0
1,24,0
2,2,0
2,23,0
2,24,0
3,3,0
3,23,0
3,24,0
4,4,0
4,23,0
4,24,0
5,5,0
5,23,0
5,24,0
6,6,0
6,23,0
6,24,0
7,23,0
7,24,0
8,8,0
8,23,0
8,24,0
9,9,0
9,23,0
9,24,0
10,10,0
10,23,0
10,24,0
11,11,0
11,23,0
11,24,0
12,23,0
12,24,0
13,13,0
13,23,0
13,24,0
14,14,0
14,23,0
14,24,0
15,23,0
15,24,0
16,16,0
16,23,0
16,24,0
17,17,0
17,23,0
17,24,0
18,18,0
18,23,0
18,24,0
19,19,0
19,23,0
19,24,0
20,20,0
20,23,0
20,24,0
21,23,0
21,24,0
22,22,0
22,23,0
22,24,0
23,1,0
23,2,0
23,3,0
23,4,0
23,5,0
23,6,0
23,7,0
23,8,0
23,9,0
23,10,0
23,11,0
23,12,0
23,13,0
23,14,0
23,15,0
23,16,0
23,17,0
23,18,0
23,19,0
23,20,0
23,21,0
23,22,0
23,23,0
23,24,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,0
