i,j,count
17,8,117
6,8,27
2,17,171
2,11,132
17,11,131
14,9,110
14,16,106
9,16,160
15,9,152
15,3,257
15,18,149
15,20,176
9,3,444
9,18,228
9,20,329
3,18,226
3,20,254
18,20,233
6,1,41
4,9,441
4,3,407
4,15,328
4,20,302
9,15,363
3,15,337
19,10,88
19,8,294
10,8,165
19,13,173
19,3,195
19,1,172
19,5,239
13,3,214
13,1,112
13,5,152
3,1,256
3,5,381
1,5,139
9,2,154
9,13,241
2,20,107
2,13,88
20,13,159
16,15,69
5,3,154
5,7,104
3,7,337
20,17,362
20,16,92
20,4,142
17,16,136
17,4,122
16,4,51
3,4,180
3,16,240
3,17,312
3,2,143
4,16,148
4,7,334
4,17,342
4,2,133
16,7,70
16,17,143
16,2,51
7,17,120
7,2,74
17,2,82
19,9,126
19,15,168
13,9,125
13,15,138
2,9,120
2,6,82
2,8,87
9,6,145
9,8,262
9,1,256
9,10,167
1,10,52
18,16,130
18,12,227
16,12,34
20,6,64
2,19,77
2,5,116
4,1,229
4,5,274
3,13,307
3,19,232
13,19,113
3,6,152
4,6,137
18,3,305
18,13,297
18,19,248
1,3,67
1,9,54
5,9,87
3,9,211
9,5,312
13,11,125
4,14,131
14,6,90
14,7,192
6,7,43
18,11,242
18,15,220
18,7,388
11,15,67
11,7,106
15,7,187
20,15,201
15,13,192
4,11,188
9,11,213
4,18,176
14,18,65
3,10,169
10,7,56
4,21,121
21,17,102
21,9,115
21,19,82
21,4,60
9,19,321
9,4,208
19,4,85
10,5,54
10,1,56
5,1,111
8,11,198
8,3,81
8,15,113
11,3,60
14,19,144
21,2,94
21,6,58
18,2,88
4,19,308
11,6,42
11,19,109
6,19,30
17,14,29
17,19,162
17,5,190
14,5,240
14,8,152
5,8,62
20,9,145
16,20,75
13,4,78
13,14,67
13,12,51
4,12,143
14,12,72
15,10,120
15,8,151
7,1,97
15,17,163
15,4,155
10,3,66
7,3,80
7,5,123
17,1,141
17,20,194
1,20,53
17,3,231
16,5,114
16,13,72
16,11,64
17,12,37
17,18,142
12,18,122
13,16,64
2,3,154
2,1,108
2,14,36
3,11,195
3,14,109
11,1,118
11,14,12
1,14,26
18,14,127
12,14,80
4,10,159
10,17,53
8,10,176
8,4,105
10,4,67
18,5,227
14,4,104
14,13,110
13,18,70
20,3,204
20,5,181
10,13,63
13,7,102
12,7,396
1,4,60
5,4,64
7,19,132
7,4,37
7,20,42
19,20,184
3,8,188
7,8,75
7,14,56
19,14,161
8,14,62
4,8,179
17,7,108
8,7,109
17,9,167
17,13,161
20,18,131
20,7,108
16,3,87
3,12,123
18,9,160
13,6,68
16,18,46
19,2,78
11,5,48
19,7,120
18,6,59
8,1,101
5,15,94
1,15,62
9,12,170
9,17,358
9,7,256
12,17,99
12,8,101
18,1,154
11,18,61
11,9,48
10,11,91
8,2,63
7,11,135
8,17,126
9,21,139
15,21,93
7,21,23
15,2,98
15,6,147
17,6,71
12,13,70
12,16,72
5,16,103
6,16,20
6,4,18
12,19,149
12,2,46
14,2,102
12,3,129
12,20,80
13,20,48
14,3,171
1,7,60
8,9,50
20,21,64
20,11,64
13,21,51
21,11,65
3,3,116
2,18,93
18,17,251
5,6,76
19,18,137
19,11,235
1,19,55
1,16,52
19,16,65
17,15,212
13,17,117
14,1,113
16,1,63
8,12,47
8,20,60
5,19,69
19,6,93
2,10,85
12,4,79
12,10,64
18,8,125
8,19,153
2,15,160
2,16,77
15,16,126
3,21,106
8,6,73
8,5,107
6,20,43
6,5,56
17,21,54
11,21,11
1,12,41
1,17,121
12,5,75
6,15,28
18,4,122
5,17,120
2,4,126
15,11,120
6,11,46
1,11,88
21,1,73
21,3,90
20,19,61
15,19,155
16,6,37
5,20,143
2,21,55
10,16,25
10,20,55
15,5,215
5,13,93
5,18,54
14,10,62
1,6,57
8,18,81
4,13,236
1,13,92
21,15,145
21,20,79
21,13,120
7,12,143
2,12,97
12,11,57
18,21,39
18,10,71
21,10,53
11,2,33
11,17,64
9,9,101
6,3,45
11,8,128
13,2,61
13,13,123
20,1,101
14,11,99
21,8,72
8,13,75
21,5,52
11,10,51
5,2,46
19,12,91
19,17,153
8,16,56
16,10,36
17,10,111
5,21,24
1,2,51
7,13,115
12,1,68
11,20,17
6,2,33
14,20,71
15,15,92
14,17,141
11,13,98
7,16,45
6,13,51
16,9,21
20,2,56
15,14,59
7,18,101
12,9,84
6,9,28
7,15,68
10,19,61
15,1,165
12,15,85
13,10,84
16,19,46
14,21,52
12,21,32
10,15,67
20,8,70
7,10,59
20,10,81
5,14,33
11,12,14
13,8,64
1,8,73
7,9,73
21,7,77
14,15,91
10,18,29
11,4,65
7,6,54
2,7,83
21,12,64
20,12,38
1,18,41
16,21,30
16,14,13
21,14,20
21,18,47
21,16,41
20,14,34
5,11,40
19,21,28
12,6,72
6,21,12
15,12,68
11,16,37
10,2,32
5,10,49
6,17,38
9,14,125
16,8,48
10,21,11
10,6,29
10,14,10
8,21,15
6,18,15
6,10,17
5,12,20
10,9,30
6,14,18
10,12,31
6,12,18
1,21,16
