i,j,count
16,5,11
5,16,11
19,8,13
8,19,13
7,9,12
9,7,12
2,17,10
17,2,10
4,7,36
7,4,36
1,2,5
2,1,5
20,7,33
7,20,33
18,11,31
11,18,31
9,16,8
16,9,8
8,3,45
3,8,45
12,2,11
2,12,11
4,5,43
5,4,43
16,10,8
10,16,8
20,4,49
4,20,49
13,14,17
14,13,17
13,10,35
10,13,35
4,8,79
8,4,79
20,18,52
18,20,52
19,13,42
13,19,42
5,17,13
17,5,13
8,16,3
16,8,3
6,12,11
12,6,11
6,4,73
4,6,73
10,9,5
9,10,5
8,15,15
15,8,15
3,18,8
18,3,8
2,8,13
8,2,13
3,11,15
11,3,15
8,1,8
1,8,8
3,12,14
12,3,14
2,15,15
15,2,15
7,17,13
17,7,13
18,4,36
4,18,36
14,11,21
11,14,21
8,5,17
5,8,17
19,7,44
7,19,44
15,17,13
17,15,13
18,7,23
7,18,23
6,17,25
17,6,25
3,10,15
10,3,15
20,12,15
12,20,15
19,21,10
21,19,10
12,21,9
21,12,9
18,13,26
13,18,26
10,12,29
12,10,29
19,5,18
5,19,18
19,17,14
17,19,14
8,7,12
7,8,12
13,8,28
8,13,28
20,13,46
13,20,46
13,11,24
11,13,24
5,1,15
1,5,15
2,13,18
13,2,18
11,4,43
4,11,43
21,14,3
14,21,3
2,4,11
4,2,11
7,10,15
10,7,15
20,10,41
10,20,41
13,9,31
9,13,31
9,15,30
15,9,30
20,19,54
19,20,54
13,4,31
4,13,31
4,9,3
9,4,3
1,4,26
4,1,26
6,11,39
11,6,39
4,15,34
15,4,34
15,11,44
11,15,44
3,2,13
2,3,13
13,12,25
12,13,25
6,18,36
18,6,36
20,14,14
14,20,14
16,19,12
19,16,12
5,20,27
20,5,27
19,19,10
18,1,18
1,18,18
19,4,49
4,19,49
20,17,16
17,20,16
4,17,20
17,4,20
19,14,9
14,19,9
9,8,38
8,9,38
18,19,35
19,18,35
13,15,30
15,13,30
18,17,13
17,18,13
3,6,22
6,3,22
13,5,16
5,13,16
16,7,25
7,16,25
4,12,15
12,4,15
4,14,12
14,4,12
16,4,29
4,16,29
13,17,14
17,13,14
6,7,21
7,6,21
18,15,29
15,18,29
7,1,16
1,7,16
19,10,32
10,19,32
9,18,16
18,9,16
3,7,22
7,3,22
4,10,24
10,4,24
9,2,4
2,9,4
7,14,12
14,7,12
6,13,34
13,6,34
10,17,20
17,10,20
5,18,29
18,5,29
17,21,5
21,17,5
19,15,31
15,19,31
11,11,18
6,14,10
14,6,10
13,7,24
7,13,24
14,12,6
12,14,6
7,12,22
12,7,22
5,6,32
6,5,32
18,14,7
14,18,7
5,10,50
10,5,50
3,13,13
13,3,13
2,21,1
21,2,1
12,8,11
8,12,11
11,10,39
10,11,39
2,19,24
19,2,24
10,2,24
2,10,24
19,1,19
1,19,19
18,18,20
1,12,12
12,1,12
10,15,17
15,10,17
1,10,12
10,1,12
14,9,5
9,14,5
2,5,11
5,2,11
12,18,11
18,12,11
14,15,19
15,14,19
15,6,14
6,15,14
11,5,25
5,11,25
16,15,9
15,16,9
1,15,12
15,1,12
1,1,20
11,17,14
17,11,14
19,11,38
11,19,38
20,11,33
11,20,33
16,18,13
18,16,13
2,14,6
14,2,6
6,19,39
19,6,39
9,17,23
17,9,23
6,1,16
1,6,16
16,1,12
1,16,12
16,2,3
2,16,3
1,17,6
17,1,6
11,8,15
8,11,15
16,12,10
12,16,10
15,12,22
12,15,22
9,20,11
20,9,11
15,7,25
7,15,25
8,14,4
14,8,4
7,2,13
2,7,13
16,6,12
6,16,12
