i,j,count
19,20,9
20,19,9
19,10,8
10,19,8
13,7,6
7,13,6
11,8,48
8,11,48
16,13,15
13,16,15
21,3,21
3,21,21
5,13,24
13,5,24
11,21,40
21,11,40
4,2,61
2,4,61
7,1,32
1,7,32
7,23,22
23,7,22
2,8,22
8,2,22
5,2,31
2,5,31
18,3,14
3,18,14
18,23,28
23,18,28
5,11,55
11,5,55
1,18,9
18,1,9
10,12,16
12,10,16
22,4,12
4,22,12
22,9,5
9,22,5
5,16,37
16,5,37
23,17,17
17,23,17
7,11,15
11,7,15
15,10,22
10,15,22
18,21,13
21,18,13
7,14,6
14,7,6
11,14,14
14,11,14
15,2,18
2,15,18
20,23,10
23,20,10
19,21,18
21,19,18
7,6,6
6,7,6
8,13,19
13,8,19
7,22,19
22,7,19
22,16,24
16,22,24
9,12,3
12,9,3
8,21,31
21,8,31
12,8,13
8,12,13
5,18,29
18,5,29
4,16,10
16,4,10
2,23,3
23,2,3
2,17,20
17,2,20
21,23,45
23,21,45
6,1,10
1,6,10
2,18,26
18,2,26
21,16,28
16,21,28
11,15,14
15,11,14
5,9,14
9,5,14
11,16,18
16,11,18
15,23,12
23,15,12
1,4,20
4,1,20
20,6,10
6,20,10
18,12,19
12,18,19
5,23,20
23,5,20
9,17,26
17,9,26
17,8,19
8,17,19
18,16,11
16,18,11
9,23,5
23,9,5
5,8,51
8,5,51
12,1,14
1,12,14
8,16,17
16,8,17
4,21,28
21,4,28
5,19,16
19,5,16
19,17,19
17,19,19
11,9,15
9,11,15
17,21,29
21,17,29
23,19,8
19,23,8
17,3,6
3,17,6
11,17,33
17,11,33
2,22,9
22,2,9
8,8,10
8,7,14
7,8,14
9,20,10
20,9,10
3,23,11
23,3,11
8,1,15
1,8,15
20,7,43
7,20,43
21,9,6
9,21,6
2,13,9
13,2,9
12,21,18
21,12,18
15,18,8
18,15,8
18,20,25
20,18,25
17,20,25
20,17,25
17,1,7
1,17,7
7,19,28
19,7,28
4,5,8
5,4,8
17,7,17
7,17,17
12,5,20
5,12,20
18,7,16
7,18,16
2,20,23
20,2,23
18,8,40
8,18,40
8,20,40
20,8,40
2,14,14
14,2,14
11,1,19
1,11,19
10,20,17
20,10,17
6,23,11
23,6,11
14,23,12
23,14,12
22,12,8
12,22,8
11,20,36
20,11,36
12,14,10
14,12,10
22,15,18
15,22,18
1,22,6
22,1,6
20,4,12
4,20,12
22,18,27
18,22,27
18,17,28
17,18,28
15,16,16
16,15,16
2,19,25
19,2,25
8,10,18
10,8,18
3,7,8
7,3,8
14,21,15
21,14,15
5,21,30
21,5,30
13,13,18
22,8,37
8,22,37
18,13,15
13,18,15
3,20,18
20,3,18
8,23,29
23,8,29
19,4,10
4,19,10
11,22,29
22,11,29
20,14,18
14,20,18
23,13,11
13,23,11
11,12,16
12,11,16
12,7,7
7,12,7
9,7,5
7,9,5
11,18,32
18,11,32
4,11,15
11,4,15
19,3,5
3,19,5
3,8,20
8,3,20
8,4,12
4,8,12
21,2,27
2,21,27
11,11,20
1,13,9
13,1,9
3,1,13
1,3,13
14,15,10
15,14,10
6,18,11
18,6,11
15,9,15
9,15,15
17,22,16
22,17,16
2,12,13
12,2,13
2,9,10
9,2,10
14,17,6
17,14,6
18,18,20
21,15,13
15,21,13
2,10,10
10,2,10
22,13,4
13,22,4
4,12,13
12,4,13
19,12,4
12,19,4
4,9,11
9,4,11
22,14,8
14,22,8
14,8,12
8,14,12
2,11,29
11,2,29
15,13,11
13,15,11
20,21,25
21,20,25
4,14,10
14,4,10
2,1,15
1,2,15
22,5,16
5,22,16
22,6,12
6,22,12
3,13,11
13,3,11
11,23,8
23,11,8
9,3,7
3,9,7
10,17,6
17,10,6
23,10,5
10,23,5
5,20,71
20,5,71
9,14,5
14,9,5
11,19,16
19,11,16
6,12,6
12,6,6
22,3,8
3,22,8
3,12,9
12,3,9
19,16,8
16,19,8
5,17,17
17,5,17
21,22,28
22,21,28
9,6,7
6,9,7
18,19,16
19,18,16
17,16,8
16,17,8
15,4,11
4,15,11
23,1,17
1,23,17
21,7,19
7,21,19
7,15,8
15,7,8
9,18,18
18,9,18
14,16,21
16,14,21
22,10,12
10,22,12
19,14,10
14,19,10
5,14,18
14,5,18
12,13,13
13,12,13
5,3,18
3,5,18
5,6,12
6,5,12
10,3,8
3,10,8
19,22,10
22,19,10
14,10,10
10,14,10
22,23,31
23,22,31
20,12,17
12,20,17
5,1,11
1,5,11
7,10,1
10,7,1
15,3,18
3,15,18
10,5,10
5,10,10
1,9,6
9,1,6
17,12,6
12,17,6
20,13,5
13,20,5
22,20,24
20,22,24
4,13,14
13,4,14
19,15,7
15,19,7
6,11,8
11,6,8
10,21,11
21,10,11
18,14,14
14,18,14
11,10,9
10,11,9
13,14,8
14,13,8
10,6,8
6,10,8
11,13,11
13,11,11
16,1,9
1,16,9
3,14,6
14,3,6
4,17,9
17,4,9
16,20,13
20,16,13
4,18,9
18,4,9
8,9,10
9,8,10
7,2,5
2,7,5
8,19,21
19,8,21
7,16,7
16,7,7
10,18,14
18,10,14
21,13,26
13,21,26
15,5,15
5,15,15
20,1,12
1,20,12
2,16,17
16,2,17
10,4,13
4,10,13
4,7,5
7,4,5
6,14,35
14,6,35
6,16,6
16,6,6
3,16,15
16,3,15
9,16,3
16,9,3
8,15,15
15,8,15
2,3,12
3,2,12
15,17,10
17,15,10
8,6,3
6,8,3
21,1,10
1,21,10
11,3,22
3,11,22
23,16,10
16,23,10
9,19,5
19,9,5
17,6,6
6,17,6
23,4,9
4,23,9
10,16,8
16,10,8
19,6,10
6,19,10
15,20,12
20,15,12
6,3,4
3,6,4
10,1,8
1,10,8
13,9,3
9,13,3
1,14,4
14,1,4
12,23,13
23,12,13
12,15,7
15,12,7
19,1,7
1,19,7
19,13,6
13,19,6
6,4,4
4,6,4
6,21,11
21,6,11
17,13,9
13,17,9
12,16,8
16,12,8
6,15,6
15,6,6
5,7,4
7,5,4
1,15,8
15,1,8
2,6,6
6,2,6
13,6,2
6,13,2
10,13,2
13,10,2
3,4,1
4,3,1
1,1,0
1,24,0
2,2,0
2,24,0
3,3,0
3,24,0
4,4,0
4,24,0
5,5,0
5,24,0
6,6,0
6,24,0
7,7,0
7,24,0
8,24,0
9,9,0
9,10,0
9,24,0
10,9,0
10,10,0
10,24,0
11,24,0
12,12,0
12,24,0
13,24,0
14,14,0
14,24,0
15,15,0
15,24,0
16,16,0
16,24,0
17,17,0
17,24,0
18,24,0
19,19,0
19,24,0
20,20,0
20,24,0
21,21,0
21,24,0
22,22,0
22,24,0
23,23,0
23,24,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
