i,j,k,count
9,19,1,39
9,4,19,42
9,4,20,29
9,4,1,32
9,20,19,66
9,20,4,29
9,20,8,56
9,20,1,30
9,8,19,68
9,8,20,56
9,8,1,43
9,1,19,39
9,1,4,32
9,1,20,30
9,1,8,43
19,9,4,42
19,9,20,66
19,9,8,68
19,9,1,39
19,4,9,42
19,4,20,39
19,4,8,31
19,4,1,26
19,20,9,66
19,20,4,39
19,20,8,39
19,20,1,25
19,8,9,68
19,8,4,31
19,8,20,39
19,8,1,35
19,1,9,39
19,1,4,26
19,1,20,25
19,1,8,35
4,9,19,42
4,9,20,29
4,9,1,32
4,19,9,42
4,19,20,39
4,19,8,31
4,19,1,26
4,20,9,29
4,20,19,39
4,20,8,26
4,20,1,17
4,8,19,31
4,8,20,26
4,8,1,40
4,1,9,32
4,1,19,26
4,1,20,17
4,1,8,40
20,9,19,66
20,9,4,29
20,9,8,56
20,9,1,30
20,19,9,66
20,19,4,39
20,19,8,39
20,19,1,25
20,4,9,29
20,4,19,39
20,4,8,26
20,4,1,17
20,8,9,56
20,8,19,39
20,8,4,26
20,8,1,23
20,1,9,30
20,1,19,25
20,1,4,17
20,1,8,23
8,9,19,68
8,9,20,56
8,9,1,43
8,19,9,68
8,19,4,31
8,19,20,39
8,19,1,35
8,4,19,31
8,4,20,26
8,4,1,40
8,20,9,56
8,20,19,39
8,20,4,26
8,20,1,23
8,1,9,43
8,1,19,35
8,1,4,40
8,1,20,23
1,9,19,39
1,9,4,32
1,9,20,30
1,9,8,43
1,19,9,39
1,19,4,26
1,19,20,25
1,19,8,35
1,4,9,32
1,4,19,26
1,4,20,17
1,4,8,40
1,20,9,30
1,20,19,25
1,20,4,17
1,20,8,23
1,8,9,43
1,8,19,35
1,8,4,40
1,8,20,23
4,8,13,35
4,8,12,30
4,13,8,35
4,13,9,28
4,13,12,28
4,9,13,28
4,9,12,57
4,12,8,30
4,12,13,28
4,12,9,57
8,4,13,35
8,4,12,30
8,13,4,35
8,13,9,89
8,13,12,102
8,9,13,89
8,9,12,102
8,12,4,30
8,12,13,102
8,12,9,102
13,4,8,35
13,4,9,28
13,4,12,28
13,8,4,35
13,8,9,89
13,8,12,102
13,9,4,28
13,9,8,89
13,12,4,28
13,12,8,102
9,4,13,28
9,4,12,57
9,8,13,89
9,8,12,102
9,13,4,28
9,13,8,89
9,12,4,57
9,12,8,102
12,4,8,30
12,4,13,28
12,4,9,57
12,8,4,30
12,8,13,102
12,8,9,102
12,13,4,28
12,13,8,102
12,9,4,57
12,9,8,102
6,13,9,63
6,13,7,53
6,9,13,63
6,9,7,53
6,7,13,53
6,7,9,53
13,6,9,63
13,6,7,53
13,9,6,63
13,7,6,53
9,6,13,63
9,6,7,53
9,13,6,63
9,7,6,53
7,6,13,53
7,6,9,53
7,13,6,53
7,9,6,53
13,1,18,7
13,18,1,7
1,13,18,7
1,18,13,7
18,13,1,7
18,1,13,7
7,13,18,44
7,18,13,44
13,7,18,44
13,18,7,44
18,7,13,44
18,13,7,44
2,6,16,13
2,16,6,13
6,2,16,13
6,16,2,13
16,2,6,13
16,6,2,13
1,16,18,7
1,18,16,7
16,1,18,7
16,18,1,7
18,1,16,7
18,16,1,7
9,11,6,61
9,6,11,61
11,9,6,61
11,6,9,61
6,9,11,61
6,11,9,61
7,9,11,88
7,9,17,59
7,11,9,88
7,11,17,70
7,17,9,59
7,17,11,70
9,7,11,88
9,7,17,59
9,11,7,88
9,11,17,98
9,17,7,59
9,17,11,98
11,7,9,88
11,7,17,70
11,9,7,88
11,9,17,98
11,17,7,70
11,17,9,98
17,7,9,59
17,7,11,70
17,9,7,59
17,9,11,98
17,11,7,70
17,11,9,98
16,14,7,27
16,14,18,47
16,7,14,27
16,7,18,47
16,18,14,47
16,18,7,47
14,16,7,27
14,16,18,47
14,7,16,27
14,7,18,40
14,18,16,47
14,18,7,40
7,16,14,27
7,16,18,47
7,14,16,27
7,14,18,40
7,18,16,47
7,18,14,40
18,16,14,47
18,16,7,47
18,14,16,47
18,14,7,40
18,7,16,47
18,7,14,40
13,4,3,21
13,3,4,21
4,13,3,21
4,3,13,21
3,13,4,21
3,4,13,21
19,11,6,32
19,11,20,51
19,6,11,32
19,6,20,30
19,20,11,51
19,20,6,30
11,19,6,32
11,19,20,51
11,6,19,32
11,6,20,15
11,20,19,51
11,20,6,15
6,19,11,32
6,19,20,30
6,11,19,32
6,11,20,15
6,20,19,30
6,20,11,15
20,19,11,51
20,19,6,30
20,11,19,51
20,11,6,15
20,6,19,30
20,6,11,15
7,18,12,63
7,18,20,228
7,12,18,63
7,12,20,36
7,20,18,228
7,20,12,36
18,7,12,63
18,7,20,228
18,12,7,63
18,12,20,43
18,20,7,228
18,20,12,43
12,7,18,63
12,7,20,36
12,18,7,63
12,18,20,43
12,20,7,36
12,20,18,43
20,7,18,228
20,7,12,36
20,18,7,228
20,18,12,43
20,12,7,36
20,12,18,43
10,12,11,53
10,11,12,53
12,10,11,53
12,11,10,53
11,10,12,53
11,12,10,53
19,13,18,36
19,18,13,36
13,19,18,36
13,18,19,36
18,19,13,36
18,13,19,36
1,12,17,20
1,17,12,20
12,1,17,20
12,17,1,20
17,1,12,20
17,12,1,20
9,2,20,15
9,20,2,15
2,9,20,15
2,20,9,15
20,9,2,15
20,2,9,15
19,5,8,45
19,8,5,45
5,19,8,45
5,8,19,45
8,19,5,45
8,5,19,45
5,13,17,29
5,13,1,38
5,17,13,29
5,17,1,16
5,1,13,38
5,1,17,16
13,5,17,29
13,5,1,38
13,17,5,29
13,17,1,13
13,1,5,38
13,1,17,13
17,5,13,29
17,5,1,16
17,13,5,29
17,13,1,13
17,1,5,16
17,1,13,13
1,5,13,38
1,5,17,16
1,13,5,38
1,13,17,13
1,17,5,16
1,17,13,13
14,12,2,26
14,2,12,26
12,14,2,26
12,2,14,26
2,14,12,26
2,12,14,26
13,7,16,27
13,9,16,50
13,16,7,27
13,16,9,50
7,13,16,27
7,9,16,41
7,16,13,27
7,16,9,41
9,13,16,50
9,7,16,41
9,16,13,50
9,16,7,41
16,13,7,27
16,13,9,50
16,7,13,27
16,7,9,41
16,9,13,50
16,9,7,41
3,18,9,12
3,18,12,35
3,9,18,12
3,9,12,38
3,12,18,35
3,12,9,38
18,3,9,12
18,3,12,35
18,9,3,12
18,9,12,56
18,12,3,35
18,12,9,56
9,3,18,12
9,3,12,38
9,18,3,12
9,18,12,56
9,12,3,38
9,12,18,56
12,3,18,35
12,3,9,38
12,18,3,35
12,18,9,56
12,9,3,38
12,9,18,56
12,15,6,16
12,6,15,16
15,12,6,16
15,6,12,16
6,12,15,16
6,15,12,16
5,1,6,22
5,6,1,22
1,5,6,22
1,6,5,22
6,5,1,22
6,1,5,22
7,1,12,43
7,12,1,43
1,7,12,43
1,12,7,43
12,7,1,43
12,1,7,43
7,11,6,48
7,6,11,48
11,7,6,48
11,6,7,48
6,7,11,48
6,11,7,48
16,19,17,23
16,19,20,24
16,19,6,12
16,17,19,23
16,17,20,16
16,17,6,16
16,20,19,24
16,20,17,16
16,20,6,10
16,6,19,12
16,6,17,16
16,6,20,10
19,16,17,23
19,16,20,24
19,16,6,12
19,17,16,23
19,17,20,45
19,17,6,15
19,20,16,24
19,20,17,45
19,6,16,12
19,6,17,15
17,16,19,23
17,16,20,16
17,16,6,16
17,19,16,23
17,19,20,45
17,19,6,15
17,20,16,16
17,20,19,45
17,20,6,18
17,6,16,16
17,6,19,15
17,6,20,18
20,16,19,24
20,16,17,16
20,16,6,10
20,19,16,24
20,19,17,45
20,17,16,16
20,17,19,45
20,17,6,18
20,6,16,10
20,6,17,18
6,16,19,12
6,16,17,16
6,16,20,10
6,19,16,12
6,19,17,15
6,17,16,16
6,17,19,15
6,17,20,18
6,20,16,10
6,20,17,18
8,7,18,31
8,7,2,23
8,7,12,66
8,18,7,31
8,18,2,18
8,18,12,29
8,2,7,23
8,2,18,18
8,2,12,31
8,12,7,66
8,12,18,29
8,12,2,31
7,8,18,31
7,8,2,23
7,8,12,66
7,18,8,31
7,18,2,50
7,2,8,23
7,2,18,50
7,2,12,33
7,12,8,66
7,12,2,33
18,8,7,31
18,8,2,18
18,8,12,29
18,7,8,31
18,7,2,50
18,2,8,18
18,2,7,50
18,2,12,34
18,12,8,29
18,12,2,34
2,8,7,23
2,8,18,18
2,8,12,31
2,7,8,23
2,7,18,50
2,7,12,33
2,18,8,18
2,18,7,50
2,18,12,34
2,12,8,31
2,12,7,33
2,12,18,34
12,8,7,66
12,8,18,29
12,8,2,31
12,7,8,66
12,7,2,33
12,18,8,29
12,18,2,34
12,2,8,31
12,2,7,33
12,2,18,34
18,19,15,28
18,19,11,24
18,15,19,28
18,15,11,24
18,11,19,24
18,11,15,24
19,18,15,28
19,18,11,24
19,15,18,28
19,15,11,18
19,11,18,24
19,11,15,18
15,18,19,28
15,18,11,24
15,19,18,28
15,19,11,18
15,11,18,24
15,11,19,18
11,18,19,24
11,18,15,24
11,19,18,24
11,19,15,18
11,15,18,24
11,15,19,18
17,13,16,30
17,16,13,30
13,17,16,30
13,16,17,30
16,17,13,30
16,13,17,30
12,10,14,78
12,14,10,78
10,12,14,78
10,14,12,78
14,12,10,78
14,10,12,78
12,8,19,73
12,19,8,73
8,12,19,73
8,19,12,73
19,12,8,73
19,8,12,73
5,20,12,41
5,20,9,22
5,20,17,19
5,12,20,41
5,12,9,115
5,12,17,26
5,9,20,22
5,9,12,115
5,9,17,56
5,17,20,19
5,17,12,26
5,17,9,56
20,5,12,41
20,5,9,22
20,5,17,19
20,12,5,41
20,12,9,51
20,12,17,24
20,9,5,22
20,9,12,51
20,9,17,49
20,17,5,19
20,17,12,24
20,17,9,49
12,5,20,41
12,5,9,115
12,5,17,26
12,20,5,41
12,20,9,51
12,20,17,24
12,9,5,115
12,9,20,51
12,9,17,103
12,17,5,26
12,17,20,24
12,17,9,103
9,5,20,22
9,5,12,115
9,5,17,56
9,20,5,22
9,20,12,51
9,20,17,49
9,12,5,115
9,12,20,51
9,12,17,103
9,17,5,56
9,17,20,49
9,17,12,103
17,5,20,19
17,5,12,26
17,5,9,56
17,20,5,19
17,20,12,24
17,20,9,49
17,12,5,26
17,12,20,24
17,12,9,103
17,9,5,56
17,9,20,49
17,9,12,103
8,16,10,25
8,10,16,25
16,8,10,25
16,10,8,25
10,8,16,25
10,16,8,25
8,18,15,27
8,18,3,20
8,15,18,27
8,15,3,11
8,3,18,20
8,3,15,11
18,8,15,27
18,8,3,20
18,15,8,27
18,15,3,64
18,3,8,20
18,3,15,64
15,8,18,27
15,8,3,11
15,18,8,27
15,18,3,64
15,3,8,11
15,3,18,64
3,8,18,20
3,8,15,11
3,18,8,20
3,18,15,64
3,15,8,11
3,15,18,64
15,11,17,15
15,17,11,15
11,15,17,15
11,17,15,15
17,15,11,15
17,11,15,15
8,10,7,79
8,7,10,79
10,8,7,79
10,7,8,79
7,8,10,79
7,10,8,79
11,9,18,58
11,9,16,50
11,9,5,90
11,18,9,58
11,18,16,42
11,18,5,38
11,16,9,50
11,16,18,42
11,16,5,28
11,5,9,90
11,5,18,38
11,5,16,28
9,11,18,58
9,11,16,50
9,11,5,90
9,18,11,58
9,18,16,39
9,18,5,31
9,16,11,50
9,16,18,39
9,16,5,47
9,5,11,90
9,5,18,31
9,5,16,47
18,11,9,58
18,11,16,42
18,11,5,38
18,9,11,58
18,9,16,39
18,9,5,31
18,16,11,42
18,16,9,39
18,16,5,23
18,5,11,38
18,5,9,31
18,5,16,23
16,11,9,50
16,11,18,42
16,11,5,28
16,9,11,50
16,9,18,39
16,9,5,47
16,18,11,42
16,18,9,39
16,18,5,23
16,5,11,28
16,5,9,47
16,5,18,23
5,11,9,90
5,11,18,38
5,11,16,28
5,9,11,90
5,9,18,31
5,9,16,47
5,18,11,38
5,18,9,31
5,18,16,23
5,16,11,28
5,16,9,47
5,16,18,23
7,3,18,34
7,3,5,20
7,18,3,34
7,18,5,44
7,5,3,20
7,5,18,44
3,7,18,34
3,7,5,20
3,18,7,34
3,18,5,9
3,5,7,20
3,5,18,9
18,7,3,34
18,7,5,44
18,3,7,34
18,3,5,9
18,5,7,44
18,5,3,9
5,7,3,20
5,7,18,44
5,3,7,20
5,3,18,9
5,18,7,44
5,18,3,9
19,9,5,64
19,5,9,64
9,19,5,64
9,5,19,64
9,5,8,47
9,8,5,47
5,19,9,64
5,9,19,64
5,9,8,47
5,8,9,47
8,9,5,47
8,5,9,47
2,9,14,44
2,14,9,44
9,2,14,44
9,14,2,44
14,2,9,44
14,9,2,44
13,15,12,24
13,12,15,24
15,13,12,24
15,12,13,24
12,13,15,24
12,15,13,24
7,5,20,34
7,5,17,18
7,20,5,34
7,20,17,37
7,17,5,18
7,17,20,37
5,7,20,34
5,7,17,18
5,20,7,34
5,17,7,18
20,7,5,34
20,7,17,37
20,5,7,34
20,17,7,37
17,7,5,18
17,7,20,37
17,5,7,18
17,20,7,37
1,8,7,24
1,7,8,24
8,1,7,24
8,7,1,24
7,1,8,24
7,8,1,24
12,11,7,75
12,7,11,75
11,12,7,75
11,7,12,75
7,12,11,75
7,11,12,75
13,12,17,43
13,9,17,69
13,17,12,43
13,17,9,69
12,13,17,43
12,17,13,43
9,13,17,69
9,17,13,69
17,13,12,43
17,13,9,69
17,12,13,43
17,9,13,69
13,19,17,38
13,10,17,26
13,17,19,38
13,17,10,26
19,13,17,38
19,10,17,32
19,9,17,61
19,17,13,38
19,17,10,32
19,17,9,61
10,13,17,26
10,19,17,32
10,9,17,34
10,17,13,26
10,17,19,32
10,17,9,34
9,19,17,61
9,10,17,34
9,17,19,61
9,17,10,34
17,13,19,38
17,13,10,26
17,19,13,38
17,19,10,32
17,19,9,61
17,10,13,26
17,10,19,32
17,10,9,34
17,9,19,61
17,9,10,34
14,7,6,39
14,6,7,39
7,14,6,39
7,6,14,39
6,14,7,39
6,7,14,39
16,14,6,19
16,6,14,19
16,6,18,14
16,18,6,14
14,16,6,19
14,6,16,19
14,6,18,14
14,18,6,14
6,16,14,19
6,16,18,14
6,14,16,19
6,14,18,14
6,18,16,14
6,18,14,14
18,16,6,14
18,14,6,14
18,6,16,14
18,6,14,14
16,1,10,15
16,18,10,22
16,10,1,15
16,10,18,22
1,16,10,15
1,18,10,7
1,10,16,15
1,10,18,7
18,16,10,22
18,1,10,7
18,10,16,22
18,10,1,7
10,16,1,15
10,16,18,22
10,1,16,15
10,1,18,7
10,18,16,22
10,18,1,7
9,1,5,71
9,1,12,57
9,1,7,36
9,5,1,71
9,5,7,46
9,12,1,57
9,7,1,36
9,7,5,46
1,9,5,71
1,9,12,57
1,9,7,36
1,5,9,71
1,5,12,56
1,5,7,21
1,12,9,57
1,12,5,56
1,7,9,36
1,7,5,21
5,9,1,71
5,9,7,46
5,1,9,71
5,1,12,56
5,1,7,21
5,12,1,56
5,12,7,43
5,7,9,46
5,7,1,21
5,7,12,43
12,9,1,57
12,1,9,57
12,1,5,56
12,5,1,56
12,5,7,43
12,7,5,43
7,9,1,36
7,9,5,46
7,1,9,36
7,1,5,21
7,5,9,46
7,5,1,21
7,5,12,43
7,12,5,43
19,5,20,18
19,20,5,18
8,5,20,23
8,20,5,23
5,19,20,18
5,8,20,23
5,20,19,18
5,20,8,23
20,19,5,18
20,8,5,23
20,5,19,18
20,5,8,23
8,13,6,48
8,13,10,99
8,13,11,75
8,6,13,48
8,6,10,48
8,6,11,25
8,10,13,99
8,10,6,48
8,10,11,31
8,11,13,75
8,11,6,25
8,11,10,31
13,8,6,48
13,8,10,99
13,8,11,75
13,6,8,48
13,6,10,59
13,6,11,42
13,10,8,99
13,10,6,59
13,11,8,75
13,11,6,42
6,8,13,48
6,8,10,48
6,8,11,25
6,13,8,48
6,13,10,59
6,13,11,42
6,10,8,48
6,10,13,59
6,10,11,29
6,11,8,25
6,11,13,42
6,11,10,29
10,8,13,99
10,8,6,48
10,8,11,31
10,13,8,99
10,13,6,59
10,6,8,48
10,6,13,59
10,6,11,29
10,11,8,31
10,11,6,29
11,8,13,75
11,8,6,25
11,8,10,31
11,13,8,75
11,13,6,42
11,6,8,25
11,6,13,42
11,6,10,29
11,10,8,31
11,10,6,29
8,9,10,74
8,9,7,72
8,10,9,74
8,10,20,44
8,7,9,72
8,7,20,26
8,20,10,44
8,20,7,26
9,8,10,74
9,8,7,72
9,10,8,74
9,10,20,26
9,7,8,72
9,7,20,35
9,20,10,26
9,20,7,35
10,8,9,74
10,8,20,44
10,9,8,74
10,9,20,26
10,7,20,34
10,20,8,44
10,20,9,26
10,20,7,34
7,8,9,72
7,8,20,26
7,9,8,72
7,9,20,35
7,10,20,34
7,20,8,26
7,20,9,35
7,20,10,34
20,8,10,44
20,8,7,26
20,9,10,26
20,9,7,35
20,10,8,44
20,10,9,26
20,10,7,34
20,7,8,26
20,7,9,35
20,7,10,34
13,10,18,26
13,10,20,54
13,18,10,26
13,18,20,104
13,20,10,54
13,20,18,104
10,13,18,26
10,13,20,54
10,18,13,26
10,18,20,51
10,20,13,54
10,20,18,51
18,13,10,26
18,13,20,104
18,10,13,26
18,10,20,51
18,20,13,104
18,20,10,51
20,13,10,54
20,13,18,104
20,10,13,54
20,10,18,51
20,18,13,104
20,18,10,51
8,7,13,73
8,13,7,73
7,8,13,73
7,13,8,73
13,8,7,73
13,7,8,73
19,6,2,16
19,6,5,28
19,2,6,16
19,2,5,20
19,5,6,28
19,5,2,20
6,19,2,16
6,19,5,28
6,2,19,16
6,2,5,22
6,5,19,28
6,5,2,22
2,19,6,16
2,19,5,20
2,6,19,16
2,6,5,22
2,5,19,20
2,5,6,22
5,19,6,28
5,19,2,20
5,6,19,28
5,6,2,22
5,2,19,20
5,2,6,22
2,3,17,8
2,17,3,8
3,2,17,8
3,17,2,8
17,2,3,8
17,3,2,8
13,15,19,22
13,15,11,23
13,19,15,22
13,19,11,65
13,11,15,23
13,11,19,65
15,13,19,22
15,13,11,23
15,19,13,22
15,11,13,23
19,13,15,22
19,13,11,65
19,15,13,22
19,11,13,65
11,13,15,23
11,13,19,65
11,15,13,23
11,19,13,65
20,2,1,9
20,1,2,9
2,20,1,9
2,1,20,9
1,20,2,9
1,2,20,9
7,13,17,44
7,17,13,44
7,17,16,28
7,16,17,28
13,7,17,44
13,17,7,44
17,7,13,44
17,7,16,28
17,13,7,44
17,16,7,28
16,7,17,28
16,17,7,28
11,20,17,23
11,17,20,23
20,11,17,23
20,17,11,23
17,11,20,23
17,20,11,23
16,2,14,24
16,2,10,14
16,14,2,24
16,14,10,57
16,10,2,14
16,10,14,57
2,16,14,24
2,16,10,14
2,14,16,24
2,14,10,27
2,10,16,14
2,10,14,27
14,16,2,24
14,16,10,57
14,2,16,24
14,2,10,27
14,10,16,57
14,10,2,27
10,16,2,14
10,16,14,57
10,2,16,14
10,2,14,27
10,14,16,57
10,14,2,27
13,11,20,48
13,8,20,37
13,8,14,76
13,20,11,48
13,20,8,37
13,20,14,29
13,14,8,76
13,14,20,29
11,13,20,48
11,8,20,36
11,8,14,37
11,20,13,48
11,20,8,36
11,20,14,13
11,14,8,37
11,14,20,13
8,13,20,37
8,13,14,76
8,11,20,36
8,11,14,37
8,20,13,37
8,20,11,36
8,20,14,10
8,14,13,76
8,14,11,37
8,14,20,10
20,13,11,48
20,13,8,37
20,13,14,29
20,11,13,48
20,11,8,36
20,11,14,13
20,8,13,37
20,8,11,36
20,8,14,10
20,14,13,29
20,14,11,13
20,14,8,10
14,13,8,76
14,13,20,29
14,11,8,37
14,11,20,13
14,8,13,76
14,8,11,37
14,8,20,10
14,20,13,29
14,20,11,13
14,20,8,10
13,9,15,12
13,15,9,12
9,13,15,12
9,15,13,12
15,13,9,12
15,9,13,12
16,18,19,24
16,19,18,24
18,16,19,24
18,19,16,24
18,19,14,14
18,14,19,14
19,16,18,24
19,18,16,24
19,18,14,14
19,14,18,14
14,18,19,14
14,19,18,14
8,7,16,22
8,16,7,22
7,8,16,22
7,16,8,22
16,8,7,22
16,7,8,22
14,20,18,62
14,18,20,62
20,14,18,62
20,18,14,62
18,14,20,62
18,20,14,62
9,10,11,50
9,11,10,50
10,9,11,50
10,11,9,50
11,9,10,50
11,10,9,50
13,12,20,57
13,12,5,69
13,19,20,55
13,19,5,60
13,20,12,57
13,20,19,55
13,20,5,37
13,5,12,69
13,5,19,60
13,5,20,37
12,13,20,57
12,13,5,69
12,19,20,44
12,19,5,61
12,20,13,57
12,20,19,44
12,5,13,69
12,5,19,61
19,13,20,55
19,13,5,60
19,12,20,44
19,12,5,61
19,20,13,55
19,20,12,44
19,5,13,60
19,5,12,61
20,13,12,57
20,13,19,55
20,13,5,37
20,12,13,57
20,12,19,44
20,19,13,55
20,19,12,44
20,5,13,37
5,13,12,69
5,13,19,60
5,13,20,37
5,12,13,69
5,12,19,61
5,19,13,60
5,19,12,61
5,20,13,37
2,12,9,63
2,12,17,18
2,9,12,63
2,9,17,33
2,17,12,18
2,17,9,33
12,2,9,63
12,2,17,18
12,9,2,63
12,17,2,18
9,2,12,63
9,2,17,33
9,12,2,63
9,17,2,33
17,2,12,18
17,2,9,33
17,12,2,18
17,9,2,33
13,12,2,33
13,12,6,71
13,8,2,27
13,2,12,33
13,2,8,27
13,2,6,12
13,6,12,71
13,6,2,12
12,13,2,33
12,13,6,71
12,8,6,48
12,2,13,33
12,2,6,28
12,6,13,71
12,6,8,48
12,6,2,28
8,13,2,27
8,12,6,48
8,2,13,27
8,2,6,16
8,6,12,48
8,6,2,16
2,13,12,33
2,13,8,27
2,13,6,12
2,12,13,33
2,12,6,28
2,8,13,27
2,8,6,16
2,6,13,12
2,6,12,28
2,6,8,16
6,13,12,71
6,13,2,12
6,12,13,71
6,12,8,48
6,12,2,28
6,8,12,48
6,8,2,16
6,2,13,12
6,2,12,28
6,2,8,16
18,3,2,22
18,2,3,22
3,18,2,22
3,2,18,22
2,18,3,22
2,3,18,22
9,16,1,18
9,1,16,18
16,9,1,18
16,1,9,18
1,9,16,18
1,16,9,18
3,11,2,11
3,2,11,11
11,3,2,11
11,2,3,11
2,3,11,11
2,11,3,11
5,6,9,29
5,6,17,13
5,9,6,29
5,17,6,13
6,5,9,29
6,5,17,13
6,9,5,29
6,9,17,40
6,17,5,13
6,17,9,40
9,5,6,29
9,6,5,29
9,6,17,40
9,17,6,40
17,5,6,13
17,6,5,13
17,6,9,40
17,9,6,40
18,3,1,6
18,9,1,10
18,1,3,6
18,1,9,10
3,18,1,6
3,9,1,18
3,1,18,6
3,1,9,18
9,18,1,10
9,3,1,18
9,1,18,10
9,1,3,18
1,18,3,6
1,18,9,10
1,3,18,6
1,3,9,18
1,9,18,10
1,9,3,18
18,19,4,14
18,19,20,31
18,4,19,14
18,4,20,13
18,20,19,31
18,20,4,13
19,18,4,14
19,18,20,31
19,4,18,14
19,20,18,31
4,18,19,14
4,18,20,13
4,19,18,14
4,20,18,13
20,18,19,31
20,18,4,13
20,19,18,31
20,4,18,13
3,13,18,35
3,18,13,35
13,3,18,35
13,18,3,35
18,3,13,35
18,13,3,35
10,11,5,35
10,11,17,26
10,5,11,35
10,5,17,22
10,17,11,26
10,17,5,22
11,10,5,35
11,10,17,26
11,5,10,35
11,5,17,41
11,17,10,26
11,17,5,41
5,10,11,35
5,10,17,22
5,11,10,35
5,11,17,41
5,17,10,22
5,17,11,41
17,10,11,26
17,10,5,22
17,11,10,26
17,11,5,41
17,5,10,22
17,5,11,41
14,8,17,122
14,17,8,122
14,17,16,47
14,16,17,47
8,14,17,122
8,17,14,122
17,14,8,122
17,14,16,47
17,8,14,122
17,16,14,47
16,14,17,47
16,17,14,47
7,8,17,23
7,17,8,23
8,7,17,23
8,17,7,23
8,17,20,22
8,20,17,22
17,7,8,23
17,8,7,23
17,8,20,22
17,20,8,22
20,8,17,22
20,17,8,22
4,8,7,30
4,8,18,20
4,7,8,30
4,7,18,18
4,18,8,20
4,18,7,18
8,4,7,30
8,4,18,20
8,7,4,30
8,18,4,20
7,4,8,30
7,4,18,18
7,8,4,30
7,18,4,18
18,4,8,20
18,4,7,18
18,8,4,20
18,7,4,18
2,15,5,7
2,5,15,7
