i,j,count
3,5,14
5,3,14
2,21,9
21,2,9
20,1,9
1,20,9
1,19,14
19,1,14
6,20,12
20,6,12
13,19,20
19,13,20
8,20,13
20,8,13
8,3,23
3,8,23
3,17,34
17,3,34
12,21,10
21,12,10
16,15,58
15,16,58
4,9,27
9,4,27
5,17,16
17,5,16
12,19,22
19,12,22
12,17,30
17,12,30
3,1,61
1,3,61
8,10,57
10,8,57
15,11,36
11,15,36
6,2,17
2,6,17
11,18,15
18,11,15
11,4,16
4,11,16
16,7,53
7,16,53
8,6,78
6,8,78
16,5,6
5,16,6
12,10,26
10,12,26
7,21,17
21,7,17
10,13,30
13,10,30
10,6,34
6,10,34
21,5,12
5,21,12
19,16,10
16,19,10
17,1,7
1,17,7
16,18,22
18,16,22
9,20,21
20,9,21
10,21,9
21,10,9
11,6,30
6,11,30
2,20,10
20,2,10
8,2,20
2,8,20
9,13,26
13,9,26
2,1,17
1,2,17
2,12,9
12,2,9
9,15,26
15,9,26
9,18,21
18,9,21
16,20,12
20,16,12
12,16,11
16,12,11
8,12,41
12,8,41
15,13,29
13,15,29
18,6,15
6,18,15
13,6,21
6,13,21
10,17,4
17,10,4
8,4,22
4,8,22
7,4,22
4,7,22
7,18,23
18,7,23
7,15,22
15,7,22
8,17,24
17,8,24
3,15,36
15,3,36
5,9,29
9,5,29
12,6,29
6,12,29
21,4,3
4,21,3
8,9,54
9,8,54
3,2,15
2,3,15
14,6,8
6,14,8
2,13,16
13,2,16
12,4,19
4,12,19
8,7,43
7,8,43
14,15,7
15,14,7
1,15,11
15,1,11
5,13,30
13,5,30
10,7,15
7,10,15
12,14,16
14,12,16
11,7,23
7,11,23
5,4,13
4,5,13
1,6,24
6,1,24
15,19,18
19,15,18
1,1,10
10,5,21
5,10,21
9,16,23
16,9,23
3,7,20
7,3,20
3,16,9
16,3,9
4,20,15
20,4,15
10,9,46
9,10,46
10,16,16
16,10,16
8,13,26
13,8,26
12,11,41
11,12,41
18,12,9
12,18,9
12,5,28
5,12,28
17,16,7
16,17,7
4,17,16
17,4,16
10,11,31
11,10,31
12,9,41
9,12,41
2,7,25
7,2,25
10,15,33
15,10,33
9,17,27
17,9,27
11,16,32
16,11,32
19,10,18
10,19,18
3,11,18
11,3,18
19,2,10
2,19,10
14,11,11
11,14,11
19,4,8
4,19,8
7,20,13
20,7,13
12,15,15
15,12,15
17,6,14
6,17,14
14,21,9
21,14,9
9,2,23
2,9,23
7,13,18
13,7,18
19,11,15
11,19,15
14,14,18
11,9,36
9,11,36
12,20,12
20,12,12
4,1,22
1,4,22
17,18,43
18,17,43
19,8,17
8,19,17
7,6,26
6,7,26
1,12,11
12,1,11
7,14,10
14,7,10
15,2,16
2,15,16
15,17,12
17,15,12
20,19,16
19,20,16
14,5,11
5,14,11
10,1,15
1,10,15
18,1,10
1,18,10
1,9,25
9,1,25
16,16,20
6,3,19
3,6,19
9,7,19
7,9,19
21,3,10
3,21,10
7,1,11
1,7,11
21,19,9
19,21,9
17,11,31
11,17,31
2,11,18
11,2,18
4,15,9
15,4,9
5,15,6
15,5,6
12,12,20
13,3,16
3,13,16
8,1,25
1,8,25
13,17,31
17,13,31
7,12,26
12,7,26
14,19,8
19,14,8
21,9,11
9,21,11
12,3,27
3,12,27
8,15,20
15,8,20
5,11,14
11,5,14
14,16,24
16,14,24
18,20,15
20,18,15
5,20,14
20,5,14
21,8,7
8,21,7
11,8,27
8,11,27
19,6,18
6,19,18
2,4,14
4,2,14
9,6,21
6,9,21
3,9,49
9,3,49
14,9,14
9,14,14
10,4,20
4,10,20
2,14,7
14,2,7
10,3,27
3,10,27
19,9,19
9,19,19
5,2,16
2,5,16
20,21,10
21,20,10
14,20,7
20,14,7
8,5,21
5,8,21
17,7,10
7,17,10
13,11,23
11,13,23
15,18,8
18,15,8
4,18,14
18,4,14
13,16,16
16,13,16
10,18,18
18,10,18
10,20,15
20,10,15
21,6,11
6,21,11
11,21,6
21,11,6
14,17,9
17,14,9
11,1,9
1,11,9
20,13,31
13,20,31
17,2,23
2,17,23
5,6,9
6,5,9
21,17,12
17,21,12
1,5,6
5,1,6
5,19,8
19,5,8
11,20,11
20,11,11
18,8,13
8,18,13
16,21,7
21,16,7
19,7,21
7,19,21
2,10,21
10,2,21
19,3,7
3,19,7
2,16,9
16,2,9
18,2,8
2,18,8
17,19,15
19,17,15
3,20,9
20,3,9
20,15,10
15,20,10
21,18,7
18,21,7
6,4,14
4,6,14
18,19,8
19,18,8
12,13,11
13,12,11
13,21,9
21,13,9
5,7,14
7,5,14
16,4,8
4,16,8
18,3,5
3,18,5
14,18,6
18,14,6
18,13,9
13,18,9
17,20,8
20,17,8
1,13,7
13,1,7
4,13,16
13,4,16
14,13,15
13,14,15
3,4,13
4,3,13
15,6,25
6,15,25
21,15,9
15,21,9
10,14,14
14,10,14
1,21,11
21,1,11
1,16,9
16,1,9
8,16,15
16,8,15
14,8,10
8,14,10
16,6,3
6,16,3
14,1,4
1,14,4
18,5,7
5,18,7
4,14,4
14,4,4
14,3,5
3,14,5
1,22,0
1,23,0
1,24,0
2,2,0
2,22,0
2,23,0
2,24,0
3,3,0
3,22,0
3,23,0
3,24,0
4,4,0
4,22,0
4,23,0
4,24,0
5,5,0
5,22,0
5,23,0
5,24,0
6,6,0
6,22,0
6,23,0
6,24,0
7,7,0
7,22,0
7,23,0
7,24,0
8,8,0
8,22,0
8,23,0
8,24,0
9,9,0
9,22,0
9,23,0
9,24,0
10,10,0
10,22,0
10,23,0
10,24,0
11,11,0
11,22,0
11,23,0
11,24,0
12,22,0
12,23,0
12,24,0
13,13,0
13,22,0
13,23,0
13,24,0
14,22,0
14,23,0
14,24,0
15,15,0
15,22,0
15,23,0
15,24,0
16,22,0
16,23,0
16,24,0
17,17,0
17,22,0
17,23,0
17,24,0
18,18,0
18,22,0
18,23,0
18,24,0
19,19,0
19,22,0
