i,count
6,247
1,276
2,226
4,272
15,198
3,159
17,102
8,178
19,130
11,209
5,175
12,258
14,216
10,145
9,131
7,136
18,121
16,158
20,71
13,154
21,0
22,0
23,0
24,0
