Exam Group,Exam Block,adj_block
1-4499,17,17
1-7496,3,3
1-3178,8,8
1-20047,5,5
1-0358,18,18
1-6543,7,7
1-5929,12,12
1-10232,12,12
1-7070,21,21
MLG42,19,19
MLG55,12,12
1-8427,10,10
1-8622,18,18
1-8488,12,12
1-9643,15,15
1-19286,18,18
1-2573,22,22
1-1833,12,12
1-9283,14,14
1-9110,21,21
1-8576,21,21
1-9465,16,16
1-9712,15,15
1-9549,1,1
1-1972,22,22
1-5515,3,3
1-7863,5,5
1-2294,6,6
MLG45,19,19
P-16454,17,17
1-8928,1,1
1-7744,14,14
MLG06,18,18
1-7453,6,6
1-17657,15,15
1-0001,19,19
MLG58,2,2
1-7005,22,22
1-9870,19,19
1-9500,2,2
1-1350,16,16
1-18994,2,2
1-9447,2,2
1-8634,1,1
1-6061,17,17
1-7599,10,10
1-10696,10,10
1-19813,5,5
MLG41,9,9
1-8067,7,7
1-9137,11,11
1-9740,1,1
1-7721,10,10
MLG40,19,19
1-4929,11,11
1-9655,3,3
1-9606,7,7
1-5043,5,5
1-8100,14,14
1-8573,9,9
1-9588,18,18
MLG38,9,9
1-4910,12,12
1-8042,16,16
1-10948,13,13
1-7525,10,10
1-4052,13,13
1-0037,6,6
1-8641,9,9
1-7752,19,19
1-9496,11,11
1-8074,9,9
1-8906,22,22
72-11994,2,2
1-7321,12,12
1-20167,11,11
1-9156,19,19
1-2382,14,14
1-8328,15,15
1-9770,16,16
1-9553,9,9
1-9253,2,2
1-2670,16,16
1-9646,5,5
1-8646,2,2
1-9839,5,5
MLG39,10,10
1-4634,3,3
1-9902,23,23
1-8988,23,23
1-1250,5,5
1-9733,1,1
1-8018,14,14
1-9752,23,23
1-7058,10,10
1-10468,7,7
1-9938,18,18
1-7842,12,12
1-5406,6,6
1-10922,20,20
1-18563,5,5
1-0053,11,11
1-19839,13,13
1-9887,23,23
1-9630,21,21
1-9416,16,16
1-5653,6,6
MLG73,2,2
1-8023,19,19
1-4149,1,1
1-0205,4,4
1-9227,4,4
1-9650,18,18
1-9996,5,5
1-3068,3,3
1-17835,12,12
1-4361,8,8
1-3089,11,11
1-8450,19,19
1-18371,6,6
MLG07,16,16
MLG29,11,11
1-8113,13,13
1-7024,14,14
1-9667,16,16
1-9855,15,15
1-7042,3,3
MLG33,1,1
1-19448,8,8
1-20791,21,21
1-1015,20,20
MLG57,12,12
1-6647,13,13
MLG56,20,20
1-20467,3,3
1-2400,3,3
1-6931,16,16
1-9333,22,22
1-7268,13,13
1-21195,10,10
1-4649,17,17
1-8379,3,3
1-9946,18,18
1-9277,6,6
1-9504,3,3
1-9516,4,4
1-3596,21,21
1-0129,5,5
1-1942,4,4
1-8623,2,2
1-6927,7,7
P-0009,9,9
1-11330,2,2
1-2103,5,5
1-6181,23,23
MLG44,22,22
1-7839,3,3
1-1390,13,13
1-7897,16,16
1-1570,5,5
1-3589,4,4
1-0033,5,5
1-3216,1,1
1-9495,1,1
1-4051,1,1
1-10762,11,11
MLG43,9,9
1-7608,21,21
1-9995,3,3
1-1608,16,16
1-3535,13,13
1-4136,1,1
1-18615,20,20
1-3587,3,3
1-9836,17,17
1-8590,21,21
1-1592,3,3
1-8341,4,4
MLG02,6,6
1-9997,12,12
1-8066,23,23
1-3509,23,23
1-3639,15,15
1-9404,7,7
1-8352,7,7
1-7019,1,1
MLG54,17,17
1-4020,2,2
1-1177,20,20
MLG51,10,10
1-8157,2,2
1-19004,1,1
1-7866,15,15
1-18377,4,4
1-5530,1,1
1-6743,7,7
1-3516,21,21
1-4855,13,13
1-20578,6,6
1-3108,2,2
1-7521,1,1
1-3139,4,4
1-1769,22,22
1-7441,5,5
1-10978,7,7
1-2324,20,20
1-3584,11,11
MLG13,4,4
1-5172,12,12
1-0296,21,21
1-3647,2,2
1-6734,5,5
1-19924,20,20
1-8826,18,18
P-16616,14,14
1-9497,11,11
1-1317,7,7
1-4531,6,6
MLG75,18,18
MLG78,9,9
1-11329,8,8
1-20641,11,11
1-8910,4,4
1-1827,23,23
1-18613,4,4
1-6296,23,23
1-3523,15,15
1-3362,3,3
1-0031,15,15
MLG65,17,17
1-4319,7,7
1-6035,5,5
1-1131,17,17
MLG32,8,8
1-8188,6,6
1-17758,21,21
1-3052,4,4
1-2282,9,9
1-19229,14,14
MLG63,22,22
MLG50,20,20
1-9417,7,7
1-9498,5,5
1-9761,4,4
1-4760,9,9
1-9831,7,7
1-4417,23,23
1-6611,1,1
1-0008,6,6
1-1462,4,4
1-10785,5,5
1-7682,1,1
MLG48,21,21
1-5163,15,15
1-8544,11,11
1-5197,7,7
1-6594,2,2
MLG62,9,9
1-1580,15,15
1-6916,11,11
1-6918,22,22
1-6919,12,12
MLG14,1,1
1-7874,5,5
1-7213,9,9
1-6561,5,5
1-4640,1,1
1-7004,10,10
1-2335,19,19
1-18558,15,15
1-8551,1,1
1-9270,5,5
1-6974,13,13
MLG68,2,2
1-10539,10,10
MLG49,12,12
1-0278,8,8
MLG64,8,8
MLG30,23,23
1-9609,11,11
1-7819,4,4
1-2423,23,23
1-6787,11,11
1-9963,5,5
1-9808,23,23
1-0303,8,8
MLG60,1,1
1-18709,11,11
1-7204,22,22
1-5744,4,4
1-1770,16,16
1-4682,14,14
1-3104,7,7
1-17907,3,3
1-8421,5,5
MLG53,14,14
1-9645,17,17
MLG12,2,2
MLG15,9,9
1-6858,19,19
1-8314,8,8
1-8285,22,22
1-1957,19,19
1-18203,13,13
1-10451,22,22
1-6216,1,1
1-6692,19,19
1-8172,12,12
1-8398,5,5
1-6878,23,23
1-7122,2,2
1-4700,3,3
1-6006,4,4
1-4355,2,2
1-9379,9,9
1-2701,16,16
1-6693,11,11
1-3141,5,5
1-7614,16,16
1-6914,4,4
1-5654,15,15
MLG59,19,19
1-9610,12,12
1-5161,21,21
1-6980,21,21
MLG10,8,8
MLG72,2,2
MLG52,20,20
1-19166,4,4
MLG11,21,21
1-3447,17,17
1-3217,9,9
1-6538,16,16
1-3534,3,3
1-7152,3,3
1-3106,20,20
1-1935,4,4
1-2297,7,7
1-4098,9,9
1-8529,20,20
1-8397,5,5
1-0272,3,3
1-17790,18,18
1-8186,14,14
1-8503,13,13
1-7182,7,7
1-2545,15,15
1-7993,3,3
1-9651,19,19
1-1183,1,1
1-1989,19,19
1-10060,6,6
1-5913,13,13
1-5981,8,8
1-13247,3,3
1-6228,4,4
1-8578,14,14
1-1204,10,10
1-9794,13,13
1-9518,9,9
1-9452,14,14
1-8400,3,3
1-18234,1,1
1-19205,5,5
1-9055,3,3
1-9394,9,9
1-9286,20,20
1-1005,11,11
1-10038,10,10
1-4390,4,4
1-9491,6,6
MLG31,1,1
1-5980,14,14
1-8678,18,18
1-6900,12,12
1-11350,21,21
1-9578,9,9
1-3551,18,18
MLG09,5,5
1-6028,8,8
1-1836,2,2
1-3265,18,18
MLG08,20,20
1-3176,13,13
1-8493,21,21
1-19915,8,8
1-8627,1,1
1-0292,23,23
1-18487,17,17
1-20012,21,21
1-9076,1,1
1-5425,18,18
1-4747,10,10
1-6227,5,5
1-6909,1,1
1-8532,3,3
1-18935,6,6
1-3206,15,15
1-9697,19,19
1-3033,17,17
1-8094,15,15
1-11206,1,1
1-6531,1,1
1-5036,17,17
1-18028,2,2
1-1850,23,23
1-4926,9,9
1-2034,11,11
1-19549,12,12
1-5282,1,1
1-9861,1,1
1-9338,7,7
1-3175,2,2
1-5002,11,11
1-5531,4,4
1-6718,1,1
1-6217,7,7
1-4847,8,8
1-5891,2,2
1-19447,1,1
1-7530,22,22
1-9457,1,1
1-5990,14,14
1-9971,22,22
1-4494,6,6
1-9576,3,3
1-9436,23,23
1-5413,1,1
1-5424,18,18
1-1191,10,10
1-5803,19,19
1-5799,6,6
1-19567,4,4
1-7527,10,10
MLG67,23,23
1-3087,17,17
1-4842,22,22
1-19568,6,6
1-9838,1,1
MLG46,22,22
1-5555,1,1
1-10444,4,4
1-3646,1,1
1-10951,8,8
1-9806,1,1
1-0055,10,10
1-5914,6,6
1-0027,10,10
1-9455,7,7
1-0003,2,2
1-21192,5,5
1-9034,2,2
1-19927,18,18
