Exam Group,Exam Block,adj_block
72-0103,4,4
1-9185,13,13
MLG17,20,20
1-8222,19,19
1-6240,16,16
1-5549,22,22
1-8021,14,14
1-8767,13,13
1-8181,10,10
1-8020,14,14
1-7964,23,23
1-9722,3,3
MLG84,8,8
1-9805,2,2
1-6098,11,11
1-8093,12,12
1-9955,4,4
1-18603,5,5
1-3521,10,10
1-2596,7,7
1-5167,16,16
1-3519,6,6
1-7995,4,4
1-2025,3,3
1-7140,23,23
1-9607,7,7
1-9907,8,8
1-18409,1,1
1-10071,12,12
1-18735,2,2
1-8418,18,18
1-8938,1,1
1-0022,19,19
1-7991,2,2
1-6642,13,13
1-2869,20,20
1-2714,6,6
1-5508,20,20
1-2104,2,2
1-7467,18,18
1-7722,3,3
1-7509,6,6
1-1207,9,9
1-8705,6,6
1-5214,4,4
1-9444,20,20
1-8566,15,15
1-19547,3,3
1-0405,17,17
1-2178,3,3
1-8174,1,1
1-9925,2,2
72-12387,5,5
1-9850,20,20
1-8125,5,5
1-8095,2,2
1-5877,8,8
1-1224,3,3
1-17733,7,7
1-9331,11,11
1-18202,15,15
1-7341,17,17
1-9818,4,4
1-7066,4,4
1-9674,7,7
1-8659,13,13
1-7536,4,4
1-7481,1,1
1-7845,6,6
1-18498,14,14
1-2584,15,15
1-6532,1,1
1-9614,17,17
1-5355,1,1
1-8124,9,9
1-8401,10,10
1-8541,22,22
1-2153,21,21
1-4088,14,14
1-9739,1,1
1-9115,17,17
1-7770,16,16
1-17645,8,8
1-18423,4,4
1-18714,13,13
1-8084,14,14
1-9345,16,16
MLG35,8,8
1-5626,5,5
1-18004,17,17
1-19222,4,4
72-12171,16,16
1-7807,3,3
1-20003,22,22
1-3083,15,15
1-3312,8,8
MLG37,20,20
1-9237,2,2
1-8127,20,20
1-5775,2,2
1-19598,8,8
1-9892,10,10
1-3564,2,2
1-8820,7,7
1-8267,3,3
1-1258,18,18
MLG69,21,21
1-6971,22,22
1-9731,6,6
1-9768,12,12
72-18936,17,17
1-19897,3,3
1-10698,8,8
