Exam Group,Exam Block,adj_block
72-0103,8,8
1-9185,21,21
MLG17,21,21
1-8222,17,17
1-6240,7,7
1-5549,6,6
1-8021,6,6
1-8767,15,15
1-8181,1,1
1-8020,7,7
1-7964,17,17
1-9722,4,4
MLG84,3,3
1-9805,15,15
1-6098,13,13
1-8093,5,5
1-9955,14,14
1-18603,12,12
1-3521,18,18
1-2596,17,17
1-5167,11,11
1-3519,14,14
1-7995,3,3
1-2025,11,11
1-7140,20,20
1-9607,6,6
1-9907,14,14
1-18409,12,12
1-10071,13,13
1-18735,5,5
1-8418,18,18
1-8938,13,13
1-0022,14,14
1-7991,2,2
1-6642,13,13
1-2869,18,18
1-2714,5,5
1-5508,3,3
1-2104,14,14
1-7467,17,17
1-7722,9,9
1-7509,15,15
1-1207,4,4
1-8705,5,5
1-5214,9,9
1-9444,12,12
1-8566,1,1
1-19547,8,8
1-0405,13,13
1-2178,21,21
1-8174,13,13
1-9925,5,5
72-12387,1,1
1-9850,4,4
1-8125,12,12
1-8095,2,2
1-5877,16,16
1-1224,6,6
1-17733,6,6
1-9331,21,21
1-18202,9,9
1-7341,3,3
1-9818,15,15
1-7066,18,18
1-9674,6,6
1-8659,1,1
1-7536,2,2
1-7481,4,4
1-7845,1,1
1-18498,6,6
1-2584,15,15
1-6532,1,1
1-9614,21,21
1-5355,15,15
1-8124,15,15
1-8401,14,14
1-8541,15,15
1-2153,2,2
1-4088,1,1
1-9739,3,3
1-9115,10,10
1-7770,1,1
1-17645,9,9
1-18423,9,9
1-18714,19,19
1-8084,13,13
1-9345,4,4
MLG35,2,2
1-5626,11,11
1-18004,4,4
1-19222,3,3
72-12171,5,5
1-7807,12,12
1-20003,1,1
1-3083,14,14
1-3312,19,19
MLG37,4,4
1-9237,5,5
1-8127,8,8
1-5775,16,16
1-19598,9,9
1-9892,3,3
1-3564,10,10
1-8820,9,9
1-8267,12,12
1-1258,10,10
MLG69,21,21
1-6971,11,11
1-9731,6,6
1-9768,16,16
72-18936,1,1
1-19897,14,14
1-10698,10,10
1-4499,1,1
1-7496,3,3
1-3178,10,10
1-20047,2,2
1-0358,2,2
1-6543,6,6
1-5929,17,17
1-10232,20,20
1-7070,7,7
MLG42,16,16
MLG55,17,17
1-8427,7,7
1-8622,14,14
1-8488,3,3
1-9643,19,19
1-19286,5,5
1-2573,5,5
1-1833,16,16
1-9283,7,7
1-9110,4,4
1-8576,17,17
1-9465,2,2
1-9712,18,18
1-9549,3,3
1-1972,6,6
1-5515,16,16
1-7863,11,11
1-2294,19,19
MLG45,18,18
P-16454,1,1
1-8928,2,2
1-7744,2,2
MLG06,2,2
1-7453,7,7
1-17657,13,13
1-0001,15,15
MLG58,19,19
1-7005,8,8
1-9870,15,15
1-9500,17,17
1-1350,7,7
1-18994,7,7
1-9447,19,19
1-8634,10,10
1-6061,13,13
1-7599,10,10
1-10696,3,3
1-19813,15,15
MLG41,18,18
1-8067,6,6
1-9137,1,1
1-9740,9,9
1-7721,11,11
MLG40,18,18
1-4929,1,1
1-9655,3,3
1-9606,2,2
1-5043,9,9
1-8100,19,19
1-8573,17,17
1-9588,2,2
MLG38,1,1
1-4910,11,11
1-8042,18,18
1-10948,11,11
1-7525,12,12
1-4052,10,10
1-0037,2,2
1-8641,3,3
1-7752,17,17
1-9496,6,6
1-8074,17,17
1-8906,5,5
72-11994,1,1
1-7321,17,17
1-20167,18,18
1-9156,16,16
1-2382,4,4
1-8328,12,12
1-9770,3,3
1-9553,4,4
1-9253,11,11
1-2670,4,4
1-9646,18,18
1-8646,19,19
1-9839,9,9
MLG39,1,1
1-4634,1,1
1-9902,9,9
1-8988,20,20
1-1250,9,9
1-9733,13,13
1-8018,3,3
1-9752,2,2
1-7058,20,20
1-10468,6,6
1-9938,6,6
1-7842,3,3
1-5406,11,11
1-10922,11,11
1-18563,19,19
1-0053,13,13
1-19839,2,2
1-9887,15,15
1-9630,2,2
1-9416,5,5
1-5653,2,2
MLG73,18,18
1-8023,7,7
1-4149,3,3
1-0205,8,8
1-9227,8,8
1-9650,15,15
1-9996,15,15
1-3068,8,8
1-17835,5,5
1-4361,17,17
1-3089,3,3
1-8450,16,16
1-18371,16,16
MLG07,3,3
MLG29,13,13
1-8113,2,2
1-7024,11,11
1-9667,4,4
1-9855,5,5
1-7042,3,3
MLG33,16,16
1-19448,11,11
1-20791,17,17
1-1015,12,12
MLG57,9,9
1-6647,11,11
MLG56,21,21
1-20467,3,3
1-2400,1,1
1-6931,17,17
1-9333,15,15
1-7268,7,7
1-21195,3,3
1-4649,4,4
1-8379,1,1
1-9946,5,5
1-9277,8,8
1-9504,4,4
1-9516,12,12
1-3596,4,4
1-0129,2,2
1-1942,20,20
1-8623,11,11
1-6927,6,6
P-0009,14,14
1-11330,18,18
1-2103,3,3
1-6181,17,17
MLG44,3,3
1-7839,12,12
1-1390,4,4
1-7897,9,9
1-1570,10,10
1-3589,4,4
1-0033,14,14
1-3216,13,13
1-9495,5,5
1-4051,5,5
1-10762,10,10
MLG43,1,1
1-7608,6,6
1-9995,20,20
1-1608,7,7
1-3535,16,16
1-4136,3,3
1-18615,2,2
1-3587,12,12
1-9836,2,2
1-8590,5,5
1-1592,1,1
1-8341,8,8
MLG02,20,20
1-9997,17,17
1-8066,1,1
1-3509,17,17
1-3639,2,2
1-9404,6,6
1-8352,14,14
1-7019,5,5
MLG54,19,19
1-4020,5,5
1-1177,10,10
MLG51,19,19
1-8157,16,16
1-19004,5,5
1-7866,14,14
1-18377,8,8
1-5530,2,2
1-6743,6,6
1-3516,12,12
1-4855,4,4
1-20578,20,20
1-3108,5,5
1-7521,13,13
1-3139,3,3
1-1769,6,6
1-7441,2,2
1-10978,10,10
1-2324,7,7
1-3584,16,16
MLG13,3,3
1-5172,2,2
1-0296,14,14
1-3647,10,10
1-6734,10,10
1-19924,13,13
1-8826,8,8
P-16616,6,6
1-9497,13,13
1-1317,6,6
1-4531,8,8
MLG75,10,10
MLG78,10,10
1-11329,3,3
1-20641,2,2
1-8910,21,21
1-1827,1,1
1-18613,7,7
1-6296,1,1
1-3523,14,14
1-3362,12,12
1-0031,1,1
MLG65,4,4
1-4319,18,18
1-6035,13,13
1-1131,11,11
MLG32,18,18
1-8188,20,20
1-17758,17,17
1-3052,8,8
1-2282,4,4
1-19229,14,14
MLG63,9,9
MLG50,19,19
1-9417,6,6
1-9498,10,10
1-9761,8,8
1-4760,1,1
1-9831,6,6
1-4417,1,1
1-6611,12,12
1-0008,20,20
1-1462,8,8
1-10785,2,2
1-7682,7,7
MLG48,17,17
1-5163,4,4
1-8544,16,16
1-5197,6,6
1-6594,3,3
MLG62,20,20
1-1580,14,14
1-6916,8,8
1-6918,3,3
1-6919,4,4
MLG14,5,5
1-7874,8,8
1-7213,3,3
1-6561,18,18
1-4640,8,8
1-7004,12,12
1-2335,18,18
1-18558,15,15
1-8551,12,12
1-9270,10,10
1-6974,11,11
MLG68,15,15
1-10539,7,7
MLG49,3,3
1-0278,18,18
MLG64,18,18
MLG30,5,5
1-9609,1,1
1-7819,14,14
1-2423,19,19
1-6787,1,1
1-9963,10,10
1-9808,20,20
1-0303,2,2
MLG60,9,9
1-18709,1,1
1-7204,2,2
1-5744,15,15
1-1770,3,3
1-4682,4,4
1-3104,6,6
1-17907,12,12
1-8421,2,2
MLG53,19,19
1-9645,16,16
MLG12,19,19
MLG15,1,1
1-6858,6,6
1-8314,3,3
1-8285,7,7
1-1957,7,7
1-18203,11,11
1-10451,6,6
1-6216,4,4
1-6692,16,16
1-8172,2,2
1-8398,19,19
1-6878,1,1
1-7122,15,15
1-4700,3,3
1-6006,8,8
1-4355,11,11
1-9379,4,4
1-2701,12,12
1-6693,13,13
1-3141,2,2
1-7614,5,5
1-6914,6,6
1-5654,4,4
MLG59,1,1
1-9610,4,4
1-5161,17,17
1-6980,8,8
MLG10,5,5
MLG72,15,15
MLG52,19,19
1-19166,4,4
MLG11,15,15
1-3447,4,4
1-3217,4,4
1-6538,7,7
1-3534,12,12
1-7152,8,8
1-3106,21,21
1-1935,3,3
1-2297,6,6
1-4098,20,20
1-8529,9,9
1-8397,7,7
1-0272,12,12
1-17790,1,1
1-8186,9,9
1-8503,2,2
1-7182,16,16
1-2545,14,14
1-7993,9,9
1-9651,2,2
1-1183,1,1
1-1989,16,16
1-10060,20,20
1-5913,5,5
1-5981,21,21
1-13247,7,7
1-6228,2,2
1-8578,8,8
1-1204,7,7
1-9794,21,21
1-9518,21,21
1-9452,4,4
1-8400,2,2
1-18234,5,5
1-19205,2,2
1-9055,1,1
1-9394,16,16
1-9286,7,7
1-1005,13,13
1-10038,4,4
1-4390,4,4
1-9491,5,5
MLG31,21,21
1-5980,13,13
1-8678,2,2
1-6900,5,5
1-11350,14,14
1-9578,14,14
1-3551,4,4
MLG09,5,5
1-6028,1,1
1-1836,11,11
1-3265,5,5
MLG08,2,2
1-3176,2,2
1-8493,1,1
1-19915,2,2
1-8627,3,3
1-0292,16,16
1-18487,2,2
1-20012,4,4
1-9076,1,1
1-5425,5,5
1-4747,9,9
1-6227,3,3
1-6909,2,2
1-8532,12,12
1-18935,9,9
1-3206,16,16
1-9697,3,3
1-3033,4,4
1-8094,4,4
1-11206,20,20
1-6531,8,8
1-5036,5,5
1-18028,21,21
1-1850,4,4
1-4926,1,1
1-2034,21,21
1-19549,2,2
1-5282,3,3
1-9861,1,1
1-9338,5,5
1-3175,11,11
1-5002,13,13
1-5531,1,1
1-6718,3,3
1-6217,10,10
1-4847,7,7
1-5891,7,7
1-19447,1,1
1-7530,10,10
1-9457,5,5
1-5990,4,4
1-9971,7,7
1-4494,3,3
1-9576,2,2
1-9436,4,4
1-5413,3,3
1-5424,5,5
1-1191,8,8
1-5803,3,3
1-5799,4,4
1-19567,19,19
1-7527,14,14
MLG67,2,2
1-3087,6,6
1-4842,1,1
1-19568,1,1
1-9838,2,2
MLG46,9,9
1-5555,5,5
1-10444,13,13
1-3646,4,4
1-10951,10,10
1-9806,1,1
1-0055,7,7
1-5914,11,11
1-0027,3,3
1-9455,7,7
1-0003,7,7
1-21192,3,3
1-9034,8,8
1-19927,1,1
