i,count
15,156
10,217
3,171
5,251
1,344
19,224
18,202
12,185
8,106
4,135
20,189
13,94
9,171
7,154
14,94
2,248
11,103
16,165
6,157
17,120
21,76
22,0
23,0
24,0
