i,j,k,count
23,7,12,8
23,12,7,8
12,7,23,8
12,23,7,8
20,6,9,15
20,6,21,12
20,9,6,15
20,9,21,4
20,21,6,12
20,21,9,4
6,20,9,15
6,20,21,12
6,9,20,15
6,9,21,25
6,21,20,12
6,21,9,25
9,20,6,15
9,20,21,4
9,6,20,15
9,6,21,25
9,21,20,4
9,21,6,25
21,20,6,12
21,20,9,4
21,6,20,12
21,6,9,25
21,9,20,4
21,9,6,25
16,21,9,31
16,21,20,6
16,9,21,31
16,9,20,8
16,20,21,6
16,20,9,8
21,16,9,31
21,16,20,6
21,9,16,31
21,20,16,6
9,16,21,31
9,16,20,8
9,21,16,31
9,20,16,8
20,16,21,6
20,16,9,8
20,21,16,6
20,9,16,8
19,4,11,26
19,11,4,26
4,19,11,26
4,11,19,26
11,19,4,26
11,4,19,26
2,23,13,50
2,23,21,8
2,13,23,50
2,13,21,19
2,21,23,8
2,21,13,19
23,2,13,50
23,2,21,8
23,13,2,50
23,13,21,31
23,21,2,8
23,21,13,31
13,2,23,50
13,2,21,19
13,23,2,50
13,23,21,31
13,21,2,19
13,21,23,31
21,2,23,8
21,2,13,19
21,23,2,8
21,23,13,31
21,13,2,19
21,13,23,31
4,21,11,48
4,11,21,48
21,4,11,48
21,11,4,48
11,4,21,48
11,21,4,48
22,7,14,114
22,14,7,114
22,14,18,34
22,18,14,34
7,22,14,114
7,14,22,114
7,14,18,35
7,18,14,35
14,22,7,114
14,22,18,34
14,7,22,114
14,7,18,35
14,18,22,34
14,18,7,35
18,22,14,34
18,7,14,35
18,14,22,34
18,14,7,35
18,7,17,9
18,7,19,9
18,17,7,9
18,17,19,21
18,14,19,6
18,19,7,9
18,19,17,21
18,19,14,6
7,18,17,9
7,18,19,9
7,17,18,9
7,17,14,7
7,17,19,10
7,14,17,7
7,19,18,9
7,19,17,10
17,18,7,9
17,18,19,21
17,7,18,9
17,7,14,7
17,7,19,10
17,14,7,7
17,14,19,17
17,19,18,21
17,19,7,10
17,19,14,17
14,18,19,6
14,7,17,7
14,17,7,7
14,17,19,17
14,19,18,6
14,19,17,17
19,18,7,9
19,18,17,21
19,18,14,6
19,7,18,9
19,7,17,10
19,17,18,21
19,17,7,10
19,17,14,17
19,14,18,6
19,14,17,17
10,2,7,10
10,2,11,14
10,7,2,10
10,7,11,3
10,11,2,14
10,11,7,3
2,10,7,10
2,10,11,14
2,7,10,10
2,7,11,5
2,11,10,14
2,11,7,5
7,10,2,10
7,10,11,3
7,2,10,10
7,2,11,5
7,11,10,3
7,11,2,5
11,10,2,14
11,10,7,3
11,2,10,14
11,2,7,5
11,7,10,3
11,7,2,5
1,6,16,17
1,16,6,17
6,1,16,17
6,16,1,17
16,1,6,17
16,6,1,17
9,17,19,34
9,19,17,34
17,9,19,34
17,19,9,34
19,9,17,34
19,17,9,34
1,2,11,52
1,2,8,49
1,11,2,52
1,11,8,45
1,8,2,49
1,8,11,45
2,1,11,52
2,1,8,49
2,11,1,52
2,11,8,41
2,8,1,49
2,8,11,41
11,1,2,52
11,1,8,45
11,2,1,52
11,2,8,41
11,8,1,45
11,8,2,41
8,1,2,49
8,1,11,45
8,2,1,49
8,2,11,41
8,11,1,45
8,11,2,41
17,1,22,27
17,1,5,19
17,22,1,27
17,22,5,52
17,5,1,19
17,5,22,52
1,17,22,27
1,17,5,19
1,22,17,27
1,22,5,26
1,5,17,19
1,5,22,26
22,17,1,27
22,17,5,52
22,1,17,27
22,1,5,26
22,5,17,52
22,5,1,26
5,17,1,19
5,17,22,52
5,1,17,19
5,1,22,26
5,22,17,52
5,22,1,26
4,1,22,29
4,22,1,29
1,4,22,29
1,22,4,29
22,4,1,29
22,1,4,29
3,20,18,10
3,20,21,29
3,18,20,10
3,21,20,29
20,3,18,10
20,3,21,29
20,18,3,10
20,18,21,34
20,21,3,29
20,21,18,34
18,3,20,10
18,20,3,10
18,20,21,34
18,21,20,34
21,3,20,29
21,20,3,29
21,20,18,34
21,18,20,34
15,3,22,18
15,3,7,10
15,22,3,18
15,22,7,15
15,7,3,10
15,7,22,15
3,15,22,18
3,15,7,10
3,22,15,18
3,7,15,10
22,15,3,18
22,15,7,15
22,3,15,18
22,7,15,15
7,15,3,10
7,15,22,15
7,3,15,10
7,22,15,15
12,4,20,6
12,4,5,20
12,20,4,6
12,20,5,12
12,5,4,20
12,5,20,12
4,12,20,6
4,12,5,20
4,20,12,6
4,20,5,35
4,5,12,20
4,5,20,35
20,12,4,6
20,12,5,12
20,4,12,6
20,4,5,35
20,5,12,12
20,5,4,35
5,12,4,20
5,12,20,12
5,4,12,20
5,4,20,35
5,20,12,12
5,20,4,35
2,20,1,11
2,1,20,11
20,2,1,11
20,1,2,11
1,2,20,11
1,20,2,11
23,4,8,17
23,6,8,14
23,6,11,24
23,8,4,17
23,8,6,14
23,11,6,24
4,23,8,17
4,6,8,33
4,6,11,35
4,8,23,17
4,8,6,33
4,8,11,34
4,11,6,35
4,11,8,34
6,23,8,14
6,23,11,24
6,4,8,33
6,4,11,35
6,8,23,14
6,8,4,33
6,8,11,39
6,11,23,24
6,11,4,35
6,11,8,39
8,23,4,17
8,23,6,14
8,4,23,17
8,4,6,33
8,4,11,34
8,6,23,14
8,6,4,33
8,6,11,39
8,11,4,34
8,11,6,39
11,23,6,24
11,4,6,35
11,4,8,34
11,6,23,24
11,6,4,35
11,6,8,39
11,8,4,34
11,8,6,39
2,3,13,57
2,13,3,57
3,2,13,57
3,13,2,57
13,2,3,57
13,3,2,57
13,14,6,31
13,6,14,31
14,13,6,31
14,6,13,31
6,13,14,31
6,14,13,31
9,12,5,30
9,12,18,13
9,5,12,30
9,5,18,38
9,18,12,13
9,18,5,38
12,9,5,30
12,9,18,13
12,5,9,30
12,5,18,17
12,18,9,13
12,18,5,17
5,9,12,30
5,9,18,38
5,12,9,30
5,12,18,17
5,18,9,38
5,18,12,17
18,9,12,13
18,9,5,38
18,12,9,13
18,12,5,17
18,5,9,38
18,5,12,17
15,9,5,13
15,9,1,28
15,9,14,22
15,5,9,13
15,5,1,21
15,5,14,19
15,5,19,34
15,1,9,28
15,1,5,21
15,1,14,23
15,1,19,31
15,14,9,22
15,14,5,19
15,14,1,23
15,14,19,19
15,19,5,34
15,19,1,31
15,19,14,19
9,15,5,13
9,15,1,28
9,15,14,22
9,5,15,13
9,5,1,33
9,5,14,35
9,5,19,37
9,1,15,28
9,1,5,33
9,1,19,16
9,14,15,22
9,14,5,35
9,19,5,37
9,19,1,16
5,15,9,13
5,15,1,21
5,15,14,19
5,15,19,34
5,9,15,13
5,9,1,33
5,9,14,35
5,9,19,37
5,1,15,21
5,1,9,33
5,1,14,22
5,1,19,35
5,14,15,19
5,14,9,35
5,14,1,22
5,14,19,36
5,19,15,34
5,19,9,37
5,19,1,35
5,19,14,36
1,15,9,28
1,15,5,21
1,15,14,23
1,15,19,31
1,9,15,28
1,9,5,33
1,9,19,16
1,5,15,21
1,5,9,33
1,5,14,22
1,5,19,35
1,14,15,23
1,14,5,22
1,14,19,23
1,19,15,31
1,19,9,16
1,19,5,35
1,19,14,23
14,15,9,22
14,15,5,19
14,15,1,23
14,15,19,19
14,9,15,22
14,9,5,35
14,5,15,19
14,5,9,35
14,5,1,22
14,5,19,36
14,1,15,23
14,1,5,22
14,1,19,23
14,19,15,19
14,19,5,36
14,19,1,23
19,15,5,34
19,15,1,31
19,15,14,19
19,9,5,37
19,9,1,16
19,5,15,34
19,5,9,37
19,5,1,35
19,5,14,36
19,1,15,31
19,1,9,16
19,1,5,35
19,1,14,23
19,14,15,19
19,14,5,36
19,14,1,23
17,3,16,11
17,16,3,11
17,16,13,23
17,13,16,23
3,17,16,11
3,16,17,11
3,16,13,14
3,13,16,14
16,17,3,11
16,17,13,23
16,3,17,11
16,3,13,14
16,13,17,23
16,13,3,14
13,17,16,23
13,3,16,14
13,16,17,23
13,16,3,14
20,4,8,13
20,8,4,13
20,8,14,2
20,14,8,2
4,20,8,13
4,8,20,13
8,20,4,13
8,20,14,2
8,4,20,13
8,14,20,2
14,20,8,2
14,8,20,2
13,12,21,9
13,21,12,9
12,13,21,9
12,21,13,9
21,13,12,9
21,12,13,9
5,2,17,58
5,2,14,27
5,9,17,54
5,17,2,58
5,17,9,54
5,14,2,27
2,5,17,58
2,5,14,27
2,17,5,58
2,17,14,9
2,14,5,27
2,14,17,9
9,5,17,54
9,17,5,54
9,17,14,29
9,14,17,29
17,5,2,58
17,5,9,54
17,2,5,58
17,2,14,9
17,9,5,54
17,9,14,29
17,14,2,9
17,14,9,29
14,5,2,27
14,2,5,27
14,2,17,9
14,9,17,29
14,17,2,9
14,17,9,29
21,20,19,9
21,19,20,9
20,21,19,9
20,16,19,6
20,19,21,9
20,19,16,6
16,20,19,6
16,19,20,6
19,21,20,9
19,20,21,9
19,20,16,6
19,16,20,6
7,3,19,23
7,19,3,23
3,7,19,23
3,19,7,23
19,7,3,23
19,3,7,23
13,7,14,19
13,14,7,19
7,13,14,19
7,14,13,19
14,13,7,19
14,7,13,19
3,22,14,34
3,14,22,34
22,3,14,34
22,14,3,34
14,3,22,34
14,22,3,34
4,20,15,17
4,15,20,17
20,4,15,17
20,15,4,17
15,4,20,17
15,20,4,17
4,10,17,21
4,17,10,21
10,4,17,21
10,17,4,21
10,17,2,11
10,2,17,11
17,4,10,21
17,10,4,21
17,10,2,11
17,2,10,11
2,10,17,11
2,17,10,11
5,14,16,20
5,16,14,20
14,5,16,20
14,16,5,20
16,5,14,20
16,14,5,20
2,5,3,55
2,3,5,55
2,3,6,40
2,6,3,40
5,2,3,55
5,3,2,55
3,2,5,55
3,2,6,40
3,5,2,55
3,6,2,40
6,2,3,40
6,3,2,40
13,14,5,52
13,5,14,52
14,13,5,52
14,5,13,52
5,13,14,52
5,14,13,52
15,19,10,7
15,19,22,10
15,13,10,9
15,13,22,12
15,10,19,7
15,10,13,9
15,10,22,6
15,22,19,10
15,22,13,12
15,22,10,6
19,15,10,7
19,15,22,10
19,13,10,12
19,13,22,9
19,10,15,7
19,10,13,12
19,10,22,4
19,22,15,10
19,22,13,9
19,22,10,4
13,15,10,9
13,15,22,12
13,19,10,12
13,19,22,9
13,10,15,9
13,10,19,12
13,10,22,13
13,22,15,12
13,22,19,9
13,22,10,13
10,15,19,7
10,15,13,9
10,15,22,6
10,19,15,7
10,19,13,12
10,19,22,4
10,13,15,9
10,13,19,12
10,13,22,13
10,22,15,6
10,22,19,4
10,22,13,13
22,15,19,10
22,15,13,12
22,15,10,6
22,19,15,10
22,19,13,9
22,19,10,4
22,13,15,12
22,13,19,9
22,13,10,13
22,10,15,6
22,10,19,4
22,10,13,13
18,3,14,9
18,3,13,22
18,14,3,9
18,14,13,11
18,1,13,14
18,13,3,22
18,13,14,11
18,13,1,14
3,18,14,9
3,18,13,22
3,14,18,9
3,14,1,20
3,14,13,19
3,1,14,20
3,1,13,24
3,13,18,22
3,13,14,19
3,13,1,24
14,18,3,9
14,18,13,11
14,3,18,9
14,3,1,20
14,3,13,19
14,1,3,20
14,13,18,11
14,13,3,19
1,18,13,14
1,3,14,20
1,3,13,24
1,14,3,20
1,13,18,14
1,13,3,24
13,18,3,22
13,18,14,11
13,18,1,14
13,3,18,22
13,3,14,19
13,3,1,24
13,14,18,11
13,14,3,19
13,1,18,14
13,1,3,24
1,21,22,11
1,22,21,11
1,22,9,18
1,9,22,18
21,1,22,11
21,22,1,11
21,22,9,4
21,9,22,4
22,1,21,11
22,1,9,18
22,21,1,11
22,21,9,4
22,9,1,18
22,9,21,4
9,1,22,18
9,21,22,4
9,22,1,18
9,22,21,4
9,6,12,14
9,12,6,14
9,12,13,25
9,13,12,25
6,9,12,14
6,12,9,14
6,12,13,13
6,13,12,13
12,9,6,14
12,9,13,25
12,6,9,14
12,6,13,13
12,13,9,25
12,13,6,13
13,9,12,25
13,6,12,13
13,12,9,25
13,12,6,13
20,6,19,5
20,19,6,5
6,20,19,5
6,19,20,5
19,20,6,5
19,6,20,5
5,13,9,77
5,9,13,77
13,5,9,77
13,9,5,77
9,5,13,77
9,13,5,77
1,21,11,15
1,21,18,14
1,21,10,9
1,11,21,15
1,11,18,8
1,11,10,12
1,18,21,14
1,18,11,8
1,10,21,9
1,10,11,12
21,1,11,15
21,1,18,14
21,1,10,9
21,11,1,15
21,11,18,12
21,11,10,12
21,18,1,14
21,18,11,12
21,18,10,10
21,10,1,9
21,10,11,12
21,10,18,10
11,1,21,15
11,1,18,8
11,1,10,12
11,21,1,15
11,21,18,12
11,21,10,12
11,18,1,8
11,18,21,12
11,18,10,6
11,10,1,12
11,10,21,12
11,10,18,6
18,1,21,14
18,1,11,8
18,21,1,14
18,21,11,12
18,21,10,10
18,11,1,8
18,11,21,12
18,11,10,6
18,10,21,10
18,10,11,6
10,1,21,9
10,1,11,12
10,21,1,9
10,21,11,12
10,21,18,10
10,11,1,12
10,11,21,12
10,11,18,6
10,18,21,10
10,18,11,6
4,9,7,33
4,22,7,80
4,7,9,33
4,7,22,80
9,4,7,33
9,22,7,33
9,7,4,33
9,7,22,33
22,4,7,80
22,9,7,33
22,7,4,80
22,7,9,33
7,4,9,33
7,4,22,80
7,9,4,33
7,9,22,33
7,22,4,80
7,22,9,33
4,22,6,46
4,6,22,46
22,4,6,46
22,6,4,46
6,4,22,46
6,22,4,46
13,1,2,52
13,1,23,27
13,4,23,56
13,2,1,52
13,23,1,27
13,23,4,56
1,13,2,52
1,13,23,27
1,4,2,28
1,4,23,14
1,2,13,52
1,2,4,28
1,2,23,21
1,23,13,27
1,23,4,14
1,23,2,21
4,13,23,56
4,1,2,28
4,1,23,14
4,2,1,28
4,23,13,56
4,23,1,14
2,13,1,52
2,1,13,52
2,1,4,28
2,1,23,21
2,4,1,28
2,23,1,21
23,13,1,27
23,13,4,56
23,1,13,27
23,1,4,14
23,1,2,21
23,4,13,56
23,4,1,14
23,2,1,21
19,15,16,11
19,1,16,18
19,16,15,11
19,16,1,18
15,19,16,11
15,16,19,11
1,19,16,18
1,16,19,18
16,19,15,11
16,19,1,18
16,15,19,11
16,1,19,18
5,17,6,39
5,6,17,39
17,5,6,39
17,6,5,39
6,5,17,39
6,17,5,39
3,9,16,17
3,2,16,22
3,16,9,17
3,16,2,22
9,3,16,17
9,2,16,14
9,16,3,17
9,16,2,14
2,3,16,22
2,9,16,14
2,16,3,22
2,16,9,14
16,3,9,17
16,3,2,22
16,9,3,17
16,9,2,14
16,2,3,22
16,2,9,14
19,5,13,58
19,13,5,58
19,13,1,24
19,1,13,24
5,19,13,58
5,13,19,58
5,13,1,39
5,1,13,39
13,19,5,58
13,19,1,24
13,5,19,58
13,5,1,39
13,1,19,24
13,1,5,39
1,19,13,24
1,5,13,39
1,13,19,24
1,13,5,39
2,3,11,23
2,11,3,23
13,3,11,27
13,11,3,27
3,2,11,23
3,13,11,27
3,11,2,23
3,11,13,27
11,2,3,23
11,13,3,27
11,3,2,23
11,3,13,27
15,9,6,11
15,6,9,11
9,15,6,11
9,6,15,11
6,15,9,11
6,9,15,11
7,19,22,9
7,22,19,9
19,7,22,9
19,22,7,9
22,7,19,9
22,19,7,9
11,8,21,13
11,21,8,13
8,11,21,13
8,21,11,13
21,11,8,13
21,8,11,13
23,18,14,16
23,18,9,25
23,14,18,16
23,14,9,74
23,9,18,25
23,9,14,74
18,23,14,16
18,23,9,25
18,14,23,16
18,9,23,25
14,23,18,16
14,23,9,74
14,18,23,16
14,9,23,74
9,23,18,25
9,23,14,74
9,18,23,25
9,14,23,74
16,15,6,57
16,6,15,57
15,16,6,57
15,6,16,57
6,16,15,57
6,15,16,57
4,10,20,8
4,17,20,25
4,20,10,8
4,20,17,25
4,20,18,21
4,18,20,21
10,4,20,8
10,17,20,5
10,17,18,8
10,20,4,8
10,20,17,5
10,20,18,5
10,18,17,8
10,18,20,5
17,4,20,25
17,10,20,5
17,10,18,8
17,20,4,25
17,20,10,5
17,20,18,10
17,18,10,8
17,18,20,10
20,4,10,8
20,4,17,25
20,4,18,21
20,10,4,8
20,10,17,5
20,10,18,5
20,17,4,25
20,17,10,5
20,17,18,10
20,18,4,21
20,18,10,5
20,18,17,10
18,4,20,21
18,10,17,8
18,10,20,5
18,17,10,8
18,17,20,10
18,20,4,21
18,20,10,5
18,20,17,10
2,7,3,35
2,3,7,35
7,2,3,35
7,3,2,35
3,2,7,35
3,7,2,35
2,5,16,30
2,5,7,29
2,16,5,30
2,16,7,7
2,7,5,29
2,7,16,7
5,2,16,30
5,2,7,29
5,16,2,30
5,16,7,10
5,7,2,29
5,7,16,10
16,2,5,30
16,2,7,7
16,5,2,30
16,5,7,10
16,7,2,7
16,7,5,10
7,2,5,29
7,2,16,7
7,5,2,29
7,5,16,10
7,16,2,7
7,16,5,10
10,2,20,8
10,20,2,8
2,10,20,8
2,20,10,8
20,10,2,8
20,2,10,8
6,9,14,34
6,14,9,34
9,6,14,34
9,14,6,34
14,6,9,34
14,9,6,34
13,9,22,47
13,22,9,47
13,22,23,16
13,23,22,16
9,13,22,47
9,22,13,47
9,22,23,29
9,23,22,29
22,13,9,47
22,13,23,16
22,9,13,47
22,9,23,29
22,23,13,16
22,23,9,29
23,13,22,16
23,9,22,29
23,22,13,16
23,22,9,29
15,6,3,24
15,3,6,24
6,15,3,24
6,3,15,24
3,15,6,24
3,6,15,24
13,5,22,36
13,22,5,36
13,22,14,15
13,22,7,24
13,14,22,15
13,7,22,24
5,13,22,36
5,22,13,36
5,22,14,24
5,22,7,43
5,14,22,24
5,14,7,29
5,7,22,43
5,7,14,29
22,13,5,36
22,13,14,15
22,13,7,24
22,5,13,36
22,5,14,24
22,5,7,43
22,14,13,15
22,14,5,24
22,7,13,24
22,7,5,43
14,13,22,15
14,5,22,24
14,5,7,29
14,22,13,15
14,22,5,24
14,7,5,29
7,13,22,24
7,5,22,43
7,5,14,29
7,22,13,24
7,22,5,43
7,14,5,29
20,8,13,6
20,13,8,6
8,20,13,6
8,13,20,6
13,20,8,6
13,8,20,6
5,18,7,5
5,7,18,5
9,18,7,12
9,7,18,12
18,5,7,5
18,9,7,12
18,7,5,5
18,7,9,12
7,5,18,5
7,9,18,12
7,18,5,5
7,18,9,12
9,23,2,37
9,2,23,37
9,2,22,19
9,22,2,19
23,9,2,37
23,2,9,37
23,2,22,12
23,22,2,12
2,9,23,37
2,9,22,19
2,23,9,37
2,23,22,12
2,22,9,19
2,22,23,12
22,9,2,19
22,23,2,12
22,2,9,19
22,2,23,12
9,17,22,42
9,22,17,42
17,9,22,42
17,22,9,42
22,9,17,42
22,17,9,42
4,8,19,20
4,19,8,20
8,4,19,20
8,19,4,20
19,4,8,20
19,8,4,20
9,6,18,19
9,6,8,31
9,18,6,19
9,18,15,3
9,21,15,8
9,8,6,31
9,8,15,11
9,15,18,3
9,15,21,8
9,15,8,11
6,9,18,19
6,9,8,31
6,18,9,19
6,18,21,19
6,18,8,16
6,18,15,7
6,21,18,19
6,21,8,20
6,21,15,32
6,8,9,31
6,8,18,16
6,8,21,20
6,8,15,13
6,15,18,7
6,15,21,32
6,15,8,13
18,9,6,19
18,9,15,3
18,6,9,19
18,6,21,19
18,6,8,16
18,6,15,7
18,21,6,19
18,21,15,5
18,8,6,16
18,8,15,4
18,15,9,3
18,15,6,7
18,15,21,5
18,15,8,4
21,9,15,8
21,6,18,19
21,6,8,20
21,6,15,32
21,18,6,19
21,18,15,5
21,8,6,20
21,8,15,8
21,15,9,8
21,15,6,32
21,15,18,5
21,15,8,8
8,9,6,31
8,9,15,11
8,6,9,31
8,6,18,16
8,6,21,20
8,6,15,13
8,18,6,16
8,18,15,4
8,21,6,20
8,21,15,8
8,15,9,11
8,15,6,13
8,15,18,4
8,15,21,8
15,9,18,3
15,9,21,8
15,9,8,11
15,6,18,7
15,6,21,32
15,6,8,13
15,18,9,3
15,18,6,7
15,18,21,5
15,18,8,4
15,21,9,8
15,21,6,32
15,21,18,5
15,21,8,8
15,8,9,11
15,8,6,13
15,8,18,4
15,8,21,8
7,22,1,13
7,4,1,11
7,1,22,13
7,1,4,11
7,1,14,5
7,14,1,5
22,7,1,13
22,4,14,31
22,1,7,13
22,1,14,7
22,14,4,31
22,14,1,7
4,7,1,11
4,22,14,31
4,1,7,11
4,14,22,31
1,7,22,13
1,7,4,11
1,7,14,5
1,22,7,13
1,22,14,7
1,4,7,11
1,14,7,5
1,14,22,7
14,7,1,5
14,22,4,31
14,22,1,7
14,4,22,31
14,1,7,5
14,1,22,7
10,2,1,13
10,1,2,13
10,1,5,9
10,5,1,9
2,10,1,13
2,1,10,13
2,1,5,25
2,5,1,25
4,1,5,30
4,5,1,30
1,10,2,13
1,10,5,9
1,2,10,13
1,2,5,25
1,4,5,30
1,5,10,9
1,5,2,25
1,5,4,30
5,10,1,9
5,2,1,25
5,4,1,30
5,1,10,9
5,1,2,25
5,1,4,30
15,11,4,23
15,4,11,23
15,4,21,24
15,21,4,24
11,15,4,23
11,4,15,23
4,15,11,23
4,15,21,24
4,11,15,23
4,21,15,24
21,15,4,24
21,4,15,24
17,20,19,6
17,19,20,6
20,17,19,6
20,19,17,6
19,17,20,6
19,20,17,6
4,13,11,43
4,11,13,43
13,4,11,43
13,11,4,43
13,11,8,30
13,8,11,30
11,4,13,43
11,13,4,43
11,13,8,30
11,8,13,30
8,13,11,30
8,11,13,30
6,3,11,21
6,3,14,18
6,3,7,25
6,11,3,21
6,11,14,11
6,11,7,29
6,14,3,18
6,14,11,11
6,14,7,20
6,7,3,25
6,7,11,29
6,7,14,20
3,6,11,21
3,6,14,18
3,6,7,25
3,11,6,21
3,11,14,6
3,11,7,7
3,14,6,18
3,14,11,6
3,7,6,25
3,7,11,7
11,6,3,21
11,6,14,11
11,6,7,29
11,3,6,21
11,3,14,6
11,3,7,7
11,14,6,11
11,14,3,6
11,14,7,9
11,7,6,29
11,7,3,7
11,7,14,9
14,6,3,18
14,6,11,11
14,6,7,20
14,3,6,18
14,3,11,6
14,11,6,11
14,11,3,6
14,11,7,9
14,7,6,20
14,7,11,9
7,6,3,25
7,6,11,29
7,6,14,20
7,3,6,25
7,3,11,7
7,11,6,29
7,11,3,7
7,11,14,9
7,14,6,20
7,14,11,9
4,11,14,12
4,14,11,12
11,4,14,12
11,14,4,12
14,4,11,12
14,11,4,12
7,19,9,18
7,19,16,15
7,9,19,18
7,9,16,11
7,16,19,15
7,16,9,11
19,7,9,18
19,7,16,15
19,9,7,18
19,9,16,25
19,16,7,15
19,16,9,25
9,7,19,18
9,7,16,11
9,19,7,18
9,19,16,25
9,16,7,11
9,16,19,25
16,7,19,15
16,7,9,11
16,19,7,15
16,19,9,25
16,9,7,11
16,9,19,25
16,14,15,4
16,15,14,4
14,16,15,4
14,15,16,4
15,16,14,4
15,14,16,4
4,11,1,13
4,1,11,13
23,11,1,12
23,1,11,12
11,4,1,13
11,23,1,12
11,1,4,13
11,1,23,12
1,4,11,13
1,23,11,12
1,11,4,13
1,11,23,12
23,4,16,18
23,16,4,18
4,23,16,18
4,16,23,18
16,23,4,18
16,4,23,18
21,3,22,9
21,19,22,6
21,22,3,9
21,22,19,6
3,21,22,9
3,19,22,20
3,22,21,9
3,22,19,20
19,21,22,6
19,3,22,20
19,22,21,6
19,22,3,20
22,21,3,9
22,21,19,6
22,3,21,9
22,3,19,20
22,19,21,6
22,19,3,20
11,4,7,15
11,19,7,15
11,7,4,15
11,7,19,15
11,7,1,10
11,1,7,10
4,11,7,15
4,19,1,20
4,7,11,15
4,1,19,20
19,11,7,15
19,4,1,20
19,7,11,15
19,7,1,14
19,1,4,20
19,1,7,14
7,11,4,15
7,11,19,15
7,11,1,10
7,4,11,15
7,19,11,15
7,19,1,14
7,1,11,10
7,1,19,14
1,11,7,10
1,4,19,20
1,19,4,20
1,19,7,14
1,7,11,10
1,7,19,14
11,20,21,49
11,20,22,12
11,21,20,49
11,21,22,12
11,22,20,12
11,22,21,12
20,11,21,49
20,11,22,12
20,21,11,49
20,21,22,19
20,22,11,12
20,22,21,19
21,11,20,49
21,11,22,12
21,20,11,49
21,20,22,19
21,22,11,12
21,22,20,19
22,11,20,12
22,11,21,12
22,20,11,12
22,20,21,19
22,21,11,12
22,21,20,19
5,17,21,19
5,17,23,27
5,21,17,19
5,21,23,23
5,23,17,27
5,23,21,23
17,5,21,19
17,5,23,27
17,21,5,19
17,21,23,10
17,23,5,27
17,23,21,10
21,5,17,19
21,5,23,23
21,17,5,19
21,17,23,10
21,23,5,23
21,23,17,10
23,5,17,27
23,5,21,23
23,17,5,27
23,17,21,10
23,21,5,23
23,21,17,10
13,23,12,18
13,12,23,18
21,23,12,5
21,12,23,5
23,13,12,18
23,21,12,5
23,12,13,18
23,12,21,5
12,13,23,18
12,21,23,5
12,23,13,18
12,23,21,5
23,2,8,12
23,20,8,10
23,8,2,12
23,8,20,10
2,23,8,12
2,20,8,11
2,8,23,12
2,8,20,11
20,23,8,10
20,2,8,11
20,8,23,10
20,8,2,11
8,23,2,12
8,23,20,10
8,2,23,12
8,2,20,11
8,20,23,10
8,20,2,11
3,13,22,29
3,22,13,29
13,3,22,29
13,22,3,29
22,3,13,29
22,13,3,29
4,18,7,25
4,7,18,25
18,4,7,25
18,7,4,25
7,4,18,25
7,18,4,25
20,3,10,8
20,21,10,15
20,10,3,8
20,10,21,15
3,20,10,8
3,21,10,7
3,18,10,10
3,10,20,8
3,10,21,7
3,10,18,10
21,20,10,15
21,3,10,7
21,10,20,15
21,10,3,7
18,3,10,10
18,10,3,10
10,20,3,8
10,20,21,15
10,3,20,8
10,3,21,7
10,3,18,10
10,21,20,15
10,21,3,7
10,18,3,10
13,22,21,8
13,5,21,38
13,21,22,8
13,21,5,38
22,13,21,8
22,5,21,14
22,21,13,8
22,21,5,14
5,13,21,38
5,22,21,14
5,21,13,38
5,21,22,14
21,13,22,8
21,13,5,38
21,22,13,8
21,22,5,14
21,5,13,38
21,5,22,14
5,23,19,36
5,23,7,15
5,19,23,36
5,19,7,12
5,7,23,15
5,7,19,12
23,5,19,36
23,5,7,15
23,19,5,36
23,19,7,13
23,7,5,15
23,7,19,13
19,5,23,36
19,5,7,12
19,23,5,36
19,23,7,13
19,7,5,12
19,7,23,13
7,5,23,15
7,5,19,12
7,23,5,15
7,23,19,13
7,19,5,12
7,19,23,13
9,11,18,24
9,18,11,24
11,9,18,24
11,18,9,24
18,9,11,24
18,11,9,24
5,4,16,50
5,16,4,50
4,5,16,50
4,16,5,50
16,5,4,50
16,4,5,50
3,23,1,19
3,1,23,19
23,3,1,19
23,1,3,19
1,3,23,19
1,23,3,19
3,13,19,42
3,19,13,42
13,3,19,42
13,19,3,42
19,3,13,42
19,13,3,42
2,19,1,28
2,19,7,4
2,1,19,28
2,1,7,12
2,7,19,4
2,7,1,12
19,2,1,28
19,2,7,4
19,1,2,28
19,7,2,4
1,2,19,28
1,2,7,12
1,19,2,28
1,7,2,12
7,2,19,4
7,2,1,12
7,19,2,4
7,1,2,12
6,18,19,7
6,19,18,7
18,6,19,7
18,19,6,7
19,6,18,7
19,18,6,7
9,17,18,24
9,6,5,57
9,18,17,24
9,5,6,57
17,9,18,24
17,18,9,24
6,9,5,57
6,18,5,22
6,5,9,57
6,5,18,22
18,9,17,24
18,17,9,24
18,6,5,22
18,5,6,22
5,9,6,57
5,6,9,57
5,6,18,22
5,18,6,22
9,12,14,11
9,14,12,11
12,9,14,11
12,14,9,11
14,9,12,11
14,12,9,11
9,2,18,13
9,18,2,13
9,18,10,10
9,10,18,10
2,9,18,13
2,18,9,13
2,18,10,7
2,10,18,7
18,9,2,13
18,9,10,10
18,2,9,13
18,2,10,7
18,10,9,10
18,10,2,7
10,9,18,10
10,2,18,7
10,18,9,10
10,18,2,7
23,20,11,7
23,20,6,7
23,11,20,7
23,6,20,7
20,23,11,7
