i,j,count
5,10,124
5,14,133
6,9,177
6,18,196
9,18,120
14,11,111
14,3,83
11,3,240
4,11,165
4,15,209
4,16,242
4,14,229
11,15,259
11,16,369
11,14,250
15,16,186
15,14,216
16,14,281
9,15,33
12,11,324
12,15,197
12,4,326
12,14,269
11,4,405
15,4,260
10,14,151
10,5,192
14,5,191
10,2,151
10,15,124
10,17,140
10,19,180
2,15,72
2,17,90
2,19,84
15,17,149
15,19,211
17,19,93
11,6,227
3,14,98
3,6,149
14,6,104
17,15,39
17,1,149
15,1,216
8,7,216
8,20,105
8,12,96
7,20,184
7,12,61
20,12,42
15,12,123
15,18,242
12,1,236
12,18,346
12,19,205
12,17,113
1,18,176
1,19,171
1,17,108
18,19,61
18,17,121
19,17,119
10,11,122
10,9,97
10,4,182
2,11,92
2,9,101
2,4,156
11,9,232
9,4,142
1,11,73
1,3,102
1,20,108
11,20,205
3,20,122
9,3,88
16,11,193
16,20,234
14,9,125
17,10,73
20,1,55
20,4,69
1,4,138
15,6,200
15,10,167
6,10,154
12,9,204
16,15,207
16,6,301
16,10,253
1,15,81
1,9,129
15,9,131
15,20,109
9,20,56
11,1,227
16,1,197
8,11,101
12,6,190
6,1,118
9,1,68
7,18,150
7,4,124
7,13,159
18,4,112
18,13,134
4,13,159
14,4,206
14,2,127
4,2,238
11,18,422
20,7,118
4,7,141
15,5,76
5,18,109
12,16,241
12,8,228
16,8,212
16,12,125
11,10,318
11,12,175
10,12,67
13,4,101
13,2,69
11,7,172
7,16,67
7,1,64
8,18,188
8,5,95
8,4,168
18,5,46
5,4,116
4,1,229
4,10,244
1,10,135
17,9,73
19,9,84
16,5,132
16,4,292
14,8,174
11,17,160
12,20,126
12,10,252
20,17,42
20,10,81
17,13,55
17,4,79
19,13,101
19,4,96
9,13,94
11,5,133
12,7,138
20,8,85
1,12,98
1,14,91
14,19,77
19,11,40
2,8,96
4,5,156
4,17,125
4,3,165
17,3,78
8,10,113
8,3,102
8,19,141
18,10,71
18,3,62
10,3,185
3,19,281
13,1,86
13,14,128
17,2,57
3,2,209
3,1,195
2,1,151
2,18,165
2,20,94
18,20,54
13,16,154
1,16,96
6,15,76
6,17,105
6,3,136
15,3,118
16,3,284
6,20,148
20,3,89
15,8,276
17,12,63
16,13,189
16,19,289
3,13,146
13,19,93
16,7,112
1,6,126
1,7,77
6,7,81
11,19,246
9,19,189
7,11,80
7,2,76
11,2,238
20,13,270
15,7,133
5,16,52
5,13,120
13,10,150
3,9,100
3,4,184
4,19,199
8,6,69
13,11,121
13,6,70
10,6,126
13,15,69
14,16,182
14,10,123
11,13,212
2,13,117
10,16,125
9,17,92
15,11,152
12,3,216
10,1,112
20,2,63
2,7,99
13,12,68
7,14,66
20,19,52
2,6,87
19,1,89
9,2,95
18,2,81
6,2,84
6,4,193
3,17,81
2,5,157
17,18,97
17,5,46
7,15,50
7,10,89
3,12,78
3,18,125
13,17,43
16,17,132
20,16,55
1,13,99
6,13,86
3,15,79
3,8,123
13,18,89
4,12,159
11,8,253
4,8,264
4,9,236
8,17,48
8,9,119
20,6,78
19,20,85
20,14,76
6,14,96
20,15,39
2,16,106
5,19,86
14,20,86
6,16,124
7,19,144
15,15,116
7,8,137
7,17,74
10,7,91
10,18,198
2,10,130
2,3,123
20,5,125
20,18,135
20,11,91
5,11,83
18,11,75
19,15,44
5,20,112
5,12,48
5,8,101
5,7,62
1,8,121
19,10,82
8,15,144
6,11,107
19,12,49
19,16,60
14,1,86
5,15,43
5,3,70
5,1,101
15,13,142
13,3,120
8,13,71
8,16,138
12,13,152
16,2,174
19,2,102
19,18,124
15,2,202
19,7,84
9,10,62
3,10,113
14,12,94
2,14,106
1,5,98
5,9,55
4,18,320
16,18,244
18,1,68
18,7,59
12,2,241
13,9,87
13,20,151
8,2,113
3,5,65
3,3,101
6,19,178
19,3,105
6,5,77
6,6,123
9,5,63
9,6,57
5,6,55
18,6,62
5,17,71
1,2,126
12,5,164
20,9,58
17,6,97
10,20,165
10,8,107
19,5,62
7,6,70
18,9,73
13,5,75
19,6,69
19,14,53
18,14,48
3,11,91
6,8,92
3,16,112
6,12,65
4,4,92
4,20,130
4,6,158
13,8,42
17,11,40
8,1,93
14,17,64
19,8,66
2,12,124
13,7,97
8,14,130
18,16,69
9,16,56
18,12,41
9,8,48
14,7,74
14,15,67
5,2,71
17,14,61
7,3,69
3,7,84
9,7,55
16,9,154
18,15,40
14,13,119
14,18,93
10,13,164
7,9,41
9,12,33
18,8,104
7,5,65
17,8,59
17,16,28
9,11,51
17,20,45
9,14,57
20,20,1
17,7,42
14,14,1
