Exam Group,Exam Block,adj_block
72-0103,4,4
1-9185,2,2
MLG17,3,3
1-8222,18,18
1-6240,14,14
1-5549,1,1
1-8021,12,12
1-8767,7,7
1-8181,15,15
1-8020,8,8
1-7964,17,17
1-9722,19,19
MLG84,1,1
1-9805,13,13
1-6098,15,15
1-8093,2,2
1-9955,6,6
1-18603,18,18
1-3521,9,9
1-2596,10,10
1-5167,4,4
1-3519,12,12
1-7995,5,5
1-2025,12,12
1-7140,7,7
1-9607,3,3
1-9907,1,1
1-18409,10,10
1-10071,13,13
1-18735,9,9
1-8418,8,8
1-8938,5,5
1-0022,14,14
1-7991,2,2
1-6642,16,16
1-2869,12,12
1-2714,13,13
1-5508,3,3
1-2104,12,12
1-7467,2,2
1-7722,6,6
1-7509,17,17
1-1207,3,3
1-8705,7,7
1-5214,3,3
1-9444,13,13
1-8566,1,1
1-19547,19,19
1-0405,15,15
1-2178,3,3
1-8174,6,6
1-9925,15,15
72-12387,11,11
1-9850,2,2
1-8125,1,1
1-8095,7,7
1-5877,8,8
1-1224,8,8
1-17733,16,16
1-9331,18,18
1-18202,7,7
1-7341,1,1
1-9818,3,3
1-7066,7,7
1-9674,3,3
1-8659,12,12
1-7536,14,14
1-7481,4,4
1-7845,9,9
1-18498,6,6
1-2584,10,10
1-6532,17,17
1-9614,2,2
1-5355,9,9
1-8124,2,2
1-8401,17,17
1-8541,5,5
1-2153,5,5
1-4088,4,4
1-9739,18,18
1-9115,2,2
1-7770,1,1
1-17645,10,10
1-18423,19,19
1-18714,12,12
1-8084,15,15
1-9345,2,2
MLG35,13,13
1-5626,9,9
1-18004,1,1
1-19222,2,2
72-12171,7,7
1-7807,19,19
1-20003,12,12
1-3083,5,5
1-3312,15,15
MLG37,18,18
1-9237,18,18
1-8127,11,11
1-5775,6,6
1-19598,12,12
1-9892,13,13
1-3564,3,3
1-8820,11,11
1-8267,8,8
1-1258,7,7
MLG69,10,10
1-6971,10,10
1-9731,7,7
1-9768,6,6
72-18936,4,4
1-19897,19,19
1-10698,14,14
1-4499,7,7
1-7496,19,19
1-3178,13,13
1-20047,9,9
1-0358,3,3
1-6543,18,18
1-5929,12,12
1-10232,13,13
1-7070,2,2
MLG42,20,20
MLG55,8,8
1-8427,2,2
1-8622,11,11
1-8488,5,5
1-9643,11,11
1-19286,15,15
1-2573,20,20
1-1833,6,6
1-9283,14,14
1-9110,12,12
1-8576,17,17
1-9465,3,3
1-9712,2,2
1-9549,8,8
1-1972,13,13
1-5515,4,4
1-7863,9,9
1-2294,11,11
MLG45,3,3
P-16454,12,12
1-8928,3,3
1-7744,9,9
MLG06,3,3
1-7453,14,14
1-17657,2,2
1-0001,8,8
MLG58,20,20
1-7005,4,4
1-9870,19,19
1-9500,19,19
1-1350,14,14
1-18994,5,5
1-9447,14,14
1-8634,3,3
1-6061,15,15
1-7599,9,9
1-10696,3,3
1-19813,8,8
MLG41,13,13
1-8067,16,16
1-9137,1,1
1-9740,20,20
1-7721,7,7
MLG40,3,3
1-4929,1,1
1-9655,11,11
1-9606,5,5
1-5043,9,9
1-8100,11,11
1-8573,1,1
1-9588,11,11
MLG38,1,1
1-4910,10,10
1-8042,2,2
1-10948,12,12
1-7525,4,4
1-4052,1,1
1-0037,9,9
1-8641,1,1
1-7752,14,14
1-9496,15,15
1-8074,6,6
1-8906,2,2
72-11994,18,18
1-7321,5,5
1-20167,15,15
1-9156,6,6
1-2382,1,1
1-8328,20,20
1-9770,6,6
1-9553,1,1
1-9253,8,8
1-2670,8,8
1-9646,5,5
1-8646,20,20
1-9839,11,11
MLG39,1,1
1-4634,15,15
1-9902,7,7
1-8988,18,18
1-1250,8,8
1-9733,4,4
1-8018,2,2
1-9752,17,17
1-7058,2,2
1-10468,16,16
1-9938,16,16
1-7842,8,8
1-5406,14,14
1-10922,10,10
1-18563,1,1
1-0053,15,15
1-19839,1,1
1-9887,18,18
1-9630,10,10
1-9416,18,18
1-5653,11,11
MLG73,12,12
1-8023,2,2
1-4149,4,4
1-0205,4,4
1-9227,4,4
1-9650,16,16
1-9996,14,14
1-3068,2,2
1-17835,20,20
1-4361,11,11
1-3089,4,4
1-8450,12,12
1-18371,6,6
MLG07,10,10
MLG29,15,15
1-8113,8,8
1-7024,7,7
1-9667,1,1
1-9855,6,6
1-7042,19,19
MLG33,1,1
1-19448,10,10
1-20791,6,6
1-1015,19,19
MLG57,8,8
1-6647,18,18
MLG56,12,12
1-20467,2,2
1-2400,17,17
1-6931,10,10
1-9333,6,6
1-7268,3,3
1-21195,10,10
1-4649,4,4
1-8379,2,2
1-9946,18,18
1-9277,4,4
1-9504,1,1
1-9516,4,4
1-3596,1,1
1-0129,9,9
1-1942,3,3
1-8623,8,8
1-6927,16,16
P-0009,6,6
1-11330,2,2
1-2103,20,20
1-6181,17,17
MLG44,13,13
1-7839,18,18
1-1390,1,1
1-7897,6,6
1-1570,9,9
1-3589,4,4
1-0033,3,3
1-3216,2,2
1-9495,16,16
1-4051,2,2
1-10762,17,17
MLG43,1,1
1-7608,2,2
1-9995,7,7
1-1608,14,14
1-3535,6,6
1-4136,2,2
1-18615,18,18
1-3587,19,19
1-9836,4,4
1-8590,1,1
1-1592,4,4
1-8341,4,4
MLG02,17,17
1-9997,3,3
1-8066,17,17
1-3509,7,7
1-3639,16,16
1-9404,16,16
1-8352,13,13
1-7019,18,18
MLG54,20,20
1-4020,6,6
1-1177,12,12
MLG51,12,12
1-8157,11,11
1-19004,8,8
1-7866,5,5
1-18377,2,2
1-5530,11,11
1-6743,20,20
1-3516,19,19
1-4855,2,2
1-20578,20,20
1-3108,2,2
1-7521,1,1
1-3139,4,4
1-1769,16,16
1-7441,10,10
1-10978,13,13
1-2324,18,18
1-3584,15,15
MLG13,3,3
1-5172,9,9
1-0296,2,2
1-3647,7,7
1-6734,9,9
1-19924,13,13
1-8826,2,2
P-16616,1,1
1-9497,15,15
1-1317,16,16
1-4531,4,4
MLG75,11,11
MLG78,13,13
1-11329,10,10
1-20641,9,9
1-8910,4,4
1-1827,20,20
1-18613,4,4
1-6296,17,17
1-3523,5,5
1-3362,19,19
1-0031,5,5
MLG65,13,13
1-4319,16,16
1-6035,15,15
1-1131,20,20
MLG32,17,17
1-8188,8,8
1-17758,5,5
1-3052,3,3
1-2282,1,1
1-19229,2,2
MLG63,13,13
MLG50,12,12
1-9417,16,16
1-9498,7,7
1-9761,19,19
1-4760,8,8
1-9831,16,16
1-4417,13,13
1-6611,19,19
1-0008,20,20
1-1462,4,4
1-10785,9,9
1-7682,3,3
MLG48,17,17
1-5163,11,11
1-8544,6,6
1-5197,16,16
1-6594,4,4
MLG62,10,10
1-1580,5,5
1-6916,4,4
1-6918,2,2
1-6919,1,1
MLG14,18,18
1-7874,9,9
1-7213,15,15
1-6561,9,9
1-4640,4,4
1-7004,19,19
1-2335,6,6
1-18558,5,5
1-8551,3,3
1-9270,9,9
1-6974,6,6
MLG68,11,11
1-10539,14,14
MLG49,8,8
1-0278,20,20
MLG64,13,13
MLG30,18,18
1-9609,15,15
1-7819,2,2
1-2423,17,17
1-6787,14,14
1-9963,9,9
1-9808,17,17
1-0303,7,7
MLG60,13,13
1-18709,15,15
1-7204,4,4
1-5744,17,17
1-1770,12,12
1-4682,14,14
1-3104,17,17
1-17907,19,19
1-8421,9,9
MLG53,20,20
1-9645,20,20
MLG12,8,8
MLG15,13,13
1-6858,1,1
1-8314,3,3
1-8285,14,14
1-1957,5,5
1-18203,3,3
1-10451,1,1
1-6216,4,4
1-6692,6,6
1-8172,6,6
1-8398,11,11
1-6878,18,18
1-7122,1,1
1-4700,11,11
1-6006,14,14
1-4355,2,2
1-9379,11,11
1-2701,14,14
1-6693,2,2
1-3141,9,9
1-7614,16,16
1-6914,4,4
1-5654,8,8
MLG59,10,10
1-9610,6,6
1-5161,5,5
1-6980,10,10
MLG10,20,20
MLG72,1,1
MLG52,12,12
1-19166,4,4
MLG11,5,5
1-3447,4,4
1-3217,4,4
1-6538,3,3
1-3534,19,19
1-7152,19,19
1-3106,3,3
1-1935,7,7
1-2297,10,10
1-4098,5,5
1-8529,3,3
1-8397,15,15
1-0272,19,19
1-17790,6,6
1-8186,2,2
1-8503,2,2
1-7182,1,1
1-2545,2,2
1-7993,1,1
1-9651,13,13
1-1183,8,8
1-1989,6,6
1-10060,16,16
1-5913,1,1
1-5981,5,5
1-13247,2,2
1-6228,2,2
1-8578,16,16
1-1204,5,5
1-9794,12,12
1-9518,17,17
1-9452,1,1
1-8400,13,13
1-18234,17,17
1-19205,10,10
1-9055,5,5
1-9394,6,6
1-9286,14,14
1-1005,15,15
1-10038,2,2
1-4390,1,1
1-9491,14,14
MLG31,13,13
1-5980,1,1
1-8678,3,3
1-6900,5,5
1-11350,2,2
1-9578,17,17
1-3551,1,1
MLG09,1,1
1-6028,3,3
1-1836,16,16
1-3265,5,5
MLG08,18,18
1-3176,14,14
1-8493,16,16
1-19915,11,11
1-8627,3,3
1-0292,18,18
1-18487,20,20
1-20012,18,18
1-9076,8,8
1-5425,3,3
1-4747,7,7
1-6227,12,12
1-6909,5,5
1-8532,14,14
1-18935,1,1
1-3206,5,5
1-9697,17,17
1-3033,1,1
1-8094,5,5
1-11206,3,3
1-6531,3,3
1-5036,3,3
1-18028,10,10
1-1850,2,2
1-4926,1,1
1-2034,6,6
1-19549,5,5
1-5282,2,2
1-9861,10,10
1-9338,7,7
1-3175,5,5
1-5002,1,1
1-5531,4,4
1-6718,3,3
1-6217,16,16
1-4847,1,1
1-5891,11,11
1-19447,7,7
1-7530,19,19
1-9457,20,20
1-5990,7,7
1-9971,20,20
1-4494,14,14
1-9576,2,2
1-9436,3,3
1-5413,3,3
1-5424,2,2
1-1191,19,19
1-5803,1,1
1-5799,1,1
1-19567,1,1
1-7527,1,1
MLG67,7,7
1-3087,16,16
1-4842,2,2
1-19568,11,11
1-9838,3,3
MLG46,3,3
1-5555,15,15
1-10444,2,2
1-3646,2,2
1-10951,10,10
1-9806,10,10
1-0055,11,11
1-5914,1,1
1-0027,15,15
1-9455,4,4
1-0003,20,20
1-21192,12,12
1-9034,17,17
1-19927,9,9
