i,j,count
20,10,12
10,20,12
9,6,17
6,9,17
12,19,36
19,12,36
22,3,12
3,22,12
15,17,9
17,15,9
7,12,22
12,7,22
22,15,36
15,22,36
6,4,8
4,6,8
16,4,28
4,16,28
15,2,15
2,15,15
19,10,44
10,19,44
11,3,7
3,11,7
18,10,23
10,18,23
18,12,14
12,18,14
18,20,25
20,18,25
3,16,52
16,3,52
7,22,46
22,7,46
6,18,19
18,6,19
12,17,11
17,12,11
17,5,7
5,17,7
11,5,5
5,11,5
13,19,52
19,13,52
20,5,17
5,20,17
7,19,38
19,7,38
17,3,12
3,17,12
4,10,13
10,4,13
2,6,9
6,2,9
18,15,25
15,18,25
22,8,21
8,22,21
1,11,14
11,1,14
21,16,46
16,21,46
22,19,21
19,22,21
1,15,26
15,1,26
16,5,8
5,16,8
9,12,26
12,9,26
10,16,8
16,10,8
22,13,40
13,22,40
13,8,26
8,13,26
22,2,12
2,22,12
13,9,45
9,13,45
9,4,18
4,9,18
9,1,27
1,9,27
2,18,19
18,2,19
12,21,33
21,12,33
9,10,21
10,9,21
16,12,13
12,16,13
18,17,22
17,18,22
5,15,22
15,5,22
15,19,36
19,15,36
22,20,15
20,22,15
3,14,5
14,3,5
2,19,13
19,2,13
3,18,15
18,3,15
20,12,14
12,20,14
21,5,17
5,21,17
21,10,16
10,21,16
7,20,17
20,7,17
1,10,47
10,1,47
2,9,16
9,2,16
18,19,21
19,18,21
1,18,25
18,1,25
3,9,14
9,3,14
19,6,17
6,19,17
5,19,5
19,5,5
13,18,33
18,13,33
18,7,34
7,18,34
7,2,23
2,7,23
22,10,19
10,22,19
10,15,24
15,10,24
18,11,21
11,18,21
13,11,14
11,13,14
2,1,9
1,2,9
11,9,13
9,11,13
4,11,9
11,4,9
9,9,10
22,5,12
5,22,12
9,19,35
19,9,35
1,21,21
21,1,21
7,3,7
3,7,7
8,16,10
16,8,10
9,14,19
14,9,19
22,9,35
9,22,35
22,16,21
16,22,21
4,13,19
13,4,19
10,5,10
5,10,10
8,15,11
15,8,11
1,7,22
7,1,22
14,16,13
16,14,13
11,21,13
21,11,13
9,21,37
21,9,37
15,9,35
9,15,35
22,12,21
12,22,21
13,20,13
20,13,13
22,21,30
21,22,30
19,14,15
14,19,15
13,1,18
1,13,18
15,11,26
11,15,26
21,2,9
2,21,9
3,10,7
10,3,7
20,8,16
8,20,16
4,2,8
2,4,8
21,6,16
6,21,16
20,20,18
18,9,38
9,18,38
1,5,13
5,1,13
3,12,9
12,3,9
22,14,16
14,22,16
21,8,15
8,21,15
21,19,24
19,21,24
17,19,13
19,17,13
21,13,23
13,21,23
4,14,6
14,4,6
22,18,32
18,22,32
19,1,23
1,19,23
17,1,15
1,17,15
17,9,14
9,17,14
18,4,9
4,18,9
14,14,20
4,20,25
20,4,25
12,5,43
5,12,43
1,22,17
22,1,17
12,13,20
13,12,20
3,1,22
1,3,22
11,10,12
10,11,12
18,18,20
6,14,11
14,6,11
7,15,26
15,7,26
15,20,22
20,15,22
4,1,26
1,4,26
16,19,30
19,16,30
16,15,27
15,16,27
7,10,21
10,7,21
10,13,29
13,10,29
11,22,12
22,11,12
21,15,25
15,21,25
17,14,12
14,17,12
13,7,20
7,13,20
1,14,6
14,1,6
7,9,42
9,7,42
13,2,14
2,13,14
6,1,8
1,6,8
5,2,33
2,5,33
17,11,8
11,17,8
15,6,9
6,15,9
17,4,17
4,17,17
3,15,23
15,3,23
5,3,10
3,5,10
11,6,7
6,11,7
8,1,14
1,8,14
13,15,36
15,13,36
16,7,16
7,16,16
18,14,11
14,18,11
11,14,7
14,11,7
20,21,10
21,20,10
2,3,5
3,2,5
14,12,7
12,14,7
6,8,10
8,6,10
13,6,20
6,13,20
4,15,8
15,4,8
11,12,10
12,11,10
7,11,8
11,7,8
7,6,13
6,7,13
10,12,16
12,10,16
18,21,27
21,18,27
8,12,4
12,8,4
12,6,11
6,12,11
22,6,6
6,22,6
1,20,14
20,1,14
20,14,7
14,20,7
3,21,13
21,3,13
10,17,5
17,10,5
7,21,27
21,7,27
2,11,2
11,2,2
13,17,4
17,13,4
2,14,10
14,2,10
7,4,17
4,7,17
2,17,4
17,2,4
12,1,14
1,12,14
8,9,12
9,8,12
18,8,13
8,18,13
5,9,10
9,5,10
12,4,13
4,12,13
6,5,10
5,6,10
3,13,9
13,3,9
19,11,12
11,19,12
15,14,14
14,15,14
20,9,16
9,20,16
5,18,21
18,5,21
10,14,8
14,10,8
20,2,13
2,20,13
10,8,8
8,10,8
6,20,5
20,6,5
16,9,18
9,16,18
22,17,15
17,22,15
7,14,5
14,7,5
15,12,29
12,15,29
22,4,16
4,22,16
11,16,7
16,11,7
3,8,12
8,3,12
17,21,12
21,17,12
4,21,8
21,4,8
5,4,7
4,5,7
7,17,14
17,7,14
8,17,5
17,8,5
19,4,22
4,19,22
2,16,12
16,2,12
4,8,6
8,4,6
2,10,8
10,2,8
5,14,10
14,5,10
7,8,16
8,7,16
5,7,12
7,5,12
20,19,10
19,20,10
3,19,9
19,3,9
14,8,4
8,14,4
1,16,6
16,1,6
17,20,13
20,17,13
3,4,6
4,3,6
16,17,9
17,16,9
3,20,11
20,3,11
5,13,19
13,5,19
8,5,5
5,8,5
16,13,6
13,16,6
14,21,9
21,14,9
20,16,3
16,20,3
18,16,12
16,18,12
6,16,5
16,6,5
6,3,7
3,6,7
19,8,8
8,19,8
10,6,9
6,10,9
2,8,8
8,2,8
12,2,4
2,12,4
6,17,4
17,6,4
11,8,6
8,11,6
20,11,6
11,20,6
13,14,4
14,13,4
1,1,0
1,23,0
1,24,0
2,2,0
2,23,0
2,24,0
3,3,0
3,23,0
3,24,0
4,4,0
4,23,0
4,24,0
5,5,0
5,23,0
5,24,0
6,6,0
6,23,0
6,24,0
7,7,0
7,23,0
7,24,0
8,8,0
8,23,0
8,24,0
9,23,0
9,24,0
10,10,0
10,23,0
10,24,0
11,11,0
11,23,0
11,24,0
12,12,0
12,23,0
12,24,0
13,13,0
13,23,0
13,24,0
14,23,0
14,24,0
15,15,0
15,23,0
15,24,0
16,16,0
16,23,0
16,24,0
17,17,0
17,23,0
17,24,0
18,23,0
18,24,0
19,19,0
19,23,0
19,24,0
20,23,0
20,24,0
21,21,0
21,23,0
21,24,0
22,22,0
22,23,0
22,24,0
23,1,0
23,2,0
23,3,0
23,4,0
23,5,0
23,6,0
23,7,0
23,8,0
23,9,0
23,10,0
23,11,0
23,12,0
23,13,0
23,14,0
23,15,0
23,16,0
23,17,0
23,18,0
23,19,0
23,20,0
23,21,0
23,22,0
23,23,0
23,24,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,0
