i,j,count
17,8,13
8,17,13
6,8,7
8,6,7
6,1,12
1,6,12
16,15,7
15,16,7
20,6,15
6,20,15
3,6,30
6,3,30
4,6,16
6,4,16
9,3,47
3,9,47
13,11,14
11,13,14
3,5,42
5,3,42
3,1,18
1,3,18
20,17,71
17,20,71
18,7,22
7,18,22
4,1,24
1,4,24
13,16,9
16,13,9
14,7,14
7,14,14
8,10,79
10,8,79
4,9,72
9,4,72
19,13,10
13,19,10
14,12,9
12,14,9
10,11,4
11,10,4
18,20,43
20,18,43
8,2,19
2,8,19
4,20,57
20,4,57
12,19,27
19,12,27
7,8,6
8,7,6
14,3,14
3,14,14
9,11,12
11,9,12
13,17,27
17,13,27
19,8,54
8,19,54
9,20,36
20,9,36
4,3,43
3,4,43
8,12,15
12,8,15
15,6,21
6,15,21
9,1,31
1,9,31
18,5,16
5,18,16
2,20,33
20,2,33
14,1,12
1,14,12
15,3,35
3,15,35
5,7,42
7,5,42
15,17,19
17,15,19
15,5,13
5,15,13
3,8,21
8,3,21
4,13,26
13,4,26
2,3,32
3,2,32
12,13,3
13,12,3
1,20,20
20,1,20
9,7,17
7,9,17
5,2,35
2,5,35
4,5,32
5,4,32
19,17,24
17,19,24
4,7,36
7,4,36
18,17,55
17,18,55
4,15,59
15,4,59
19,20,20
20,19,20
1,2,12
2,1,12
3,10,18
10,3,18
3,20,43
20,3,43
11,20,7
20,11,7
6,2,13
2,6,13
14,4,22
4,14,22
6,13,16
13,6,16
16,17,14
17,16,14
17,3,42
3,17,42
21,9,25
9,21,25
20,21,16
21,20,16
18,14,11
14,18,11
12,2,22
2,12,22
15,15,10
9,6,20
6,9,20
15,20,36
20,15,36
18,19,33
19,18,33
5,8,9
8,5,9
9,15,39
15,9,39
12,17,5
17,12,5
9,8,11
8,9,11
12,21,6
21,12,6
3,13,11
13,3,11
14,8,9
8,14,9
21,10,6
10,21,6
11,8,21
8,11,21
14,15,8
15,14,8
14,2,17
2,14,17
9,17,41
17,9,41
19,10,15
10,19,15
21,16,4
16,21,4
9,19,29
19,9,29
3,21,17
21,3,17
19,16,9
16,19,9
18,13,27
13,18,27
12,9,24
9,12,24
12,18,13
18,12,13
