i,count
7,145
5,197
17,96
6,183
2,342
19,247
11,229
4,212
9,148
3,244
1,346
12,135
16,153
14,153
8,105
20,146
18,150
13,107
15,146
10,78
21,0
22,0
23,0
24,0
