i,j,count
12,20,87
22,20,62
8,9,187
8,20,196
9,20,194
7,5,49
7,3,50
5,3,199
18,22,83
18,11,209
18,6,230
18,17,189
22,11,179
22,6,159
22,17,146
11,6,192
11,17,217
6,17,336
21,7,58
4,5,239
4,11,290
4,2,183
4,17,337
5,11,215
5,2,219
5,17,129
11,2,142
2,17,129
13,20,139
13,9,195
20,9,209
12,8,158
12,11,95
12,3,81
12,16,123
8,11,191
8,3,133
8,16,226
11,3,151
11,16,206
3,16,140
10,7,100
10,21,96
10,8,170
7,21,59
7,8,74
21,8,98
5,18,208
10,11,152
10,12,163
11,12,220
19,21,181
19,1,66
19,4,54
21,1,94
21,4,49
1,4,72
11,4,125
11,7,176
11,14,91
4,7,174
4,12,277
4,14,112
7,12,166
7,14,26
7,17,102
12,14,31
12,17,65
14,17,88
12,22,37
12,18,88
8,22,72
8,18,229
22,18,111
11,18,241
4,22,148
4,1,223
22,1,78
11,1,133
5,10,72
11,10,91
6,5,173
6,15,247
5,15,123
17,21,93
3,13,80
3,19,94
13,19,97
11,8,271
11,13,109
8,13,209
4,21,209
6,11,272
6,8,418
8,17,176
14,3,58
14,11,74
14,5,50
3,11,131
3,5,121
11,5,229
10,1,107
10,5,57
1,5,124
3,9,167
3,8,128
3,21,73
3,12,80
8,21,149
8,12,217
21,12,39
8,2,161
7,20,67
7,18,56
20,18,131
20,12,126
18,12,199
20,8,161
18,8,281
4,20,204
5,20,168
4,18,249
4,9,158
18,9,197
2,12,67
3,6,97
3,7,69
6,7,175
6,22,82
22,15,53
17,15,71
2,13,70
2,21,73
13,21,73
5,7,127
5,6,154
5,1,167
7,6,82
7,1,72
6,1,143
8,5,150
8,14,56
20,5,76
20,14,78
5,14,107
18,13,163
12,13,85
6,16,243
6,21,146
16,21,100
6,18,249
15,18,74
17,7,165
6,13,185
5,4,156
5,16,164
5,13,132
4,16,203
4,13,186
16,2,45
16,13,77
14,16,30
14,20,67
16,20,51
16,3,68
20,3,126
20,10,43
20,2,78
10,2,101
4,19,105
1,19,44
1,21,71
1,7,63
1,11,71
7,11,64
16,5,54
19,20,57
18,20,103
11,20,140
11,15,96
20,15,90
18,14,71
18,3,86
12,19,21
13,16,189
19,16,182
9,14,47
9,17,154
14,22,25
11,22,172
22,5,112
13,8,168
9,6,150
17,6,215
8,10,78
3,10,46
6,10,115
8,15,105
15,10,78
4,6,246
11,21,137
2,3,92
10,13,95
10,18,153
13,18,117
6,12,261
10,16,137
16,4,31
2,4,58
2,8,133
2,7,62
8,7,117
10,19,44
2,11,74
2,16,77
17,11,199
17,16,69
18,1,120
18,10,87
1,10,31
7,15,131
15,12,291
14,4,37
3,4,72
4,10,150
14,1,54
11,9,138
1,9,77
1,3,135
9,3,139
9,5,123
14,7,90
14,12,73
9,22,87
9,13,183
9,8,138
22,13,117
22,8,155
13,17,160
17,8,119
9,11,122
9,12,70
17,12,56
5,12,195
1,15,72
1,12,122
20,6,88
17,22,54
5,8,275
5,21,143
3,1,135
13,1,63
1,16,78
7,9,32
10,22,65
10,4,61
22,4,94
8,4,115
12,1,53
1,17,94
19,5,90
19,15,50
15,1,33
13,12,116
5,9,246
14,9,63
14,18,62
12,9,81
10,9,92
6,3,144
6,19,138
15,2,70
22,2,64
20,17,76
17,3,72
10,6,111
18,4,147
12,6,99
10,14,77
10,3,76
18,21,296
14,21,24
15,8,111
16,1,75
21,5,53
15,20,38
6,2,179
13,11,181
13,2,65
15,11,59
15,7,111
8,6,250
9,16,83
21,16,121
1,1,116
15,21,72
15,16,50
7,16,35
7,2,84
21,2,74
12,7,118
21,13,29
21,3,27
13,3,103
2,1,107
2,20,118
1,20,98
9,18,123
1,2,56
20,1,98
20,7,186
9,15,138
5,19,52
3,2,70
12,21,86
19,17,34
19,9,27
17,9,87
13,6,105
6,20,152
17,13,81
17,18,134
18,7,133
21,9,46
16,7,42
16,12,119
14,15,40
14,6,58
4,15,153
15,6,72
10,17,138
18,16,167
16,11,81
16,8,120
22,12,109
3,17,86
9,2,81
4,8,260
17,1,113
9,7,93
18,15,122
21,15,25
3,20,103
19,13,52
20,4,95
20,13,100
22,16,85
16,18,82
22,10,32
15,4,75
15,5,76
21,6,73
2,9,67
9,21,102
14,13,38
14,8,79
20,21,87
20,16,76
13,22,45
12,15,226
17,20,73
3,14,67
6,14,56
19,6,51
6,4,130
17,14,17
17,17,101
8,1,106
2,15,68
8,8,123
9,1,116
19,3,42
19,18,89
19,8,143
22,9,51
5,22,69
18,19,62
13,15,131
21,20,27
13,7,71
10,20,91
14,2,41
17,2,100
21,19,53
21,22,39
19,22,80
12,10,37
13,4,61
3,18,86
15,9,54
16,17,45
17,4,89
3,3,92
4,3,134
12,2,55
8,19,75
17,19,39
1,8,93
15,13,82
18,2,152
19,2,35
2,5,49
1,14,33
21,18,60
1,18,90
22,3,67
19,11,48
16,19,54
2,6,110
9,10,69
18,5,170
2,18,48
21,11,51
9,4,97
22,21,71
13,14,23
20,11,64
10,15,88
3,22,55
12,5,73
16,6,65
7,13,62
20,22,45
21,17,119
7,19,24
16,9,43
15,22,26
19,12,38
7,10,22
15,17,65
22,7,56
11,19,106
14,19,17
22,19,48
19,7,33
17,10,14
21,14,10
3,15,104
15,14,21
7,22,32
7,4,43
6,9,113
2,19,34
22,14,35
1,22,31
17,5,86
14,10,14
13,5,83
15,3,51
1,6,80
12,4,64
16,22,38
2,10,21
16,15,26
21,10,24
16,14,23
1,13,40
13,10,47
20,19,27
15,19,14
16,10,30
2,14,16
19,10,17
9,19,27
19,14,13
2,22,18
