i,count
19,94
5,107
22,183
14,100
4,131
10,250
18,170
1,206
17,105
12,131
9,157
6,196
8,83
2,326
7,147
3,253
11,100
20,179
21,236
15,145
16,77
13,101
23,85
24,0
