i,count
17,168
13,196
3,204
1,251
20,63
18,167
11,253
5,154
6,146
16,258
2,206
8,184
7,126
4,177
15,204
12,223
9,251
14,88
19,78
10,165
21,0
22,0
23,0
24,0
