i,j,count
22,1,31
1,22,31
8,4,12
4,8,12
10,9,14
9,10,14
7,14,7
14,7,7
19,10,18
10,19,18
16,11,11
11,16,11
22,10,24
10,22,24
7,6,24
6,7,24
17,18,13
18,17,13
6,2,45
2,6,45
9,13,8
13,9,8
18,5,40
5,18,40
1,2,24
2,1,24
3,20,20
20,3,20
16,3,10
3,16,10
3,18,67
18,3,67
22,21,33
21,22,33
10,16,24
16,10,24
4,21,11
21,4,11
9,20,15
20,9,15
2,20,16
20,2,16
4,19,21
19,4,21
2,18,17
18,2,17
22,19,32
19,22,32
4,13,9
13,4,9
13,11,12
11,13,12
20,4,22
4,20,22
16,6,11
6,16,11
7,8,13
8,7,13
11,4,53
4,11,53
10,4,22
4,10,22
7,18,20
18,7,20
18,6,35
6,18,35
15,10,30
10,15,30
5,4,23
4,5,23
7,2,34
2,7,34
9,14,6
14,9,6
20,13,8
13,20,8
14,15,16
15,14,16
15,6,31
6,15,31
15,9,27
9,15,27
21,12,8
12,21,8
15,5,29
5,15,29
6,4,35
4,6,35
1,16,61
16,1,61
13,6,18
6,13,18
20,22,11
22,20,11
22,16,30
16,22,30
6,19,25
19,6,25
13,19,8
19,13,8
7,19,17
19,7,17
1,9,26
9,1,26
1,15,33
15,1,33
8,20,7
20,8,7
8,5,15
5,8,15
16,17,16
17,16,16
22,18,15
18,22,15
1,5,39
5,1,39
22,15,49
15,22,49
12,19,16
19,12,16
3,9,16
9,3,16
13,15,16
15,13,16
17,6,11
6,17,11
3,22,12
22,3,12
22,13,11
13,22,11
7,17,7
17,7,7
5,6,28
6,5,28
7,20,9
20,7,9
16,12,7
12,16,7
2,21,26
21,2,26
7,5,22
5,7,22
1,4,20
4,1,20
2,22,20
22,2,20
21,21,10
21,20,8
20,21,8
15,18,27
18,15,27
1,10,43
10,1,43
15,19,19
19,15,19
21,15,28
15,21,28
7,4,20
4,7,20
13,2,19
2,13,19
3,1,24
1,3,24
5,10,22
10,5,22
5,20,20
20,5,20
17,22,14
22,17,14
3,4,26
4,3,26
3,14,6
14,3,6
15,11,29
11,15,29
2,10,17
10,2,17
11,10,13
10,11,13
15,20,12
20,15,12
4,2,17
2,4,17
7,10,31
10,7,31
19,1,16
1,19,16
17,20,39
20,17,39
2,14,15
14,2,15
3,2,24
2,3,24
17,1,15
1,17,15
10,14,9
14,10,9
9,16,19
16,9,19
16,5,15
5,16,15
18,14,17
14,18,17
21,6,15
6,21,15
1,6,26
6,1,26
7,12,12
12,7,12
11,11,18
4,15,30
15,4,30
16,15,30
15,16,30
3,10,14
10,3,14
18,20,12
20,18,12
7,22,27
22,7,27
10,8,26
8,10,26
10,12,8
