Exam Group,Exam Block,adj_block
72-0103,20,20
1-9185,2,2
MLG17,8,8
1-8222,17,17
1-6240,5,5
1-5549,1,1
1-8021,15,15
1-8767,17,17
1-8181,9,9
1-8020,19,19
1-7964,12,12
1-9722,1,1
MLG84,17,17
1-9805,4,4
1-6098,10,10
1-8093,16,16
1-9955,17,17
1-18603,17,17
1-3521,3,3
1-2596,3,3
1-5167,1,1
1-3519,16,16
1-7995,3,3
1-2025,13,13
1-7140,12,12
1-9607,15,15
1-9907,5,5
1-18409,2,2
1-10071,17,17
1-18735,5,5
1-8418,19,19
1-8938,19,19
1-0022,16,16
1-7991,4,4
1-6642,1,1
1-2869,1,1
1-2714,7,7
1-5508,5,5
1-2104,2,2
1-7467,2,2
1-7722,14,14
1-7509,3,3
1-1207,18,18
1-8705,18,18
1-5214,7,7
1-9444,17,17
1-8566,2,2
1-19547,8,8
1-0405,10,10
1-2178,2,2
1-8174,6,6
1-9925,11,11
72-12387,6,6
1-9850,2,2
1-8125,1,1
1-8095,5,5
1-5877,16,16
1-1224,8,8
1-17733,11,11
1-9331,5,5
1-18202,3,3
1-7341,14,14
1-9818,1,1
1-7066,13,13
1-9674,11,11
1-8659,7,7
1-7536,5,5
1-7481,7,7
1-7845,19,19
1-18498,13,13
1-2584,15,15
1-6532,9,9
1-9614,10,10
1-5355,6,6
1-8124,3,3
1-8401,1,1
1-8541,20,20
1-2153,5,5
1-4088,8,8
1-9739,4,4
1-9115,9,9
1-7770,19,19
1-17645,5,5
1-18423,4,4
1-18714,5,5
1-8084,10,10
1-9345,5,5
MLG35,1,1
1-5626,6,6
1-18004,19,19
1-19222,11,11
72-12171,20,20
1-7807,14,14
1-20003,1,1
1-3083,16,16
1-3312,11,11
MLG37,18,18
1-9237,3,3
1-8127,20,20
1-5775,15,15
1-19598,16,16
1-9892,19,19
1-3564,16,16
1-8820,11,11
1-8267,14,14
1-1258,6,6
MLG69,17,17
1-6971,2,2
1-9731,18,18
1-9768,3,3
72-18936,4,4
1-19897,9,9
1-10698,2,2
1-4499,2,2
1-7496,14,14
1-3178,1,1
1-20047,1,1
1-0358,2,2
1-6543,18,18
1-5929,1,1
1-10232,14,14
1-7070,5,5
MLG42,5,5
MLG55,5,5
1-8427,13,13
1-8622,18,18
1-8488,7,7
1-9643,5,5
1-19286,19,19
1-2573,3,3
1-1833,3,3
1-9283,5,5
1-9110,7,7
1-8576,15,15
1-9465,3,3
1-9712,2,2
1-9549,15,15
1-1972,8,8
1-5515,14,14
1-7863,6,6
1-2294,19,19
MLG45,2,2
P-16454,13,13
1-8928,7,7
1-7744,2,2
MLG06,1,1
1-7453,6,6
1-17657,3,3
1-0001,13,13
MLG58,15,15
1-7005,20,20
1-9870,3,3
1-9500,6,6
1-1350,5,5
1-18994,7,7
1-9447,18,18
1-8634,7,7
1-6061,10,10
1-7599,17,17
1-10696,1,1
1-19813,9,9
MLG41,7,7
1-8067,11,11
1-9137,7,7
1-9740,1,1
1-7721,1,1
MLG40,4,4
1-4929,3,3
1-9655,14,14
1-9606,17,17
1-5043,6,6
1-8100,4,4
1-8573,11,11
1-9588,1,1
MLG38,7,7
1-4910,8,8
1-8042,1,1
1-10948,3,3
1-7525,2,2
1-4052,8,8
1-0037,16,16
1-8641,9,9
1-7752,13,13
1-9496,9,9
1-8074,2,2
1-8906,2,2
72-11994,13,13
1-7321,2,2
1-20167,10,10
1-9156,2,2
1-2382,7,7
1-8328,14,14
1-9770,7,7
1-9553,7,7
1-9253,1,1
1-2670,1,1
1-9646,15,15
1-8646,10,10
1-9839,4,4
MLG39,3,3
1-4634,10,10
1-9902,12,12
1-8988,3,3
1-1250,9,9
1-9733,2,2
1-8018,18,18
1-9752,17,17
1-7058,15,15
1-10468,11,11
1-9938,11,11
1-7842,18,18
1-5406,15,15
1-10922,1,1
1-18563,4,4
1-0053,10,10
1-19839,10,10
1-9887,12,12
1-9630,6,6
1-9416,19,19
1-5653,11,11
MLG73,1,1
1-8023,3,3
1-4149,13,13
1-0205,20,20
1-9227,20,20
1-9650,2,2
1-9996,6,6
1-3068,14,14
1-17835,10,10
1-4361,3,3
1-3089,7,7
1-8450,17,17
1-18371,15,15
MLG07,20,20
MLG29,1,1
1-8113,1,1
1-7024,18,18
1-9667,18,18
1-9855,2,2
1-7042,2,2
MLG33,17,17
1-19448,3,3
1-20791,7,7
1-1015,4,4
MLG57,8,8
1-6647,13,13
MLG56,17,17
1-20467,16,16
1-2400,14,14
1-6931,1,1
1-9333,3,3
1-7268,13,13
1-21195,1,1
1-4649,9,9
1-8379,13,13
1-9946,16,16
1-9277,20,20
1-9504,2,2
1-9516,20,20
1-3596,7,7
1-0129,6,6
1-1942,4,4
1-8623,3,3
1-6927,11,11
P-0009,9,9
1-11330,4,4
1-2103,16,16
1-6181,12,12
MLG44,4,4
1-7839,4,4
1-1390,7,7
1-7897,3,3
1-1570,6,6
1-3589,4,4
1-0033,2,2
1-3216,1,1
1-9495,3,3
1-4051,1,1
1-10762,17,17
MLG43,4,4
1-7608,4,4
1-9995,18,18
1-1608,19,19
1-3535,13,13
1-4136,2,2
1-18615,18,18
1-3587,14,14
1-9836,2,2
1-8590,19,19
1-1592,2,2
1-8341,20,20
MLG02,12,12
1-9997,10,10
1-8066,12,12
1-3509,12,12
1-3639,18,18
1-9404,11,11
1-8352,17,17
1-7019,12,12
MLG54,9,9
1-4020,5,5
1-1177,15,15
MLG51,8,8
1-8157,2,2
1-19004,4,4
