Exam Group,Exam Block,adj_block
1-7866,18,18
1-18377,1,1
1-5530,18,18
1-6743,19,19
1-3516,14,14
1-4855,9,9
1-20578,11,11
1-3108,6,6
1-7521,8,8
1-3139,20,20
1-1769,11,11
1-7441,6,6
1-10978,1,1
1-2324,5,5
1-3584,10,10
MLG13,20,20
1-5172,6,6
1-0296,13,13
1-3647,2,2
1-6734,6,6
1-19924,15,15
1-8826,20,20
P-16616,4,4
1-9497,10,10
1-1317,11,11
1-4531,20,20
MLG75,1,1
MLG78,7,7
1-11329,8,8
1-20641,10,10
1-8910,20,20
1-1827,4,4
1-18613,15,15
1-6296,12,12
1-3523,16,16
1-3362,14,14
1-0031,9,9
MLG65,9,9
1-4319,11,11
1-6035,8,8
1-1131,3,3
MLG32,3,3
1-8188,2,2
1-17758,3,3
1-3052,20,20
1-2282,7,7
1-19229,18,18
MLG63,13,13
MLG50,9,9
1-9417,11,11
1-9498,8,8
1-9761,20,20
1-4760,16,16
1-9831,11,11
1-4417,12,12
1-6611,14,14
1-0008,15,15
1-1462,20,20
1-10785,6,6
1-7682,5,5
MLG48,19,19
1-5163,9,9
1-8544,1,1
1-5197,11,11
1-6594,2,2
MLG62,7,7
1-1580,16,16
1-6916,8,8
1-6918,1,1
1-6919,10,10
MLG14,19,19
1-7874,6,6
1-7213,9,9
1-6561,6,6
1-4640,14,14
1-7004,14,14
1-2335,13,13
1-18558,4,4
1-8551,14,14
1-9270,6,6
1-6974,2,2
MLG68,15,15
1-10539,13,13
MLG49,8,8
1-0278,4,4
MLG64,4,4
MLG30,12,12
1-9609,10,10
1-7819,4,4
1-2423,12,12
1-6787,4,4
1-9963,6,6
1-9808,12,12
1-0303,18,18
MLG60,19,19
1-18709,3,3
1-7204,7,7
1-5744,2,2
1-1770,9,9
1-4682,2,2
1-3104,8,8
1-17907,14,14
1-8421,6,6
MLG53,18,18
1-9645,13,13
MLG12,17,17
MLG15,7,7
1-6858,11,11
1-8314,18,18
1-8285,4,4
1-1957,18,18
1-18203,13,13
1-10451,4,4
1-6216,17,17
1-6692,2,2
1-8172,6,6
1-8398,2,2
1-6878,12,12
1-7122,7,7
1-4700,8,8
1-6006,20,20
1-4355,16,16
1-9379,1,1
1-2701,5,5
1-6693,10,10
1-3141,6,6
1-7614,5,5
1-6914,20,20
1-5654,5,5
MLG59,2,2
1-9610,2,2
1-5161,5,5
1-6980,6,6
MLG10,3,3
MLG72,4,4
MLG52,10,10
1-19166,20,20
MLG11,11,11
1-3447,9,9
1-3217,1,1
1-6538,5,5
1-3534,14,14
1-7152,17,17
1-3106,17,17
1-1935,12,12
1-2297,8,8
1-4098,3,3
1-8529,2,2
1-8397,8,8
1-0272,14,14
1-17790,3,3
1-8186,18,18
1-8503,18,18
1-7182,8,8
1-2545,16,16
1-7993,3,3
1-9651,8,8
1-1183,8,8
1-1989,5,5
1-10060,11,11
1-5913,3,3
1-5981,2,2
1-13247,15,15
1-6228,15,15
1-8578,3,3
1-1204,3,3
1-9794,2,2
1-9518,12,12
1-9452,5,5
1-8400,16,16
1-18234,12,12
1-19205,10,10
1-9055,20,20
1-9394,19,19
1-9286,5,5
1-1005,10,10
1-10038,8,8
1-4390,7,7
1-9491,5,5
MLG31,9,9
1-5980,3,3
1-8678,9,9
1-6900,4,4
1-11350,16,16
1-9578,12,12
1-3551,3,3
MLG09,5,5
1-6028,1,1
1-1836,7,7
1-3265,4,4
MLG08,19,19
1-3176,2,2
1-8493,6,6
1-19915,6,6
1-8627,5,5
1-0292,12,12
1-18487,6,6
1-20012,4,4
1-9076,1,1
1-5425,1,1
1-4747,8,8
1-6227,1,1
1-6909,6,6
1-8532,16,16
1-18935,1,1
1-3206,17,17
1-9697,2,2
1-3033,13,13
1-8094,16,16
1-11206,19,19
1-6531,12,12
1-5036,10,10
1-18028,17,17
1-1850,9,9
1-4926,1,1
1-2034,10,10
1-19549,15,15
1-5282,14,14
1-9861,3,3
1-9338,19,19
1-3175,2,2
1-5002,10,10
1-5531,13,13
1-6718,9,9
1-6217,9,9
1-4847,8,8
1-5891,15,15
1-19447,7,7
1-7530,14,14
1-9457,1,1
1-5990,12,12
1-9971,4,4
1-4494,15,15
1-9576,15,15
1-9436,9,9
1-5413,1,1
1-5424,16,16
1-1191,13,13
1-5803,1,1
1-5799,2,2
1-19567,15,15
1-7527,16,16
MLG67,19,19
1-3087,11,11
1-4842,4,4
1-19568,16,16
1-9838,3,3
MLG46,1,1
1-5555,7,7
1-10444,19,19
1-3646,17,17
1-10951,3,3
1-9806,19,19
1-0055,3,3
1-5914,12,12
1-0027,1,1
1-9455,5,5
1-0003,3,3
1-21192,13,13
1-9034,2,2
1-19927,3,3
