i,count
19,139
13,204
9,98
10,208
7,303
15,105
3,126
11,106
1,158
4,188
12,149
17,159
2,190
21,129
8,281
18,222
22,82
16,131
6,177
20,117
14,139
5,151
23,0
24,0
