i,count
8,112
7,232
1,154
15,92
5,204
2,242
16,94
21,138
14,136
17,194
9,200
4,163
10,92
11,216
20,146
13,58
22,179
6,285
18,101
3,161
12,107
23,129
19,127
24,0
