Exam Group,Exam Block,adj_block
1-9500,17,17
1-1350,19,19
1-18994,20,20
1-9447,6,6
1-8634,20,20
1-6061,6,6
1-7599,3,3
1-10696,1,1
1-19813,1,1
MLG41,22,22
1-8067,16,16
1-9137,19,19
1-9740,21,21
1-7721,7,7
MLG40,15,15
1-4929,1,1
1-9655,4,4
1-9606,12,12
1-5043,1,1
1-8100,6,6
1-8573,11,11
1-9588,19,19
MLG38,22,22
1-4910,1,1
1-8042,20,20
1-10948,15,15
1-7525,19,19
1-4052,5,5
1-0037,15,15
1-8641,9,9
1-7752,17,17
1-9496,1,1
1-8074,11,11
1-8906,18,18
72-11994,20,20
1-7321,8,8
1-20167,13,13
1-9156,10,10
1-2382,15,15
1-8328,21,21
1-9770,10,10
1-9553,10,10
1-9253,6,6
1-2670,1,1
1-9646,9,9
1-8646,6,6
1-9839,1,1
MLG39,9,9
1-4634,7,7
1-9902,22,22
1-8988,17,17
1-1250,17,17
1-9733,2,2
1-8018,15,15
1-9752,22,22
1-7058,1,1
1-10468,16,16
1-9938,13,13
1-7842,9,9
1-5406,7,7
1-10922,9,9
1-18563,13,13
1-0053,17,17
1-19839,6,6
1-9887,11,11
1-9630,18,18
1-9416,19,19
1-5653,13,13
MLG73,8,8
1-8023,9,9
1-4149,7,7
1-0205,14,14
1-9227,14,14
1-9650,13,13
1-9996,8,8
1-3068,21,21
1-17835,11,11
1-4361,1,1
1-3089,10,10
1-8450,5,5
1-18371,10,10
MLG07,3,3
MLG29,17,17
1-8113,8,8
1-7024,13,13
1-9667,1,1
1-9855,16,16
1-7042,14,14
MLG33,13,13
1-19448,10,10
1-20791,4,4
1-1015,21,21
MLG57,9,9
1-6647,19,19
MLG56,19,19
1-20467,20,20
1-2400,11,11
1-6931,9,9
1-9333,10,10
1-7268,8,8
1-21195,15,15
1-4649,14,14
1-8379,1,1
1-9946,1,1
1-9277,14,14
1-9504,11,11
1-9516,14,14
1-3596,8,8
1-0129,1,1
1-1942,15,15
1-8623,5,5
1-6927,16,16
P-0009,4,4
1-11330,22,22
1-2103,4,4
1-6181,11,11
MLG44,6,6
1-7839,12,12
1-1390,9,9
1-7897,4,4
1-1570,1,1
1-3589,5,5
1-0033,6,6
1-3216,5,5
1-9495,13,13
1-4051,3,3
1-10762,4,4
MLG43,2,2
1-7608,15,15
1-9995,9,9
1-1608,19,19
1-3535,10,10
1-4136,11,11
1-18615,19,19
1-3587,4,4
1-9836,10,10
1-8590,19,19
1-1592,14,14
1-8341,14,14
MLG02,7,7
1-9997,22,22
1-8066,10,10
1-3509,7,7
1-3639,3,3
1-9404,16,16
1-8352,12,12
1-7019,20,20
MLG54,12,12
1-4020,2,2
1-1177,13,13
MLG51,20,20
1-8157,17,17
1-19004,7,7
1-7866,4,4
1-18377,7,7
1-5530,6,6
1-6743,16,16
1-3516,21,21
1-4855,5,5
1-20578,16,16
1-3108,1,1
1-7521,18,18
1-3139,14,14
1-1769,16,16
1-7441,13,13
1-10978,19,19
1-2324,9,9
1-3584,2,2
MLG13,2,2
1-5172,3,3
1-0296,3,3
1-3647,13,13
1-6734,13,13
1-19924,16,16
1-8826,21,21
P-16616,22,22
1-9497,6,6
1-1317,16,16
1-4531,2,2
MLG75,13,13
MLG78,22,22
1-11329,19,19
1-20641,3,3
1-8910,19,19
1-1827,21,21
1-18613,2,2
1-6296,2,2
1-3523,4,4
1-3362,21,21
1-0031,4,4
MLG65,8,8
1-4319,16,16
1-6035,1,1
1-1131,22,22
MLG32,2,2
1-8188,3,3
1-17758,8,8
1-3052,14,14
1-2282,9,9
1-19229,9,9
MLG63,4,4
MLG50,12,12
1-9417,16,16
1-9498,13,13
1-9761,21,21
1-4760,15,15
1-9831,16,16
1-4417,11,11
1-6611,21,21
1-0008,8,8
1-1462,14,14
1-10785,3,3
1-7682,20,20
MLG48,11,11
1-5163,4,4
1-8544,6,6
1-5197,16,16
1-6594,11,11
MLG62,22,22
1-1580,18,18
1-6916,11,11
1-6918,15,15
1-6919,14,14
MLG14,18,18
1-7874,14,14
1-7213,4,4
1-6561,17,17
1-4640,9,9
1-7004,21,21
1-2335,10,10
1-18558,15,15
1-8551,14,14
1-9270,1,1
1-6974,10,10
MLG68,5,5
1-10539,20,20
MLG49,3,3
1-0278,17,17
MLG64,17,17
MLG30,7,7
1-9609,20,20
1-7819,19,19
1-2423,22,22
1-6787,22,22
1-9963,1,1
1-9808,11,11
1-0303,3,3
MLG60,18,18
1-18709,6,6
1-7204,22,22
1-5744,2,2
1-1770,12,12
1-4682,19,19
1-3104,11,11
1-17907,21,21
1-8421,18,18
MLG53,5,5
1-9645,1,1
MLG12,2,2
MLG15,4,4
1-6858,7,7
1-8314,7,7
1-8285,19,19
1-1957,18,18
1-18203,13,13
1-10451,8,8
1-6216,14,14
1-6692,10,10
1-8172,3,3
1-8398,20,20
1-6878,15,15
1-7122,12,12
1-4700,1,1
1-6006,1,1
1-4355,8,8
1-9379,17,17
1-2701,21,21
1-6693,6,6
1-3141,1,1
1-7614,19,19
1-6914,5,5
1-5654,1,1
MLG59,17,17
1-9610,9,9
1-5161,18,18
1-6980,18,18
MLG10,7,7
MLG72,7,7
MLG52,20,20
1-19166,7,7
MLG11,3,3
1-3447,14,14
1-3217,1,1
1-6538,3,3
1-3534,21,21
1-7152,21,21
1-3106,6,6
1-1935,6,6
1-2297,11,11
1-4098,2,2
1-8529,4,4
1-8397,1,1
1-0272,21,21
1-17790,8,8
1-8186,5,5
1-8503,3,3
1-7182,8,8
1-2545,4,4
1-7993,10,10
1-9651,1,1
1-1183,10,10
1-1989,2,2
1-10060,16,16
1-5913,10,10
1-5981,4,4
1-13247,1,1
1-6228,9,9
1-8578,2,2
1-1204,10,10
1-9794,10,10
1-9518,12,12
1-9452,15,15
1-8400,12,12
1-18234,11,11
1-19205,18,18
1-9055,22,22
1-9394,10,10
1-9286,22,22
1-1005,5,5
1-10038,8,8
1-4390,5,5
1-9491,7,7
MLG31,18,18
1-5980,6,6
1-8678,4,4
1-6900,12,12
1-11350,8,8
1-9578,2,2
1-3551,16,16
MLG09,4,4
1-6028,17,17
1-1836,18,18
1-3265,15,15
MLG08,15,15
1-3176,11,11
1-8493,8,8
1-19915,3,3
1-8627,7,7
1-0292,18,18
1-18487,3,3
1-20012,2,2
1-9076,1,1
1-5425,2,2
1-4747,19,19
1-6227,18,18
1-6909,2,2
1-8532,18,18
1-18935,15,15
1-3206,4,4
1-9697,1,1
1-3033,2,2
1-8094,8,8
1-11206,22,22
1-6531,2,2
1-5036,16,16
1-18028,17,17
1-1850,3,3
1-4926,5,5
1-2034,2,2
1-19549,12,12
1-5282,1,1
1-9861,1,1
1-9338,13,13
1-3175,1,1
1-5002,2,2
1-5531,2,2
1-6718,2,2
1-6217,2,2
1-4847,20,20
1-5891,5,5
1-19447,7,7
1-7530,21,21
1-9457,15,15
1-5990,5,5
1-9971,5,5
1-4494,2,2
1-9576,11,11
1-9436,12,12
1-5413,18,18
1-5424,5,5
1-1191,21,21
1-5803,2,2
1-5799,5,5
1-19567,14,14
1-7527,2,2
MLG67,3,3
1-3087,4,4
1-4842,2,2
1-19568,1,1
1-9838,1,1
MLG46,20,20
1-5555,7,7
1-10444,14,14
1-3646,18,18
1-10951,19,19
1-9806,12,12
1-0055,17,17
1-5914,2,2
1-0027,20,20
1-9455,8,8
1-0003,6,6
1-21192,16,16
1-9034,11,11
1-19927,15,15
