Exam Group,Exam Block,adj_block
72-0103,10,10
1-9185,4,4
MLG17,13,13
1-8222,6,6
1-6240,18,18
1-5549,9,9
1-8021,8,8
1-8767,1,1
1-8181,6,6
1-8020,19,19
1-7964,11,11
1-9722,22,22
MLG84,3,3
1-9805,21,21
1-6098,6,6
1-8093,14,14
1-9955,11,11
1-18603,6,6
1-3521,19,19
1-2596,12,12
1-5167,9,9
1-3519,17,17
1-7995,5,5
1-2025,8,8
1-7140,12,12
1-9607,19,19
1-9907,4,4
1-18409,18,18
1-10071,12,12
1-18735,8,8
1-8418,2,2
1-8938,2,2
1-0022,11,11
1-7991,8,8
1-6642,1,1
1-2869,17,17
1-2714,14,14
1-5508,13,13
1-2104,10,10
1-7467,17,17
1-7722,3,3
1-7509,3,3
1-1207,4,4
1-8705,15,15
1-5214,1,1
1-9444,11,11
1-8566,15,15
1-19547,1,1
1-0405,6,6
1-2178,8,8
1-8174,9,9
1-9925,19,19
72-12387,6,6
1-9850,2,2
1-8125,3,3
1-8095,21,21
1-5877,13,13
1-1224,9,9
1-17733,9,9
1-9331,2,2
1-18202,8,8
1-7341,3,3
1-9818,10,10
1-7066,6,6
1-9674,9,9
1-8659,4,4
1-7536,3,3
1-7481,10,10
1-7845,8,8
1-18498,6,6
1-2584,1,1
1-6532,1,1
1-9614,5,5
1-5355,2,2
1-8124,2,2
1-8401,19,19
1-8541,21,21
1-2153,10,10
1-4088,1,1
1-9739,14,14
1-9115,3,3
1-7770,3,3
1-17645,1,1
1-18423,8,8
1-18714,14,14
1-8084,6,6
1-9345,7,7
MLG35,5,5
1-5626,3,3
1-18004,9,9
1-19222,13,13
72-12171,18,18
1-7807,13,13
1-20003,4,4
1-3083,1,1
1-3312,9,9
MLG37,7,7
1-9237,20,20
1-8127,2,2
1-5775,22,22
1-19598,8,8
1-9892,4,4
1-3564,1,1
1-8820,9,9
1-8267,13,13
1-1258,20,20
MLG69,14,14
1-6971,8,8
1-9731,6,6
1-9768,22,22
72-18936,1,1
1-19897,7,7
1-10698,15,15
1-4499,16,16
1-7496,8,8
1-3178,19,19
1-20047,17,17
1-0358,18,18
1-6543,8,8
1-5929,19,19
1-10232,8,8
1-7070,18,18
MLG42,15,15
MLG55,7,7
1-8427,4,4
1-8622,12,12
1-8488,5,5
1-9643,4,4
1-19286,21,21
1-2573,10,10
1-1833,7,7
1-9283,18,18
1-9110,5,5
1-8576,2,2
1-9465,14,14
1-9712,19,19
1-9549,21,21
1-1972,7,7
1-5515,18,18
1-7863,20,20
1-2294,9,9
MLG45,5,5
P-16454,7,7
1-8928,5,5
1-7744,17,17
MLG06,13,13
1-7453,1,1
1-17657,7,7
1-0001,21,21
MLG58,2,2
1-7005,10,10
1-9870,18,18
1-9500,21,21
1-1350,2,2
1-18994,18,18
1-9447,14,14
1-8634,9,9
1-6061,6,6
1-7599,8,8
1-10696,4,4
1-19813,17,17
MLG41,16,16
1-8067,9,9
1-9137,5,5
1-9740,2,2
1-7721,19,19
MLG40,18,18
1-4929,12,12
1-9655,11,11
1-9606,7,7
1-5043,20,20
1-8100,14,14
1-8573,9,9
1-9588,14,14
MLG38,3,3
1-4910,8,8
1-8042,18,18
1-10948,16,16
1-7525,7,7
1-4052,21,21
1-0037,17,17
1-8641,8,8
1-7752,4,4
1-9496,6,6
1-8074,22,22
1-8906,7,7
72-11994,3,3
1-7321,2,2
1-20167,6,6
1-9156,22,22
1-2382,4,4
1-8328,14,14
1-9770,22,22
1-9553,15,15
1-9253,19,19
1-2670,21,21
1-9646,17,17
1-8646,6,6
1-9839,1,1
MLG39,5,5
1-4634,6,6
1-9902,21,21
1-8988,5,5
1-1250,1,1
1-9733,14,14
1-8018,2,2
1-9752,8,8
1-7058,20,20
1-10468,9,9
1-9938,4,4
1-7842,4,4
1-5406,16,16
1-10922,16,16
1-18563,12,12
1-0053,6,6
1-19839,16,16
1-9887,2,2
1-9630,5,5
1-9416,5,5
1-5653,1,1
MLG73,5,5
1-8023,7,7
1-4149,10,10
1-0205,1,1
1-9227,10,10
1-9650,9,9
1-9996,7,7
1-3068,13,13
1-17835,14,14
1-4361,8,8
1-3089,2,2
1-8450,4,4
1-18371,22,22
MLG07,10,10
MLG29,2,2
1-8113,8,8
1-7024,15,15
1-9667,15,15
1-9855,3,3
1-7042,13,13
MLG33,5,5
1-19448,5,5
1-20791,11,11
1-1015,13,13
MLG57,7,7
1-6647,8,8
MLG56,14,14
1-20467,7,7
1-2400,13,13
1-6931,16,16
1-9333,22,22
1-7268,4,4
1-21195,16,16
1-4649,11,11
1-8379,2,2
1-9946,3,3
1-9277,5,5
1-9504,11,11
1-9516,10,10
1-3596,4,4
1-0129,20,20
1-1942,5,5
1-8623,15,15
1-6927,9,9
P-0009,7,7
1-11330,1,1
1-2103,17,17
1-6181,12,12
MLG44,16,16
1-7839,14,14
1-1390,4,4
1-7897,22,22
1-1570,20,20
1-3589,10,10
1-0033,2,2
1-3216,19,19
1-9495,19,19
1-4051,2,2
1-10762,21,21
MLG43,4,4
1-7608,7,7
1-9995,12,12
1-1608,18,18
1-3535,22,22
1-4136,16,16
1-18615,4,4
1-3587,1,1
1-9836,14,14
1-8590,2,2
1-1592,2,2
1-8341,1,1
MLG02,12,12
1-9997,11,11
1-8066,12,12
1-3509,12,12
1-3639,13,13
1-9404,3,3
1-8352,1,1
1-7019,15,15
MLG54,11,11
1-4020,22,22
1-1177,11,11
MLG51,8,8
1-8157,22,22
1-19004,12,12
1-7866,17,17
1-18377,14,14
1-5530,11,11
1-6743,9,9
1-3516,13,13
1-4855,11,11
1-20578,3,3
1-3108,11,11
1-7521,2,2
1-3139,10,10
1-1769,5,5
1-7441,20,20
1-10978,1,1
1-2324,10,10
1-3584,6,6
MLG13,10,10
1-5172,5,5
1-0296,17,17
1-3647,16,16
1-6734,20,20
1-19924,16,16
1-8826,10,10
P-16616,1,1
1-9497,6,6
1-1317,9,9
1-4531,10,10
MLG75,15,15
MLG78,5,5
1-11329,15,15
1-20641,7,7
1-8910,10,10
1-1827,1,1
1-18613,11,11
1-6296,12,12
1-3523,17,17
1-3362,13,13
1-0031,14,14
MLG65,16,16
1-4319,5,5
1-6035,6,6
1-1131,11,11
MLG32,1,1
1-8188,3,3
1-17758,9,9
1-3052,10,10
1-2282,7,7
1-19229,17,17
MLG63,16,16
MLG50,19,19
1-9417,9,9
1-9498,3,3
1-9761,10,10
1-4760,2,2
1-9831,9,9
1-4417,12,12
1-6611,1,1
1-0008,18,18
1-1462,10,10
1-10785,20,20
1-7682,18,18
MLG48,4,4
1-5163,7,7
1-8544,6,6
1-5197,9,9
1-6594,1,1
MLG62,19,19
1-1580,17,17
1-6916,21,21
1-6918,6,6
1-6919,4,4
MLG14,19,19
1-7874,10,10
1-7213,6,6
1-6561,20,20
1-4640,13,13
1-7004,13,13
1-2335,5,5
1-18558,21,21
1-8551,1,1
1-9270,20,20
1-6974,4,4
MLG68,21,21
1-10539,18,18
MLG49,8,8
1-0278,2,2
MLG64,16,16
MLG30,12,12
1-9609,6,6
1-7819,1,1
1-2423,12,12
1-6787,3,3
1-9963,20,20
1-9808,12,12
1-0303,3,3
MLG60,19,19
1-18709,2,2
1-7204,2,2
1-5744,3,3
1-1770,18,18
1-4682,7,7
1-3104,5,5
1-17907,13,13
1-8421,20,20
MLG53,8,8
1-9645,2,2
MLG12,4,4
MLG15,19,19
1-6858,9,9
1-8314,3,3
1-8285,18,18
1-1957,15,15
1-18203,15,15
1-10451,9,9
1-6216,10,10
1-6692,22,22
1-8172,4,4
1-8398,16,16
1-6878,12,12
1-7122,22,22
1-4700,6,6
1-6006,1,1
1-4355,21,21
1-9379,15,15
1-2701,13,13
1-6693,6,6
1-3141,20,20
1-7614,4,4
1-6914,10,10
1-5654,18,18
MLG59,16,16
1-9610,22,22
1-5161,15,15
1-6980,7,7
MLG10,2,2
MLG72,5,5
MLG52,6,6
1-19166,10,10
MLG11,1,1
1-3447,11,11
1-3217,11,11
1-6538,4,4
1-3534,13,13
1-7152,13,13
1-3106,4,4
1-1935,11,11
1-2297,9,9
1-4098,5,5
1-8529,7,7
1-8397,1,1
1-0272,3,3
1-17790,17,17
1-8186,17,17
1-8503,3,3
1-7182,9,9
1-2545,21,21
1-7993,3,3
1-9651,3,3
1-1183,1,1
1-1989,2,2
1-10060,5,5
1-5913,5,5
1-5981,4,4
1-13247,8,8
1-6228,10,10
1-8578,5,5
1-1204,3,3
1-9794,15,15
1-9518,14,14
1-9452,4,4
1-8400,15,15
1-18234,12,12
1-19205,12,12
1-9055,3,3
1-9394,22,22
1-9286,2,2
1-1005,6,6
1-10038,7,7
1-4390,10,10
1-9491,5,5
MLG31,3,3
1-5980,6,6
1-8678,19,19
1-6900,4,4
