Exam Group,Exam Block,adj_block
1-11350,17,17
1-9578,12,12
1-3551,4,4
MLG09,4,4
1-6028,1,1
1-1836,3,3
1-3265,17,17
MLG08,3,3
1-3176,15,15
1-8493,6,6
1-19915,3,3
1-8627,18,18
1-0292,12,12
1-18487,5,5
1-20012,4,4
1-9076,17,17
1-5425,9,9
1-4747,3,3
1-6227,7,7
1-6909,11,11
1-8532,8,8
1-18935,3,3
1-3206,22,22
1-9697,5,5
1-3033,5,5
1-8094,17,17
1-11206,5,5
1-6531,21,21
1-5036,6,6
1-18028,14,14
1-1850,4,4
1-4926,2,2
1-2034,6,6
1-19549,17,17
1-5282,8,8
1-9861,7,7
1-9338,9,9
1-3175,7,7
1-5002,6,6
1-5531,21,21
1-6718,3,3
1-6217,14,14
1-4847,13,13
1-5891,7,7
1-19447,2,2
1-7530,8,8
1-9457,3,3
1-5990,1,1
1-9971,15,15
1-4494,5,5
1-9576,14,14
1-9436,6,6
1-5413,15,15
1-5424,1,1
1-1191,13,13
1-5803,4,4
1-5799,1,1
1-19567,1,1
1-7527,16,16
MLG67,16,16
1-3087,2,2
1-4842,15,15
1-19568,8,8
1-9838,2,2
MLG46,2,2
1-5555,18,18
1-10444,1,1
1-3646,11,11
1-10951,16,16
1-9806,20,20
1-0055,18,18
1-5914,20,20
1-0027,6,6
1-9455,20,20
1-0003,22,22
1-21192,10,10
1-9034,11,11
1-19927,16,16
