i,count
17,197
22,125
9,250
6,291
12,98
16,217
14,241
10,121
5,162
1,191
11,90
8,128
13,122
3,155
4,114
18,135
20,216
7,220
2,151
15,134
21,138
19,66
23,0
24,0
