i,j,count
20,7,91
15,11,71
5,8,170
5,7,129
8,7,88
3,14,32
3,10,52
14,10,152
17,14,174
17,18,316
17,12,167
17,11,146
14,18,412
14,12,302
14,11,203
18,12,188
18,11,239
12,11,191
6,9,54
13,14,327
13,18,334
13,11,165
13,22,240
14,22,225
18,22,195
11,22,52
21,9,51
21,10,249
9,10,173
22,8,68
22,18,88
22,2,67
22,16,51
8,18,191
8,2,188
8,16,185
18,2,237
18,16,256
2,16,87
14,8,302
14,5,301
8,22,104
8,5,173
22,5,65
14,21,253
12,18,274
12,20,259
18,20,273
8,19,273
19,2,129
19,7,31
2,7,130
18,13,88
18,15,192
18,3,105
18,8,290
13,15,90
13,20,330
13,3,83
13,8,273
15,20,141
15,3,49
15,8,83
20,3,48
20,8,144
3,8,82
22,14,76
22,17,68
8,14,130
8,17,155
14,17,291
18,17,237
3,13,29
3,2,56
14,13,131
14,2,334
13,2,122
14,6,112
14,16,235
6,16,61
12,14,179
12,19,300
14,19,202
22,6,55
15,21,32
15,22,61
21,22,49
21,6,92
21,12,97
6,12,43
18,5,306
18,21,138
5,21,108
13,6,143
12,5,390
18,19,199
5,19,169
6,17,67
6,15,36
6,4,74
17,15,106
17,4,237
15,4,63
18,10,161
1,2,60
13,5,228
5,6,115
5,20,206
6,20,41
5,1,93
11,7,116
11,17,158
11,20,280
7,17,96
7,20,123
17,20,230
7,4,63
13,7,115
21,17,119
21,16,147
17,16,185
10,20,82
13,12,216
12,8,236
12,3,88
14,3,97
19,3,21
1,17,69
1,4,62
14,7,129
14,9,205
7,18,82
7,9,37
18,9,112
2,22,57
2,6,33
7,22,60
7,6,75
17,7,74
17,21,165
7,21,62
12,16,240
12,6,144
16,6,44
12,17,267
19,17,89
11,8,214
12,21,162
14,20,235
13,16,212
13,21,180
16,20,68
16,21,35
20,21,87
8,11,133
8,21,143
8,4,114
8,15,52
11,21,134
11,4,131
11,15,50
21,4,95
21,15,56
4,15,40
7,14,62
13,19,191
2,8,112
2,19,86
15,13,40
15,5,82
3,5,66
16,11,26
16,2,122
11,2,81
17,9,196
17,10,163
17,8,211
17,2,151
8,20,176
8,9,92
20,17,91
20,9,67
20,16,144
9,16,103
8,6,92
6,11,59
8,10,127
22,20,111
22,10,103
20,10,134
1,5,98
1,16,85
5,16,210
8,12,189
20,12,70
5,18,246
5,2,145
5,15,92
18,7,106
7,2,138
7,15,44
2,15,35
12,10,141
12,15,90
10,19,146
10,15,22
19,15,71
4,18,205
4,11,112
15,16,88
1,7,63
1,13,55
7,13,68
3,11,22
5,11,69
4,13,44
4,16,113
11,18,153
11,16,91
1,8,48
11,19,244
19,20,295
6,3,15
17,3,78
3,4,34
22,15,26
22,1,36
22,7,52
15,1,54
15,7,48
18,1,189
1,19,110
1,15,47
1,11,63
19,11,150
8,3,43
3,20,65
21,11,226
21,5,122
11,5,136
11,12,140
14,1,161
1,20,157
4,2,98
18,4,169
12,4,151
21,3,39
5,3,58
4,10,54
10,16,72
14,15,132
7,8,118
11,14,89
11,10,104
19,10,183
16,5,70
22,13,25
2,13,102
3,17,76
10,17,87
16,15,41
15,2,76
12,2,167
19,12,49
19,6,70
13,1,100
16,19,83
1,14,44
10,7,93
10,8,84
14,4,154
4,20,72
4,12,72
15,17,53
15,9,91
17,6,165
15,6,55
10,6,101
2,3,31
5,4,118
12,1,112
21,18,152
21,1,37
19,18,93
10,18,45
15,18,108
2,11,52
19,16,114
18,6,118
18,18,116
6,18,57
22,11,29
4,21,58
10,11,98
11,6,92
2,17,46
15,10,46
21,2,113
9,18,183
13,9,195
9,2,109
2,18,80
9,11,40
7,16,46
22,19,44
1,18,116
5,14,106
5,12,164
21,7,115
12,7,129
5,13,57
10,21,99
4,17,66
9,8,86
8,13,102
3,16,30
20,18,147
10,22,67
13,4,168
12,13,81
4,7,81
17,19,155
6,19,52
12,9,129
9,17,81
17,13,115
16,17,64
22,9,40
20,11,120
10,9,78
11,9,68
18,14,133
4,5,89
3,21,38
3,12,40
21,20,117
5,10,106
17,5,218
10,4,91
10,14,31
6,7,43
6,14,22
4,14,43
2,21,48
6,21,28
20,19,254
3,22,62
2,9,42
2,12,38
9,12,61
9,6,36
11,13,55
17,1,96
17,22,136
1,22,63
7,3,43
14,14,101
16,18,70
19,21,98
4,8,91
5,5,123
16,22,60
19,4,72
2,5,79
13,10,155
6,22,56
15,14,53
21,19,155
21,8,119
2,20,75
7,10,70
19,8,80
22,12,54
7,11,59
5,22,122
8,1,84
6,10,43
21,13,28
7,19,54
6,5,65
13,17,253
20,4,82
4,19,100
4,22,69
19,22,66
20,22,53
9,22,88
9,13,20
9,9,92
20,5,103
20,6,67
11,1,64
20,14,44
9,7,36
9,15,62
3,19,77
3,9,50
19,9,62
9,4,65
22,21,31
10,1,26
1,10,51
16,8,72
20,13,59
5,9,126
4,9,32
4,3,11
5,17,178
9,5,76
9,14,32
15,12,38
1,6,52
6,8,54
16,14,16
4,1,45
9,1,47
1,9,38
3,7,34
3,6,59
4,6,43
19,14,51
16,4,52
20,15,44
1,12,62
20,1,53
19,5,73
6,2,50
16,10,64
3,18,45
11,3,47
20,2,73
7,5,74
6,13,48
15,19,85
16,12,50
7,12,66
16,3,16
7,1,42
9,3,41
9,19,114
22,4,49
12,22,189
2,4,55
19,13,69
9,20,56
10,5,64
2,14,37
10,12,29
2,10,36
16,1,33
16,7,33
1,21,37
19,1,34
2,1,49
22,3,20
1,3,34
10,3,38
10,13,13
3,1,27
16,9,49
6,1,32
9,21,37
10,2,35
21,14,53
16,13,16
3,15,12
2,2,1
