i,j,count
13,4,20
4,13,20
3,5,33
5,3,33
13,20,13
20,13,13
12,8,27
8,12,27
5,13,12
13,5,12
20,8,18
8,20,18
10,13,18
13,10,18
12,20,40
20,12,40
1,3,15
3,1,15
17,5,40
5,17,40
20,1,14
1,20,14
18,6,24
6,18,24
10,5,42
5,10,42
14,1,10
1,14,10
14,17,27
17,14,27
1,7,67
7,1,67
10,12,57
12,10,57
2,14,27
14,2,27
9,2,10
2,9,10
11,15,6
15,11,6
6,9,22
9,6,22
6,13,37
13,6,37
7,4,18
4,7,18
15,2,11
2,15,11
7,2,20
2,7,20
9,5,28
5,9,28
14,6,43
6,14,43
15,8,13
8,15,13
16,17,10
17,16,10
12,5,35
5,12,35
4,20,26
20,4,26
15,9,9
9,15,9
11,13,24
13,11,24
13,17,18
17,13,18
15,18,17
18,15,17
6,8,19
8,6,19
3,4,20
4,3,20
10,15,21
15,10,21
11,20,33
20,11,33
1,17,6
17,1,6
15,1,12
1,15,12
8,3,20
3,8,20
15,13,14
13,15,14
14,15,8
15,14,8
10,14,41
14,10,41
9,8,15
8,9,15
3,14,8
14,3,8
20,5,34
5,20,34
12,7,16
7,12,16
10,3,15
3,10,15
4,5,24
5,4,24
19,7,15
7,19,15
16,9,17
9,16,17
16,3,7
3,16,7
14,19,14
19,14,14
10,17,15
17,10,15
2,13,34
13,2,34
8,11,14
11,8,14
14,5,26
5,14,26
18,7,18
7,18,18
10,11,51
11,10,51
5,1,20
1,5,20
11,5,40
5,11,40
10,7,22
7,10,22
3,6,28
6,3,28
10,18,18
18,10,18
7,14,14
14,7,14
12,19,12
19,12,12
2,20,20
20,2,20
12,9,19
9,12,19
6,12,53
12,6,53
8,7,18
7,8,18
12,3,14
3,12,14
5,6,55
6,5,55
18,11,21
11,18,21
8,17,13
17,8,13
11,11,10
12,14,37
14,12,37
2,16,14
16,2,14
2,17,25
17,2,25
11,4,35
4,11,35
16,15,43
15,16,43
12,11,42
11,12,42
20,19,16
19,20,16
15,17,10
17,15,10
20,3,20
3,20,20
15,20,19
20,15,19
7,6,35
6,7,35
9,14,12
14,9,12
14,4,24
4,14,24
7,11,17
11,7,17
5,16,7
16,5,7
4,15,15
15,4,15
18,16,9
16,18,9
14,8,28
8,14,28
11,16,28
16,11,28
14,11,39
11,14,39
12,2,19
2,12,19
15,7,13
7,15,13
12,16,17
16,12,17
2,3,10
3,2,10
15,6,22
6,15,22
18,9,16
9,18,16
14,13,21
13,14,21
8,18,8
18,8,8
5,18,18
18,5,18
1,18,12
18,1,12
11,1,17
1,11,17
19,15,29
15,19,29
11,2,30
2,11,30
10,4,27
4,10,27
20,20,18
6,11,55
11,6,55
18,17,17
17,18,17
4,9,19
9,4,19
3,13,23
13,3,23
16,8,18
8,16,18
16,19,3
19,16,3
3,9,10
9,3,10
4,2,15
2,4,15
8,5,31
5,8,31
6,2,38
2,6,38
12,12,20
18,12,29
12,18,29
18,3,23
3,18,23
2,8,10
8,2,10
18,19,12
19,18,12
14,14,20
20,7,23
7,20,23
19,3,15
3,19,15
10,20,25
20,10,25
20,17,19
17,20,19
19,2,7
2,19,7
15,12,22
12,15,22
