i,count
7,160
17,152
3,184
4,142
2,202
11,218
20,165
10,208
13,143
14,142
1,211
5,277
12,172
9,164
16,112
18,175
6,214
8,121
19,160
15,240
21,0
22,0
23,0
24,0
