i,j,count
10,4,27
4,10,27
13,12,27
12,13,27
13,5,15
5,13,15
3,11,27
11,3,27
20,2,30
2,20,30
10,13,18
13,10,18
12,20,39
20,12,39
10,5,49
5,10,49
2,6,49
6,2,49
3,1,28
1,3,28
13,3,39
3,13,39
18,11,18
11,18,18
14,1,29
1,14,29
14,17,16
17,14,16
2,7,68
7,2,68
10,12,70
12,10,70
2,14,15
14,2,15
11,15,6
15,11,6
2,9,14
9,2,14
6,13,52
13,6,52
7,8,16
8,7,16
15,2,16
2,15,16
7,12,10
12,7,10
1,12,16
12,1,16
12,6,53
6,12,53
15,8,13
8,15,13
12,8,26
8,12,26
7,1,10
1,7,10
16,17,10
17,16,10
5,20,35
20,5,35
15,9,13
9,15,13
11,13,28
13,11,28
13,17,20
17,13,20
15,5,18
5,15,18
6,8,20
8,6,20
3,4,21
4,3,21
11,20,29
20,11,29
15,3,12
3,15,12
12,2,15
2,12,15
8,3,25
3,8,25
15,13,19
13,15,19
14,15,20
15,14,20
10,14,32
14,10,32
4,20,25
20,4,25
3,14,13
14,3,13
5,3,32
3,5,32
4,5,18
5,4,18
18,3,25
3,18,25
16,9,18
9,16,18
16,3,18
3,16,18
14,19,11
19,14,11
10,17,26
17,10,26
1,13,31
13,1,31
17,5,25
5,17,25
9,3,37
3,9,37
10,11,48
11,10,48
11,5,28
5,11,28
3,6,39
6,3,39
10,18,13
18,10,13
7,14,5
14,7,5
3,19,18
19,3,18
6,19,11
19,6,11
5,6,42
6,5,42
8,1,13
1,8,13
11,11,10
1,16,18
16,1,18
2,17,21
17,2,21
11,4,40
4,11,40
16,15,48
15,16,48
12,11,41
11,12,41
20,19,22
19,20,22
15,17,9
17,15,9
20,18,12
18,20,12
15,20,21
20,15,21
7,6,34
6,7,34
9,14,15
14,9,15
14,4,26
4,14,26
7,15,12
15,7,12
8,16,19
16,8,19
7,10,21
10,7,21
18,16,11
16,18,11
14,11,39
11,14,39
11,16,24
16,11,24
3,7,12
7,3,12
6,16,19
16,6,19
16,2,8
2,16,8
17,7,18
7,17,18
12,16,22
16,12,22
7,4,11
4,7,11
6,14,62
14,6,62
14,13,18
13,14,18
8,18,8
18,8,8
5,18,23
18,5,23
19,18,12
18,19,12
11,1,23
1,11,23
19,15,28
15,19,28
11,2,25
2,11,25
12,19,19
19,12,19
16,16,18
8,14,21
14,8,21
6,11,40
11,6,40
18,14,16
14,18,16
5,9,13
9,5,13
5,14,21
14,5,21
16,19,3
19,16,3
12,14,26
14,12,26
18,2,17
2,18,17
8,5,26
5,8,26
6,1,22
1,6,22
12,12,20
18,6,19
6,18,19
