i,j,count
5,20,212
20,5,212
18,15,345
15,18,345
6,18,377
6,20,309
18,6,377
18,20,298
20,6,309
20,18,298
2,10,304
2,19,130
10,2,304
10,19,155
19,2,130
19,10,155
12,4,316
12,13,485
12,21,506
12,3,493
4,12,316
4,13,243
4,21,256
4,3,247
13,12,485
13,4,243
13,21,405
13,3,319
21,12,506
21,4,256
21,13,405
21,3,465
3,12,493
3,4,247
3,13,319
3,21,465
11,16,134
16,11,134
1,10,392
1,13,491
1,12,567
1,3,463
10,1,392
10,13,304
10,12,385
10,3,330
13,1,491
13,10,304
12,1,567
12,10,385
3,1,463
3,10,330
11,15,233
11,18,145
15,11,233
18,11,145
8,9,209
8,13,225
8,14,45
8,2,138
9,8,209
9,13,179
9,14,108
9,2,110
13,8,225
13,9,179
13,14,205
13,2,293
14,8,45
14,9,108
14,13,205
14,2,151
2,8,138
2,9,110
2,13,293
2,14,151
10,15,144
10,6,327
15,10,144
15,3,158
15,6,151
3,15,158
3,6,328
6,10,327
6,15,151
6,3,328
10,8,155
8,10,155
21,5,342
13,5,456
5,21,342
5,13,456
18,7,364
18,5,359
18,1,403
7,18,364
7,5,339
7,1,326
5,18,359
5,7,339
5,1,442
1,18,403
1,7,326
1,5,442
13,7,281
13,16,177
1,16,188
1,8,224
7,13,281
7,16,137
7,8,112
5,16,100
5,8,204
16,13,177
16,1,188
16,7,137
16,5,100
16,8,156
8,1,224
8,7,112
8,5,204
8,16,156
8,4,139
8,12,255
9,4,73
9,12,240
4,8,139
4,9,73
12,8,255
12,9,240
20,4,183
20,10,187
4,20,183
4,18,342
4,10,130
18,4,342
18,10,201
10,20,187
10,4,130
10,18,201
10,7,219
7,10,219
21,10,370
21,17,328
10,21,370
10,17,210
17,21,328
17,10,210
3,11,282
11,3,282
8,11,156
11,8,156
11,2,192
2,11,192
9,18,155
18,9,155
13,6,411
13,11,309
6,13,411
6,11,301
11,13,309
11,6,301
1,11,311
11,1,311
21,6,638
6,21,638
6,5,417
5,6,417
9,5,166
5,9,166
5,14,201
5,2,332
14,5,201
2,5,332
4,2,216
2,4,216
15,8,139
8,15,139
1,6,395
6,1,395
11,5,300
5,11,300
6,9,214
9,6,214
19,20,174
19,12,217
19,8,243
20,19,174
20,12,281
20,8,194
12,19,217
12,20,281
8,19,243
8,20,194
3,14,140
12,14,259
14,3,140
14,12,259
1,20,322
3,20,244
20,1,322
20,3,244
4,7,117
12,7,327
7,4,117
7,12,327
1,21,370
21,1,370
21,7,218
7,21,218
4,5,246
4,1,283
5,4,246
1,4,283
3,2,288
2,3,288
6,17,288
20,15,179
20,17,86
15,20,179
15,17,123
17,6,288
17,20,86
17,15,123
12,5,500
12,11,393
5,12,500
11,12,393
21,8,264
21,11,317
8,21,264
11,21,317
6,12,550
12,6,550
19,5,156
5,19,156
1,9,199
20,9,151
20,11,284
9,1,199
9,20,151
9,11,131
11,20,284
11,9,131
14,16,153
14,20,238
16,14,153
16,20,157
16,12,195
20,14,238
20,16,157
12,16,195
3,16,111
10,16,79
16,3,111
16,10,79
7,2,254
7,6,241
1,2,378
2,7,254
2,1,378
2,6,318
6,7,241
6,2,318
19,21,218
21,19,218
12,15,253
12,18,392
15,12,253
18,12,392
5,3,405
3,5,405
12,2,297
2,12,297
9,3,175
3,9,175
8,17,476
17,8,476
17,5,226
17,2,227
5,17,226
2,17,227
6,14,213
6,16,204
13,20,246
20,13,246
14,6,213
16,6,204
21,16,164
17,16,161
16,21,164
16,17,161
21,2,344
16,2,162
2,21,344
2,16,162
20,2,176
2,20,176
6,19,217
19,6,217
9,19,77
1,19,215
19,9,77
19,1,215
19,13,202
13,19,202
11,4,169
4,11,169
19,17,228
17,19,228
9,21,202
9,15,68
21,9,202
21,15,154
1,15,267
15,9,68
15,21,154
15,1,267
9,16,82
16,9,82
15,19,62
19,15,62
19,18,155
18,19,155
4,19,132
4,6,233
11,19,159
19,4,132
19,11,159
6,4,233
13,18,244
21,18,242
18,13,244
18,21,242
5,10,241
10,5,241
11,7,162
15,7,75
7,11,162
7,15,75
9,7,100
7,9,100
10,9,123
9,10,123
19,3,119
3,19,119
15,5,149
15,2,112
5,15,149
2,15,112
14,18,87
18,14,87
18,3,223
3,18,223
6,8,220
8,6,220
8,18,224
18,8,224
21,14,162
14,21,162
4,14,164
14,4,164
3,8,187
8,3,187
10,11,235
11,10,235
17,9,151
9,17,151
14,15,79
15,14,79
17,13,127
13,17,127
21,20,256
20,21,256
18,2,287
2,18,287
17,7,132
19,7,169
7,17,132
7,19,169
13,15,163
15,13,163
15,16,63
16,15,63
1,17,216
17,1,216
18,17,120
17,18,120
7,20,154
20,7,154
3,7,210
7,3,210
17,3,247
3,17,247
12,17,322
17,12,322
1,14,224
14,1,224
11,17,187
17,11,187
10,14,130
14,10,130
17,14,62
14,17,62
17,4,96
4,17,96
19,16,73
16,19,73
15,4,107
4,15,107
7,14,96
14,7,96
14,11,151
11,14,151
18,16,88
16,18,88
19,14,63
14,19,63
16,4,59
4,16,59
