i,j,count
5,3,15
3,5,15
15,20,10
20,15,10
16,1,34
1,16,34
7,18,42
18,7,42
19,16,16
16,19,16
8,17,17
17,8,17
10,16,35
16,10,35
7,8,45
8,7,45
1,8,24
8,1,24
15,9,28
9,15,28
1,5,22
5,1,22
19,17,40
17,19,40
20,3,16
3,20,16
10,6,13
6,10,13
3,2,12
2,3,12
12,14,21
14,12,21
5,11,61
11,5,61
10,7,67
7,10,67
22,13,18
13,22,18
14,23,7
23,14,7
17,20,7
20,17,7
5,9,10
9,5,10
21,2,17
2,21,17
2,5,16
5,2,16
10,19,37
19,10,37
1,11,15
11,1,15
6,1,11
1,6,11
11,20,15
20,11,15
12,8,14
8,12,14
21,17,19
17,21,19
7,17,22
17,7,22
13,5,9
5,13,9
16,12,11
12,16,11
7,19,28
19,7,28
14,8,36
8,14,36
21,9,12
9,21,12
22,16,22
16,22,22
11,12,10
12,11,10
18,17,19
17,18,19
2,8,10
8,2,10
7,1,30
1,7,30
22,8,32
8,22,32
1,14,10
14,1,10
10,12,15
12,10,15
17,13,14
13,17,14
22,17,19
17,22,19
21,16,17
16,21,17
12,1,20
1,12,20
18,3,19
3,18,19
4,13,3
13,4,3
8,19,34
19,8,34
7,14,15
14,7,15
4,5,13
5,4,13
9,23,8
23,9,8
2,9,9
9,2,9
2,17,15
17,2,15
4,23,6
23,4,6
10,14,30
14,10,30
23,11,25
11,23,25
5,22,25
22,5,25
12,19,11
19,12,11
6,23,8
23,6,8
4,22,12
22,4,12
9,12,9
12,9,9
22,19,27
19,22,27
7,23,17
23,7,17
15,8,13
8,15,13
12,3,14
3,12,14
10,1,29
1,10,29
6,3,12
3,6,12
10,13,17
13,10,17
7,6,18
6,7,18
11,8,23
8,11,23
7,11,20
11,7,20
13,12,7
12,13,7
5,6,13
6,5,13
7,4,15
4,7,15
19,18,20
18,19,20
20,22,19
22,20,19
5,15,13
15,5,13
4,4,10
7,5,34
5,7,34
23,16,12
16,23,12
10,15,14
15,10,14
22,10,46
10,22,46
23,21,36
21,23,36
7,22,38
22,7,38
7,12,18
12,7,18
16,8,33
8,16,33
6,18,13
18,6,13
20,16,16
16,20,16
20,1,13
1,20,13
19,1,14
1,19,14
5,18,13
18,5,13
20,19,32
19,20,32
2,10,19
10,2,19
12,21,13
21,12,13
12,18,8
18,12,8
22,3,29
3,22,29
3,14,17
14,3,17
6,22,19
22,6,19
23,5,10
5,23,10
22,14,27
14,22,27
9,1,13
1,9,13
6,2,8
2,6,8
23,1,18
1,23,18
7,16,24
16,7,24
9,14,45
14,9,45
11,9,6
9,11,6
23,15,3
15,23,3
18,13,19
13,18,19
4,11,3
11,4,3
14,17,16
17,14,16
20,21,14
21,20,14
22,11,17
11,22,17
10,8,23
8,10,23
7,20,24
20,7,24
23,23,18
21,22,18
22,21,18
1,21,12
21,1,12
15,16,7
16,15,7
16,17,24
17,16,24
1,3,10
3,1,10
17,3,13
3,17,13
7,2,14
2,7,14
3,19,15
19,3,15
21,11,5
11,21,5
7,13,15
13,7,15
21,7,21
7,21,21
15,1,11
1,15,11
1,22,32
22,1,32
21,19,50
19,21,50
8,5,31
5,8,31
7,7,20
2,18,8
18,2,8
9,18,18
18,9,18
14,11,5
11,14,5
5,16,14
16,5,14
17,12,7
12,17,7
6,14,6
14,6,6
20,6,16
6,20,16
13,13,20
19,15,10
15,19,10
7,3,23
3,7,23
11,2,9
2,11,9
18,22,23
22,18,23
18,14,15
14,18,15
3,21,4
21,3,4
21,6,2
6,21,2
20,18,14
18,20,14
15,7,17
7,15,17
11,18,11
18,11,11
22,12,13
12,22,13
15,3,5
3,15,5
4,12,4
12,4,4
23,10,17
10,23,17
18,8,19
8,18,19
3,16,24
16,3,24
13,6,12
6,13,12
15,13,9
13,15,9
6,9,10
9,6,10
13,20,3
20,13,3
17,9,35
9,17,35
23,12,17
12,23,17
2,12,6
12,2,6
10,11,23
11,10,23
4,14,3
14,4,3
23,22,17
22,23,17
10,3,24
3,10,24
20,14,19
14,20,19
12,20,8
20,12,8
6,8,8
8,6,8
3,4,10
4,3,10
12,15,10
15,12,10
6,11,4
11,6,4
10,17,15
17,10,15
8,21,19
21,8,19
6,15,7
15,6,7
14,19,18
19,14,18
15,4,5
4,15,5
23,3,12
3,23,12
13,3,6
3,13,6
10,9,8
9,10,8
5,12,12
12,5,12
14,2,17
2,14,17
13,16,9
16,13,9
6,19,11
19,6,11
13,14,10
14,13,10
15,2,11
2,15,11
1,18,12
18,1,12
9,20,10
20,9,10
10,18,16
18,10,16
19,5,19
5,19,19
18,23,5
23,18,5
4,1,6
1,4,6
11,13,5
13,11,5
4,21,5
21,4,5
10,5,22
5,10,22
23,20,10
20,23,10
18,16,7
16,18,7
13,1,8
1,13,8
6,16,10
16,6,10
19,4,10
4,19,10
23,8,17
8,23,17
9,4,6
4,9,6
5,20,19
20,5,19
4,2,2
2,4,2
22,2,14
2,22,14
13,23,20
23,13,20
19,13,6
13,19,6
18,15,9
15,18,9
14,5,22
5,14,22
21,14,9
14,21,9
9,3,5
3,9,5
2,19,13
19,2,13
10,21,12
21,10,12
15,17,9
17,15,9
2,20,6
20,2,6
13,2,5
2,13,5
16,2,5
2,16,5
23,17,9
17,23,9
4,17,4
17,4,4
15,22,14
22,15,14
5,21,12
21,5,12
3,8,15
8,3,15
22,9,15
9,22,15
20,8,14
8,20,14
16,4,14
4,16,14
9,8,19
8,9,19
19,11,11
11,19,11
14,16,10
16,14,10
8,4,7
4,8,7
18,4,6
4,18,6
2,1,8
1,2,8
11,16,11
16,11,11
6,4,4
4,6,4
10,4,11
4,10,11
13,9,11
9,13,11
15,14,4
14,15,4
11,17,6
17,11,6
2,23,11
23,2,11
1,17,7
17,1,7
16,9,12
9,16,12
19,9,3
9,19,3
11,3,6
3,11,6
20,4,5
4,20,5
18,21,3
21,18,3
23,19,5
19,23,5
20,10,6
10,20,6
11,15,5
15,11,5
8,13,7
13,8,7
15,21,6
21,15,6
5,17,9
17,5,9
9,7,6
7,9,6
6,12,2
12,6,2
6,17,6
17,6,6
13,21,3
21,13,3
1,1,0
1,24,0
2,2,0
2,24,0
3,3,0
3,24,0
4,24,0
5,5,0
5,24,0
6,6,0
6,24,0
7,24,0
8,8,0
8,24,0
9,9,0
9,24,0
10,10,0
10,24,0
11,11,0
11,24,0
12,12,0
