i,j,count
19,2,114
2,19,114
9,20,196
20,9,196
3,22,229
3,20,207
22,3,229
22,20,141
20,3,207
20,22,141
1,6,98
1,17,163
6,1,98
6,17,112
17,1,163
17,6,112
3,23,361
3,4,311
3,5,441
3,13,146
23,3,361
23,4,411
23,5,499
23,13,171
4,3,311
4,23,411
4,5,413
4,13,252
5,3,441
5,23,499
5,4,413
5,13,147
13,3,146
13,23,171
13,4,252
13,5,147
22,16,116
16,22,116
11,6,254
11,4,409
11,18,146
11,16,450
6,11,254
6,4,238
6,18,85
6,16,157
4,11,409
4,6,238
4,18,156
4,16,292
18,11,146
18,6,85
18,4,156
18,16,104
16,11,450
16,6,157
16,4,292
16,18,104
15,16,123
15,2,470
16,15,123
16,2,297
2,15,470
2,16,297
21,10,166
21,4,433
21,8,136
21,12,246
10,21,166
10,4,214
10,8,88
10,12,213
4,21,433
4,10,214
4,8,151
4,12,271
8,21,136
8,10,88
8,4,151
8,12,110
12,21,246
12,10,213
12,4,271
12,8,110
23,19,184
23,20,256
23,21,336
19,23,184
19,20,86
19,21,126
20,23,256
20,19,86
20,21,220
21,23,336
21,19,126
21,20,220
23,7,391
7,23,391
1,4,270
1,21,140
4,1,270
21,1,140
2,13,367
2,17,244
2,11,282
13,2,367
13,17,183
13,11,147
17,2,244
17,13,183
17,11,134
11,2,282
11,13,147
11,17,134
4,19,183
11,21,333
11,1,219
11,19,185
13,21,77
13,1,97
13,19,40
21,11,333
21,13,77
1,11,219
1,13,97
1,19,124
19,4,183
19,11,185
19,13,40
19,1,124
21,22,120
21,7,246
10,23,218
10,22,247
10,7,188
23,10,218
23,22,227
22,21,120
22,10,247
22,23,227
22,7,221
7,21,246
7,10,188
7,22,221
6,23,189
6,5,240
23,6,189
5,6,240
18,23,173
18,17,145
23,18,173
23,17,240
17,18,145
17,23,240
9,15,193
9,12,119
15,9,193
15,12,188
12,9,119
12,15,188
17,20,124
17,15,187
20,17,124
20,15,264
15,17,187
15,20,264
4,15,299
10,15,233
15,4,299
15,10,233
6,19,65
19,6,65
11,22,218
22,11,218
18,10,177
18,15,124
10,18,177
15,18,124
20,8,167
20,4,240
8,20,167
8,23,187
4,20,240
23,8,187
23,1,232
1,23,232
1,5,242
5,1,242
11,3,341
3,11,341
3,21,268
21,3,268
14,20,146
14,7,196
14,9,245
20,14,146
20,7,237
7,14,196
7,20,237
7,9,166
9,14,245
9,7,166
16,7,263
16,3,214
7,16,263
7,3,366
3,16,214
3,7,366
11,20,193
1,20,155
20,11,193
20,1,155
17,7,190
17,14,215
7,17,190
14,17,215
18,21,112
21,18,112
11,12,253
12,11,253
12,6,169
6,12,169
5,15,299
5,11,385
23,15,392
23,11,483
15,5,299
15,23,392
15,11,288
11,5,385
11,23,483
11,15,288
15,19,128
19,15,128
6,9,159
4,9,280
5,9,226
9,6,159
9,4,280
9,5,226
10,20,141
10,17,121
20,10,141
4,17,283
17,10,121
17,4,283
7,2,355
7,15,344
2,7,355
15,7,344
5,12,267
5,22,226
12,5,267
12,22,250
22,5,226
22,12,250
5,7,453
7,5,453
14,12,120
12,14,120
6,10,118
6,15,118
11,10,190
11,9,199
10,6,118
10,11,190
10,9,100
9,11,199
9,10,100
15,6,118
19,8,41
19,9,76
2,8,133
2,9,354
2,21,158
8,19,41
8,2,133
8,9,143
9,19,76
9,2,354
9,8,143
9,21,221
21,2,158
21,9,221
16,23,256
23,16,256
14,11,142
14,1,138
14,18,47
11,14,142
1,14,138
1,18,72
18,14,47
18,1,72
12,1,122
1,12,122
1,8,109
8,1,109
7,19,190
7,11,406
19,7,190
11,7,406
17,21,255
17,16,110
17,12,121
21,17,255
21,16,153
16,17,110
16,21,153
16,12,145
12,17,121
12,16,145
