Exam Group,Exam Block,adj_block
1-20047,6,6
1-0358,22,22
1-6543,8,8
1-5929,11,11
1-10232,7,7
1-7070,6,6
MLG42,19,19
MLG55,16,16
1-8427,6,6
1-8622,16,16
1-8488,15,15
1-9643,22,22
1-19286,19,19
1-2573,10,10
1-1833,17,17
1-9283,18,18
1-9110,22,22
1-8576,16,16
1-9465,12,12
1-9712,1,1
1-9549,2,2
1-1972,3,3
1-5515,12,12
1-7863,14,14
1-2294,7,7
MLG45,17,17
P-16454,7,7
1-8928,9,9
1-7744,14,14
MLG06,1,1
1-7453,3,3
1-17657,12,12
1-0001,13,13
MLG58,11,11
1-7005,10,10
1-9870,5,5
1-9500,17,17
1-1350,18,18
1-18994,19,19
1-9447,14,14
1-8634,3,3
1-6061,19,19
1-7599,21,21
1-10696,10,10
1-19813,1,1
MLG41,3,3
1-8067,7,7
1-9137,15,15
1-9740,9,9
1-7721,1,1
MLG40,1,1
1-4929,7,7
1-9655,18,18
1-9606,22,22
1-5043,14,14
1-8100,9,9
1-8573,22,22
1-9588,21,21
MLG38,20,20
1-4910,13,13
1-8042,16,16
1-10948,6,6
1-7525,4,4
1-4052,11,11
1-0037,20,20
1-8641,6,6
1-7752,15,15
1-9496,12,12
1-8074,15,15
1-8906,1,1
72-11994,6,6
1-7321,4,4
1-20167,2,2
1-9156,17,17
1-2382,3,3
1-8328,21,21
1-9770,17,17
1-9553,5,5
1-9253,1,1
1-2670,1,1
1-9646,7,7
1-8646,11,11
1-9839,2,2
MLG39,19,19
1-4634,20,20
1-9902,16,16
1-8988,4,4
1-1250,6,6
1-9733,17,17
1-8018,11,11
1-9752,13,13
1-7058,22,22
1-10468,7,7
1-9938,7,7
1-7842,9,9
1-5406,8,8
1-10922,10,10
1-18563,19,19
1-0053,8,8
1-19839,5,5
1-9887,4,4
1-9630,14,14
1-9416,12,12
1-5653,6,6
MLG73,4,4
1-8023,14,14
1-4149,15,15
1-0205,22,22
1-9227,10,10
1-9650,12,12
1-9996,12,12
1-3068,21,21
1-17835,17,17
1-4361,4,4
1-3089,19,19
1-8450,16,16
1-18371,15,15
MLG07,5,5
MLG29,8,8
1-8113,2,2
1-7024,2,2
1-9667,2,2
1-9855,11,11
1-7042,20,20
MLG33,16,16
1-19448,17,17
1-20791,17,17
1-1015,1,1
MLG57,16,16
1-6647,2,2
MLG56,9,9
1-20467,9,9
1-2400,9,9
1-6931,1,1
1-9333,5,5
1-7268,1,1
1-21195,6,6
1-4649,13,13
1-8379,5,5
1-9946,12,12
1-9277,3,3
1-9504,6,6
1-9516,19,19
1-3596,13,13
1-0129,14,14
1-1942,19,19
1-8623,4,4
1-6927,12,12
P-0009,9,9
1-11330,1,1
1-2103,14,14
1-6181,4,4
MLG44,1,1
1-7839,7,7
1-1390,3,3
1-7897,3,3
1-1570,14,14
1-3589,18,18
1-0033,12,12
1-3216,5,5
1-9495,12,12
1-4051,16,16
1-10762,9,9
MLG43,12,12
1-7608,3,3
1-9995,15,15
1-1608,18,18
1-3535,15,15
1-4136,4,4
1-18615,21,21
1-3587,9,9
1-9836,12,12
1-8590,2,2
1-1592,19,19
1-8341,10,10
MLG02,4,4
1-9997,8,8
1-8066,20,20
1-3509,13,13
1-3639,8,8
1-9404,7,7
1-8352,1,1
1-7019,12,12
MLG54,9,9
1-4020,1,1
1-1177,4,4
MLG51,6,6
1-8157,17,17
1-19004,4,4
1-7866,2,2
1-18377,5,5
1-5530,21,21
1-6743,16,16
1-3516,21,21
1-4855,18,18
1-20578,4,4
1-3108,3,3
1-7521,4,4
1-3139,10,10
1-1769,20,20
1-7441,14,14
1-10978,3,3
1-2324,5,5
1-3584,15,15
MLG13,10,10
1-5172,14,14
1-0296,13,13
1-3647,9,9
1-6734,19,19
1-19924,3,3
1-8826,10,10
P-16616,13,13
1-9497,8,8
1-1317,7,7
1-4531,10,10
MLG75,19,19
MLG78,19,19
1-11329,9,9
1-20641,9,9
1-8910,10,10
1-1827,1,1
1-18613,1,1
1-6296,4,4
1-3523,22,22
1-3362,21,21
1-0031,7,7
MLG65,6,6
1-4319,7,7
1-6035,15,15
1-1131,20,20
MLG32,19,19
1-8188,2,2
1-17758,17,17
1-3052,10,10
1-2282,16,16
1-19229,16,16
MLG63,11,11
MLG50,12,12
1-9417,7,7
1-9498,14,14
1-9761,9,9
1-4760,22,22
1-9831,7,7
1-4417,4,4
1-6611,11,11
1-0008,5,5
1-1462,10,10
1-10785,14,14
1-7682,1,1
MLG48,13,13
1-5163,22,22
1-8544,3,3
1-5197,7,7
1-6594,1,1
MLG62,6,6
1-1580,22,22
1-6916,8,8
1-6918,6,6
1-6919,11,11
MLG14,12,12
1-7874,10,10
1-7213,3,3
1-6561,14,14
1-4640,21,21
1-7004,21,21
1-2335,15,15
1-18558,22,22
1-8551,21,21
1-9270,14,14
1-6974,5,5
MLG68,5,5
1-10539,2,2
MLG49,15,15
1-0278,5,5
MLG64,11,11
MLG30,4,4
1-9609,8,8
1-7819,2,2
1-2423,4,4
1-6787,18,18
1-9963,14,14
1-9808,4,4
1-0303,2,2
MLG60,2,2
1-18709,3,3
1-7204,1,1
1-5744,5,5
1-1770,5,5
1-4682,20,20
1-3104,6,6
1-17907,21,21
1-8421,14,14
MLG53,6,6
1-9645,20,20
MLG12,5,5
MLG15,3,3
1-6858,11,11
1-8314,9,9
1-8285,18,18
1-1957,6,6
1-18203,16,16
1-10451,14,14
1-6216,10,10
1-6692,1,1
1-8172,15,15
1-8398,6,6
1-6878,3,3
1-7122,17,17
1-4700,6,6
1-6006,15,15
1-4355,22,22
1-9379,20,20
1-2701,1,1
1-6693,8,8
1-3141,14,14
1-7614,12,12
1-6914,1,1
1-5654,17,17
MLG59,5,5
1-9610,19,19
1-5161,2,2
1-6980,14,14
MLG10,1,1
MLG72,20,20
MLG52,9,9
1-19166,10,10
MLG11,22,22
1-3447,20,20
1-3217,20,20
1-6538,2,2
1-3534,21,21
1-7152,20,20
1-3106,18,18
1-1935,16,16
1-2297,7,7
1-4098,4,4
1-8529,18,18
1-8397,11,11
1-0272,20,20
1-17790,7,7
1-8186,17,17
1-8503,1,1
1-7182,13,13
1-2545,22,22
1-7993,6,6
1-9651,2,2
1-1183,15,15
1-1989,1,1
1-10060,17,17
1-5913,5,5
1-5981,13,13
1-13247,1,1
1-6228,10,10
1-8578,2,2
1-1204,17,17
1-9794,17,17
1-9518,16,16
1-9452,12,12
1-8400,15,15
1-18234,4,4
1-19205,1,1
1-9055,10,10
1-9394,3,3
1-9286,18,18
1-1005,8,8
1-10038,6,6
1-4390,3,3
1-9491,1,1
MLG31,12,12
1-5980,20,20
1-8678,1,1
1-6900,13,13
1-11350,13,13
1-9578,4,4
1-3551,7,7
MLG09,9,9
1-6028,1,1
1-1836,3,3
1-3265,13,13
MLG08,11,11
1-3176,14,14
1-8493,7,7
1-19915,13,13
1-8627,11,11
1-0292,15,15
1-18487,3,3
1-20012,3,3
1-9076,16,16
1-5425,21,21
1-4747,1,1
1-6227,9,9
1-6909,6,6
1-8532,16,16
1-18935,16,16
1-3206,3,3
1-9697,1,1
1-3033,1,1
1-8094,20,20
1-11206,22,22
1-6531,1,1
1-5036,5,5
1-18028,13,13
1-1850,1,1
1-4926,1,1
1-2034,1,1
1-19549,22,22
1-5282,11,11
1-9861,5,5
1-9338,2,2
1-3175,15,15
1-5002,8,8
1-5531,5,5
1-6718,18,18
1-6217,13,13
1-4847,2,2
1-5891,20,20
1-19447,4,4
1-7530,11,11
1-9457,11,11
1-5990,4,4
1-9971,3,3
1-4494,1,1
1-9576,11,11
1-9436,8,8
1-5413,11,11
1-5424,18,18
1-1191,6,6
1-5803,1,1
1-5799,1,1
1-19567,15,15
1-7527,10,10
MLG67,2,2
1-3087,7,7
1-4842,16,16
1-19568,19,19
1-9838,17,17
MLG46,11,11
1-5555,2,2
1-10444,8,8
1-3646,14,14
1-10951,1,1
1-9806,3,3
1-0055,18,18
1-5914,4,4
1-0027,15,15
1-9455,6,6
1-0003,18,18
1-21192,16,16
1-9034,3,3
1-19927,8,8
