Exam Group,Exam Block,adj_block
72-0103,20,20
1-9185,18,18
MLG17,15,15
1-8222,4,4
1-6240,18,18
1-5549,6,6
1-8021,8,8
1-8767,5,5
1-8181,6,6
1-8020,5,5
1-7964,4,4
1-9722,21,21
MLG84,6,6
1-9805,22,22
1-6098,8,8
1-8093,8,8
1-9955,13,13
1-18603,19,19
1-3521,7,7
1-2596,2,2
1-5167,1,1
1-3519,5,5
1-7995,11,11
1-2025,7,7
1-7140,4,4
1-9607,21,21
1-9907,4,4
1-18409,2,2
1-10071,13,13
1-18735,15,15
1-8418,3,3
1-8938,2,2
1-0022,9,9
1-7991,20,20
1-6642,9,9
1-2869,1,1
1-2714,2,2
1-5508,17,17
1-2104,13,13
1-7467,1,1
1-7722,11,11
1-7509,9,9
1-1207,10,10
1-8705,6,6
1-5214,16,16
1-9444,5,5
1-8566,12,12
1-19547,16,16
1-0405,13,13
1-2178,10,10
1-8174,18,18
1-9925,11,11
72-12387,8,8
1-9850,1,1
1-8125,10,10
1-8095,6,6
1-5877,17,17
1-1224,16,16
1-17733,7,7
1-9331,19,19
1-18202,3,3
1-7341,3,3
1-9818,2,2
1-7066,8,8
1-9674,7,7
1-8659,19,19
1-7536,5,5
1-7481,7,7
1-7845,12,12
1-18498,13,13
1-2584,10,10
1-6532,12,12
1-9614,2,2
1-5355,5,5
1-8124,11,11
1-8401,2,2
1-8541,9,9
1-2153,16,16
1-4088,10,10
1-9739,5,5
1-9115,18,18
1-7770,5,5
1-17645,1,1
1-18423,13,13
1-18714,7,7
1-8084,8,8
1-9345,8,8
MLG35,17,17
1-5626,14,14
1-18004,7,7
1-19222,15,15
72-12171,18,18
1-7807,21,21
1-20003,5,5
1-3083,22,22
1-3312,12,12
MLG37,12,12
1-9237,19,19
1-8127,3,3
1-5775,17,17
1-19598,2,2
1-9892,6,6
1-3564,15,15
1-8820,7,7
1-8267,9,9
1-1258,14,14
MLG69,13,13
1-6971,1,1
1-9731,8,8
1-9768,17,17
72-18936,8,8
1-19897,21,21
1-10698,2,2
1-4499,7,7
1-7496,21,21
1-3178,4,4
