i,j,count
10,14,10
14,10,10
1,10,20
10,1,20
17,13,19
13,17,19
20,19,18
19,20,18
12,17,22
17,12,22
11,1,11
1,11,11
4,17,30
17,4,30
20,13,32
13,20,32
4,20,51
20,4,51
8,14,28
14,8,28
17,19,23
19,17,23
19,3,29
3,19,29
5,2,44
2,5,44
9,6,20
6,9,20
9,1,23
1,9,23
9,18,15
18,9,15
2,1,70
1,2,70
17,9,23
9,17,23
3,10,15
10,3,15
4,11,18
11,4,18
1,6,8
6,1,8
5,8,30
8,5,30
5,6,17
6,5,17
4,12,43
12,4,43
12,3,18
3,12,18
1,17,33
17,1,33
9,21,19
21,9,19
11,16,7
16,11,7
20,6,15
6,20,15
8,11,11
11,8,11
17,18,12
18,17,12
19,13,17
13,19,17
2,17,51
17,2,51
3,18,16
18,3,16
20,5,37
5,20,37
5,12,27
12,5,27
10,7,16
7,10,16
2,13,36
13,2,36
4,9,22
9,4,22
2,9,33
9,2,33
2,3,44
3,2,44
11,17,14
17,11,14
13,12,31
12,13,31
10,9,11
9,10,11
16,13,16
13,16,16
8,3,38
3,8,38
20,18,11
18,20,11
4,16,20
16,4,20
11,12,12
12,11,12
19,21,10
21,19,10
10,2,29
2,10,29
7,8,16
8,7,16
7,3,28
3,7,28
9,15,12
15,9,12
4,18,14
18,4,14
1,3,36
3,1,36
4,2,68
2,4,68
7,12,19
12,7,19
1,21,19
21,1,19
4,1,20
1,4,20
12,6,14
6,12,14
2,12,27
12,2,27
2,21,31
21,2,31
20,21,39
21,20,39
9,14,11
14,9,11
4,8,50
8,4,50
20,3,34
3,20,34
3,13,29
13,3,29
12,21,12
21,12,12
17,16,16
16,17,16
2,2,10
20,8,9
8,20,9
2,19,38
19,2,38
4,6,17
6,4,17
5,18,26
18,5,26
7,11,38
11,7,38
20,2,41
2,20,41
16,7,8
7,16,8
12,15,6
15,12,6
8,17,17
17,8,17
4,14,11
14,4,11
16,8,10
8,16,10
10,4,20
4,10,20
9,11,18
11,9,18
5,17,16
17,5,16
9,19,8
19,9,8
12,1,23
1,12,23
14,18,13
18,14,13
17,7,12
7,17,12
10,11,7
11,10,7
2,7,22
7,2,22
8,12,8
12,8,8
2,6,21
6,2,21
10,5,17
5,10,17
15,17,16
17,15,16
20,17,21
17,20,21
18,2,20
2,18,20
15,4,16
4,15,16
7,1,16
1,7,16
5,9,26
9,5,26
9,3,16
3,9,16
18,12,8
12,18,8
19,5,24
5,19,24
19,11,12
11,19,12
4,7,43
7,4,43
10,10,18
5,1,18
1,5,18
8,21,12
21,8,12
2,16,21
16,2,21
19,6,6
6,19,6
17,6,30
6,17,30
20,1,20
1,20,20
20,10,13
10,20,13
14,19,4
19,14,4
20,9,21
9,20,21
20,16,15
16,20,15
19,1,14
1,19,14
11,2,12
2,11,12
14,17,34
17,14,34
2,8,19
8,2,19
19,4,19
4,19,19
21,11,22
11,21,22
20,20,20
16,18,6
18,16,6
13,15,19
15,13,19
14,1,20
1,14,20
3,21,23
21,3,23
7,6,12
6,7,12
6,16,6
16,6,6
5,3,44
3,5,44
9,9,20
13,10,20
10,13,20
15,1,17
1,15,17
5,11,14
11,5,14
4,13,21
13,4,21
7,19,10
19,7,10
13,18,19
18,13,19
16,19,13
19,16,13
21,16,8
16,21,8
11,13,17
13,11,17
14,7,12
7,14,12
7,21,12
21,7,12
12,9,22
9,12,22
5,7,28
7,5,28
8,9,12
9,8,12
14,6,8
6,14,8
15,11,27
11,15,27
16,5,12
5,16,12
15,6,7
6,15,7
21,15,6
15,21,6
17,3,29
3,17,29
15,5,6
5,15,6
21,14,19
14,21,19
7,15,1
15,7,1
6,10,12
10,6,12
4,3,32
3,4,32
18,7,7
7,18,7
13,5,28
5,13,28
20,7,27
7,20,27
18,6,13
6,18,13
20,14,12
14,20,12
14,15,8
15,14,8
1,16,13
16,1,13
21,5,11
5,21,11
19,12,13
12,19,13
9,7,19
7,9,19
20,12,27
12,20,27
8,18,39
18,8,39
14,12,9
12,14,9
17,21,23
21,17,23
6,11,8
11,6,8
10,8,14
8,10,14
4,21,23
21,4,23
8,19,5
19,8,5
12,10,16
10,12,16
18,1,8
1,18,8
1,8,11
8,1,11
10,17,16
17,10,16
12,16,10
16,12,10
20,15,9
15,20,9
18,21,12
21,18,12
18,10,5
10,18,5
6,13,15
13,6,15
21,13,14
13,21,14
5,14,8
14,5,8
3,15,8
15,3,8
14,11,12
11,14,12
7,13,22
13,7,22
8,6,11
6,8,11
13,14,7
14,13,7
4,5,18
5,4,18
20,11,12
11,20,12
10,16,9
16,10,9
21,10,11
10,21,11
16,15,3
15,16,3
2,14,18
14,2,18
15,19,7
19,15,7
6,21,11
21,6,11
13,1,19
1,13,19
16,3,6
3,16,6
13,8,10
8,13,10
19,10,6
10,19,6
18,11,5
11,18,5
15,2,17
2,15,17
18,19,1
19,18,1
8,15,4
15,8,4
14,3,3
3,14,3
11,3,9
3,11,9
13,9,11
9,13,11
16,9,11
9,16,11
15,18,6
18,15,6
16,14,4
14,16,4
3,6,13
6,3,13
10,15,2
15,10,2
1,1,0
1,22,0
1,23,0
1,24,0
2,22,0
2,23,0
2,24,0
3,3,0
3,22,0
3,23,0
3,24,0
4,4,0
4,22,0
4,23,0
4,24,0
5,5,0
5,22,0
5,23,0
5,24,0
6,6,0
6,22,0
6,23,0
6,24,0
7,7,0
7,22,0
7,23,0
7,24,0
8,8,0
8,22,0
8,23,0
8,24,0
9,22,0
9,23,0
9,24,0
10,22,0
10,23,0
10,24,0
11,11,0
11,22,0
11,23,0
11,24,0
12,12,0
12,22,0
12,23,0
12,24,0
13,13,0
13,22,0
13,23,0
13,24,0
14,14,0
14,22,0
14,23,0
14,24,0
15,15,0
15,22,0
15,23,0
15,24,0
16,16,0
16,22,0
16,23,0
16,24,0
17,17,0
17,22,0
17,23,0
17,24,0
18,18,0
18,22,0
18,23,0
18,24,0
19,19,0
19,22,0
19,23,0
19,24,0
20,22,0
20,23,0
20,24,0
21,21,0
21,22,0
21,23,0
21,24,0
22,1,0
22,2,0
22,3,0
22,4,0
22,5,0
22,6,0
22,7,0
22,8,0
22,9,0
22,10,0
22,11,0
22,12,0
22,13,0
22,14,0
22,15,0
22,16,0
22,17,0
22,18,0
22,19,0
22,20,0
22,21,0
22,22,0
22,23,0
22,24,0
23,1,0
23,2,0
23,3,0
23,4,0
23,5,0
23,6,0
23,7,0
23,8,0
23,9,0
23,10,0
23,11,0
23,12,0
23,13,0
23,14,0
23,15,0
23,16,0
23,17,0
23,18,0
23,19,0
23,20,0
23,21,0
23,22,0
23,23,0
23,24,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,0
