i,j,count
12,4,13
4,12,13
20,10,13
10,20,13
11,2,13
2,11,13
7,1,40
1,7,40
19,11,9
11,19,9
18,6,34
6,18,34
21,11,11
11,21,11
15,18,27
18,15,27
4,14,21
14,4,21
5,2,67
2,5,67
13,3,10
3,13,10
19,16,29
16,19,29
15,1,17
1,15,17
21,3,16
3,21,16
13,5,14
5,13,14
13,12,20
12,13,20
19,5,74
5,19,74
21,7,42
7,21,42
4,2,21
2,4,21
6,22,14
22,6,14
17,22,4
22,17,4
6,19,50
19,6,50
13,8,26
8,13,26
1,19,23
19,1,23
3,5,23
5,3,23
17,10,3
10,17,3
20,18,13
18,20,13
20,17,10
17,20,10
7,17,18
17,7,18
14,5,8
5,14,8
8,12,13
12,8,13
15,19,13
19,15,13
9,11,21
11,9,21
16,12,17
12,16,17
7,15,15
15,7,15
6,17,18
17,6,18
3,2,23
2,3,23
21,15,14
15,21,14
9,3,12
3,9,12
15,6,22
6,15,22
14,8,9
8,14,9
4,16,19
16,4,19
20,11,10
11,20,10
13,19,13
19,13,13
4,13,21
13,4,21
10,3,8
3,10,8
10,1,12
1,10,12
3,19,22
19,3,22
7,14,15
14,7,15
1,3,36
3,1,36
7,19,19
19,7,19
15,2,13
2,15,13
20,16,8
16,20,8
4,22,11
22,4,11
21,12,16
12,21,16
15,16,34
16,15,34
6,20,9
20,6,9
1,4,29
4,1,29
1,6,16
6,1,16
4,19,34
19,4,34
21,2,17
2,21,17
22,18,15
18,22,15
13,21,30
21,13,30
21,18,25
18,21,25
14,13,7
13,14,7
2,16,38
16,2,38
7,16,24
16,7,24
16,18,25
18,16,25
6,5,23
5,6,23
6,14,15
14,6,15
15,9,8
9,15,8
1,14,18
14,1,18
5,5,10
7,10,7
10,7,7
9,19,20
19,9,20
15,8,32
8,15,32
21,5,12
5,21,12
1,12,8
12,1,8
8,20,38
20,8,38
7,3,21
3,7,21
10,16,6
16,10,6
7,12,9
12,7,9
6,3,26
3,6,26
18,13,13
13,18,13
22,8,14
8,22,14
7,9,26
9,7,26
2,13,16
13,2,16
19,10,8
10,19,8
22,2,15
2,22,15
13,20,13
20,13,13
21,19,30
19,21,30
13,1,28
1,13,28
9,5,29
