Exam Group,Exam Block,adj_block
1-9404,12,12
1-8352,14,14
1-7019,14,14
MLG54,18,18
1-4020,2,2
1-1177,16,16
MLG51,9,9
1-8157,21,21
1-19004,16,16
1-7866,10,10
1-18377,8,8
1-5530,1,1
1-6743,9,9
1-3516,13,13
1-4855,2,2
1-20578,15,15
1-3108,9,9
1-7521,17,17
1-3139,20,20
1-1769,8,8
1-7441,6,6
1-10978,11,11
1-2324,18,18
1-3584,4,4
MLG13,20,20
1-5172,3,3
1-0296,15,15
1-3647,11,11
1-6734,1,1
1-19924,8,8
1-8826,20,20
P-16616,12,12
1-9497,4,4
1-1317,12,12
1-4531,20,20
MLG75,16,16
MLG78,8,8
1-11329,11,11
1-20641,10,10
1-8910,20,20
1-1827,1,1
1-18613,20,20
1-6296,14,14
1-3523,5,5
1-3362,13,13
1-0031,20,20
MLG65,18,18
1-4319,12,12
1-6035,4,4
1-1131,18,18
MLG32,19,19
1-8188,10,10
1-17758,19,19
1-3052,20,20
1-2282,8,8
1-19229,19,19
MLG63,5,5
MLG50,9,9
1-9417,12,12
1-9498,6,6
1-9761,20,20
1-4760,18,18
1-9831,12,12
1-4417,14,14
1-6611,13,13
1-0008,14,14
1-1462,20,20
1-10785,6,6
1-7682,2,2
MLG48,3,3
1-5163,11,11
1-8544,4,4
1-5197,12,12
1-6594,3,3
MLG62,8,8
1-1580,15,15
1-6916,4,4
1-6918,7,7
1-6919,1,1
MLG14,15,15
1-7874,20,20
1-7213,14,14
1-6561,6,6
1-4640,1,1
1-7004,13,13
1-2335,11,11
1-18558,17,17
1-8551,20,20
1-9270,3,3
1-6974,10,10
MLG68,16,16
1-10539,2,2
MLG49,11,11
1-0278,17,17
MLG64,19,19
MLG30,14,14
1-9609,14,14
1-7819,2,2
1-2423,14,14
1-6787,17,17
1-9963,6,6
1-9808,14,14
1-0303,10,10
MLG60,10,10
1-18709,4,4
1-7204,20,20
1-5744,9,9
1-1770,15,15
1-4682,7,7
1-3104,9,9
1-17907,13,13
1-8421,6,6
MLG53,7,7
1-9645,9,9
MLG12,21,21
MLG15,5,5
1-6858,12,12
1-8314,5,5
1-8285,2,2
1-1957,21,21
1-18203,7,7
1-10451,3,3
1-6216,1,1
1-6692,21,21
1-8172,3,3
1-8398,6,6
1-6878,14,14
1-7122,11,11
1-4700,13,13
1-6006,1,1
1-4355,2,2
1-9379,8,8
1-2701,21,21
1-6693,4,4
1-3141,6,6
1-7614,2,2
1-6914,19,19
1-5654,2,2
MLG59,5,5
1-9610,11,11
1-5161,1,1
1-6980,17,17
MLG10,16,16
MLG72,1,1
MLG52,9,9
1-19166,8,8
MLG11,6,6
1-3447,18,18
1-3217,7,7
1-6538,1,1
1-3534,13,13
1-7152,13,13
1-3106,4,4
1-1935,10,10
1-2297,12,12
1-4098,14,14
1-8529,5,5
1-8397,6,6
1-0272,21,21
1-17790,5,5
1-8186,3,3
1-8503,3,3
1-7182,9,9
1-2545,16,16
1-7993,17,17
1-9651,10,10
1-1183,11,11
1-1989,2,2
1-10060,15,15
1-5913,2,2
1-5981,21,21
1-13247,5,5
1-6228,20,20
1-8578,16,16
1-1204,13,13
1-9794,11,11
1-9518,19,19
1-9452,5,5
1-8400,11,11
1-18234,16,16
1-19205,3,3
1-9055,20,20
1-9394,11,11
1-9286,2,2
1-1005,4,4
1-10038,7,7
1-4390,20,20
1-9491,2,2
MLG31,15,15
1-5980,4,4
1-8678,5,5
1-6900,17,17
1-11350,17,17
1-9578,14,14
1-3551,4,4
MLG09,3,3
1-6028,5,5
1-1836,3,3
1-3265,19,19
MLG08,15,15
1-3176,7,7
1-8493,12,12
1-19915,3,3
1-8627,19,19
1-0292,14,14
1-18487,18,18
1-20012,8,8
1-9076,8,8
1-5425,12,12
1-4747,3,3
1-6227,1,1
1-6909,6,6
1-8532,15,15
1-18935,15,15
1-3206,9,9
1-9697,6,6
1-3033,2,2
1-8094,5,5
1-11206,18,18
1-6531,13,13
1-5036,19,19
1-18028,7,7
1-1850,8,8
1-4926,17,17
1-2034,19,19
1-19549,3,3
1-5282,13,13
1-9861,1,1
1-9338,12,12
1-3175,8,8
1-5002,4,4
1-5531,1,1
1-6718,19,19
1-6217,17,17
1-4847,18,18
1-5891,16,16
1-19447,2,2
1-7530,1,1
1-9457,18,18
1-5990,4,4
1-9971,7,7
1-4494,3,3
1-9576,17,17
1-9436,4,4
1-5413,7,7
1-5424,5,5
1-1191,13,13
1-5803,5,5
1-5799,3,3
1-19567,1,1
1-7527,7,7
MLG67,14,14
1-3087,3,3
1-4842,1,1
1-19568,18,18
1-9838,6,6
MLG46,1,1
1-5555,9,9
1-10444,1,1
1-3646,15,15
1-10951,10,10
1-9806,6,6
1-0055,2,2
1-5914,10,10
1-0027,4,4
1-9455,10,10
1-0003,2,2
1-21192,15,15
1-9034,10,10
1-19927,9,9
