Exam Group,Exam Block,adj_block
MLG64,14,14
MLG30,17,17
1-9609,11,11
1-7819,20,20
1-2423,3,3
1-6787,18,18
1-9963,12,12
1-9808,1,1
1-0303,16,16
MLG60,15,15
1-18709,11,11
1-7204,15,15
1-5744,1,1
1-1770,7,7
1-4682,16,16
1-3104,18,18
1-17907,9,9
1-8421,12,12
MLG53,13,13
1-9645,18,18
MLG12,13,13
MLG15,8,8
1-6858,14,14
1-8314,16,16
1-8285,8,8
1-1957,19,19
1-18203,4,4
1-10451,16,16
1-6216,2,2
1-6692,19,19
1-8172,19,19
1-8398,15,15
1-6878,17,17
1-7122,13,13
1-4700,9,9
1-6006,3,3
1-4355,18,18
1-9379,8,8
1-2701,19,19
1-6693,11,11
1-3141,12,12
1-7614,5,5
1-6914,10,10
1-5654,4,4
MLG59,17,17
1-9610,19,19
1-5161,18,18
1-6980,6,6
MLG10,17,17
MLG72,6,6
MLG52,7,7
1-19166,5,5
MLG11,6,6
1-3447,8,8
1-3217,3,3
1-6538,19,19
1-3534,9,9
1-7152,4,4
1-3106,6,6
1-1935,3,3
1-2297,10,10
1-4098,17,17
1-8529,15,15
1-8397,4,4
1-0272,9,9
1-17790,17,17
1-8186,19,19
1-8503,11,11
1-7182,20,20
1-2545,15,15
1-7993,13,13
1-9651,6,6
1-1183,13,13
1-1989,19,19
1-10060,20,20
1-5913,20,20
1-5981,3,3
1-13247,13,13
1-6228,3,3
1-8578,11,11
1-1204,2,2
1-9794,15,15
1-9518,1,1
1-9452,3,3
1-8400,10,10
1-18234,1,1
1-19205,1,1
1-9055,4,4
1-9394,19,19
1-9286,4,4
1-1005,11,11
1-10038,6,6
1-4390,5,5
1-9491,20,20
MLG31,6,6
1-5980,8,8
1-8678,2,2
1-6900,6,6
1-11350,2,2
1-9578,2,2
1-3551,1,1
MLG09,18,18
1-6028,10,10
1-1836,15,15
1-3265,1,1
MLG08,3,3
1-3176,1,1
1-8493,10,10
1-19915,14,14
1-8627,20,20
1-0292,17,17
1-18487,17,17
1-20012,6,6
1-9076,4,4
1-5425,14,14
1-4747,6,6
1-6227,14,14
1-6909,18,18
1-8532,3,3
1-18935,4,4
1-3206,2,2
1-9697,8,8
1-3033,2,2
1-8094,2,2
1-11206,4,4
1-6531,9,9
1-5036,11,11
1-18028,18,18
1-1850,3,3
1-4926,16,16
1-2034,11,11
1-19549,1,1
1-5282,14,14
1-9861,17,17
1-9338,10,10
1-3175,1,1
1-5002,11,11
1-5531,13,13
1-6718,14,14
1-6217,17,17
1-4847,6,6
1-5891,6,6
1-19447,15,15
1-7530,9,9
1-9457,13,13
1-5990,7,7
1-9971,18,18
1-4494,20,20
1-9576,1,1
1-9436,6,6
1-5413,3,3
1-5424,5,5
1-1191,19,19
1-5803,2,2
1-5799,8,8
1-19567,3,3
1-7527,9,9
MLG67,16,16
1-3087,3,3
1-4842,1,1
1-19568,18,18
1-9838,1,1
MLG46,7,7
1-5555,20,20
1-10444,2,2
1-3646,3,3
1-10951,13,13
1-9806,8,8
1-0055,20,20
1-5914,9,9
1-0027,11,11
1-9455,6,6
1-0003,20,20
1-21192,1,1
1-9034,6,6
1-19927,15,15
