i,j,count
11,1,16
1,11,16
2,20,8
20,2,8
13,12,29
12,13,29
1,15,23
15,1,23
3,1,29
1,3,29
8,13,28
13,8,28
5,3,49
3,5,49
4,16,35
16,4,35
9,2,36
2,9,36
14,10,5
10,14,5
12,4,41
4,12,41
20,9,12
9,20,12
5,12,43
12,5,43
19,1,19
1,19,19
16,9,15
9,16,15
4,2,82
2,4,82
8,5,66
5,8,66
2,19,11
19,2,11
11,10,8
10,11,8
3,14,40
14,3,40
6,18,17
18,6,17
13,15,7
15,13,7
8,12,40
12,8,40
11,4,11
4,11,11
10,2,16
2,10,16
4,20,20
20,4,20
5,10,22
10,5,22
7,4,23
4,7,23
13,21,14
21,13,14
2,1,21
1,2,21
14,18,17
18,14,17
17,13,45
13,17,45
4,21,13
21,4,13
5,13,36
13,5,36
6,10,19
10,6,19
5,1,36
1,5,36
8,15,8
15,8,8
17,3,38
3,17,38
15,3,24
3,15,24
21,19,13
19,21,13
12,7,14
7,12,14
17,4,37
4,17,37
14,13,15
13,14,15
3,11,10
11,3,10
15,19,13
19,15,13
13,3,47
3,13,47
18,8,8
8,18,8
8,19,23
19,8,23
3,12,38
12,3,38
9,4,31
4,9,31
5,9,20
9,5,20
21,12,8
12,21,8
10,21,13
21,10,13
15,12,14
12,15,14
13,18,40
18,13,40
13,4,31
4,13,31
16,15,20
15,16,20
8,9,22
9,8,22
3,4,78
4,3,78
8,11,12
11,8,12
19,12,20
12,19,20
1,21,10
21,1,10
21,17,19
17,21,19
3,19,25
19,3,25
16,12,14
12,16,14
8,21,11
21,8,11
2,3,34
3,2,34
16,1,22
1,16,22
16,19,5
19,16,5
8,16,16
16,8,16
1,4,24
4,1,24
5,4,51
4,5,51
19,20,6
20,19,6
6,5,38
5,6,38
12,6,27
6,12,27
20,17,7
17,20,7
20,7,4
7,20,4
17,17,10
5,18,12
18,5,12
17,12,31
12,17,31
8,1,24
1,8,24
2,21,13
21,2,13
15,14,41
14,15,41
5,17,39
17,5,39
5,21,23
21,5,23
16,11,8
11,16,8
11,19,16
19,11,16
12,10,16
10,12,16
4,18,24
18,4,24
2,8,18
8,2,18
20,13,13
13,20,13
1,9,9
9,1,9
16,17,19
17,16,19
7,13,25
13,7,25
15,4,15
4,15,15
11,20,10
20,11,10
17,9,26
9,17,26
18,11,10
11,18,10
11,13,6
13,11,6
15,11,11
11,15,11
15,18,10
18,15,10
3,6,27
6,3,27
20,10,8
10,20,8
13,16,17
16,13,17
6,19,25
19,6,25
9,10,21
10,9,21
20,5,24
5,20,24
1,7,15
7,1,15
1,14,10
14,1,10
13,13,18
17,15,23
15,17,23
6,17,31
17,6,31
19,17,25
17,19,25
7,8,12
8,7,12
17,8,51
8,17,51
2,18,7
18,2,7
13,10,32
10,13,32
4,19,9
19,4,9
5,19,33
19,5,33
5,16,14
16,5,14
7,5,31
5,7,31
20,12,13
12,20,13
19,7,13
7,19,13
1,17,29
17,1,29
20,8,14
8,20,14
5,5,20
1,6,10
6,1,10
4,6,29
6,4,29
7,2,16
2,7,16
19,19,20
15,7,10
7,15,10
3,9,34
9,3,34
10,17,23
17,10,23
16,7,8
7,16,8
7,18,9
18,7,9
14,7,5
7,14,5
17,14,11
14,17,11
15,5,29
5,15,29
20,1,13
1,20,13
16,21,7
21,16,7
17,18,8
18,17,8
2,12,21
12,2,21
14,2,3
2,14,3
11,14,26
14,11,26
15,20,7
20,15,7
15,10,13
10,15,13
16,10,14
10,16,14
2,17,16
17,2,16
