i,count
11,201
18,113
2,120
6,239
12,244
9,250
19,246
8,194
1,159
4,130
10,273
13,178
17,144
14,159
16,185
7,175
5,217
3,136
20,89
15,110
21,0
22,0
23,0
24,0
