i,count
3,217
17,177
8,117
4,173
11,208
20,165
10,231
13,217
7,111
6,214
1,161
12,157
2,171
15,189
16,114
9,319
5,250
18,135
19,106
14,130
21,0
22,0
23,0
24,0
