Exam Group,Exam Block,adj_block
72-0103,4,4
1-9185,13,13
MLG17,1,1
1-8222,3,3
1-6240,22,22
1-5549,21,21
1-8021,19,19
1-8767,6,6
1-8181,12,12
1-8020,19,19
1-7964,8,8
1-9722,19,19
MLG84,16,16
1-9805,8,8
1-6098,3,3
1-8093,6,6
1-9955,6,6
1-18603,7,7
1-3521,16,16
1-2596,6,6
1-5167,8,8
1-3519,18,18
1-7995,14,14
1-2025,16,16
1-7140,5,5
1-9607,18,18
1-9907,16,16
1-18409,14,14
1-10071,17,17
1-18735,3,3
1-8418,18,18
1-8938,3,3
1-0022,13,13
1-7991,15,15
1-6642,18,18
1-2869,2,2
1-2714,18,18
1-5508,1,1
1-2104,16,16
1-7467,21,21
1-7722,10,10
1-7509,13,13
1-1207,23,23
1-8705,4,4
1-5214,20,20
1-9444,19,19
1-8566,7,7
1-19547,4,4
1-0405,14,14
1-2178,3,3
1-8174,2,2
1-9925,10,10
72-12387,12,12
1-9850,20,20
1-8125,9,9
1-8095,4,4
1-5877,20,20
1-1224,10,10
1-17733,10,10
1-9331,16,16
1-18202,18,18
1-7341,8,8
1-9818,2,2
1-7066,3,3
1-9674,10,10
1-8659,12,12
1-7536,1,1
1-7481,6,6
1-7845,1,1
1-18498,8,8
1-2584,8,8
1-6532,20,20
1-9614,3,3
1-5355,14,14
1-8124,1,1
1-8401,14,14
1-8541,12,12
1-2153,2,2
1-4088,6,6
1-9739,19,19
1-9115,13,13
1-7770,14,14
1-17645,22,22
1-18423,9,9
1-18714,11,11
1-8084,3,3
1-9345,9,9
MLG35,20,20
1-5626,11,11
1-18004,4,4
1-19222,5,5
72-12171,6,6
1-7807,17,17
1-20003,12,12
1-3083,7,7
1-3312,10,10
MLG37,1,1
1-9237,1,1
1-8127,1,1
1-5775,14,14
1-19598,1,1
1-9892,7,7
1-3564,4,4
1-8820,10,10
1-8267,17,17
1-1258,11,11
MLG69,16,16
1-6971,12,12
1-9731,12,12
1-9768,7,7
72-18936,7,7
1-19897,1,1
1-10698,14,14
