Exam Group,Exam Block,adj_block
1-4499,7,7
1-7496,17,17
1-3178,8,8
1-20047,8,8
1-0358,8,8
1-6543,9,9
1-5929,9,9
1-10232,7,7
1-7070,13,13
MLG42,8,8
MLG55,22,22
1-8427,2,2
1-8622,9,9
1-8488,8,8
1-9643,2,2
1-19286,4,4
1-2573,20,20
1-1833,14,14
1-9283,2,2
1-9110,9,9
1-8576,5,5
1-9465,22,22
1-9712,2,2
1-9549,9,9
1-1972,18,18
1-5515,23,23
1-7863,11,11
1-2294,15,15
MLG45,14,14
P-16454,8,8
1-8928,11,11
1-7744,11,11
MLG06,21,21
1-7453,19,19
1-17657,22,22
1-0001,1,1
MLG58,1,1
1-7005,6,6
1-9870,6,6
1-9500,19,19
1-1350,22,22
1-18994,15,15
1-9447,1,1
1-8634,19,19
1-6061,3,3
1-7599,19,19
1-10696,6,6
1-19813,19,19
MLG41,12,12
1-8067,10,10
1-9137,9,9
1-9740,18,18
1-7721,7,7
MLG40,20,20
1-4929,21,21
1-9655,14,14
1-9606,3,3
1-5043,11,11
1-8100,17,17
1-8573,10,10
1-9588,15,15
MLG38,12,12
1-4910,9,9
1-8042,1,1
1-10948,8,8
1-7525,9,9
1-4052,23,23
1-0037,20,20
1-8641,10,10
1-7752,22,22
1-9496,3,3
1-8074,14,14
1-8906,7,7
72-11994,14,14
1-7321,12,12
1-20167,3,3
1-9156,14,14
1-2382,12,12
1-8328,17,17
1-9770,1,1
1-9553,6,6
1-9253,16,16
1-2670,19,19
1-9646,2,2
1-8646,14,14
1-9839,15,15
MLG39,12,12
1-4634,5,5
1-9902,5,5
1-8988,5,5
1-1250,18,18
1-9733,8,8
1-8018,21,21
1-9752,7,7
1-7058,4,4
1-10468,10,10
1-9938,10,10
1-7842,1,1
1-5406,6,6
1-10922,19,19
1-18563,10,10
1-0053,3,3
1-19839,5,5
1-9887,5,5
1-9630,11,11
1-9416,1,1
1-5653,1,1
MLG73,8,8
1-8023,1,1
1-4149,2,2
1-0205,6,6
1-9227,6,6
1-9650,9,9
1-9996,9,9
1-3068,17,17
1-17835,13,13
1-4361,19,19
1-3089,22,22
1-8450,12,12
1-18371,1,1
MLG07,16,16
MLG29,9,9
1-8113,3,3
1-7024,1,1
1-9667,9,9
1-9855,9,9
1-7042,6,6
MLG33,20,20
1-19448,14,14
1-20791,5,5
1-1015,17,17
MLG57,7,7
1-6647,13,13
MLG56,8,8
1-20467,23,23
1-2400,17,17
1-6931,19,19
1-9333,19,19
1-7268,15,15
1-21195,8,8
1-4649,13,13
1-8379,2,2
1-9946,14,14
1-9277,12,12
1-9504,1,1
1-9516,17,17
1-3596,16,16
1-0129,20,20
1-1942,4,4
1-8623,16,16
1-6927,10,10
P-0009,4,4
1-11330,13,13
1-2103,11,11
1-6181,5,5
MLG44,4,4
1-7839,12,12
1-1390,12,12
1-7897,19,19
1-1570,11,11
1-3589,2,2
1-0033,13,13
1-3216,2,2
1-9495,15,15
1-4051,9,9
1-10762,14,14
MLG43,21,21
1-7608,7,7
1-9995,5,5
1-1608,8,8
1-3535,2,2
1-4136,7,7
1-18615,7,7
1-3587,17,17
1-9836,1,1
1-8590,8,8
1-1592,14,14
1-8341,6,6
MLG02,5,5
1-9997,1,1
1-8066,5,5
1-3509,5,5
1-3639,14,14
1-9404,10,10
1-8352,16,16
1-7019,1,1
MLG54,13,13
1-4020,7,7
1-1177,5,5
MLG51,7,7
1-8157,15,15
1-19004,18,18
1-7866,19,19
1-18377,6,6
1-5530,1,1
1-6743,2,2
1-3516,17,17
1-4855,8,8
1-20578,17,17
1-3108,4,4
1-7521,2,2
1-3139,4,4
1-1769,10,10
1-7441,11,11
1-10978,8,8
1-2324,5,5
1-3584,3,3
MLG13,6,6
1-5172,11,11
1-0296,15,15
1-3647,14,14
1-6734,11,11
1-19924,4,4
1-8826,17,17
P-16616,4,4
1-9497,3,3
1-1317,10,10
1-4531,6,6
MLG75,9,9
MLG78,12,12
1-11329,13,13
1-20641,3,3
1-8910,16,16
1-1827,7,7
1-18613,4,4
1-6296,5,5
1-3523,15,15
1-3362,17,17
1-0031,11,11
MLG65,20,20
1-4319,10,10
1-6035,3,3
1-1131,18,18
MLG32,4,4
1-8188,7,7
1-17758,10,10
1-3052,6,6
1-2282,12,12
1-19229,4,4
MLG63,21,21
MLG50,13,13
1-9417,10,10
1-9498,11,11
1-9761,17,17
1-4760,2,2
1-9831,10,10
1-4417,5,5
1-6611,4,4
1-0008,5,5
1-1462,6,6
1-10785,11,11
1-7682,21,21
MLG48,16,16
1-5163,15,15
1-8544,3,3
1-5197,10,10
1-6594,11,11
MLG62,21,21
1-1580,15,15
1-6916,8,8
1-6918,7,7
1-6919,20,20
MLG14,18,18
1-7874,6,6
1-7213,3,3
1-6561,11,11
1-4640,17,17
1-7004,17,17
1-2335,2,2
1-18558,19,19
1-8551,1,1
1-9270,11,11
1-6974,2,2
MLG68,23,23
1-10539,23,23
MLG49,2,2
1-0278,13,13
MLG64,20,20
MLG30,5,5
1-9609,5,5
1-7819,1,1
1-2423,5,5
1-6787,9,9
1-9963,11,11
1-9808,5,5
1-0303,19,19
MLG60,20,20
1-18709,3,3
1-7204,16,16
1-5744,20,20
1-1770,13,13
1-4682,21,21
1-3104,13,13
1-17907,17,17
1-8421,11,11
MLG53,1,1
1-9645,13,13
MLG12,4,4
MLG15,12,12
1-6858,10,10
1-8314,7,7
1-8285,20,20
1-1957,15,15
1-18203,1,1
1-10451,20,20
1-6216,6,6
1-6692,21,21
1-8172,11,11
1-8398,14,14
1-6878,5,5
1-7122,22,22
1-4700,17,17
1-6006,2,2
1-4355,15,15
1-9379,12,12
1-2701,17,17
1-6693,3,3
1-3141,11,11
1-7614,15,15
1-6914,10,10
1-5654,9,9
MLG59,21,21
1-9610,4,4
1-5161,1,1
1-6980,11,11
MLG10,8,8
MLG72,16,16
MLG52,3,3
1-19166,20,20
MLG11,10,10
1-3447,13,13
1-3217,2,2
1-6538,2,2
1-3534,17,17
1-7152,17,17
1-3106,3,3
1-1935,19,19
1-2297,7,7
1-4098,5,5
1-8529,14,14
1-8397,4,4
1-0272,17,17
1-17790,9,9
1-8186,13,13
1-8503,20,20
1-7182,22,22
1-2545,15,15
1-7993,2,2
1-9651,7,7
1-1183,2,2
1-1989,1,1
1-10060,1,1
1-5913,2,2
1-5981,14,14
1-13247,2,2
1-6228,6,6
1-8578,13,13
1-1204,12,12
1-9794,9,9
1-9518,20,20
1-9452,12,12
1-8400,2,2
1-18234,18,18
1-19205,15,15
1-9055,1,1
1-9394,12,12
1-9286,22,22
1-1005,3,3
1-10038,1,1
1-4390,12,12
1-9491,18,18
MLG31,20,20
1-5980,3,3
1-8678,13,13
1-6900,21,21
1-11350,16,16
1-9578,5,5
1-3551,18,18
MLG09,23,23
1-6028,16,16
1-1836,15,15
1-3265,18,18
MLG08,4,4
1-3176,16,16
1-8493,2,2
1-19915,11,11
1-8627,14,14
1-0292,12,12
1-18487,11,11
1-20012,3,3
1-9076,1,1
1-5425,9,9
1-4747,20,20
1-6227,7,7
1-6909,19,19
1-8532,4,4
1-18935,15,15
1-3206,15,15
1-9697,4,4
1-3033,18,18
1-8094,16,16
1-11206,2,2
1-6531,6,6
1-5036,3,3
1-18028,16,16
1-1850,1,1
1-4926,1,1
1-2034,3,3
1-19549,15,15
1-5282,18,18
1-9861,16,16
1-9338,22,22
1-3175,21,21
1-5002,3,3
1-5531,1,1
1-6718,8,8
1-6217,8,8
1-4847,2,2
1-5891,23,23
1-19447,8,8
1-7530,21,21
1-9457,7,7
1-5990,12,12
1-9971,16,16
1-4494,22,22
1-9576,9,9
1-9436,3,3
1-5413,15,15
1-5424,10,10
1-1191,19,19
1-5803,9,9
1-5799,15,15
1-19567,21,21
1-7527,2,2
MLG67,5,5
1-3087,13,13
1-4842,18,18
1-19568,6,6
1-9838,4,4
MLG46,9,9
1-5555,18,18
1-10444,16,16
1-3646,18,18
1-10951,4,4
1-9806,15,15
1-0055,23,23
1-5914,13,13
1-0027,3,3
1-9455,7,7
1-0003,22,22
1-21192,18,18
1-9034,13,13
1-19927,13,13
