i,j,k,count
11,13,12,25
11,13,19,52
11,19,12,22
11,19,13,52
19,12,13,15
19,12,11,22
19,13,12,15
19,13,11,52
19,11,12,22
19,11,13,52
4,21,18,28
4,18,21,28
21,4,18,28
21,18,4,28
18,4,21,28
18,21,4,28
7,16,19,126
7,19,16,126
7,19,21,59
7,21,19,59
16,7,19,126
16,19,7,126
16,19,21,47
16,21,19,47
19,7,16,126
19,7,21,59
19,16,7,126
19,16,21,47
19,21,7,59
19,21,16,47
21,7,19,59
21,16,19,47
21,19,7,59
21,19,16,47
18,8,7,17
18,8,19,11
18,8,21,30
18,7,8,17
18,19,8,11
18,21,8,30
8,18,7,17
8,18,19,11
8,18,21,30
8,7,18,17
8,7,19,10
8,7,21,15
8,19,18,11
8,19,7,10
8,19,21,12
8,21,18,30
8,21,7,15
8,21,19,12
7,18,8,17
7,8,18,17
7,8,19,10
7,8,21,15
7,19,8,10
7,21,8,15
19,18,8,11
19,8,18,11
19,8,7,10
19,8,21,12
19,7,8,10
19,21,8,12
21,18,8,30
21,8,18,30
21,8,7,15
21,8,19,12
21,7,8,15
21,19,8,12
1,3,8,13
1,3,18,20
1,8,3,13
1,8,18,10
1,18,3,20
1,18,8,10
3,1,8,13
3,1,18,20
3,8,1,13
3,8,18,19
3,18,1,20
3,18,8,19
8,1,3,13
8,1,18,10
8,3,1,13
8,3,18,19
8,18,1,10
8,18,3,19
18,1,3,20
18,1,8,10
18,3,1,20
18,3,8,19
18,8,1,10
18,8,3,19
12,6,2,7
12,2,6,7
6,12,2,7
6,2,12,7
2,12,6,7
2,6,12,7
5,3,16,45
5,3,11,59
5,16,3,45
5,16,11,47
5,11,3,59
5,11,16,47
3,5,16,45
3,5,11,59
3,16,5,45
3,16,11,39
3,11,5,59
3,11,16,39
16,5,3,45
16,5,11,47
16,3,5,45
16,3,11,39
16,11,5,47
16,11,3,39
11,5,3,59
11,5,16,47
11,3,5,59
11,3,16,39
11,16,5,47
11,16,3,39
7,1,18,30
7,1,10,39
7,18,1,30
7,18,10,78
7,10,1,39
7,10,18,78
1,7,18,30
1,7,10,39
1,18,7,30
1,18,10,28
1,10,7,39
1,10,18,28
18,7,1,30
18,7,10,78
18,1,7,30
18,1,10,28
18,10,7,78
18,10,1,28
10,7,1,39
10,7,18,78
10,1,7,39
10,1,18,28
10,18,7,78
10,18,1,28
14,12,18,22
14,18,12,22
12,14,18,22
12,18,14,22
18,14,12,22
18,12,14,22
5,19,21,38
5,21,19,38
5,21,18,33
5,18,21,33
19,5,21,38
19,21,5,38
21,5,19,38
21,5,18,33
21,19,5,38
21,18,5,33
18,5,21,33
18,21,5,33
4,5,7,23
4,5,16,13
4,7,5,23
4,16,5,13
5,4,7,23
5,4,16,13
5,7,4,23
5,16,4,13
7,4,5,23
7,5,4,23
16,4,5,13
16,5,4,13
3,7,19,17
3,19,7,17
7,3,19,17
7,19,3,17
19,3,7,17
19,7,3,17
9,6,3,9
9,3,6,9
6,9,3,9
6,3,9,9
3,9,6,9
3,6,9,9
13,15,8,12
13,15,18,16
13,6,8,29
13,6,18,30
13,8,15,12
13,8,6,29
13,8,18,28
13,18,15,16
13,18,6,30
13,18,8,28
15,13,8,12
15,13,18,16
15,6,8,34
15,6,18,26
15,8,13,12
15,8,6,34
15,18,13,16
15,18,6,26
6,13,8,29
6,13,18,30
6,15,8,34
6,15,18,26
6,8,13,29
6,8,15,34
6,8,18,28
6,18,13,30
6,18,15,26
6,18,8,28
8,13,15,12
8,13,6,29
8,13,18,28
8,15,13,12
8,15,6,34
8,6,13,29
8,6,15,34
8,6,18,28
8,18,13,28
8,18,6,28
18,13,15,16
18,13,6,30
18,13,8,28
18,15,13,16
18,15,6,26
18,6,13,30
18,6,15,26
18,6,8,28
18,8,13,28
18,8,6,28
11,16,6,30
11,6,16,30
16,11,6,30
16,6,11,30
6,11,16,30
6,16,11,30
17,6,9,28
17,10,9,47
17,9,6,28
17,9,10,47
6,17,9,28
6,10,9,36
6,9,17,28
6,9,10,36
10,17,9,47
10,6,9,36
10,9,17,47
10,9,6,36
9,17,6,28
9,17,10,47
9,6,17,28
9,6,10,36
9,10,17,47
9,10,6,36
4,17,1,24
4,17,9,22
4,15,1,10
4,15,19,13
4,15,9,8
4,1,17,24
4,1,15,10
4,1,19,26
4,1,9,21
4,19,15,13
4,19,1,26
4,19,9,27
4,9,17,22
4,9,15,8
4,9,1,21
4,9,19,27
17,4,1,24
17,4,9,22
17,15,19,15
17,15,9,17
17,1,4,24
17,1,9,24
17,19,15,15
17,9,4,22
17,9,15,17
17,9,1,24
15,4,1,10
15,4,19,13
15,4,9,8
15,17,19,15
15,17,9,17
15,1,4,10
15,1,19,15
15,1,9,16
15,19,4,13
15,19,17,15
15,19,1,15
15,9,4,8
15,9,17,17
15,9,1,16
1,4,17,24
1,4,15,10
1,4,19,26
1,4,9,21
1,17,4,24
1,17,9,24
1,15,4,10
1,15,19,15
1,15,9,16
1,19,4,26
1,19,15,15
1,19,9,20
1,9,4,21
1,9,17,24
1,9,15,16
1,9,19,20
19,4,15,13
19,4,1,26
19,4,9,27
19,17,15,15
19,15,4,13
19,15,17,15
19,15,1,15
19,1,4,26
19,1,15,15
19,1,9,20
19,9,4,27
19,9,1,20
9,4,17,22
9,4,15,8
9,4,1,21
9,4,19,27
9,17,4,22
9,17,15,17
9,17,1,24
9,15,4,8
9,15,17,17
9,15,1,16
9,1,4,21
9,1,17,24
9,1,15,16
9,1,19,20
9,19,4,27
9,19,1,20
14,1,7,9
14,7,1,9
1,14,7,9
1,7,14,9
7,14,1,9
7,1,14,9
7,5,15,35
7,15,5,35
7,15,11,38
7,11,15,38
5,7,15,35
5,15,7,35
15,7,5,35
15,7,11,38
15,5,7,35
15,11,7,38
11,7,15,38
11,15,7,38
16,14,15,10
16,14,19,36
16,15,14,10
16,15,19,18
16,19,14,36
16,19,15,18
14,16,15,10
14,16,19,36
14,15,16,10
14,15,19,11
14,19,16,36
14,19,15,11
15,16,14,10
15,16,19,18
15,14,16,10
15,14,19,11
15,19,16,18
15,19,14,11
19,16,14,36
19,16,15,18
19,14,16,36
19,14,15,11
19,15,16,18
19,15,14,11
11,13,20,55
11,20,13,55
13,11,20,55
13,20,11,55
20,11,13,55
20,13,11,55
10,12,17,29
10,12,7,20
10,12,19,27
10,17,12,29
10,17,7,57
10,17,19,35
10,7,12,20
10,7,17,57
10,7,19,52
10,19,12,27
10,19,17,35
10,19,7,52
12,10,17,29
12,10,7,20
12,10,19,27
12,17,10,29
12,7,10,20
12,7,19,22
12,19,10,27
12,19,7,22
17,10,12,29
17,10,7,57
17,10,19,35
17,12,10,29
17,7,10,57
17,19,10,35
7,10,12,20
7,10,17,57
7,10,19,52
7,12,10,20
7,12,19,22
7,17,10,57
7,19,10,52
7,19,12,22
19,10,12,27
19,10,17,35
19,10,7,52
19,12,10,27
19,12,7,22
19,17,10,35
19,7,10,52
19,7,12,22
19,3,13,27
19,3,18,20
19,13,3,27
19,18,3,20
3,19,13,27
3,19,18,20
3,13,19,27
3,13,18,22
3,18,19,20
3,18,13,22
13,19,3,27
13,3,19,27
13,3,18,22
13,18,3,22
18,19,3,20
18,3,19,20
18,3,13,22
18,13,3,22
20,5,18,16
20,18,5,16
5,20,18,16
5,18,20,16
18,20,5,16
18,5,20,16
5,19,16,37
5,16,19,37
19,5,16,37
19,16,5,37
16,5,19,37
16,19,5,37
1,17,16,10
1,16,17,10
17,1,16,10
17,16,1,10
16,1,17,10
16,17,1,10
1,18,15,11
1,15,18,11
18,1,15,11
18,15,1,11
15,1,18,11
15,18,1,11
14,11,16,9
14,16,11,9
11,14,16,9
11,7,16,12
11,16,14,9
11,16,7,12
7,11,16,12
7,16,11,12
16,14,11,9
16,11,14,9
16,11,7,12
16,7,11,12
10,21,15,17
10,15,21,17
21,10,15,17
21,15,10,17
15,10,21,17
15,21,10,17
11,21,17,32
11,17,21,32
21,11,17,32
21,17,11,32
17,11,21,32
17,21,11,32
2,10,5,37
2,10,6,34
2,5,10,37
2,6,10,34
10,2,5,37
10,2,6,34
10,5,2,37
10,6,2,34
5,2,10,37
5,10,2,37
6,2,10,34
6,10,2,34
11,14,19,32
11,19,14,32
11,19,10,53
11,10,19,53
14,11,19,32
14,19,11,32
14,19,10,27
14,10,19,27
19,11,14,32
19,11,10,53
19,14,11,32
19,14,10,27
19,10,11,53
19,10,14,27
10,11,19,53
10,14,19,27
10,19,11,53
10,19,14,27
3,21,12,9
3,18,12,15
3,7,12,21
3,12,21,9
3,12,18,15
3,12,7,21
21,3,12,9
21,18,12,25
21,7,12,19
21,12,3,9
21,12,18,25
21,12,7,19
18,3,12,15
18,21,12,25
18,7,12,16
18,12,3,15
18,12,21,25
18,12,7,16
7,3,12,21
7,21,12,19
7,18,12,16
7,12,3,21
7,12,21,19
7,12,18,16
12,3,21,9
12,3,18,15
12,3,7,21
12,21,3,9
12,21,18,25
12,21,7,19
12,18,3,15
12,18,21,25
12,18,7,16
12,7,3,21
12,7,21,19
12,7,18,16
18,5,2,30
18,5,1,25
18,5,11,11
18,2,5,30
18,2,1,20
18,2,11,15
18,1,5,25
18,1,2,20
18,1,11,17
18,11,5,11
18,11,2,15
18,11,1,17
5,18,2,30
5,18,1,25
5,18,11,11
5,2,18,30
5,2,1,35
5,2,11,40
5,1,18,25
5,1,2,35
5,1,11,31
5,11,18,11
5,11,2,40
5,11,1,31
2,18,5,30
2,18,1,20
2,18,11,15
2,5,18,30
2,5,1,35
2,5,11,40
2,1,18,20
2,1,5,35
2,1,11,21
2,11,18,15
2,11,5,40
2,11,1,21
1,18,5,25
1,18,2,20
1,18,11,17
1,5,18,25
1,5,2,35
1,5,11,31
1,2,18,20
1,2,5,35
1,2,11,21
1,11,18,17
1,11,5,31
1,11,2,21
11,18,5,11
11,18,2,15
11,18,1,17
11,5,18,11
11,5,2,40
11,5,1,31
11,2,18,15
11,2,5,40
11,2,1,21
11,1,18,17
11,1,5,31
11,1,2,21
1,4,13,16
1,9,13,29
1,13,4,16
1,13,9,29
4,1,13,16
4,9,13,18
4,13,1,16
4,13,9,18
9,1,13,29
9,4,13,18
9,13,1,29
9,13,4,18
13,1,4,16
13,1,9,29
13,4,1,16
13,4,9,18
13,9,1,29
13,9,4,18
9,6,13,39
9,6,11,24
9,13,6,39
9,13,11,51
9,11,6,24
9,11,13,51
6,9,13,39
6,9,11,24
6,13,9,39
6,11,9,24
13,9,6,39
13,9,11,51
13,6,9,39
13,11,9,51
11,9,6,24
11,9,13,51
11,6,9,24
11,13,9,51
19,3,6,11
19,6,3,11
19,6,18,28
19,18,6,28
3,19,6,11
3,6,19,11
3,6,18,21
3,18,6,21
6,19,3,11
6,19,18,28
6,3,19,11
6,3,18,21
6,18,19,28
6,18,3,21
18,19,6,28
18,3,6,21
18,6,19,28
18,6,3,21
10,11,13,97
10,13,11,97
11,10,13,97
11,13,10,97
13,10,11,97
13,11,10,97
6,7,18,31
6,7,16,76
6,7,2,26
6,18,7,31
6,18,16,16
6,18,2,11
6,16,7,76
6,16,18,16
6,16,2,22
6,2,7,26
6,2,18,11
6,2,16,22
7,6,18,31
7,6,16,76
7,6,2,26
7,18,6,31
7,18,2,27
7,16,6,76
7,16,2,34
7,2,6,26
7,2,18,27
7,2,16,34
18,6,7,31
18,6,16,16
18,6,2,11
18,7,6,31
18,7,2,27
18,16,6,16
18,16,2,14
18,2,6,11
18,2,7,27
18,2,16,14
16,6,7,76
16,6,18,16
16,6,2,22
16,7,6,76
16,7,2,34
16,18,6,16
16,18,2,14
16,2,6,22
16,2,7,34
16,2,18,14
2,6,7,26
2,6,18,11
2,6,16,22
2,7,6,26
2,7,18,27
2,7,16,34
2,18,6,11
2,18,7,27
2,18,16,14
2,16,6,22
2,16,7,34
2,16,18,14
14,17,18,51
14,18,17,51
14,18,8,18
14,8,18,18
17,14,18,51
17,18,14,51
18,14,17,51
18,14,8,18
18,17,14,51
18,8,14,18
8,14,18,18
8,18,14,18
5,3,13,24
5,13,3,24
3,5,13,24
3,13,5,24
13,5,3,24
13,3,5,24
11,3,12,18
11,15,12,21
11,12,3,18
11,12,15,21
3,11,12,18
3,15,12,18
3,12,11,18
3,12,15,18
3,12,17,11
3,17,12,11
15,11,12,21
15,3,12,18
15,12,11,21
15,12,3,18
15,12,17,24
15,17,12,24
12,11,3,18
12,11,15,21
12,3,11,18
12,3,15,18
12,3,17,11
12,15,11,21
12,15,3,18
12,15,17,24
12,17,3,11
12,17,15,24
17,3,12,11
17,15,12,24
17,12,3,11
17,12,15,24
2,16,4,27
2,4,16,27
2,4,1,27
2,1,4,27
16,2,4,27
16,4,2,27
4,2,16,27
4,2,1,27
4,16,2,27
4,1,2,27
1,2,4,27
1,4,2,27
10,7,6,47
10,6,7,47
7,10,6,47
7,6,10,47
7,6,14,29
7,14,6,29
6,10,7,47
6,7,10,47
6,7,14,29
6,14,7,29
14,7,6,29
14,6,7,29
5,8,1,13
5,1,8,13
17,8,1,19
17,1,8,19
8,5,1,13
8,17,1,19
8,1,5,13
8,1,17,19
1,5,8,13
1,17,8,19
1,8,5,13
1,8,17,19
13,12,18,20
13,18,12,20
12,13,18,20
12,18,13,20
18,13,12,20
18,12,13,20
5,20,12,9
5,12,20,9
20,5,12,9
20,12,5,9
12,5,20,9
12,20,5,9
13,15,11,39
13,15,10,26
13,11,15,39
13,10,15,26
15,13,11,39
15,13,10,26
15,11,13,39
15,11,10,26
15,10,13,26
15,10,11,26
11,13,15,39
11,15,13,39
11,15,10,26
11,10,15,26
10,13,15,26
10,15,13,26
10,15,11,26
10,11,15,26
2,11,12,18
2,5,12,21
2,12,11,18
2,12,5,21
11,2,12,18
11,5,12,36
11,12,2,18
11,12,5,36
5,2,12,21
5,11,12,36
5,12,2,21
5,12,11,36
12,2,11,18
12,2,5,21
12,11,2,18
12,11,5,36
12,5,2,21
12,5,11,36
8,13,12,15
8,12,13,15
13,8,12,15
13,12,8,15
12,8,13,15
12,13,8,15
15,9,5,17
15,5,9,17
9,15,5,17
9,5,15,17
5,15,9,17
5,9,15,17
13,16,6,64
13,6,16,64
16,13,6,64
16,6,13,64
6,13,16,64
6,16,13,64
1,13,7,27
1,13,19,18
1,13,21,14
1,7,13,27
1,7,19,20
1,7,21,18
1,19,13,18
1,19,7,20
1,21,13,14
1,21,7,18
13,1,7,27
13,1,19,18
13,1,21,14
13,7,1,27
13,7,19,48
13,7,21,20
13,19,1,18
13,19,7,48
13,21,1,14
13,21,7,20
7,1,13,27
7,1,19,20
7,1,21,18
7,13,1,27
7,13,19,48
7,13,21,20
7,19,1,20
7,19,13,48
7,21,1,18
7,21,13,20
19,1,13,18
19,1,7,20
19,13,1,18
19,13,7,48
19,7,1,20
19,7,13,48
21,1,13,14
21,1,7,18
21,13,1,14
21,13,7,20
21,7,1,18
21,7,13,20
12,5,4,22
12,4,5,22
5,12,4,22
5,4,12,22
4,12,5,22
4,5,12,22
2,10,15,16
2,15,10,16
2,15,13,19
2,13,15,19
10,2,15,16
10,15,2,16
15,2,10,16
15,2,13,19
15,10,2,16
15,13,2,19
13,2,15,19
13,15,2,19
11,17,18,26
11,18,17,26
11,18,13,59
11,13,18,59
17,11,18,26
17,18,11,26
18,11,17,26
18,11,13,59
18,17,11,26
18,13,11,59
13,11,18,59
13,18,11,59
4,10,2,14
4,2,10,14
10,4,2,14
10,2,4,14
2,4,10,14
2,10,4,14
11,10,7,43
11,10,16,24
11,7,10,43
11,7,19,19
11,19,7,19
11,19,16,15
11,16,10,24
11,16,19,15
10,11,7,43
10,11,16,24
10,7,11,43
10,7,16,38
10,19,16,34
10,16,11,24
10,16,7,38
10,16,19,34
7,11,10,43
7,11,19,19
7,10,11,43
7,10,16,38
7,19,11,19
7,16,10,38
19,11,7,19
19,11,16,15
19,10,16,34
19,7,11,19
19,16,11,15
19,16,10,34
16,11,10,24
16,11,19,15
16,10,11,24
16,10,7,38
16,10,19,34
16,7,10,38
16,19,11,15
16,19,10,34
5,16,6,29
5,6,16,29
16,5,6,29
16,6,5,29
6,5,16,29
6,16,5,29
16,3,7,18
16,7,3,18
3,16,7,18
3,7,16,18
7,16,3,18
7,3,16,18
10,9,8,10
10,8,9,10
17,9,8,13
17,8,9,13
9,10,8,10
9,17,8,13
9,8,10,10
9,8,17,13
8,10,9,10
8,17,9,13
8,9,10,10
8,9,17,13
17,13,3,17
17,13,2,26
17,3,13,17
17,3,2,10
17,2,13,26
17,2,3,10
13,17,3,17
13,17,2,26
13,3,17,17
13,3,2,16
13,2,17,26
13,2,3,16
3,17,13,17
3,17,2,10
3,13,17,17
3,13,2,16
3,2,17,10
3,2,13,16
2,17,13,26
2,17,3,10
2,13,17,26
2,13,3,16
2,3,17,10
2,3,13,16
17,7,3,45
17,18,3,14
17,3,7,45
17,3,18,14
7,17,3,45
7,3,17,45
18,17,3,14
18,3,17,14
3,17,7,45
3,17,18,14
3,7,17,45
3,18,17,14
14,21,9,10
14,21,18,40
14,9,21,10
14,9,18,25
14,18,21,40
14,18,9,25
21,14,9,10
21,14,18,40
21,9,14,10
21,18,14,40
9,14,21,10
9,14,18,25
9,21,14,10
9,18,14,25
18,14,21,40
18,14,9,25
18,21,14,40
18,9,14,25
17,2,9,17
17,2,19,12
17,2,7,53
17,9,2,17
17,19,2,12
17,19,8,15
17,7,2,53
17,7,8,45
17,8,19,15
17,8,7,45
2,17,9,17
2,17,19,12
2,17,7,53
2,9,17,17
2,9,7,20
2,9,8,7
2,19,17,12
2,19,7,39
2,19,8,7
2,7,17,53
2,7,9,20
2,7,19,39
2,7,8,30
2,8,9,7
2,8,19,7
2,8,7,30
9,17,2,17
9,2,17,17
9,2,7,20
9,2,8,7
9,19,8,7
9,7,2,20
9,7,8,11
9,8,2,7
9,8,19,7
9,8,7,11
19,17,2,12
19,17,8,15
19,2,17,12
19,2,7,39
19,2,8,7
19,9,8,7
19,7,2,39
19,8,17,15
19,8,2,7
19,8,9,7
7,17,2,53
7,17,8,45
7,2,17,53
7,2,9,20
7,2,19,39
7,2,8,30
7,9,2,20
7,9,8,11
7,19,2,39
7,8,17,45
7,8,2,30
7,8,9,11
8,17,19,15
8,17,7,45
8,2,9,7
8,2,19,7
8,2,7,30
8,9,2,7
8,9,19,7
8,9,7,11
8,19,17,15
8,19,2,7
8,19,9,7
8,7,17,45
8,7,2,30
8,7,9,11
16,7,15,19
16,15,7,19
7,16,15,19
7,14,15,17
7,14,19,47
7,15,16,19
7,15,14,17
7,15,19,10
7,19,14,47
7,19,15,10
14,7,15,17
14,7,19,47
14,15,7,17
14,19,7,47
15,16,7,19
15,7,16,19
15,7,14,17
15,7,19,10
15,14,7,17
15,19,7,10
19,7,14,47
19,7,15,10
19,14,7,47
19,15,7,10
1,3,14,17
1,3,11,30
1,14,3,17
1,14,10,10
1,11,3,30
1,11,10,39
1,10,14,10
1,10,11,39
3,1,14,17
3,1,11,30
3,14,1,17
3,14,11,16
3,14,10,31
3,11,1,30
3,11,14,16
3,11,10,37
3,10,14,31
3,10,11,37
14,1,3,17
14,1,10,10
14,3,1,17
14,3,11,16
14,3,10,31
14,11,3,16
14,10,1,10
14,10,3,31
11,1,3,30
11,1,10,39
11,3,1,30
11,3,14,16
11,3,10,37
11,14,3,16
11,10,1,39
11,10,3,37
10,1,14,10
10,1,11,39
10,3,14,31
10,3,11,37
10,14,1,10
10,14,3,31
10,11,1,39
10,11,3,37
16,18,4,18
16,4,18,18
16,4,15,21
16,15,4,21
18,16,4,18
18,4,16,18
18,4,15,19
18,15,4,19
4,16,18,18
4,16,15,21
4,18,16,18
4,18,15,19
4,15,16,21
4,15,18,19
15,16,4,21
15,18,4,19
15,4,16,21
15,4,18,19
7,3,13,20
7,13,3,20
3,7,13,20
3,13,7,20
13,7,3,20
13,3,7,20
1,11,8,14
1,8,11,14
11,1,8,14
11,3,8,15
11,8,1,14
11,8,3,15
3,11,8,15
3,8,11,15
8,1,11,14
8,11,1,14
8,11,3,15
8,3,11,15
6,5,18,28
6,5,19,20
6,18,5,28
6,19,5,20
6,19,16,42
6,16,19,42
5,6,18,28
5,6,19,20
5,18,6,28
5,18,16,13
5,19,6,20
5,16,18,13
18,6,5,28
18,5,6,28
18,5,16,13
18,19,16,18
18,16,5,13
18,16,19,18
19,6,5,20
19,6,16,42
19,5,6,20
19,18,16,18
19,16,6,42
19,16,18,18
16,6,19,42
16,5,18,13
16,18,5,13
16,18,19,18
16,19,6,42
16,19,18,18
8,19,15,14
8,15,19,14
19,8,15,14
19,15,8,14
15,8,19,14
15,19,8,14
20,18,13,19
20,18,15,9
20,13,18,19
20,13,15,21
20,15,18,9
20,15,13,21
18,20,13,19
18,20,15,9
18,13,20,19
18,15,20,9
13,20,18,19
13,20,15,21
13,18,20,19
13,15,20,21
15,20,18,9
15,20,13,21
15,18,20,9
15,13,20,21
15,21,16,16
15,16,21,16
21,15,16,16
21,16,15,16
16,15,21,16
16,21,15,16
13,19,15,6
13,15,19,6
19,13,15,6
19,15,13,6
15,13,19,6
15,19,13,6
13,14,20,7
13,20,14,7
14,13,20,7
14,20,13,7
20,13,14,7
20,14,13,7
19,4,18,63
19,4,12,17
19,18,4,63
19,18,12,27
19,12,4,17
19,12,18,27
4,19,18,63
4,19,12,17
4,18,19,63
4,18,12,11
4,12,19,17
4,12,18,11
18,19,4,63
18,19,12,27
18,4,19,63
18,4,12,11
18,12,19,27
18,12,4,11
12,19,4,17
12,19,18,27
12,4,19,17
12,4,18,11
12,18,19,27
12,18,4,11
9,14,13,17
9,14,7,18
9,14,12,12
9,13,14,17
9,13,7,40
9,7,14,18
9,7,13,40
9,7,12,8
9,12,14,12
9,12,7,8
14,9,13,17
14,9,7,18
14,9,12,12
14,13,9,17
14,13,12,16
14,7,9,18
14,12,9,12
14,12,13,16
13,9,14,17
13,9,7,40
13,14,9,17
13,14,12,16
13,7,9,40
13,12,14,16
7,9,14,18
7,9,13,40
7,9,12,8
7,14,9,18
7,13,9,40
7,12,9,8
12,9,14,12
12,9,7,8
12,14,9,12
12,14,13,16
12,13,14,16
12,7,9,8
10,7,13,51
10,19,13,47
10,13,7,51
10,13,19,47
7,10,13,51
7,13,10,51
19,10,13,47
19,13,10,47
13,10,7,51
13,10,19,47
13,7,10,51
13,19,10,47
11,13,3,23
11,3,13,23
15,13,3,10
15,3,13,10
13,11,3,23
13,15,3,10
13,3,11,23
13,3,15,10
3,11,13,23
3,15,13,10
3,13,11,23
3,13,15,10
13,12,3,15
13,3,12,15
13,3,8,15
13,8,3,15
12,13,3,15
12,3,13,15
12,3,8,17
12,8,3,17
3,13,12,15
3,13,8,15
3,12,13,15
3,12,8,17
3,8,13,15
3,8,12,17
8,13,3,15
8,12,3,17
8,3,13,15
8,3,12,17
14,21,16,15
14,16,21,15
21,14,16,15
21,16,14,15
16,14,21,15
16,21,14,15
19,4,3,10
19,3,4,10
4,19,3,10
4,18,3,12
4,21,3,9
4,3,19,10
4,3,18,12
4,3,21,9
18,4,3,12
18,3,4,12
21,4,3,9
21,3,4,9
3,19,4,10
3,4,19,10
3,4,18,12
3,4,21,9
3,18,4,12
3,21,4,9
16,21,10,22
16,21,20,9
16,10,21,22
16,10,20,19
16,20,21,9
16,20,10,19
21,16,10,22
21,16,20,9
21,10,16,22
21,10,20,14
21,20,16,9
21,20,10,14
10,16,21,22
10,16,20,19
10,21,16,22
10,21,20,14
10,20,16,19
10,20,21,14
20,16,21,9
20,16,10,19
20,21,16,9
20,21,10,14
20,10,16,19
20,10,21,14
10,13,8,23
10,8,13,23
13,10,8,23
13,8,10,23
8,10,13,23
8,13,10,23
17,9,16,29
17,16,9,29
9,17,16,29
9,16,17,29
16,17,9,29
16,9,17,29
10,20,15,25
10,15,20,25
20,10,15,25
20,15,10,25
15,10,20,25
15,20,10,25
5,13,1,33
5,1,13,33
13,5,1,33
13,1,5,33
1,5,13,33
1,13,5,33
2,21,1,9
2,21,13,8
2,1,21,9
2,1,13,36
2,13,21,8
2,13,1,36
21,2,1,9
21,2,13,8
21,1,2,9
21,13,2,8
1,2,21,9
1,2,13,36
1,21,2,9
1,13,2,36
13,2,21,8
13,2,1,36
13,21,2,8
13,1,2,36
11,4,13,47
11,13,4,47
4,11,13,47
4,13,11,47
13,11,4,47
13,4,11,47
5,8,7,33
5,7,8,33
8,5,7,33
8,7,5,33
7,5,8,33
7,8,5,33
7,6,9,22
7,9,6,22
7,9,10,26
7,10,9,26
6,7,9,22
6,9,7,22
9,7,6,22
9,7,10,26
9,6,7,22
9,10,7,26
10,7,9,26
10,9,7,26
17,2,4,17
17,2,1,18
17,4,2,17
17,1,2,18
2,17,4,17
2,17,1,18
2,4,17,17
2,1,17,18
4,17,2,17
4,2,17,17
1,17,2,18
1,2,17,18
13,20,12,9
13,20,3,10
13,12,20,9
13,3,20,10
20,13,12,9
20,13,3,10
20,12,13,9
20,12,3,11
20,3,13,10
20,3,12,11
12,13,20,9
12,20,13,9
12,20,3,11
12,3,20,11
3,13,20,10
3,20,13,10
3,20,12,11
3,12,20,11
10,12,4,12
10,4,12,12
12,10,4,12
12,4,10,12
4,10,12,12
4,12,10,12
5,20,6,16
5,6,20,16
20,5,6,16
20,6,5,16
6,5,20,16
6,20,5,16
5,12,16,44
5,16,12,44
12,5,16,44
12,16,5,44
16,5,12,44
16,12,5,44
1,13,17,29
1,17,13,29
13,1,17,29
13,17,1,29
17,1,13,29
17,13,1,29
5,6,21,21
5,21,6,21
5,21,14,19
5,14,21,19
6,5,21,21
6,21,5,21
21,5,6,21
21,5,14,19
21,6,5,21
21,14,5,19
14,5,21,19
14,21,5,19
2,3,21,6
2,3,6,15
2,21,3,6
2,21,6,8
2,6,3,15
2,6,21,8
3,2,21,6
3,2,6,15
3,21,2,6
3,21,6,13
3,6,2,15
3,6,21,13
21,2,3,6
21,2,6,8
21,3,2,6
21,3,6,13
21,6,2,8
21,6,3,13
6,2,3,15
6,2,21,8
6,3,2,15
6,3,21,13
6,21,2,8
6,21,3,13
20,13,19,6
20,18,19,10
20,19,13,6
20,19,18,10
13,20,19,6
13,19,20,6
18,20,19,10
18,19,20,10
19,20,13,6
19,20,18,10
19,13,20,6
19,18,20,10
12,16,17,26
12,17,16,26
12,17,2,14
12,2,17,14
16,12,17,26
16,17,12,26
17,12,16,26
17,12,2,14
17,16,12,26
17,2,12,14
2,12,17,14
2,17,12,14
7,8,13,21
7,8,11,20
7,13,8,21
7,13,11,53
7,11,8,20
7,11,13,53
7,11,9,27
7,9,11,27
8,7,13,21
8,7,11,20
8,13,7,21
8,13,11,17
8,13,9,17
8,11,7,20
8,11,13,17
8,11,9,10
8,9,13,17
8,9,11,10
13,7,8,21
13,7,11,53
13,8,7,21
13,8,11,17
13,8,9,17
13,11,7,53
13,11,8,17
13,9,8,17
11,7,8,20
11,7,13,53
11,7,9,27
11,8,7,20
11,8,13,17
11,8,9,10
11,13,7,53
11,13,8,17
11,9,7,27
11,9,8,10
9,7,11,27
9,8,13,17
9,8,11,10
9,13,8,17
9,11,7,27
9,11,8,10
2,17,5,24
2,5,17,24
17,2,5,24
17,5,2,24
5,2,17,24
5,17,2,24
1,6,21,12
1,6,18,18
1,21,6,12
1,21,18,23
1,18,6,18
1,18,21,23
6,1,21,12
6,1,18,18
6,21,1,12
6,21,18,44
6,18,1,18
6,18,21,44
21,1,6,12
21,1,18,23
21,6,1,12
21,6,18,44
21,18,1,23
21,18,6,44
18,1,6,18
18,1,21,23
18,6,1,18
18,6,21,44
18,21,1,23
18,21,6,44
11,2,17,25
11,17,2,25
2,11,17,25
2,17,11,25
17,11,2,25
17,2,11,25
2,7,13,52
2,7,12,13
2,13,7,52
2,13,12,16
2,12,7,13
2,12,13,16
7,2,13,52
7,2,12,13
7,13,2,52
7,12,2,13
13,2,7,52
