i,j,count
3,12,56
1,10,122
1,4,199
1,20,166
4,20,201
1,13,108
1,6,99
13,6,166
18,13,166
18,11,229
18,12,128
18,9,210
13,11,382
13,12,216
13,9,351
11,12,160
11,9,188
12,9,261
7,9,207
15,13,302
15,11,255
15,5,82
15,9,238
13,5,200
11,5,147
5,9,91
7,8,193
9,8,189
19,3,68
19,11,60
19,14,51
19,16,116
3,11,84
3,14,179
3,16,104
11,14,212
11,16,292
14,16,107
13,2,271
13,17,320
2,9,102
2,17,131
9,17,154
13,18,365
4,11,154
4,19,173
11,19,132
2,8,231
2,10,123
2,5,77
8,10,100
8,5,47
10,5,60
11,15,149
11,2,284
11,20,292
11,1,153
11,6,148
15,2,239
15,20,235
15,1,99
15,6,111
2,20,167
2,1,106
2,6,74
20,1,37
20,6,47
19,13,95
19,18,86
3,13,91
3,18,123
11,18,264
3,4,82
3,2,216
13,4,277
4,2,216
13,1,219
13,3,225
1,3,102
12,13,178
12,10,246
13,10,276
9,7,146
3,7,104
7,2,145
1,9,165
11,17,312
11,7,195
17,7,234
15,7,167
12,11,216
12,17,338
12,7,219
1,12,97
1,8,99
1,2,177
12,8,61
12,2,218
8,2,72
1,17,137
1,7,146
1,19,89
17,19,135
7,19,93
17,1,153
12,20,198
12,18,184
12,19,285
20,18,79
20,19,87
18,19,133
9,18,168
18,17,221
13,20,446
15,18,193
15,16,194
18,16,253
11,3,192
3,20,125
4,13,142
4,7,165
4,1,120
13,7,393
7,1,79
6,19,71
6,3,84
11,10,151
10,20,92
10,15,31
10,2,84
20,15,61
20,2,49
18,5,106
18,7,303
5,7,134
4,16,185
16,7,138
9,16,241
13,16,309
3,6,101
16,6,44
6,7,67
6,2,118
6,20,89
6,18,69
2,3,102
2,18,132
9,13,140
15,10,114
15,8,117
10,8,81
2,15,54
15,17,193
16,13,66
16,14,76
13,14,220
12,3,123
10,1,39
6,9,70
6,8,64
11,4,201
18,6,98
6,5,95
20,7,84
20,11,102
20,16,109
7,11,223
7,16,263
8,1,39
8,9,152
6,4,67
19,8,141
19,4,112
8,4,78
1,16,157
17,16,193
8,12,104
9,12,137
17,6,82
1,11,136
1,14,153
1,5,104
20,14,118
20,5,35
14,5,41
12,5,147
19,10,194
19,5,79
15,4,149
15,14,159
4,14,142
3,10,96
14,10,77
7,18,131
12,16,231
5,19,107
5,16,126
7,4,53
7,5,114
4,5,129
3,17,120
17,12,74
17,20,181
13,15,150
9,11,190
11,8,96
10,19,302
5,2,88
4,8,100
4,6,96
8,6,32
12,4,81
4,18,212
18,2,189
15,3,144
15,19,122
14,3,58
14,19,42
3,19,90
8,13,100
8,7,155
8,17,74
7,17,161
8,11,98
8,19,80
9,19,89
13,19,271
4,10,177
11,13,188
7,3,55
13,8,204
8,15,62
19,6,49
12,1,117
16,1,32
6,16,67
14,2,69
20,3,70
1,18,127
16,18,94
10,6,49
20,8,48
3,15,62
8,14,94
12,14,163
6,13,103
12,6,82
3,9,138
8,20,59
19,20,204
9,14,170
18,4,164
5,4,56
18,14,135
18,3,134
14,7,99
16,10,86
5,17,155
5,3,70
17,3,104
10,11,55
8,16,166
2,11,99
10,13,69
9,4,138
17,4,125
2,16,188
7,14,148
7,7,117
12,15,123
19,12,97
7,6,69
14,20,168
14,13,41
14,18,81
2,14,108
7,20,188
5,15,77
2,7,124
2,19,74
10,16,110
16,19,75
3,8,71
14,1,46
14,4,67
16,4,50
14,11,138
14,17,120
5,20,163
18,1,134
9,15,78
16,8,109
17,14,142
9,6,74
6,15,53
19,9,68
4,9,156
14,9,61
7,12,119
17,9,127
4,17,212
4,3,132
3,5,77
5,6,60
20,12,54
6,11,94
18,10,107
9,10,113
18,20,290
7,13,101
9,20,155
10,7,88
10,12,123
6,1,96
2,2,101
17,2,143
17,11,214
16,11,103
17,8,128
17,17,123
17,10,122
16,17,88
9,1,90
20,17,72
18,8,133
3,1,128
7,10,125
2,13,82
2,4,98
20,13,41
7,15,59
10,4,87
17,13,118
16,20,93
16,9,132
20,9,33
17,15,57
18,18,92
19,17,92
19,2,63
15,12,90
20,10,67
10,14,65
9,2,134
6,17,95
6,12,44
5,10,111
5,8,55
10,18,79
10,9,64
10,3,31
9,3,102
9,5,118
16,2,72
4,15,76
5,18,79
18,15,147
15,15,8
1,15,85
8,18,115
19,7,63
17,5,116
5,13,69
14,12,36
17,18,188
4,12,73
6,10,63
16,5,58
5,12,48
16,15,54
2,12,57
10,17,41
16,12,71
14,6,32
5,1,81
5,11,139
16,3,70
5,14,96
8,3,39
6,14,52
14,8,89
19,1,47
19,15,28
14,15,18
20,4,13
14,14,3
16,16,4
19,19,1
9,9,1
10,10,2
8,8,1
