i,j,count
2,1,230
15,6,75
9,4,215
9,7,304
4,7,192
7,20,140
7,8,110
20,8,119
19,16,112
19,2,343
19,18,235
19,1,122
16,2,168
16,18,151
16,1,79
2,18,209
18,1,139
8,4,118
11,20,180
11,2,422
11,19,310
11,5,292
20,2,257
20,19,157
20,5,137
2,19,273
2,5,367
19,5,207
8,14,58
8,13,41
14,13,165
15,9,193
15,2,201
15,17,86
15,5,149
9,2,279
9,17,124
9,5,274
2,17,152
17,5,75
3,6,221
3,15,132
3,9,264
6,15,51
6,9,169
3,19,298
18,2,347
18,12,209
2,12,236
4,13,320
4,6,125
4,11,129
13,6,148
13,11,27
6,11,84
2,11,137
2,7,484
2,4,347
11,12,171
11,7,372
11,4,369
12,7,131
12,4,118
12,5,161
7,4,156
7,5,117
4,5,299
15,16,45
15,19,154
9,16,72
9,19,227
16,19,109
12,16,49
12,2,149
12,3,80
16,3,86
2,3,229
3,2,359
3,14,173
2,14,129
18,3,218
18,6,216
5,8,89
12,8,86
12,15,49
8,15,37
5,6,74
5,1,82
6,1,82
2,9,285
2,8,190
9,8,178
11,8,254
18,9,404
18,5,308
6,4,192
6,2,127
6,16,137
4,2,283
4,16,84
2,16,115
3,20,209
15,20,80
1,13,97
11,9,301
9,12,137
8,12,76
16,17,80
16,7,182
16,20,239
7,19,111
19,20,117
1,19,148
1,9,112
19,9,310
11,3,301
3,7,439
5,19,85
5,20,65
14,7,63
11,18,248
18,4,253
18,16,81
18,11,112
16,5,105
16,11,58
5,11,55
17,18,24
17,14,36
18,14,122
20,13,98
20,12,106
13,2,111
13,12,133
7,2,201
19,10,134
19,8,251
10,8,72
18,15,187
18,8,168
15,8,79
18,19,259
12,19,83
15,4,184
3,11,205
3,5,285
3,12,172
3,8,169
5,12,76
4,15,123
4,20,117
4,12,219
4,14,116
15,12,123
15,14,62
20,14,77
12,14,34
1,3,111
11,6,159
11,13,217
6,13,146
12,11,46
5,3,73
5,17,75
3,17,124
19,14,140
19,13,182
19,4,263
19,11,168
13,7,105
13,15,35
13,5,151
7,15,28
4,1,114
2,20,249
12,9,119
4,10,87
4,18,215
10,18,66
9,14,81
7,17,107
7,12,86
17,12,61
9,6,115
6,12,112
13,1,58
12,1,63
3,10,141
10,19,85
18,20,216
12,20,118
5,2,178
5,16,35
7,9,111
7,16,78
11,15,135
2,13,176
13,4,130
16,6,148
6,20,291
11,16,136
6,18,101
6,3,134
2,15,160
1,4,228
1,14,68
1,15,35
14,15,68
4,8,149
4,9,201
16,15,67
16,9,125
20,15,116
20,9,175
15,18,133
15,13,71
18,13,156
2,6,194
1,2,252
4,3,137
15,3,146
8,7,77
8,16,25
10,20,88
10,6,94
20,6,169
3,1,114
14,1,27
7,1,113
4,17,90
20,4,116
20,7,227
9,13,193
7,13,64
1,10,43
2,10,109
14,20,49
18,17,143
19,3,213
1,17,36
5,4,129
13,20,81
3,13,235
3,18,214
8,18,35
13,18,72
3,4,347
19,12,172
6,14,75
9,3,186
9,1,71
20,17,92
6,5,128
9,18,202
2,2,116
16,4,100
16,12,79
15,7,143
14,10,28
14,8,43
5,7,119
4,19,202
6,7,87
19,15,98
11,14,139
14,19,51
10,4,159
10,5,83
9,20,92
20,18,128
18,7,230
18,10,106
13,10,104
1,12,134
8,1,45
8,5,107
1,5,93
3,16,116
20,10,88
10,2,96
20,3,148
1,7,102
5,13,106
14,16,27
19,6,233
8,6,66
17,7,84
1,11,115
11,10,176
12,17,64
5,9,130
13,8,75
12,18,56
10,7,85
1,20,92
19,17,112
17,20,35
14,12,57
9,10,169
15,11,73
8,8,101
17,2,63
9,9,123
10,9,107
11,17,96
5,14,47
13,3,62
7,3,72
7,6,108
6,8,100
20,11,109
9,11,97
13,13,92
11,1,105
6,10,62
10,13,223
19,7,271
10,11,42
13,19,90
20,1,74
9,15,91
10,3,44
7,14,46
20,16,103
16,10,62
14,4,72
13,14,85
8,11,23
7,11,56
15,10,38
14,5,67
1,16,42
13,9,104
17,11,28
17,13,37
16,8,71
6,19,106
17,15,41
10,12,58
8,2,106
17,19,44
17,8,35
6,17,68
13,16,72
1,6,61
17,3,39
14,9,51
7,10,41
10,15,30
5,15,27
10,16,43
16,13,73
5,18,52
7,18,37
8,19,59
8,17,46
1,18,116
14,2,35
1,8,59
12,6,84
8,20,46
14,6,75
8,10,49
10,14,36
14,18,29
10,1,15
8,9,104
12,13,66
8,3,42
5,10,40
15,1,38
14,17,43
17,16,31
17,10,19
10,17,50
13,17,56
12,10,41
14,11,23
16,14,40
17,9,71
17,6,20
14,3,31
17,4,49
17,1,16
